global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_14	aroma_motion_20	aroma_motion_32
63543.21149838276	n/a	n/a	4037739727.528204	98817.23824912624	n/a	9764846575.184578	n/a	65102.90163891231	n/a	4238387801.805892	n/a	72816.53031043502	33344.6468073829	n/a	n/a	n/a	n/a	-0.0804351986	0.0570094226	-0.0511111582	0.0062884666	-0.0231393068	0.0904851322	-0.1277197323	0.1432574137	-0.0963990406	0.0294110677	-0.0508691425	0.0250491293	-0.1138871183	0.0962576662	0.0225572424	-0.1188139876	0.0050432675	-0.043968073	0.0315012788	-0.1114937923	0.0054310188	-0.0081179818	0.0903941795	-0.0106992268	0.0715041569	-0.1649324241	0.0199979164	-0.052581524	0.0135653437	-0.1630631813	0.0029608039	-0.0461926048	0.0989869125	-0.0461224918	0.0424231739	-0.1848295322	0.0995632404	-0.0157378113	-0.0358424944	-0.0066961583	0.0172491902	-0.0377945112	0.1841571335	-0.0750303345	0.0163627823	-0.026753861	0.1320016796	-0.0120036593	0.0122320545	-0.0878656788	0.0415494882	-0.0936810887	0.0827459529	0.0053091511	-0.0345193126	0.0188445748	-0.0300824497	0.1224556913	-0.191954494	0.0778864321	-0.1649090575	0.1680859767	-0.1278864574	0.0626927511	-0.0003255733	-0.0163626248	0.0314500051	-0.0463880892	0.0698688895	-0.0337474927	0.0038291477	-0.0611785978	0.1081738432	-0.0491708624	0.0525468106	-0.0330013898	0.1026743431	-0.0261595727	0.0050837798	-0.1430680657	0.0255045546	-0.0322875767	0.0433577053	-0.0235218986	0.0185492036	-0.0809521825	-0.0735455322	-0.0362878928	0.0565058389	0.1217078847	0.1216831682	0.1216419777	-0.0387139	n/a	0.00149876605321	n/a	-0.0308167	n/a	n/a	0.00094966899889	-0.0273704	n/a	n/a	0.00074913879616	0.00235955	n/a	5.5674762025000005e-06	n/a	0.000412513	n/a	1.70166975169e-07	n/a	-0.000770679	n/a	n/a	5.939461210410001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9755134836	0.540324051	-0.4704143375	0.5807541439	-2.440454788	-0.1338840624	1.162002537	-0.5282932371	0.3408518962	-0.1176695258	-0.680001098	-0.9304018195	0.3282124194	-1.020480727	0.4633747181
63321.0572459667	-222.15425241606133	49352.5118665391	4009556290.746992	98414.89663535672	-402.3416137695167	9685491879.747948	161878.77417065896	65151.818645921165	48.917007008851215	4244759472.871001	2392.8735747039987	72780.628562087	31474.56018269373	0.892771	21.040998	0.05323755	0.027202	-0.1068380307	0.0461830195	-0.0325497999	-0.0493328204	-0.001333899	0.0134322159	-0.1323982105	0.0898373685	-0.0172625805	-0.0434294512	-0.0432036808	0.0382986793	-0.0595041092	0.0778698454	0.0129640064	-0.1725276469	0.030726943	0.1792018908	-0.2416312312	-0.0637727961	0.0689455068	0.0098997138	-0.1091387656	-0.0116013518	0.0019733253	-0.0220585366	-0.0291126026	0.0501528539	0.0375108707	0.1138495964	0.0070026035	-0.0024049466	0.1251479017	0.0619724135	0.0577127854	-0.0667809832	0.0543403193	0.1910168711	0.0585506999	-0.0074506999	0.0152070991	-0.0554268842	0.0729916989	-0.1104491397	0.031491918	-0.0444100286	0.1166481273	-0.0902358986	-0.0235190884	-0.109685941	0.0366735121	-0.1582874312	-0.0915860207	-0.1362029311	0.0768411204	0.0569631974	-0.0510947569	0.1012937664	0.0931504973	0.1286269331	-0.0366148754	-0.1721047707	-0.0501529379	-0.06237375	0.067302645	-0.0168405476	0.0279875327	-0.0309265337	0.0789389153	-0.0520241458	0.0415089837	-0.0654764107	0.1624385815	-0.0032750482	0.169020623	-0.0596085276	0.0300228877	-0.0240795366	0.0147207631	-0.0984091051	-0.0875054621	0.0043152403	0.0347942303	-0.0586968905	-0.0122219446	0.0022974983	-0.0044581057	-0.0066305598	0.0120054926	0.1216419777	0.1214196295	0.1210493502	-0.0387609	-4.699999999999843e-05	0.00150240736881	2.208999999999852e-09	-0.0362893	-0.0054725999999999	2.994935075999997e-05	0.0013169132944899	-0.0172251	0.0101453	0.0001029271120899	0.00029670407001	0.00279245	0.0004328999999999	7.797777002500001e-06	1.8740240999999998e-07	0.00037134	-4.117299999999998e-05	1.378933956e-07	1.6952159289999983e-09	-0.000493299	0.00027738	7.693966440000003e-08	2.43343903401e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9614792168	-0.01272658956	-0.7639125506	0.00351767915	-2.493517373	-0.7002215234	0.04142112026	-1.467614313	0.00240506936	0.8710975378	-0.7027041195	-0.5555867504	-0.3764389343	-0.05963222995	0.9399088074
63490.70277286039	169.64552689369157	28779.604795038227	4031069338.5917034	98546.22361675062	131.32698139389686	9711358189.122618	17246.776042032932	65038.93927197513	-112.87937394603796	4230063621.623668	12741.753062449474	72960.33309299283	35510.47726186721	0.78015	18.386721	0.0847823499999999	0.0461441	-0.0606015458	0.004475641	-0.076427033	-0.0174505455	-0.0140193275	0.0112913329	-0.1285292325	0.0949007858	-0.0005908364	-0.1051141759	-0.0276091921	0.0984303568	-0.0617296567	0.0199844876	-0.0363778331	-0.0611121122	-0.0986379713	0.0101395573	-0.0399001626	0.0662160642	0.0465477589	0.0220110189	-0.016695819	0.0485788339	-0.0745081117	0.0060674595	-0.1682906987	0.1721250824	0.0142520501	-0.0939357478	0.0295863935	-0.0649367101	-0.0142630263	0.122775174	-0.1687925473	0.0814888493	-0.0007407338	0.1217148846	0.0480097951	0.0052870038	0.0369047616	-0.0624433437	0.0605208463	-0.0518715672	-0.0354830943	0.0263147936	0.1183837232	-0.0328942688	-0.1046181943	0.0383301847	0.0413419071	-0.0118315165	-0.1055378971	-0.0691727444	0.0729068985	-0.0188311343	0.0608566674	-0.0252670125	0.1076535846	-0.0570972352	-0.140136271	-0.0055485701	0.0039702678	0.071726531	-0.1836485751	-0.0114580211	0.0101763462	-0.0195538127	0.0888128775	-0.0521403454	0.0139851781	-0.0810715595	0.1473633323	0.0245458347	0.1400058525	-0.0573809977	0.0633980174	-0.0167566364	0.0232244251	-0.1027132479	-0.0993332264	0.0345776394	-0.0232457482	-0.0501271711	-0.114993191	-0.0616751147	-0.0697450508	-0.0277255534	0.0337318191	0.1215101995	0.120893123	0.1198669825	-0.020446	0.0183149	0.0004180389159999	0.00033543556201	-0.011223	0.0250662999999999	0.0006283193956899	0.000125955729	-0.0488679	-0.0316428	0.0010012667918399	0.00238807165041	0.00291247	0.0001200199999999	8.4824815009e-06	1.4404800399999944e-08	0.000360021	-1.1319000000000032e-05	1.2961512044099997e-07	1.281197610000007e-10	-0.000429471	6.382799999999999e-05	4.0740135839999984e-09	1.84445339841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9916531187	0.08510860867	-0.610411449	-0.2465096506	-2.288728577	-0.5607781779	0.1558862068	-1.636295411	0.1936875608	0.6300529382	-0.6001269023	-0.5017847053	-0.1618762679	0.2159623599	0.4223486058
63455.85044719345	-34.852325666943216	1214.684604394669	4026644955.976581	98404.82962196752	-141.39399478309497	9683510492.928455	19992.261760721885	65029.41642074199	-9.522851233137771	4228825000.022268	90.68469560847358	72797.9325595402	32957.789286923806	0.799936	18.853033	0.0763276999999999	0.0402171	-0.0830117443	0.0371426286	-0.054854852	-0.0436269447	-0.0234219908	-0.0032466507	-0.166321001	-0.0004344669	0.0180812506	-0.0806040717	-0.0136541423	0.1304039447	-0.0265777847	0.014974059	0.048155341	0.0136018755	0.0187746836	-0.030021358	0.0119699682	0.1392338059	-0.0092970289	-0.0927089859	0.0634242329	-0.035721083	-0.0773740747	0.040988416	0.1107260204	0.0836559277	-0.0636002485	-0.0518123089	0.0194547868	-0.0720154382	-0.0446222522	-0.0213508379	0.0247893011	0.0466461258	-0.1893995755	-0.0242722349	0.0072015634	0.0026448501	0.0463267651	-0.1421514886	0.003520954	0.0154349614	0.0177106279	-0.0266854979	0.0315338775	-0.0931626831	-0.039128956	0.0494223101	0.0999647422	0.0053562066	-0.0237841956	0.1086054219	0.0816225401	0.0134292447	0.1214849992	-0.0947494655	0.1101203875	0.0085307822	-0.0366025013	0.0309978823	-0.0604559033	-0.0974929198	0.0892045056	-0.0084665974	0.0293160801	-0.0332257877	0.0762298158	-0.0484400814	0.0283799574	-0.059863094	0.15063725	0.015148137	0.1185450514	-0.056522631	0.0156753662	-0.0023099071	-0.0029259765	-0.078437852	-0.1238799308	0.0496337725	0.0244002192	-0.1087039952	-0.0649681124	-0.0276694486	-0.0017990386	-0.0266831946	0.0192414773	0.1213126213	0.1201047889	0.1181006348	-0.0282757	-0.0078297	0.00079951521049	6.130420209000003e-05	-0.0339205	-0.0226975	0.0005151765062499	0.00115060032025	-0.0308757	0.0179922	0.0003237192608399	0.00095330885049	0.00249144	-0.0004210299999999	6.207273273600001e-06	1.772662608999998e-07	0.000224885	-0.0001351359999999	5.0573263225e-08	1.8261738495999992e-08	-0.000429471	0.0	0.0	1.84445339841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9858717162	0.2393382849	-0.6997860445	-0.1412829845	-2.124064007	-0.6721573553	-0.2122480256	-2.068615635	0.09953359973	0.453701348	-0.3832025974	-0.8159189055	-0.08324190596	0.2006238933	-0.6763924931
63624.8755580901	169.02511089664767	28569.488113624044	4048124789.78245	98757.92238255552	353.0927605879988	9753127233.31886	124674.49757965382	64990.33164918845	-39.08477155354194	4223743207.8715057	1527.6193673925611	72820.64494424559	32987.98511677287	0.787833	18.567804	0.06013725	0.0334992	-0.0803831083	-0.0036257677	-0.0672921038	-0.0345469312	-0.0234495127	-0.0372502071	-0.1265416815	-0.053959446	0.0656047019	0.0468836172	-0.0251923359	0.1481230047	-0.1006608433	0.0731956396	-0.0044008204	0.0065418509	-0.0001968231	-0.0001490812	-0.011483239	0.0200046499	0.0207423917	-0.0569208075	-0.1124832882	-0.1007158165	-0.1679988911	-0.0603417646	0.038712308	-0.0323015119	-0.0459335898	0.0509236523	-0.0649833971	-0.0413384913	0.2031519832	0.0775823501	0.0345295697	0.2265186331	0.1916222441	-0.0557223256	-0.061574072	0.0016289992	0.0694531756	-0.1612485556	0.0029176103	0.0011259314	0.0479794529	-5.32588e-05	-0.0571834441	-0.0927755238	-0.0089170882	0.0797843593	-0.0505647164	-0.068694468	0.0050773335	-0.021245283	-0.041351419	-0.0377806819	0.0833345334	0.07009889	0.1654210584	0.2026886785	-0.0170811297	-0.0796557602	-0.1941860705	0.0402482988	0.0182816048	-0.0186541548	0.0075813041	-0.0322951577	0.0880566364	-0.0446538123	0.0227629388	-0.0543553384	0.1183842537	0.0024350485	0.0706221836	-0.0300224446	-0.0321464134	-0.0081875873	0.0179096646	-0.036365523	-0.1122678932	0.0057229838	0.0549735239	-0.1212331273	-0.1271669216	-0.0411161427	-0.0900826241	-0.0149417385	-0.0050058817	0.1210493502	0.1190563346	0.1157589128	-0.02968	-0.0014043	0.0008809024	1.972058490000002e-06	-0.0579526	-0.0240321	0.00057754183041	0.00335850384676	-0.0268336	0.0040421	1.633857241e-05	0.0007200420889599	0.00210196	-0.00038948	4.418235841599999e-06	1.5169467040000017e-07	0.000326078	0.0001011929999999	1.06326862084e-07	1.0240023248999998e-08	-0.000306969	0.000122502	1.5006740004000007e-08	9.422996696100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9914973725	0.05348102143	-0.7969837125	-0.2339748914	-1.766158068	-0.6470869171	0.03268218097	-2.005372157	-0.1237302403	0.2324786152	-0.4417436786	-0.6761771952	-0.1805377401	-0.283296113	-1.0035694
63848.22633919094	223.3507811008385	49885.57141835468	4076596006.6605554	98796.39846962376	38.476087068236666	9760728350.568676	1480.4092760825288	65062.97087768761	72.6392284991598	4233190179.4308257	5276.457516953149	72768.23469851322	41415.20458723417	0.774028	18.242445	0.080944745	0.0352105	0.0211237987	-0.0261154592	-0.0749174621	-0.0173496287	-0.0341421636	-0.0744938921	-0.0509588029	0.0230306193	0.0474448652	-0.0179858202	-0.0080359091	0.0636279479	-0.0574109976	0.0229110981	-0.0176337328	0.0368613393	-0.0849126076	-0.0322265788	0.0064323276	0.0438052314	0.0451156191	-0.0840044247	-0.0465654851	0.0583270066	-0.0467849071	0.0740643332	-0.0308769608	-0.0701219383	0.2084463931	0.0777744453	-0.1281899717	0.1055685504	0.0716515235	0.0053033963	-0.038415681	0.0912602282	-0.033349296	-0.0236427289	0.1031098123	-0.007197611	0.0485075568	-0.0840857084	0.0010082869	-0.0193529145	0.0533417991	0.0469397003	-0.0224653487	0.0459136167	-0.0481479348	0.1173313974	-0.0775116757	0.003072796	-0.0191630003	0.0533497324	0.0597852708	-0.0954774988	-0.0954514699	0.0637015278	0.0589747167	-0.0295685188	0.1353772668	-0.0929150288	-0.0437388533	0.12691838	-0.017046533	-0.0112821023	0.0135622058	-0.0371434222	0.0845253157	-0.0356957844	0.0242868834	-0.0309674152	0.0809713052	0.0099626763	0.03657777	-0.007499872	-0.0363884226	-0.0096424912	0.0452624696	-0.0117867089	-0.0780148767	0.0006728674	0.0719740195	-0.1261188479	-0.0954271255	-0.0506958188	0.0120964193	-0.0761857325	0.0077540293	0.1207205288	0.1177500307	0.1128532249	-0.019638	0.010042	0.0003856510439999	0.000100841764	-0.0695519	-0.0115993	0.00013454376049	0.00483746679361	-0.0413588	-0.0145252	0.00021098143504	0.00171055033744	0.00158792	-0.0005140399999999	2.5214899264000003e-06	2.642371215999999e-07	6.70551e-05	-0.0002590229	4.4963864360099995e-09	6.709286272441e-08	-0.000429471	-0.000122502	1.5006740004000007e-08	1.84445339841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032382344	0.210184493	-0.9105468844	0.01603473477	-1.499250362	-0.4346931198	0.5762401324	-1.655628126	-0.3438430805	0.4905958381	0.1234435216	-0.9284071687	0.1142841798	-0.5256418415	-1.193533876
63822.8996971946	-25.32664199633291	641.4387948104138	4073362525.758163	98862.63159822163	66.23312859787256	9773819926.52569	4386.827323862324	65034.34658911256	-28.624288575047103	4229466236.2728167	819.3498964275722	72845.69625550661	36492.91475548824	0.782648	18.445593	0.054106135	0.0298214	-0.0433600886	-0.0023332187	-0.0600623724	-0.0029649409	-0.0109363782	-0.0288282469	-0.0851854243	0.0032655798	0.0406563219	0.0503848932	-0.0291137706	0.0460087112	-0.0499175791	-0.0176267653	-0.0463183092	-0.0442774426	-0.01371858	-0.0851980002	0.0267064786	-0.0201471718	-0.0319808106	-0.0573009211	0.1188519582	0.0424996824	-0.089094149	0.0112263625	0.0260851303	-0.0100763636	0.0265038177	0.0863169871	0.0099150706	-0.0819115026	-0.0344737727	-0.0367450308	0.1778180235	0.062717674	0.2325504964	-0.0388766703	-0.2029200226	0.0035313223	0.0305001391	-0.0901446791	0.009824439	-0.0298188199	0.0212955736	0.0004291469	0.0267535502	0.0334910389	0.0757208467	0.085104742	-0.0494328168	0.0561378123	0.0681402394	0.0461595992	-0.0551703795	0.0549236632	-0.0852203461	0.0261948348	-0.0093165241	-0.0274144686	-0.004199187	-0.0659928824	-0.0302061582	0.0783778793	0.1058187112	-0.018300728	0.0045565716	-0.0311508627	0.0792614985	-0.0346634795	0.0120359288	-0.0257603854	0.0513085977	0.0051439191	0.01504885	-0.0058721318	0.0093440491	0.0146204246	0.042125657	0.0316545721	-0.0349797061	8.96234e-05	0.1626575976	-0.1133813785	-0.0418429019	-0.0349561556	-0.0223222246	0.0008892983	-0.0244472271	0.120326335	0.1161887065	0.1093977275	-0.0273039	-0.0076659	0.00074550295521	5.876602281e-05	-0.0460204	0.0235314999999999	0.0005537314922499	0.00211787721616	-0.0345817	0.0067771	4.592908441000001e-05	0.00119589397489	0.00188034	0.00029242	3.5356785156000004e-06	8.550945640000003e-08	9.72678e-05	3.021270000000001e-05	9.46102491684e-09	9.128072412900006e-10	-0.000429471	0.0	0.0	1.84445339841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9971815327	0.1202993973	-0.739714511	0.1341267853	-1.607460896	-0.2459472478	0.7946093618	-1.227596824	0.06122758782	0.7118249978	-0.4222912872	-0.8720542385	0.1442254159	-0.4340866275	-1.073787346
63806.92879277993	-15.970904414672988	255.0697878226211	4071324161.966888	98852.66342002468	-9.968178196955703	9771849065.232683	99.3645765662631	65119.19884986299	84.85226075042738	4240510058.847997	7199.906154458518	72853.82049834802	33481.75574803296	0.784398	18.486828	0.039251455	0.018607	-0.0719005545	0.0373953564	-0.0434381711	-0.0071341001	-0.0024383443	0.0011140824	-0.0776979063	0.0121973906	0.0273417837	0.0444909142	0.0076501385	-0.0013825669	-0.0202717172	0.0728201789	0.0154549689	-0.0087873813	0.0234875652	0.0140657772	0.0209637398	0.0406295275	0.1194034483	-0.0032559272	0.0928864641	0.1616943883	-0.0204399664	-0.1943864561	0.1267931418	-0.0572220708	0.137209911	-0.0163947935	-0.0488536798	-0.1036786379	-0.0511985143	0.1646358397	0.0458253708	-0.0744453067	-0.163797423	0.0233393248	-0.0095241755	0.0210315512	0.017557723	-0.0284403216	0.0201473606	-0.0353492209	0.0612169885	-0.0532016739	-0.0057086759	-0.02193467	0.0596881646	-0.0122026118	-0.0411739099	0.0490591461	-0.0199313281	0.0361616073	0.0072247161	-0.0067565931	-0.0967370047	0.0239043624	-0.0536085771	-0.1696259818	0.042444965	0.0252569195	-0.2625791724	-0.1041553216	0.0162557457	-0.0081973088	0.0188939447	-0.0433754342	0.0685446743	-0.0388090807	0.0203847636	-0.0164430284	0.0473301547	-0.0089232694	-0.0038569164	-0.0169562763	0.0440315404	-0.0064972971	0.0986318521	0.0263169875	0.0759665225	0.021083878	0.1567242734	-0.0255476403	-0.0074929155	-0.0596488399	-0.0391380281	-0.041034516	-0.0749788091	0.1198669825	0.1143757435	0.1054092553	-0.0222179	0.005086	0.0004936350804099	2.5867396e-05	-0.0409287	0.0050917	2.5925408890000045e-05	0.0016751584836899	-0.0277031	0.0068785999999999	4.731513795999998e-05	0.00076746174961	0.00216925	0.00028891	4.7056455625e-06	8.346898810000006e-08	5.46697e-05	-4.25981e-05	2.98877609809e-09	1.81459812361e-09	-0.000317076	0.000112395	1.2632636025e-08	1.00537189776e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9540126212	0.3897789785	-0.6463235592	0.06382259082	-1.532624855	-0.2688845548	0.8027516162	-0.8882560405	0.2293666111	0.9290939151	-0.7102233525	-0.6760091264	0.2997690838	-0.212532488	-0.6852802211
63879.14143408832	72.21264130838972	5214.665564734153	4080544710.3562593	99144.8860441509	292.2226241262251	9829708428.707668	85394.06205121706	65077.53605870574	-41.66279115725047	4235085699.4721456	1735.7881670126678	72838.32109891245	36204.62119117429	0.779458	18.37042	0.072921465	0.0406754	-0.0461915968	-0.0048342076	-0.0394154992	-0.0285667581	0.0010473842	0.0423864361	-0.0039058301	-0.0324835367	0.0767028356	0.0178630866	-0.0227171554	0.0950698538	0.0826127121	0.0140287743	0.0299634948	0.0028237206	0.021113395	-0.104795783	-0.0747781093	-0.0252276073	0.0577361258	0.009880719	0.0875699413	0.0111851812	0.0368669424	0.0811769342	-0.2167956083	-0.0298239854	0.077745474	-0.0228219338	-0.0902154715	0.0633570168	-0.1679200565	-0.0495274612	0.0066097417	-0.0974950458	-0.1839880706	-0.0877384152	-0.1394427674	-0.0097537054	0.036166178	-0.0613881796	-0.034496247	0.0315060087	-0.0791930466	-0.0634690017	0.0738802515	-0.0489489341	0.0881886997	-0.0792892448	0.0074920717	0.0146909742	0.0563506185	-0.0099796356	0.0791230311	-0.0575527028	-0.0561756321	0.005748053	-0.073518463	-0.2676310413	0.0044698287	0.0303433963	0.1044549439	0.0491256798	-0.1360148194	-0.0170136532	0.0127851636	-0.0351756736	0.056163416	-0.0287456352	-0.016723507	-0.0185645841	0.0230482658	0.0059421894	-0.030488738	-0.0234131109	0.0567201606	-0.0557517102	0.0318212544	0.0331934833	0.1372364412	0.0598114148	0.0548779506	0.0043600421	-0.0254085087	-0.0134340859	-0.0124011416	-0.0504056584	-0.0792413861	0.1193427198	0.112315068	0.1009072399	-0.0126399	0.0095779999999999	0.00015976707201	9.173808399999996e-05	-0.0219623	0.0189663999999999	0.0003597243289599	0.00048234262129	-0.0268141	0.000889	7.903210000000016e-07	0.00071899595881	0.00150289	-0.00066636	2.2586783521e-06	4.440356496000002e-07	0.000132966	7.829629999999999e-05	1.7679957155999996e-08	6.130310593689999e-09	-0.000191971	0.000125105	1.5651261025e-08	3.6852864841000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9713497189	0.194916238	-0.3407629239	0.3174905654	-1.451280217	-0.1562669956	0.9901298726	-0.7132955625	0.402338331	0.01174840458	-0.5889344511	-0.8425777765	0.4967955811	0.007131376425	-0.5581476985
64034.92843121741	155.78699712909292	24269.588474500008	4100472059.191136	98774.90140252364	-369.98464162726304	9756481147.078266	136888.63504005427	65172.83918502319	95.3031263174562	4247498967.4368944	9082.68588588101	72869.64205499725	39466.95972259594	0.767312	18.08416	0.0810950019999999	0.0428926	-0.0045520666	-0.0263899613	-0.0143879244	-0.0427950397	-0.0459704023	0.0121223573	0.012320086	-0.0544648929	0.0542077365	0.0076087786	-0.0903902466	0.0364841878	-0.0054006286	0.0733391828	0.0473732351	-0.0313696935	0.0340685632	-0.0026596999	-0.0808263589	-0.0185097458	0.0894273923	0.0633073033	-0.0900904572	-0.1463614052	-0.1127416963	-0.0815982018	-0.1375110967	0.0627607146	-0.2290559535	-0.1508103435	0.1028416757	-0.0433525082	0.0253998942	0.0692486746	-0.012410994	-0.1611827	0.070830067	0.0330799753	0.0591201345	-0.0410644031	0.0305767957	-0.0534972288	0.0324222782	0.0010267705	-0.0262968705	-0.0934170094	-0.0139721107	0.0163419047	0.0271523759	-0.0522512603	-0.0080364428	-0.0859682606	0.0319738999	-0.1133125408	-0.0021792357	-0.0228097792	0.1122009538	0.017829648	0.113055344	0.0263702746	-0.2338583166	0.0828325766	-0.0188231492	0.1201761061	-0.0957913494	-0.0165997714	0.0267609741	-0.0434126075	0.0261517142	-0.0192629772	-0.0320637417	-0.0007585535	0.0038831175	-0.0047639874	-0.0100039561	-0.0337613216	0.0854461219	-0.0158058627	-0.0122366116	-0.0216186902	0.1085105018	0.1012997308	-0.0114889468	0.055357686	0.0514793964	-0.0355004653	0.0392044234	0.0917401617	-0.0381997695	0.118753831	0.1100111431	0.0959136145	-0.0220637	-0.0094237999999999	0.0004868068576899	8.880800643999996e-05	0.0148311	0.0367934	0.00135375428356	0.0002199615272099	-0.027564	-0.0007499	5.623500100000018e-07	0.000759774096	0.00114947	-0.0003534199999999	1.3212812809000005e-06	1.2490569639999993e-07	3.60596e-06	-0.00012936004	1.30029475216e-11	1.67340199488016e-08	-0.000391749	-0.0001997779999999	3.991124928399999e-08	1.53467279001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9631154326	0.01621839322	-0.07363917413	0.5681288626	-1.473791665	-0.4819222001	0.9416425458	-0.8787093968	0.302577071	-1.311168258	-0.1364711784	-1.000049516	0.1189723536	-0.862504704	-0.2110046274
