global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_08	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_16	aroma_motion_17	aroma_motion_20	aroma_motion_21	aroma_motion_23	aroma_motion_24	aroma_motion_25	aroma_motion_26	aroma_motion_28	aroma_motion_29
58164.2362634688	n/a	n/a	3383078380.1126194	85460.77080853174	n/a	n/a	7303543347.188392	57206.30515671228	n/a	3272561349.682886	n/a	59506.01043167546	58919.73299409806	n/a	n/a	n/a	n/a	-0.0577076048	0.0126896398	-0.1194180086	0.0533693916	-0.0793492871	0.0684331806	-0.0108609276	0.0410445049	0.011503111	-0.10856717	0.066402927	0.0299048108	-0.1042760738	0.0218661271	-0.0526156665	0.0673203632	-0.0467946677	0.1234437444	-0.0474036118	0.21320546	-0.0920004317	0.0533940786	-0.0804749463	0.0852132189	-0.0058233571	0.0499804612	-0.0240547262	0.1528666028	-0.2132040922	0.0489822762	-0.1021713976	0.0144408393	-0.0471871982	0.0696120689	-0.0506179301	0.1527164214	-0.0763013815	-0.0070195398	-0.042622499	0.1116007137	-0.0276442473	-0.0786020861	0.0792645662	-0.1248598052	-0.0077170017	-0.0641403337	-0.0736098728	0.1077717345	0.0264630479	-0.1212064093	0.0534083615	0.0398562399	0.0490862646	-0.1295832784	0.0212241295	-0.0504202248	0.0229742073	-0.0413445464	0.0784125	-0.099960756	0.0528790153	-0.1077905713	0.0790504063	-0.0545098806	0.0734539247	-0.0202376187	0.0556300653	-0.0966622009	0.0193091637	-0.0309612124	0.0483336815	-0.0636935127	0.2330701901	-0.0624154285	0.1729549211	-0.0055785063	0.0219708443	0.0700625879	-0.02526006	0.1513555665	0.0118658683	-0.0978270878	0.0514090008	-0.2289427157	-0.0049578663	-0.0252928303	-0.0265460213	0.1879265683	-0.1422964457	0.0496702828	0.0311853281	-0.0506248477	-0.0137649319	0.066367529	-0.0833393566	0.0189101393	-0.0455157489	0.0339159774	-0.0274864458	0.0279391829	-0.0698356933	0.0578842719	-0.0343376531	0.0511614858	-0.0104251692	0.0481770728	-0.0235655	0.1263791191	-0.0298957588	0.0775036821	-0.0161334715	0.0419115665	-0.0380177656	0.0305540513	-0.0363885481	0.1217078847	0.1216831682	0.1216419777	-0.00241587	n/a	n/a	5.8364278569e-06	-0.0182964	n/a	0.00033475825296	n/a	-0.058536	n/a	n/a	0.003426463296	-8.05811e-05	n/a	n/a	6.49331367721e-09	-0.0	n/a	n/a	0.0	-0.000917238	n/a	n/a	8.41325548644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.888045103	-1.390038514	0.495345178	0.2330341996	1.675646136	-0.5152896688	1.199665387	1.916155153	1.232358843	1.766651919	0.9882373301	-0.7608372246	2.412991128	-0.8051189286	-1.899891594	1.155645616	2.052174671	0.2552811204	0.6568261879	1.360553842
58080.75051110824	-83.48575236056058	6969.870847208847	3373373579.9336004	84763.62018849206	-697.1506200396834	486018.98702171503	7184871307.458939	57151.99024130917	-54.314915403112536	3266349988.5426984	2950.1100352472718	59431.43743033656	58920.646905266345	0.810527	22.056385	0.1765580749999999	0.107148	-0.0657224941	0.0373786142	-0.0731540948	0.0390629612	0.0083849729	-0.1073280159	0.0866380569	0.0411380114	0.022017262	0.0252662853	-0.0495997977	0.0549212	0.0643867968	0.1112908134	0.0348311275	-0.0375195134	0.010147434	0.1269476766	-0.0356479463	-0.0700829606	0.0798822557	-0.0710611672	0.0673313941	0.0832429303	0.0040504142	-0.0233243408	0.0229958291	0.0070515924	-0.0601279977	-0.0301858946	0.0920247853	-0.0289324531	0.0124040773	-0.0629642199	-0.0925264978	-0.0452341262	0.0862298163	0.017034011	-0.0095806584	0.0011176494	-0.1640880524	-0.0941031408	-0.0093371472	-0.1075980817	-0.2014322945	0.1080209014	-0.0822194849	0.0352594082	-0.0863908874	0.1963488818	0.0073878611	0.0383349088	0.0590046794	-0.0053446598	-0.117312614	0.061756159	0.0393880617	-0.0100269659	-0.1313355075	-0.0051954007	-0.025593762	-0.0641793399	-0.0060556883	-0.0688702646	-0.0666196979	-0.0641770611	-0.094422529	-0.1419365761	-0.0930253882	0.0030340261	0.0125956006	-0.0372847536	0.0475944834	-0.01533414	0.0022810233	0.0333143128	0.1025081102	-0.0294775843	-0.0371677067	0.025787876	0.0561829312	-0.057536228	-0.0386016473	-0.0970459746	0.1401778083	-0.0195585818	-0.0891254227	-0.0159260417	0.0022483266	-0.0886507074	-0.1729897442	-0.0747847525	-0.1048459335	0.0490538273	0.022075918	-0.1502597427	0.0098623747	0.0092866639	-0.0780111518	-0.0013336683	0.0446009533	0.0100917374	-0.0399709569	0.0135219375	-0.0083198892	0.0039118446	-0.0470755084	-0.0169875777	0.0139299384	0.0487849765	0.0818485136	0.1493237449	0.0052831332	0.1776365092	-0.0102236426	0.1216419777	0.1214196295	0.1210493502	-0.0165049	-0.0140890299999999	0.0001985007663408	0.00027241172401	0.0459321	0.0642285	0.00210975781041	0.0041253002122499	-0.145473	-0.0869369999999999	0.0075580419689999	0.0211623937289999	-0.000306652	-0.0002260708999999	5.110805182680999e-08	9.403544910399998e-08	-0.0	0.0	0.0	0.0	-0.000917238	0.0	0.0	8.41325548644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032319642	-0.4975093467	1.224751712	0.2333425464	2.016772065	1.185817805	-0.2390791005	-0.1066259141	-0.3487756846	1.864651421	0.1811371786	-1.971347728	1.865061345	-0.04679982301	-1.21539174	0.2594403252	2.051027956	-0.5947551825	-0.778890091	-0.3046897974
58082.56365507498	1.81314396673406	3.2874910441041223	3373584200.7458367	84525.36295882937	-238.2572296626895	56766.507486539565	7144536983.321844	57117.13275818232	-34.85748312684882	3262366854.515824	1215.0441299385502	59326.13613638063	58825.38613706871	0.909834	24.758766	0.31673103	0.179351	-0.054945887	0.0349700682	0.0943232512	-0.1385184626	0.1308793246	0.03701761	0.0378745994	-0.0271679532	-0.029735768	-0.0596693463	0.0712647815	0.0085013666	0.0576891827	-0.0599093794	-0.138047458	0.0541608742	0.0495133639	0.0106558458	-0.1023646214	0.08676377	0.1077926587	-0.0538877051	0.1516778322	0.0696958382	0.0454134945	-0.0346252939	0.0035127578	0.0670020945	-0.139088778	-0.0024528907	0.1788528922	-0.0621351156	-0.1676816019	-0.1498567004	-0.0177022984	-0.0136698012	-0.0336551992	-0.0487357711	-0.1211678298	0.0524122863	0.0418424783	0.1421676967	0.0057409379	-0.0048615781	0.0402107839	0.0522970176	0.1515149427	-0.1680709616	-0.0618766298	0.0560941607	-0.1344648541	0.1056262303	0.0058262152	0.1316537166	0.0294480762	-0.0906902814	-0.0925169885	0.0071199448	8.5981e-05	-0.0574387318	-0.0626813802	0.0040256668	-0.1200201312	0.0811891157	-0.0433175863	0.0640648799	-0.0476940723	-0.1518856151	-0.1545284261	-0.1264911527	0.2216380099	0.030240875	0.0619057201	0.0132999873	-0.0118364725	0.1823430586	0.0192556014	-0.0662741298	0.0478469613	0.0728835649	0.1659198373	0.092097186	-0.0091624868	0.0095057763	0.0215100206	0.0611364256	0.04309758	0.0727924817	0.1857800672	-0.0716181626	0.0926567157	-0.0309442149	0.0717175027	-0.1009720658	-0.0129184738	-0.0943196083	-0.1175738251	-0.0652648315	-0.0740815881	-0.0769878062	0.0864894037	0.0812815886	0.0459094472	0.0648079787	-0.1011272247	0.0338849119	0.0618123107	0.0840664456	0.01712104	-0.0245243408	0.1046580509	0.0360430729	0.1494379613	0.0226801854	-0.0798513272	0.1215101995	0.120893123	0.1198669825	-0.0435787	-0.0270738	0.0007329906464399	0.0018991030936899	-0.0412995	-0.0872315999999999	0.00170564870025	0.0076093520385599	-0.00820177	0.13727123	0.0188433905857129	6.72690311329e-05	-0.00110065	-0.000793998	6.30432824004e-07	1.2114304224999995e-06	0.000261732	0.000261732	6.8503639824e-08	6.8503639824e-08	-0.00066988	0.000247358	6.118598016400001e-08	4.487392144e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8041320435	-0.9313918839	1.734527032	0.7791751813	1.819942933	0.3334393678	-0.9648574455	0.2021300403	1.684372424	0.04455166435	-0.5802233001	-0.02959487047	-0.8791910079	1.6874643	-1.329453631	1.21554442	0.06933599525	0.3867239915	1.901486324	-0.09223665372
58027.09348804283	-55.47016703214467	3076.9394305740298	3367143578.670063	84813.11388268849	287.7509238591156	82800.59418177453	7193264286.477886	57184.26084504438	67.12808686205972	3270039688.394076	4506.180045760235	59439.05897944759	58304.85658955055	0.892422	24.284956	0.1176614495	0.0709318	-0.050819055	0.0033008837	-0.0628038713	0.0951733586	-0.01555934	0.0685086078	-0.0088325526	-0.0501718028	0.0813852632	-0.0234052269	-0.0186642891	0.0600893064	0.0674856735	0.0843673364	0.0122001495	-0.1091628618	-0.0347279548	-0.0920451672	-0.091905483	0.1553518746	0.2427743093	0.1115044683	0.037602113	-0.0080225005	0.1679518854	-0.0073352969	0.0082369139	-0.0119404326	-0.0027179401	0.0104138988	-0.0398870159	-0.0286067029	-0.1076232672	0.0155526773	0.0402079268	-0.1309573291	-0.0021862479	0.0298883442	0.1405096729	-0.0575167747	0.0163766523	0.1669434949	0.0062529002	-0.0291225618	0.0665479485	-0.0294311583	0.0922763498	0.1401641692	-0.0273470086	0.0916786946	-0.1326829058	-0.0573341073	0.0512477665	0.0227920543	-0.1159603454	-0.0538288987	0.0215172214	-0.0969847241	0.0762175167	0.0587561107	0.0785683748	0.067871424	-0.0550719276	0.0051512053	-0.0312185491	0.2588278748	-0.0400924229	-0.0523119135	0.0347970085	0.0671961302	0.1558217795	0.1060607021	-0.1923551901	-0.1387478256	0.0220846365	0.0344144254	-0.0679398497	0.0216604627	-0.1019961118	-0.0173601739	-0.1391485378	0.0171089519	-0.0541004412	0.0529432847	0.1081920657	0.1676295368	-0.0405728146	-0.0337287477	-0.0019597518	-0.0368593054	0.0066165306	-0.0331221289	0.0494470754	0.0972448426	-0.1005670361	0.0401259057	-0.0594804133	0.0638151608	0.0098068445	-0.0010413421	-0.0045535726	0.124798567	-0.0131127692	-0.0734407533	0.0105324032	0.0464996359	0.0764565458	0.1224105671	-0.0126381921	-0.0982175343	-0.0917278188	-0.0323515573	0.1307906273	0.0744186892	0.079485454	0.1213126213	0.1201047889	0.1181006348	-0.0435821	-3.4000000000006247e-06	1.1560000000004247e-11	0.0018993994404099	-0.0278033	0.0134962	0.0007730234908899	0.00018214741444	-0.0320851	-0.0238833299999999	0.0005704134518888	0.00102945364201	-4.16961e-06	0.00109648039	1.202269245654552e-06	1.73856475521e-11	-0.0	-0.000261732	6.8503639824e-08	0.0	-0.000917238	-0.000247358	6.118598016400001e-08	8.41325548644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8428236098	-1.391608857	-0.08168282075	1.293072978	0.6057525744	-0.5122164602	-0.5204566222	1.040656639	0.1723516189	0.5758462358	-0.6946643129	-0.3007481075	0.7514805451	0.4245700782	-0.5996054029	0.4684765473	0.5283676216	-1.159604258	0.7413996807	2.242176639
58220.553174030014	193.45968598718173	37426.65010225896	3389632811.890056	85015.81972346231	202.70584077382227	41089.65788382219	7227689603.252243	57235.10445289386	50.84360784947785	3275857181.73367	2585.0724591514854	59504.36344011663	58890.75939793621	0.8549449999999998	23.265114	0.2200092595	0.115151	-0.0598746272	0.0151745832	-0.0768731355	-0.0239845459	-0.0601484181	-0.035881639	0.0506519995	-0.0182803489	0.1007394813	0.153667368	-0.1752015319	0.0768754197	-0.0156467522	0.0810677581	0.0433163994	0.0734757028	0.0874856537	-0.0691333163	0.0882365788	-0.0720202309	0.0268154696	0.011609567	0.0042347121	-0.0017978079	-0.0668932062	0.0184492063	0.1046670426	0.2273251911	0.041385176	0.0857999785	-0.0943588711	-0.1376895383	-0.0127514382	-0.0067285273	0.125980358	0.0847232949	0.0768265439	0.1278837675	0.0553289277	0.107547393	-0.0497991597	-0.010200616	0.0406853485	-0.0059892836	0.0687350759	0.0357779279	-0.0011375713	0.0109212343	0.0170930208	-0.0630239314	-0.0641393403	-0.0821546606	0.0765977356	-0.0372745641	-0.0208092506	0.0891272537	-0.1011682898	0.0646096935	-0.089148491	0.0792994697	0.0681647746	-0.0313328093	0.0831329878	-0.0008200989	-0.0495182195	0.0793234433	0.052305926	-0.0240581065	-0.0861472702	0.1541863154	0.0138856751	0.0727426088	0.0469831984	0.1038711959	-0.0276208397	-0.0099875037	-0.0984073619	-0.0403935982	0.0237842088	-0.1819668552	-0.0091250066	-0.1212199484	-0.0122060552	-0.0567087599	0.0548357594	-0.048980787	-0.095924337	0.0663751375	-0.0813939644	-0.0835591456	-0.1546165884	-0.059242008	-0.0699906587	0.0759892092	0.0196489068	-0.1199750859	0.0745215127	0.0315073993	-0.0590843524	0.0396700903	0.0089654693	-0.0602391942	-0.0322832797	-0.0019046911	-0.1404661836	-0.0019196321	-0.1105711662	-0.1147976518	0.0722277722	0.1021595664	-0.005260572	0.0518061346	0.0266674111	0.1421821325	0.092203219	0.1210493502	0.1190563346	0.1157589128	0.00204619	0.04562829	0.0020819408483241	4.186893516099999e-06	0.0236387	0.051442	0.00055878813769	0.002646279364	-0.125189	-0.0931038999999999	0.0086683361952099	0.015672285721	-0.000352662	-0.00034849239	1.214469458879121e-07	1.24370486244e-07	2.6469800000000003e-23	2.6469800000000003e-23	7.006503120400002e-46	7.006503120400002e-46	-0.000669029	0.000248209	6.1607707681e-08	4.4759980284100004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.020611366	-0.3787679381	-0.1153758227	1.558121818	1.556311349	0.478241267	0.6169240218	1.361419898	-1.13423077	1.689350787	-0.8806967212	0.1827575254	0.8706470188	-0.08200064169	-0.8529294518	0.3411294028	1.438005051	-1.604796099	-0.3415886553	-0.3793281496
58401.024002902464	180.4708288724505	32569.72007390932	3410679604.5875897	85106.64091641865	90.82119295634038	8248.489090012812	7243140328.076224	57320.54638267382	85.44192977996136	3285645037.6082606	7300.323364523847	59534.88312173772	60369.59315294908	0.948554	25.812437	0.10147086	0.0667101	-0.0715374107	0.068855014	-0.0035741178	-0.2299479847	-0.0001111665	0.0036164523	-0.0645863007	-0.0523451499	0.1313776263	0.0870534662	-0.053267341	0.0595720005	0.0165888486	-0.0466294403	0.073403047	0.0168227558	0.0997287938	-0.1722666687	0.0543578863	0.0020915429	0.0433197698	-0.0651174012	-0.0386472362	-0.0575474461	-0.0766855745	0.0084648632	0.226661353	0.1244668196	-0.2033128963	-0.0028351544	-0.1468850406	0.0241085897	-0.0588270266	0.0963855092	-0.0808228903	-0.0544812298	-0.0035763669	0.1398327118	0.0896085712	-0.1156888951	0.1437556134	-0.081944027	-0.0764235548	0.0748910939	-0.1415577954	-0.0573079026	-0.0783546132	-0.0101853109	0.0720526157	-0.0025545338	-0.0896916428	0.0889455436	0.0562344042	0.0396655496	0.0448567797	0.1062730624	-0.1207425945	0.0734621891	-0.0014225813	0.1737393349	0.0178470115	-0.0053148985	-0.0139611664	-0.053990244	-0.0321875183	0.0810321447	0.0336543702	0.0377534623	-0.1616859748	0.0016852226	0.1326097586	-0.0591391882	0.0324199172	0.0200111111	0.03318347	-0.0864637494	-0.1466082832	0.0446865747	0.1112488897	0.1989146833	-0.1242830307	0.1582032824	0.126160755	0.0446130967	0.0667519826	0.0446759488	0.0088130321	-0.0319954222	-0.1840196579	0.0656795843	0.0635422053	-0.0534292794	-0.0959991472	-0.0853765586	0.0739752811	-0.1217126227	0.0724240745	-0.0048866246	0.0462632102	-0.1109985005	-0.0298454762	-0.0389490271	-0.1167475277	0.0553430687	-0.0098628293	-0.0056935033	0.1534563307	0.033062051	0.0920995912	-0.0943408619	0.0400153573	0.0857005996	0.0599038558	-0.0890343137	0.0157594638	0.1207205288	0.1177500307	0.1128532249	0.0368649	0.03481871	0.0012123425660641	0.00135902085201	0.0235285	-0.0001101999999999	0.00055359031225	1.2144039999999516e-08	-0.125199	-1.000000000001e-05	1.000000000002e-10	0.015674789601	0.000102832	0.0004554939999999	2.0747478403600002e-07	1.0574420224e-08	-0.0	-2.6469800000000003e-23	7.006503120400002e-46	0.0	0.000206116	0.000875145	7.658787710250001e-07	4.2483805456e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.003444377	-0.02566891449	1.614889951	1.833548978	1.8886618	2.75046722	1.309900423	0.8788816817	1.20654049	0.7497380187	-1.046573282	0.1881378361	-1.508683547	1.831594103	-1.000802853	0.9739526728	-0.2493458909	-0.2474498933	1.360591093	-0.8383714985
57774.33101546071	-626.6929874417547	392744.10050867125	3337873324.284025	85228.49201698908	121.85110057043494	14847.69071022625	7263895851.489972	57289.20484698594	-31.34153568788315	3282052991.999917	982.2918592748532	59547.02041988364	31792.8856913495	3.182869	86.613495	0.26921988	0.131727	0.201214824	0.1221353694	0.0287033156	-0.1008562138	-0.021071083	0.0859846341	0.0757531044	0.1644086431	0.1578913463	0.1048625885	0.0654588797	-0.0029417149	-0.1347393313	-0.1371631592	-0.0768228764	0.002047821	0.0185820959	-0.2240627528	0.0497351127	-0.0752966477	0.0594371504	0.0729832986	-0.0839057588	0.2052856721	-0.0475229065	-0.0816629898	-0.0511713255	-0.0050566271	0.0608307836	0.0522621033	0.0197569058	0.1114326304	0.1302777375	0.0062613634	0.0577670424	0.0658746551	0.0116605912	0.0052659758	0.1153358188	0.0319353905	-0.009073396	-0.0839793764	-0.006418022	0.0127737271	-0.0744958587	0.0833795521	-0.1679966274	-0.0593875883	-0.0310800367	0.0059913716	0.0741961412	0.0925829223	-0.0138595068	0.01056893	0.2538803945	-0.055860764	0.0630994182	0.1395478274	-0.0061093033	0.0707078409	0.0929607539	-0.0979553907	-0.0587252809	-0.0555293036	-0.055114205	0.0607230279	0.0355250729	-0.1045677682	0.1493598884	-0.0462772908	-0.0871257616	0.072360744	-0.0528984771	0.0442628197	-0.12401538	-0.0174371123	0.0047276086	0.1256206012	-0.0753114907	-0.089654835	0.0232712772	0.007749018	0.0572363544	0.0563295083	0.0237756176	-0.0771699979	0.0626623804	-0.0098385563	-0.0410727137	-0.0181491315	0.027774447	-0.0006840146	0.0259800431	-0.0784545627	0.2152311047	0.0684602846	0.0112848156	0.0282880671	0.0223771625	-0.0357237703	-0.1988962478	0.0805920171	-0.0446796376	-0.0640705192	0.2352119915	0.011144594	0.002436852	-0.0866552177	-0.101911795	-0.0448513985	0.1467024045	0.0620293321	-0.0686427213	-0.0116500712	0.0039468485	0.120326335	0.1161887065	0.1093977275	0.00999973	-0.02686517	0.0007217373591289	9.99946000729e-05	0.00346244	-0.02006606	1.19884907536e-05	0.0004026467639236	-0.0039238	0.1212752	0.01470767413504	1.539620644e-05	0.0012777	0.001174868	1.3803148174240003e-06	1.6325172900000005e-06	0.000498282	0.000498282	2.48284951524e-07	2.48284951524e-07	0.000553235	0.000347119	1.20491600161e-07	3.06068965225e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6747554041	0.05185687857	1.223949488	0.9234510334	1.671295654	1.910472719	-0.2225869223	2.189209942	0.3571750078	-0.01573437033	-0.6029617995	2.437540849	1.127542953	1.53202577	0.7436957169	-0.8870114562	-0.5778920295	0.366018368	1.386530627	0.8250937182
57734.71841004174	-39.61260541896627	1569.1585080787158	3333297709.886813	84830.72590525793	-397.7661117311509	158217.8796417184	7196252057.612999	57222.37157105214	-66.83327593379363	3274399808.2155566	4466.686772042599	59441.00057684727	40438.13684407158	2.405911	65.470612	0.11195193	0.0691994	0.1115675223	0.1132831444	-0.0226106503	0.0414312355	-0.0722761921	-0.0282591066	0.1155730332	-0.1265732443	-0.0635514493	-0.0309830838	0.1122762875	0.0165622351	0.0128004384	-0.082204797	0.0220616214	0.0104935131	-0.0103502464	0.0452800521	-0.0842270599	-0.0340243237	-0.0081599339	-0.0197515445	0.0007307052	-0.001527142	0.0406324305	-0.0304767538	-0.0949438732	-0.0470736744	0.2359646178	0.0269680332	0.0210333728	-0.1249686836	-0.069910776	-0.0991229282	0.060015163	-0.0309618589	-0.090270751	-0.0186100267	-0.160049193	-0.1223266486	-0.0499725131	-0.1775478257	0.0554272447	0.0898741041	0.1352083487	-0.1889986096	-0.0610806775	-0.0546793114	0.0270144947	-0.0254363481	0.0542336671	0.0811196524	0.0011987577	0.0879014896	0.0364008519	0.0571410236	0.0498697529	-0.1516219901	-0.0132349486	-0.1886791854	-0.0380511756	-0.0427034425	-0.0923698452	0.0300928212	0.0443882653	0.0061078176	-0.0487382541	0.0121621487	0.0487922641	-0.0015732496	-0.0650257807	0.041007022	-0.0376897614	0.2230013	0.0959573308	0.0315242956	-0.1153321553	-0.1061377382	-0.1327623364	-0.0331110149	-0.0054887703	-0.064639794	-0.0332731921	0.0037445806	-0.1565035767	-0.1559049799	-0.0083804512	-0.104381018	0.0216718515	0.0700613603	0.000179429	-0.0147116002	0.0533576179	-0.0874856577	-0.037438059	0.1008124198	-0.0250275153	-0.0443203667	-0.1386331688	0.0651134329	0.0366316245	0.0044371988	-0.1096320197	0.0214348411	0.1844524209	-0.0149811862	-0.0345549199	-0.1753197783	-0.0154112188	0.0278940741	0.1158533847	0.0169200524	-0.0390459454	0.0049517217	-0.045295992	0.1198669825	0.1143757435	0.1054092553	0.0235162	0.01351647	0.0001826949612609	0.00055301166244	-0.03098	-0.03444244	0.0009597604	0.0011862816731535	-0.00368703	0.0002367699999999	5.606003289999993e-08	1.35941902209e-05	0.000215284	-0.001062416	1.1287277570560002e-06	4.6347200656e-08	0.000337743	-0.0001605389999999	2.5772770520999988e-08	1.14070334049e-07	0.000501065	-5.217000000000004e-05	2.721708900000004e-09	2.51066134225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7606322862	-1.440308389	1.742702216	1.496824417	1.023800468	-0.2081117945	-0.3470224705	0.4684666203	-0.7870723697	0.2914867251	0.6958943239	-0.2090389708	1.316520709	1.224444485	-1.883709241	-0.5049586507	-0.570441087	0.2813444911	0.6922863025	0.3679032074
