global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_10	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_15	aroma_motion_17
54507.15399908146	n/a	n/a	2971029837.079582	76966.24710915306	n/a	n/a	5923803194.067212	53940.10613598098	n/a	2909535049.960893	n/a	55907.05308536651	32044.63512854448	n/a	n/a	n/a	n/a	-0.2100826321	-0.3624689451	-0.1619325066	-0.0944360876	0.0799625923	-0.2619191672	0.0403429113	-0.1360307774	-0.2040113663	0.196541785	-0.0197328277	0.0024588916	-0.0495214895	0.1323269862	-0.0049732428	0.0851043414	-0.075509523	0.1064870843	-0.0527737648	0.0060163486	0.0594409869	-0.1058060483	0.07520601	0.183768455	-0.1023345892	-0.1807331281	0.0860823248	0.0844855132	0.0249340828	-0.0347663799	0.2256185813	-0.0215298312	0.0303810726	-0.0587510306	0.0206761436	-0.0868461353	0.1438899606	-0.1861467145	0.2493847441	-0.0207824617	0.1002651457	-0.0587405564	0.1418508077	-0.0401948646	0.2005864066	-0.0175674553	-0.030063748	-0.0180535068	0.0719867318	0.0138434759	0.1195438861	-0.2898287794	0.0345914075	-0.2599170263	0.1405318469	-0.2852505776	0.2212737291	0.1138118788	-0.092050567	0.1697574092	-0.0129200362	0.0352223572	-0.0175251956	0.0264221282	-0.0822321489	0.1165680664	-0.1370364545	0.0126632528	-0.0491710428	0.0861401141	0.1006859652	-0.1910172048	-0.1922977405	0.173434024	0.0491094966	-0.000997772	n/a	n/a	9.955489639840002e-07	-0.00096738	n/a	9.358240644e-07	n/a	0.0948102	n/a	n/a	0.00898897402404	-0.000226794	n/a	n/a	5.1435518436e-08	0.000105996	n/a	n/a	1.1235152016e-08	-0.00129905	n/a	n/a	1.6875309024999998e-06	0.0	-0.3402716149	-1.112167417	-0.200336085	-0.7548195228	-1.357504925	-0.6662786814	0.4200149407	0.6165675802	0.9944955232	0.3441604685
54797.58761407837	290.43361499690945	84351.68472017303	3002775608.322596	76846.16459517046	-120.08251398260472	14419.81016438246	5905333012.9880295	53883.25585243672	-56.85028354426322	2903405261.259156	3231.954739063125	55919.64168805084	45643.92538255376	2.945146	80.135757	0.225288808	0.140686	0.1557271634	-0.0679670258	-0.0436105044	0.0977758297	-0.0595405578	-0.0578943201	0.0078463373	0.0102791211	-0.207932191	-0.0100543431	-0.0413797788	0.1578538666	0.1378170905	0.1326757869	-0.0287111228	0.0635541522	0.1264527993	0.1082411937	0.0549948779	0.2439402131	0.0143989791	0.101927986	0.1165704311	-0.0046775564	-0.0935101718	-0.0037069646	-0.1247106923	0.0074600914	-0.1017861248	-0.0532772941	0.0450388071	0.1769663932	-0.0126115083	-0.0731566253	0.1029091268	-0.2009440076	0.1033992256	-0.1434488418	0.1340752728	-0.1978993028	-0.1294629223	0.0749469583	-0.0332126068	0.0817108539	0.1488244202	0.0745427637	-0.1753091519	-0.1727575582	-0.0648308353	0.018051467	-0.1215702161	0.0003810883	0.0415375073	-0.3175777605	0.176478263	-0.1154386761	0.03002475	0.2602435948	0.122990762	-0.3129298553	0.1381918986	0.1629692689	-0.2131350779	-0.0646582824	-0.0612566119	-0.1323722514	-0.0412603086	0.1276738008	0.1019655577	0.1823202718	0.0784900835	-0.0244809336	0.1546366116	-0.1702135032	0.0467596458	-0.0203223	-0.019324528	0.0003734373824227	0.00041299587729	0.0318226	0.0327899799999999	0.00101267787076	0.0010751827884003	-0.0301476	-0.1249578	0.0156144517808399	0.00090887778576	0.00035661	0.000583404	3.403602272160001e-07	1.2717069209999998e-07	-0.0	-0.000105996	1.1235152016e-08	0.0	-0.00157398	-0.00027493	7.558650490000002e-08	2.4774130404e-06	0.0	-1.424088807	1.403593583	-0.7865408784	-1.02260581	-0.8102543541	-0.7076226324	0.5771272777	0.2845892234	-0.5611959206	-0.6703228521
54727.11607423638	-70.47153984199394	4966.23792770174	2995057233.802942	77343.78439053622	497.6197953657684	247625.4607398692	5982060983.849755	53983.94495286597	100.68910042924836	2914266312.674063	10138.294945251262	55908.32657576714	34187.60927024564	3.008918	81.870956	0.10933762	0.0623794	-0.3490039789	-0.1832758905	-0.1968776978	0.0078543115	-0.2124820038	-0.0848717401	0.0035275138	-0.0435260305	-0.1997322158	0.2454399638	-0.0751407564	0.0613128685	0.0263697567	0.1140879919	-0.0203119125	0.1688336497	0.1233972658	0.0337310758	-0.0424340525	0.2312437757	0.1351227199	-0.1225862782	-0.1364591885	0.063525071	0.0570746131	-0.1650376031	0.0079776037	0.1236013178	-0.1879533084	0.0826458222	0.2454515624	-0.0204443963	0.1006990321	-0.0682658092	-0.0102623513	-0.2297259471	-0.0416040424	-0.1261928886	0.2102849745	-0.0489866847	-0.037946245	0.1895541688	0.035691139	0.0358968127	0.2415709591	-0.2574389151	0.1132578256	0.0108388616	0.0150350456	-0.0083466422	-0.0947780127	-0.2622312505	-0.1114730209	-0.2522527494	0.0619249277	-0.3446113195	0.0064113508	-0.0897905354	0.0931079472	0.0753667193	0.0844390624	-0.1889831964	-0.1365449302	0.2122671628	0.0835312872	-0.0652419628	-0.2637225823	-0.1159718257	0.0504389451	-0.1005225115	-0.0075305784	0.1954232539	0.0785313864	0.2796114156	-0.1141699059	-0.00229506	0.01802724	0.0003249813820176	5.2673004036e-06	-0.0082510299999999	-0.0400736299999999	6.807949606089836e-05	0.0016058958213768	0.0113178	0.0414654	0.00171937939716	0.0001280925968399	0.000161183	-0.000195427	3.8191712329e-08	2.5979959489e-08	-0.0	0.0	0.0	0.0	-0.00157398	0.0	0.0	2.4774130404e-06	1.0	1.600321711	-0.5712635714	-1.055227955	0.432189435	-1.275418373	-0.9655274866	-1.064288825	1.190896592	-0.813590568	0.2317123424
55037.97521074832	310.8591365119428	96633.40275295069	3029178715.298947	77543.49500066583	199.7106101296085	39884.3277983405	6012993616.918287	54057.72272216364	73.77776929767424	2922237385.9063272	5443.159242540844	56076.64647177961	46228.14423902541	2.929359	79.706207	0.15714652	0.0942976	0.1086351517	-0.0674214999	0.1056236481	-0.1655574183	-0.111693068	0.1524860271	-0.0097409774	-0.3119199504	-0.0826078454	0.1369511058	0.0333486772	0.2952940865	-0.1384914783	-0.0668577212	-0.1383708784	0.1167711236	-0.1549917069	-0.0575845145	0.3056813408	-0.0208856951	0.0564896547	0.0314949986	0.075992058	0.0004417935	-0.1496751796	0.0202846824	0.0506207704	0.0533211257	0.098225182	0.1476986658	0.0398469258	-0.1178678137	-0.0821557621	-0.1531664684	0.207292241	-0.2243386446	-0.1338050273	-0.042411297	0.0044980884	-0.0736506599	0.0620039057	-0.0310174992	0.2639447182	-0.0113750386	-0.1645236626	-0.0889401402	-0.0736300946	0.0231250232	-0.1501340194	0.0247148043	-0.0705269893	-0.0409035809	0.1296907857	-0.2062752344	0.0664653944	-0.0517399845	-0.0435952012	-0.0669742954	-0.0336691641	-0.2879838629	-0.0362806718	0.0861614516	-0.2590673859	-0.2007447683	-0.1822944195	0.1218492584	-0.1725615324	-0.0082467512	0.0211175064	0.1188421635	0.0356173585	0.0971217307	-0.1210229345	-0.1973054057	0.0816857095	-0.011049	-0.00875394	7.66314655236e-05	0.000122080401	0.0404618	0.0487128299999999	0.0016371572592399	0.0023729398066088	-0.0556523	-0.0669701	0.00448499429401	0.00309717849529	0.000815376	0.000654193	4.279684812490001e-07	6.648380213760001e-07	-0.0	0.0	0.0	0.0	-0.00157398	0.0	0.0	2.4774130404e-06	0.0	-1.015911619	0.5808979173	0.5132921296	-0.7906056216	-0.8928971509	1.432484334	-0.5867730461	2.19160058	0.09545194639	-0.4948928763
55124.5241126612	86.54890191287996	7490.712422325316	3038713158.647366	76968.18142145331	-575.3135792125249	330985.7144263262	5924100951.32575	54102.76030681061	45.03758464696875	2927108672.8162017	2028.384030832876	56070.560786187394	48313.99117716424	1.038114	28.246506	0.28103918	0.173252	-0.0159564487	0.086604494	-0.0374229422	0.0132892249	0.140242063	0.1834670236	0.287348394	-0.0757307397	0.0639945255	0.1315195914	-0.0318695142	0.1411004378	0.1753115844	-0.2522214955	-0.1991669008	0.0545914063	0.2578831757	0.2080393733	-0.0984664866	-0.1190706696	-0.0230345448	0.1605994948	0.1360353983	0.0779474868	0.1028155804	0.069738757	0.2595217333	0.1003758633	0.1160476161	-0.2737999883	0.0316634646	-0.0487799523	0.1622215292	-0.0006937581	0.2481906108	0.0322874861	-0.2778411063	-0.2042256427	-0.0422081761	-0.0044734689	-0.1852153791	-0.1046828626	-0.0659007574	0.2204126489	0.016572205	0.1793251099	0.0238206492	0.1123717932	0.0551040713	0.0482426715	0.2419823079	0.0146000737	0.0061172433	-0.1902688327	-0.2456940959	-0.0150262304	0.2171890252	-0.1108203347	-0.2166393675	-0.3151618231	0.0483784175	-0.043575761	-0.2486580141	0.1440714523	0.3669068312	-0.1262709292	0.2623613579	-0.2068478355	-0.4130936431	-0.2434287525	0.0055194713	0.0161317065	0.0063684221	-0.0306765198	0.0252077168	-0.00225512	0.00879388	7.733232545440001e-05	5.085566214400001e-06	0.0659352	0.0254734	0.00434745059904	0.00064889410756	-0.16799	-0.1123377	0.01261975884129	0.0282206401	0.00278257	0.001967194	3.869852233636e-06	7.7426958049e-06	-0.0	0.0	0.0	0.0	-0.00085249	0.00072149	5.205478200999999e-07	7.267392001e-07	0.0	0.9296763403	0.7268791949	-0.1890653663	-0.1491647487	-1.184110717	0.6894951457	1.393122101	-0.7597004779	1.685290881	1.312875003
55145.59650823524	21.072395574039547	444.0458552288015	3041036814.249087	77203.60299405185	235.4215725985414	55423.31684477029	5960396315.263171	54031.5608348135	-71.19947199711169	2919409566.246152	5069.364812667492	56173.46860809195	49149.39245448051	1.020543	27.768394	0.32111603	0.165616	-0.0336793813	0.1558384275	0.0921461959	0.1705362161	-0.0319748987	-0.0136129644	0.0234518261	-0.2324899982	0.0990635856	-0.0540823854	-0.0404565815	0.324085708	-0.0027456628	-0.0606864892	0.0832199863	0.1558621971	0.256928069	0.0171582077	-0.1426886001	-0.1299916909	0.3483814627	-0.0378397736	0.1855369274	-0.1450312423	0.0149106328	0.112463137	-0.0532018935	-0.1240812712	-0.1088905566	0.0801173643	-0.1873300456	0.0105187306	0.0251783605	-0.0642190537	0.2016808693	-0.1841986527	-0.0454537227	-0.3354316202	0.0063126286	0.3032165698	-0.1760881359	-0.0017724682	-0.1766556053	-0.062746173	0.0085017336	0.037607686	0.142850071	-0.1281943501	-0.0314484007	0.1651888316	-0.1839717015	0.0920197003	-0.0320196646	-0.2077170238	-0.5889493752	-0.0209913435	0.3220819962	-0.1249582953	0.0997709117	-0.1136926445	0.1852320527	-0.2901518057	0.2584714949	0.0160654646	-0.22085907	0.1060410225	0.0514709363	0.1002558921	0.1939847419	0.1624675279	-0.0629230076	-0.2199303984	0.0008991268	0.0341510398	0.0774119834	-0.0300018	-0.02774668	0.0007698782510223	0.0009001080032399	-0.0122264	-0.0781616	0.00014948485696	0.00610923571456	-0.259681	-0.091691	0.0084072394809999	0.067434221761	0.00434658	0.00156401	2.4461272801000007e-06	1.88927576964e-05	-0.0008500139999999	-0.0008500139999999	7.2252380019583e-07	7.2252380019583e-07	-0.000908801	-5.631099999999997e-05	3.170928720999996e-09	8.25919257601e-07	0.0	1.163464335	0.6048168545	0.4718345151	-0.09414473402	-0.7764411058	0.4064925461	-0.2521941068	0.1698888256	1.168293172	0.1402766349
54907.245872013285	-238.35063622195597	56811.02578741117	3014805649.24972	77458.97136896307	255.36837491122424	65213.00690479958	5999892245.537841	54013.55265805395	-18.008176759547496	2917463870.744367	324.2944302031066	55955.42607934088	42582.638002134016	1.867544	50.814812	0.4829240999999999	0.304919	-0.1875858755	-0.0387467128	-0.1056421837	-0.0315633458	-0.1860079351	0.0233260079	-0.0037814994	0.051957683	-0.1257088184	0.1225547537	0.0159883007	0.2385095161	0.0638583253	0.0257271966	-0.0826864663	0.1798372754	-0.0415723017	0.0516488881	-0.0944236627	-0.1651137715	0.0590930033	-0.233498815	-0.0976825396	-0.1635373768	0.1325095453	-0.0631766211	-0.0988867056	-0.0044158129	-0.0456101977	0.1262218707	0.1498953102	-0.026589453	-0.0230927137	-0.050655435	0.1362950789	-0.2592918998	-0.0833278351	-0.1149148803	-0.0027528384	0.0793005131	0.0866502362	-0.0321622163	-0.0782284151	0.0718398108	-0.1191111381	-0.1179762569	0.201519969	0.0328559723	0.056693876	-0.2825194593	-0.0694662382	-0.0948260303	-0.09751126	-0.1635762923	-0.1358081397	0.0217217717	-0.0329354414	-0.0665070007	0.1344001167	-0.2469719618	-0.4232934959	0.1713017042	0.2465827955	-0.1440318253	0.027473755	-0.0794496503	-0.0075631304	-0.2749883179	0.2266275743	-0.0807827402	-0.0436169722	0.2940512173	-0.1175470891	-0.0660697315	-0.041320744	-0.0202534	0.0097483999999999	9.503130255999995e-05	0.00041020021156	0.083401	0.0956274	0.006955726801	0.00914459963076	-0.0360458	0.2236351999999999	0.0500127026790399	0.00129929969764	0.0016819	-0.00266468	7.1005195024e-06	2.82878761e-06	-0.000659881	0.0001901329999999	3.615055768896199e-08	4.3544293416100004e-07	-0.00113225	-0.000223449	4.992945560100001e-08	1.2819900625e-06	0.0	1.00928733	-0.9468876749	-0.8280261725	0.5480604226	-0.896338301	1.054663574	1.262290111	1.679590712	-1.162228314	-0.4630844001
54765.02552528683	-142.22034672645532	20226.62702299317	2999208020.785318	77010.70778864081	-448.2635803222656	200940.2374433363	5930649114.107422	53887.92394723209	-125.6287108218603	2903908347.34267	15782.572982762598	56004.46368371467	45898.033947854085	1.939262	52.766235	0.21537295	0.142363	0.1293231082	-0.0461204061	0.1817800316	0.0156235872	0.0326609573	0.1449650264	0.1632456675	0.2787569899	-0.0489576261	-0.1574728716	-0.0618642518	0.177085387	-0.0764706115	0.1025020602	-0.0010098061	-0.021062768	-0.0210682269	-0.2115714559	0.0165068092	-0.4695266356	-0.1208959034	-0.1323355092	-0.0552592675	0.0940034292	0.0227870509	0.1647168065	-0.0418750803	0.1074339563	0.1208289308	-0.0784918827	-0.1323111083	0.084443558	-0.1253181499	-0.1833735529	0.1267843431	-0.0139541076	-0.0369082295	-0.0334652423	0.0850942886	0.2240031039	0.2354721655	-0.3032363714	-0.1018519264	-0.2723661169	-0.2204222088	0.0197516996	-0.0804326025	0.017050682	-0.0807278256	-0.0502099221	0.0941285772	0.1019371044	0.1185591736	-0.1337691364	-0.1220278318	0.1036511477	0.1331497569	-0.0635560239	-0.009253671	0.0955498284	-0.2817440873	-0.0517768925	0.1350001209	-0.1511711817	0.0880026931	-0.042709351	-0.1655712058	0.1601285413	-0.0633314924	-0.0425938861	0.1545589586	0.0389575016	0.1975927457	-0.0043921724	-0.1303365145	-0.0230392	-0.0027857999999999	7.760681639999989e-06	0.0005308047366399	0.112238	0.028837	0.012597368644	0.000831572569	-0.171333	-0.1352872	0.0183026264838399	0.029354996889	0.00161569	-6.621000000000014e-05	4.383764100000019e-09	2.6104541761e-06	-0.000277827	0.0003820539999999	1.4596525891599996e-07	7.718784192900003e-08	-0.000611255	0.000520995	2.71435790025e-07	3.73632675025e-07	0.0	-0.8386359793	0.554774737	1.218713901	-1.02197636	-0.8711292328	0.8383816016	-0.3337560667	-1.55942557	0.7127833049	-0.2201282447
54773.53259630036	8.507071013533277	72.3702572292981	3000139873.0779786	76441.60354059393	-569.104248046875	323879.645144999	5843318751.857343	53741.59667795293	-146.32726927915792	2888159213.495762	21411.66973469519	55751.40299367208	46406.55518265039	1.534532	41.753765	0.21529129	0.13856	-0.1003105782	0.0870474651	-0.1634804317	0.1583878548	0.1491992183	-0.1074230531	-0.169179497	0.057566175	-0.3053334591	-0.1721202816	-0.1993491614	0.0308101887	0.1391585821	-0.0708798682	-0.1309213089	-0.015868427	-0.0704622394	0.196777081	-0.1160708849	-0.13116102	-0.0331222602	-0.1116868068	-0.0682900743	0.0703931563	-0.1204064167	0.0394840192	-0.2292534619	-0.0105593217	-0.147524262	-0.2108882257	0.1170552564	0.3602738542	-0.038397648	-0.1260917964	0.0578374893	0.0889415537	-0.0056467358	-0.1230940334	0.0596253081	0.0194813834	0.1439458435	-0.0491194658	0.0863298407	0.0361625888	0.1012201691	0.160049754	0.012607675	-0.2086594389	0.1320788535	-0.3722233668	0.0860221044	-0.0325651653	-0.1883762565	-0.1381881345	-0.0226462395	0.1161228713	0.0683967993	0.1570487115	0.1056984612	0.0524867341	-0.3063974989	0.215289231	0.1842977628	0.0141879017	-0.0434063058	0.0786283854	-0.0399955632	0.2085604871	-0.1310465502	-0.1578156888	0.0349076076	0.1291098655	-0.0467398305	0.1450032242	0.147160565	0.00244729	0.02548649	0.0006495611725201	5.9892283441e-06	0.0796391999999999	-0.0325988000000001	0.0063424021766399	0.00106268176144	-0.0446344	0.1266986	0.01605253524196	0.0019922296633599	0.00124132	-0.0003743699999999	1.4015289689999997e-07	1.5408753424e-06	-0.000119416	0.000158411	2.5094044921000004e-08	1.4260181056e-08	-0.000533888	7.736699999999995e-05	5.9856526889999925e-09	2.8503639654400005e-07	0.0	0.65632711	-0.3277609485	-1.428900195	0.8506635351	-0.1874689077	-1.87464273	0.9595070701	-0.3261836247	0.5248786941	-2.06157879
54611.52737164397	-162.0052246563937	26245.692815968592	2982418921.863818	76587.05299238725	145.4494517933199	21155.543026977288	5865576686.058733	53758.38448809392	16.787810140987858	2889963902.769737	281.8305693298548	55784.33887936304	45815.77020843256	1.490039	40.543137	0.166268885	0.0977797	0.0950029647	-0.0618497086	0.1414810256	0.0120478506	0.0275581039	-0.001415642	-0.2841558581	0.2148987399	6.81253e-05	-0.1709423633	-0.3072869629	-0.0262570306	-0.2598310877	0.0136587689	-0.0278954442	0.0036930621	0.0977470055	-0.1247432043	-0.0123540363	0.099489368	0.1503677065	0.0555950361	0.0125545388	-0.0636616811	0.0032619113	0.1641460234	-0.1062321118	-0.0191500728	-0.0109782227	-0.1880712634	-0.1059631615	0.0866121496	-0.0699481608	-0.3535648763	-0.2743216486	0.0536973979	-0.0089119082	-0.0581525316	-0.0513459873	0.0384421949	-0.1706310503	-0.0481019941	-0.0843871868	-0.0362609982	0.0097719449	-0.0884641443	-0.0726087803	-0.1103388386	-0.165862803	-0.1111431674	0.1146402679	0.0033535388	0.1424215173	-0.1149066876	-0.1463705204	0.1006749077	-0.1199583303	0.0413214237	0.2312790617	0.0940865927	-0.0174769502	-0.030846654	-0.0733572151	0.0442843973	0.0737617004	0.2003559874	-0.053409544	0.3277310272	-0.2067562831	-0.0383944121	0.0700057285	0.0136608384	-0.0989127413	0.040336779	-0.2804343315	-0.0337165	-0.03616379	0.0013078197071641	0.00113680237225	0.0258361	-0.0538030999999998	0.00066750406321	0.0028947735696099	-0.117584	-0.0729496	0.00532164414016	0.013825997056	0.00125482	1.3500000000000055e-05	1.8225000000000154e-10	1.5745732324e-06	-6.58681e-05	5.35479e-05	2.86737759441e-09	4.338606597609999e-09	-0.000533888	0.0	0.0	2.8503639654400005e-07	0.0	-0.8592284679	-0.1915894788	1.422250652	-0.6666625621	-1.000298459	-2.019883729	-1.126985601	-0.09182621377	-0.9045369303	-0.4759673049
