global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	aroma_motion_03	aroma_motion_06	aroma_motion_10	aroma_motion_12	aroma_motion_14	aroma_motion_15
61872.62185222609	n/a	3828221334.8685656	n/a	97194.55987453758	n/a	n/a	9446782469.20507	62348.42707026349	n/a	3887326358.135965	n/a	66356.2271619266	50989.20880594511	n/a	n/a	n/a	n/a	-0.0192294767	0.1703981649	0.2370902054	-0.0377617693	-0.0838866163	-0.0862887071	-0.0483957568	0.2610164806	-0.0522017185	0.1292023971	-0.1240449101	-0.1628939347	0.119972624	-0.108229196	0.1195715879	-0.09484611	0.1092293524	-0.0448531964	0.0356479123	-0.0798167619	0.0684727914	-0.070717302	0.1024065609	-0.0727054198	0.0889921289	-0.1455825466	0.0371625424	0.1689569564	-0.1203553733	0.0523228968	8.23551e-05	0.0385184304	-0.0048075385	-0.0308506402	0.109695144	-0.1443462002	0.0540499483	-0.1921246401	0.0844715138	-0.0520472986	0.053781115	-0.1039245156	0.0780895168	-0.0614446895	0.0388621385	-0.0773424206	0.1898075565	-0.0097861211	0.0972163897	-0.3407713741	0.0260951657	-0.1305762489	-0.0187165439	0.1186099507	0.0516184195	-0.0213212721	-0.0015958901	0.0377637928	-0.0414575239	0.2175828352	-0.0408203099	0.1335808138	-0.2198625192	0.0798326899	-0.0098558605	0.0585893662	-0.1145615271	0.2269049259	-0.05319693	0.1833699896	-0.0584394524	0.1333384649	-0.0005426915	0.0278175149	-0.0180505133	0.025163366	0.1026237815	-0.0895857792	0.0909042644	-0.1005374889	0.1643619509	0.0512741	n/a	n/a	0.00262903333081	-0.0558883	n/a	0.00312350207689	n/a	-3.33934e-05	n/a	n/a	1.1151191635599996e-09	5.385e-23	n/a	2.8998225e-45	n/a	-0.000594891	n/a	3.53895301881e-07	n/a	0.000496679	n/a	n/a	2.46690029041e-07	-0.4559489364	-0.7514038429	1.129788378	0.7456283066	0.472844432	-0.3987099508
61852.86596367353	-19.75588855255773	3825777027.920164	390.29513250108175	96895.92022001556	-298.63965452201955	89185.6432530312	9388819355.28362	62386.72652329046	38.299453026971605	3892103646.2918334	1466.8481021652044	66329.15005938394	46160.17638528322	2.243101	38.569889	0.0499138841	0.0314293	0.0215347656	0.0705507876	0.1416140608	-0.2183221577	-0.0055168858	0.0565650615	0.0045860092	0.1850056955	-0.1464356753	0.1565643285	-0.2829105359	-0.0413613822	0.0296701716	0.0364405862	-0.1045877598	-0.0104088592	0.0649787604	-0.2420725374	0.1496211286	-0.0172931357	0.0614841034	0.0023657333	0.1046806048	0.1103443318	0.0510674028	-0.0917599329	0.0361958044	0.129270039	0.1071449944	0.0521081923	0.0036086225	-0.0901134059	-0.0057758069	0.0685092878	0.0330813904	-0.0662895708	-0.0439731498	0.0476104299	-0.1186226956	-0.027825615	-0.0074865153	-0.0934809478	0.0427562331	0.136643355	0.0749055863	-0.0908613749	0.2455242014	0.0995626509	-0.056171796	-0.1737882791	0.0517279137	-0.0790026712	0.054784535	0.0894296695	-0.0221013164	-0.0903125769	-0.0076811959	0.006702144	0.133673989	0.1087120143	-0.1422063191	0.1721557304	-0.1061024891	0.1987502806	0.0129173746	0.1062779477	-0.1466399818	0.0058007738	0.1354937819	0.1161234201	0.120720419	0.0299581633	-0.1151661206	0.0594550478	0.005883731	0.0707812052	-0.2209843293	0.1532049656	-0.0084014798	0.0893416017	0.1640657595	0.0512646	-9.500000000002562e-06	9.025000000004867e-11	0.00262805921316	-0.0525656	0.0033227	0.0027631423033599	1.1040335290000031e-05	2.92407e-05	6.26341e-05	3.92303048281e-09	8.550185364899998e-10	0.00054116	0.00054116	2.928541456e-07	2.928541456e-07	-0.000739442	-0.000144551	5.46774471364e-07	2.0894991601000012e-08	0.000252009	-0.00024467	5.98634089e-08	6.3508536081e-08	-1.150564987	-1.162165402	0.1920264653	0.6609745549	1.132284935	0.06204367671
61926.8471945997	73.98123092616879	3834934403.4633007	5473.222529351114	97339.2750255549	443.3548055393476	196563.4835948327	9474934462.500616	62399.9976180207	13.271094730240293	3893759702.728989	176.12195533901166	66354.16391723284	50854.26838813608	2.026121	34.838947	0.0361391407	0.024036	-0.0515689105	0.0861691507	0.2168934626	-0.2025935498	0.0493159453	-0.0065058607	-0.0010482379	0.1146753111	-0.1137790173	0.2018247939	-0.1462412991	-0.1454490837	0.0387043717	-0.1456295508	-0.0890051157	0.0197602114	0.0127381139	-0.0750181342	0.2082290515	-0.0686433068	0.1631904447	-0.1521275245	-0.0979761023	-0.0656502599	0.021082202	-0.1035168422	-0.1696943325	-0.009145853	0.1923979338	0.1456661893	-0.0996523597	-0.0437497115	0.1781250997	0.2128809354	0.1151467006	-0.0976332075	-0.0529786754	-0.1263676207	-0.0504096419	0.0088488169	-0.0718855385	-0.1511689684	0.1058366304	0.1834998093	0.0032686251	-0.1412004883	0.1088274573	0.0572499382	0.1816041231	0.0002159523	-0.0243489308	0.0578686567	-0.208702052	-0.2565856043	-0.0248735546	-0.0879700946	-0.025508444	0.068368051	0.0359765518	0.2580299997	-0.0582228966	0.0414575651	0.0335807382	0.1691393106	-0.1784640178	-0.0970084027	-0.1144258765	-0.0121943464	0.1243869207	0.0092090884	0.0216307626	0.1043186354	-4.1779e-05	-0.1917031113	-0.1074907629	-0.0975079634	-0.0290813629	-0.0738867011	-0.1578506143	-0.1085729625	0.1634739106	0.0512646	0.0	0.0	0.00262805921316	-0.036434	0.0161315999999999	0.001327436356	0.0002602285185599	-0.0169354	-0.0169646407	0.00028779903408	0.00028680777316	0.000602017	6.08570000000001e-05	3.624244682890001e-07	3.703574449000012e-09	-0.000739443	-1.000000000015745e-09	5.467759502490001e-07	1.0000000000314906e-18	0.000252009	0.0	0.0	6.3508536081e-08	-0.4655983515	0.08392271722	0.598837725	0.6210915634	1.945202073	2.173279741
61924.98437586779	-1.8628187319118297	3834703689.95147	3.4700936279615973	97453.0031578563	113.7281323014031	12934.088076765443	9497087824.485151	62397.93473572773	-2.0628822929720627	3893502259.284137	4.255483354657676	66416.8466992427	47385.91368061958	1.966458	33.813046	0.0984038356	0.057637	-0.0423292993	-0.0525285375	0.1402123352	-0.1132739185	0.0585188095	0.0102707952	-0.0683310549	-0.1052514503	-0.0260988716	0.0669178011	0.0455034228	-0.0189810864	-0.0418705259	0.1423703886	-0.0425640593	0.0257304351	0.1081110311	0.1644131895	-0.1689346909	0.1201357342	0.3028381935	-0.0754949941	-0.2360559431	0.274046194	-0.1876977478	-0.048549232	-0.0966575459	0.0797347258	0.1190728395	0.0475366376	-0.0993304514	-0.0078236813	-0.0490760704	-0.1848191603	-0.0152156661	-0.0457567807	-0.048473835	0.1095839562	0.0046268837	-0.1650934164	0.1800862504	-0.0355607413	0.0401904035	0.1371889751	-0.2243297406	-0.0333473989	-0.1245034682	-0.0717940402	-0.3196947485	0.0285969828	-0.2423562733	-0.1171614767	-0.0790490249	-0.206095949	-0.0714877599	-0.0382479641	-0.0209863892	0.0718633096	-0.2175931045	0.0610160479	-0.1659231535	0.0937856886	-0.033046107	0.100760858	-0.1775420434	-0.0545506314	-0.163243793	0.1643093892	-0.0034591265	0.1136327646	-0.21262816	0.1112024354	-0.0129680036	0.0067223768	0.1089634603	0.0534641017	0.0200827433	-0.0283612423	-0.0084679049	0.1301932498	0.1625874706	0.0488258	-0.0024387999999999	5.94774543999999e-06	0.00238395874564	-0.0876909	-0.0512569	0.00768969394281	0.00262726979761	3.0856e-06	0.0169384856	0.0002869122944214	9.520927360000002e-12	0.00034739	-0.000254627	1.206798121e-07	6.483490912900003e-08	-0.000514545	0.0002248979999999	2.64756557025e-07	5.057911040399998e-08	0.000327877	7.586800000000004e-05	5.7559534240000065e-09	1.0750332712900001e-07	-0.2989455207	0.2808131513	0.8628718381	-0.8321941538	-1.239791853	1.266630013
61922.6123441122	-2.37203175558534	3834409919.519197	5.6265346495052695	97493.27625462422	40.27309676790901	1621.9223232773631	9504938914.860474	62570.22109522036	172.28635949263116	3915032567.904759	29682.58966722414	66558.08976952007	45117.36874711884	1.75564	30.18804	0.091230822	0.0579534	-0.0273985606	-0.127667464	0.0302331344	0.007517614	0.0652032251	-0.0018026171	-0.0087459153	-0.0605309585	-0.0031447957	0.0572468485	-0.1788875386	0.0398407744	-0.0647143474	-0.1352741756	0.0407025854	0.0540561152	-0.0395994634	-0.2444387277	-0.1155345833	0.0530061703	0.1528790197	-0.0929723756	0.0811119507	-0.0664337416	0.086519767	0.1068695822	-0.1485462634	0.0947955356	-0.0775341359	0.0636837315	0.1261294432	-0.0961250181	-0.0439474573	0.0829892363	-0.0268164821	0.0528432832	-0.0558443173	-0.0107212089	-0.0481079965	0.2984683236	0.0019924835	0.0048707447	-0.0916702734	0.0269513807	-0.0237915014	-0.0568433447	0.1103835493	-0.1177251174	0.014017649	-0.12671363	-0.098294677	-0.1559138033	0.0509052086	-0.0934868845	0.2016484615	-0.0806603391	-0.0178764859	0.0415378194	0.0896557874	0.0086675313	-0.1793328317	-0.0678190857	0.128233437	0.0309327585	-0.1015182264	0.2098368706	-0.1358469507	0.0421298454	0.0588737867	0.1797381	0.069564309	-0.0627973442	0.1684400226	0.09436591	0.1140672841	0.0830265961	-0.1335753937	-0.0134245235	-0.0087173288	0.1737213843	0.161408037	0.0512806	0.0024548	6.02604304e-06	0.00262969993636	-0.0362238	0.0514671	0.00131216368644	0.00264886238241	3.51076e-05	3.2022e-05	1.025408484e-09	1.2325435777600003e-09	0.0007551539999999	0.0004077639999999	5.70257563715849e-07	1.6627147969591844e-07	-0.000252639	0.000261906	6.382646432099999e-08	6.859475283600005e-08	0.000252009	-7.586800000000004e-05	5.7559534240000065e-09	6.3508536081e-08	-1.239179675	0.6678303072	-0.6382817612	-0.2141206758	1.385191881	0.04829935171
62067.52348924986	144.91114513765933	3852377472.088584	20999.239985107768	97852.91269957164	359.6364449474204	129338.37253441892	9575192523.789988	62524.37141477808	-45.84968044228299	3909297020.813118	2102.193196659467	66591.2085709223	53353.62458046228	2.581025	44.380451	0.0505951576	0.0282765	-0.1274582367	0.0536602122	0.1791687144	0.1562291443	0.0718555848	-0.0393166788	0.0331062688	-0.1074791862	0.0364683671	-0.0892073099	0.0107914429	0.1514486424	-0.1043464228	0.1333909381	-0.0212832637	0.0098635393	-0.1225555948	-0.0985025239	0.0240604367	0.0469868461	-0.0284918982	-0.0591093407	0.0149526084	0.0692414882	0.2060650092	-0.0247645876	0.0192332499	0.0340814988	0.0481274967	-0.0176355358	-0.0358053974	0.0383384884	0.0070629268	0.2255768883	-0.1092034	0.1497347949	-0.0066601758	0.1931040314	0.0127385227	0.0507518659	-0.1147465923	0.0139809913	-0.0360192336	-0.0349728706	0.0317844992	-0.0460467211	0.0048900952	0.0462764298	0.051607255	-0.0180483759	-0.1378148061	-0.1213664189	0.0468615216	0.1034875653	-0.0996261503	-0.17169132	-0.0322724693	0.075130333	-0.012169533	0.1559512735	0.030776081	-0.1105600596	-0.0795546387	-0.0793288027	-0.2682288499	0.2025907604	-0.1232722803	0.0649881215	0.1058552454	0.0433208181	-0.0062352599	-0.0490606277	0.1592847195	-0.0260921339	-0.041081484	-0.1413292183	0.1233223186	-0.2394156534	0.0670500997	-0.1405088335	0.1599377353	0.0512627	-1.7900000000001248e-05	3.2041000000004465e-10	0.00262786441129	-0.0290175	0.0072062999999999	0.00084201530625	5.193075968999998e-05	-0.0151477	-0.0151828076	0.0002305176466186	0.00022945281529	0.000262533	-0.0004926209999999	6.892357608900001e-08	2.4267544964090145e-07	-0.000323781	-7.1142e-05	1.0483413596099998e-07	5.061184164e-09	0.000252009	0.0	0.0	6.3508536081e-08	-0.1371694207	1.01462458	1.116349046	-0.2855171046	0.8385089661	-0.93316181
61859.87163165212	-207.65185759774613	3826643718.284478	43119.29396379464	97685.36138592775	-167.55131364388217	28073.442703790573	9542429829.099304	62412.56010821832	-111.8113065597572	3895327659.261965	12501.768274600006	66452.32037715187	45139.11700401543	2.556963	43.966717	0.05043475	0.0362583	-0.0187790039	-0.1112933352	-0.0584157017	0.1062748003	0.0108967271	-0.0104032499	0.0083282733	-0.1024871378	0.036427445	-0.065884853	0.0827781902	-0.0534820166	0.0390879635	0.0538888337	0.2619802247	0.0093942293	-0.0891116875	-0.1056354328	-0.1716642043	-0.1128758756	-0.008477749	-0.0169839888	-0.0800876236	0.0973465991	-0.0679314103	-0.054030182	-0.0179857945	-0.0971305356	0.101935448	0.0221584436	-0.0305610391	0.0616513661	0.0268008834	0.1249378878	0.0454697167	0.0002186501	0.0289582234	0.0413329203	0.2293021308	0.151164645	0.0055817147	-0.0467053093	-0.0358607622	0.0232972402	0.0585606945	-0.1451052455	0.0209160229	-0.0916066273	-0.1709234917	0.0504217396	-0.0172643851	0.0365313042	0.0053883809	-0.0487765968	-0.1169890643	-0.016901302	0.0026020418	-0.0021034517	-0.1670283114	-0.1030959531	0.0899030872	-0.0675362163	-0.1780351716	0.0448436281	-0.0961040865	0.1381890181	-0.0566939976	-0.0366741893	-0.0341361958	0.0279833972	-0.0752736831	-0.0245052049	0.131037251	0.0049329552	-0.0734997515	-0.1714169115	0.0705187107	-0.0256062708	0.0077042525	0.1768448898	0.1581792149	0.0512466	-1.609999999999806e-05	2.5920999999993747e-10	0.00262621401156	-0.029015	2.5000000000025e-06	0.000841870225	6.250000000012501e-12	0.0162941	0.0314418	0.00098858678724	0.0002654976948099	0.0	-0.000262533	0.0	6.892357608900001e-08	-0.000301678	2.2102999999999988e-05	9.1009615684e-08	4.885426089999993e-10	0.000157158	-9.4851e-05	8.996712200999999e-09	2.4698636964e-08	-0.1512944916	0.9493670269	1.634179961	-0.1246062309	-0.648921898	-1.206941536
61810.02479209945	-49.84683955266519	3820479164.7999487	2484.7074133891465	97468.27520200545	-217.0861839223071	47126.41124994974	9500064670.85387	62506.5698248314	94.00971661307996	3907071271.2665234	8837.8268176716	66513.00092508046	45035.51860498148	0.993527	17.083586	0.0830892	0.044153	0.0034712045	-0.0793824368	-0.08605217	0.1098880126	0.0043951717	-0.0063344747	0.0012767597	-0.0876450141	0.1157853939	-0.0720832039	-0.0571911018	0.1172995483	-0.0878647583	0.0590066268	-0.08173942	-0.0973674753	-0.0590683234	0.1116337006	-0.1206116285	-0.2233603954	-0.0813638173	0.0473495213	0.0607714177	-0.0562466743	-0.1042225256	0.0130434533	0.0995841231	0.1355069828	0.2214711765	-0.0245763656	0.3623517835	0.1087441188	0.1057923936	-0.0369803261	-0.0787691452	0.1050617698	0.0131893248	0.0345633209	0.0175319047	-0.0789539319	-0.0723846679	0.1608277685	-0.0766993638	-0.0483026796	-0.0216659565	-0.1304868917	0.0211929648	-0.0894188641	-0.0831473593	0.0146082468	0.2489998449	0.0323060365	0.1805661685	-0.216993287	0.0212035308	-0.0382660869	-0.0179290682	-0.043114406	-0.0243802113	-0.211894798	-0.1028752507	-0.0776785262	-0.1359506167	0.0930716802	-0.010293046	0.0849678917	-0.139680809	-0.1539561538	0.0337147736	-0.1162132847	0.0011788795	-0.0661926568	-0.1076350099	-0.0927474982	0.0886322782	-0.1342707384	0.1016125536	0.01035433	-0.0740673919	0.1020182616	0.1561356449	0.0291667	-0.0220799	0.00048752198401	0.00085069638889	-0.0632185	-0.0342035	0.00399657874225	0.00116987941225	0.0158672	-0.0004268999999999	1.822436099999978e-07	0.00025176803584	0.000364933	0.000364933	1.33176094489e-07	1.33176094489e-07	-0.000233884	6.779399999999998e-05	5.4701725456000006e-08	4.5960264359999975e-09	0.000252009	9.4851e-05	8.996712200999999e-09	6.3508536081e-08	-1.41923437	1.228389019	0.5446375124	0.3542344543	-0.7751498132	-0.6708275411
61794.50746475435	-15.517327345100057	3818561152.811581	240.78744793499	97460.94539159852	-7.329810406925389	53.72612060147174	9498635876.62415	62519.42842054187	12.85859571047331	3908678930.031259	165.3434836454026	66528.48315539437	44913.08298329735	0.930801	16.00503	0.03754021	0.0204608	0.0111253922	-0.0606729331	-0.0945542125	0.1219022429	-0.0102337974	-0.0180452838	0.0002832278	-0.0214517426	0.1402064672	-0.0637889549	-0.0224905585	0.068279715	-0.0398476477	-0.0071517729	-0.0308929286	-0.030460095	-0.2267995149	0.087040247	0.0364190222	-0.0454845984	0.0896976324	0.0752746656	0.1037741717	-0.2057103342	0.04591624	-0.0682662845	-0.2510136106	-0.0959169865	0.0161982444	-0.0094057517	0.1049193311	0.0144137445	-0.1694365229	-0.0255882763	-0.0511637103	0.0723058507	0.0442045663	-0.0241320688	0.0431449804	-0.0243192361	-0.1752414078	0.0449224291	-0.024077444	0.0127475332	-0.0500235761	-0.0052131844	0.028702569	-0.2635138724	0.1587049832	0.0237147689	0.0369932505	0.0810908322	0.0610897067	0.0362914653	0.1277278192	0.0386981237	-0.003614294	-0.0055642719	0.0862354774	-0.0675843834	0.0124407525	-0.189089719	0.0183436205	-0.0355873815	0.0751770902	0.0162440233	-0.0718198952	-0.1138624534	-0.0169991553	-0.0075379585	-0.0696136378	0.007532789	-0.1950366933	-0.036550488	-0.0043171672	0.1100269509	-0.0343932151	0.2189507745	-0.1914170842	0.2184032112	0.1538107079	0.0211018	-0.0080649	6.504261201e-05	0.00044528596324	-0.0632143	4.199999999995874e-06	0.00399604772449	1.763999999996534e-11	0.00503486	-0.01083234	0.0001173395898756	2.5349815219600004e-05	0.000583414	0.0002184809999999	3.40371895396e-07	4.773394736099999e-08	-7.95896e-05	0.0001542944	6.33450442816e-09	2.380676187136e-08	0.000252009	0.0	0.0	6.3508536081e-08	-0.978677761	1.191757581	0.6172420488	-0.04761391167	0.6579150048	-0.5398534869
61778.87783011045	-15.629634643904865	3816629745.947712	244.28547910195115	97589.9509437062	129.00555210767195	16642.43247460527	9523798525.19498	62392.71709339712	-126.71132714475245	3892851146.2966895	16055.760426784474	66428.12090937245	45097.13000513554	0.956745	16.451139	0.1025285099999999	0.0548046	0.0158660449	-0.0215745926	-0.1121063299	0.1236927165	-0.0017400962	-0.0354542489	0.0288964136	-0.0420427285	0.1136350222	-0.1386778341	0.0712170701	-0.0650575685	0.020021888	0.0066383927	0.0364095718	-0.185703377	-0.2536565251	0.2229892915	-0.0226405829	0.093812286	0.0473842116	-0.0314428655	-0.0380579129	0.067235549	-0.0432252116	0.0004431284	-0.0642452466	-0.0068338434	0.1635933052	0.1693394049	-0.0648035305	-0.1319803913	-0.028820505	0.1445797093	0.0572162414	0.0190433993	0.0678332395	-0.0616456102	0.1587366043	-0.1529031072	-0.1562748275	0.0822402506	-0.0810672325	0.1463012686	-0.1616502182	-0.0002334522	-0.0288017414	0.0145855368	-0.0896149174	0.0593768426	-0.0300630349	-0.1080029411	-0.0281259054	-0.1613556955	-0.0998603507	0.0185376051	0.029540922	-0.0394737883	-0.0444682713	-0.076628096	0.172143723	-0.1574262504	-0.0066854357	-0.0266889849	0.0375225575	-0.1050747011	-0.0784286328	-0.0722943823	-0.1595606292	0.0483762427	-0.1076015647	-0.0800399897	-0.0321265798	-0.2253035143	-0.0545905823	-0.0254308425	-0.0575461262	0.044796997	0.0001071619	-0.1084975326	0.1512085936	0.0404047	0.0193029	0.00037260194841	0.00163253978209	-0.0247179	0.0384964	0.00061097458041	0.00148197281296	0.0356185	0.0305836399999999	0.0009353590356495	0.0012686775422499	0.000364011	-0.0002194029999999	1.3250400812100004e-07	4.813767640899998e-08	-0.000143098	-6.35084e-05	2.0477037604e-08	4.033316870560001e-09	0.000252009	0.0	0.0	6.3508536081e-08	-0.303897805	1.048654032	1.430551447	-0.4663912024	-0.001437239572	-0.2028143561
