global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_09	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_20	aroma_motion_21	aroma_motion_22
62062.53078212929	n/a	3851757727.0827456	n/a	97051.5726221478	n/a	n/a	9419007748.432028	62364.42057291666	n/a	3889320953.3956304	n/a	66250.25986871548	50825.94299284848	n/a	n/a	n/a	n/a	-0.0336003149	0.3573591997	-0.1129009064	-0.2460407658	-0.0128890354	0.0197779976	-0.1067125779	0.2412248377	-0.1286546305	0.0312480833	-0.1982180258	0.1129881425	-0.0426421075	0.169219828	-0.063778975	0.0121826398	-0.14125236	0.2438856302	-0.1651553831	0.0018122088	-0.009106206	0.010628888	-0.0992894643	0.0808305846	-0.032739975	0.0154591637	0.0957695483	-0.0188506702	-0.0719716865	0.1280378709	-0.0608704901	-0.0806739193	-0.2178380207	-0.0514512526	0.0420970102	-0.2242941227	0.0248427167	-0.0909445273	0.0632058184	-0.0192662734	0.1455721248	-0.1883906446	0.0147183899	-0.0589855769	0.0472879958	-0.0791763136	0.0249689267	-0.1352825446	0.0692567425	-0.018977607	-0.0224669009	0.0167538516	0.0897311967	-0.3228642057	0.2044352634	0.0212678341	-0.0162418159	0.1276490137	-0.0507556776	0.1079045548	-0.0326534182	-0.0151525058	0.0486590002	-0.0697187974	0.0636512392	-0.0690777849	0.1019491638	-0.1112885396	0.0432267713	-0.0345436878	0.0497362779	-0.0924343954	0.084977283	-0.2268344193	0.1280850869	-0.0910796725	-0.059171358	0.1643619509	-0.145005	n/a	n/a	0.0210264500249999	-0.0902694	n/a	0.00814856457636	n/a	0.143554	n/a	n/a	0.0206077509159999	-0.00650144	n/a	4.22687220736e-05	n/a	0.00338325	n/a	1.14463805625e-05	n/a	-0.000984597	n/a	n/a	9.69431252409e-07	0.0	0.0	0.0	2.687120517	-1.598694223	-0.4915312393	-0.1583561808	0.1455092057	-1.309664541	-0.3799006936	-1.377596882	-1.020284865	0.2423292775	-0.8853550461	0.4515178508	0.1812791077
62081.39514349347	18.864361364183424	3854099622.962575	355.8641296784963	97484.23198164682	432.6593594990263	187194.1213621077	9503175485.051533	62427.39166617439	62.97109325773636	3897179230.24194	3965.358586074529	66329.47406755063	49937.91930663179	1.519354	26.518738	0.0773682499999999	0.0487793	-0.0350756003	0.3468144672	0.0083731186	-0.1530560902	-0.1229970791	0.0309408409	-0.1751115085	0.3184086092	0.1342576626	0.0001238603	-0.1864503181	0.1191907155	-0.0185845241	0.3143888052	-0.1633889427	-0.0785483887	0.1040848503	-0.0178633452	0.1149743948	-0.016931282	-0.0621068369	0.0537753595	-0.0341437004	-0.0534009337	0.082346087	-0.0254145978	0.0871788327	-0.0385967182	-0.0369141239	-0.0201922843	0.1663852917	0.1561108235	-0.1555825713	-0.0825443451	0.0600839131	-0.3159969675	0.0151368405	-0.0813486394	0.1677219874	0.1161800714	-0.064455342	0.002781981	-0.009279257	0.1209460216	0.0085864207	0.0381219312	0.0799858922	0.0875689661	0.0818909417	-0.0502663848	-0.0016192744	-0.0952072439	-0.0805553941	-0.3037305907	0.1874452005	0.0258770308	-0.0351893263	0.0152291944	0.0651746756	-0.1330519142	-0.0244137966	-0.0316629805	0.0426085711	-0.0285272119	0.1074571426	-0.0245194274	-0.089548071	0.0521952965	-0.0441963905	0.0547267924	0.0960095537	0.1098802004	-0.0424426518	-0.005286517	-0.0229028255	0.2194773052	-0.1224243224	0.1640657595	-0.138015	0.0069899999999999	4.886009999999995e-05	0.019048140225	-0.0897923	0.0004770999999999	0.00806265713929	2.276244099999945e-07	0.133446	-0.0101079999999999	0.0001021716639999	0.017807834916	-0.00563616	0.0008652799999999	3.17662995456e-05	7.487094783999991e-07	0.00354742	0.0001641699999999	1.25841886564e-05	2.6951788899999983e-08	-0.00115101	-0.000166413	2.7693286569000008e-08	1.3248240201000002e-06	0.0	0.0	0.0	1.851437726	-1.214197298	-0.2508045998	1.751260834	-1.375330253	-0.8454899837	1.558544213	-1.182254724	0.09323346631	0.8645793045	0.06228251984	-0.6841812612	-0.2148381045
62007.2107513182	-74.18439217527339	3844894185.158391	5503.324042414763	97667.00139198908	182.76941034225456	33404.65735685543	9538843160.902796	62491.265957289696	63.874291115302185	3905158320.944714	4079.925065482372	66458.18007428908	51418.27657150063	1.646438	28.736858	0.0551659999999999	0.031869	-0.0229443312	0.3599055773	0.1066509373	-0.1770749642	-0.2267467805	0.0483901322	-0.1505289511	0.1327815941	-0.1555337302	0.0283072997	-0.1808681833	0.2028858826	0.075217083	0.2681374871	-0.1977636754	-0.1666781752	-0.0626697591	-0.2323833576	-0.0670630998	0.0005180967	-0.0558466881	-0.0127057166	-0.1290936217	0.1485861839	0.0024289486	0.1177843428	-0.0912622824	-0.1423369608	0.1088964812	0.015205632	0.1240796237	-0.0138047238	-0.1370802346	-0.1667802374	0.0162095376	-0.2910163328	0.0467936744	-0.200013443	-0.0597867735	0.2520860033	-0.1176189693	0.2420471114	0.0236798863	-0.0229551803	0.1050407907	-0.11128859	-0.0483317705	0.0069812078	-0.0867461139	0.1119538083	-0.144479714	-0.0581040721	0.1971815829	-0.3325040626	0.2088394034	-0.0030340871	-0.0793612107	-0.0500732245	0.1363518583	-0.0688177651	0.180544286	0.0356193269	0.0694858952	-0.1247900984	-0.1276716851	0.1263561257	-0.0210447205	-0.0278393068	-0.0666072655	0.0727712622	0.007182362	-0.0832598806	-0.0272552115	0.0303026786	-0.0885266167	-0.0672606476	0.2143060001	0.1634739106	-0.141039	-0.0030239999999999	9.144575999999991e-06	0.019891999521	-0.0836733	0.0061189999999999	0.00700122113289	3.744216099999999e-05	0.130426	-0.00302	9.120400000000135e-06	0.0170109414759999	-0.00621472	-0.0005785599999999	3.86227446784e-05	3.347316735999996e-07	0.00333687	-0.0002105499999999	1.11347013969e-05	4.4331302499999954e-08	-0.00108006	7.094999999999996e-05	5.033902499999994e-09	1.1665296036e-06	0.0	0.0	0.0	2.439410989	-1.935526295	-0.512476518	0.9918634281	-1.622199595	-0.5137410585	-0.5680641557	-1.024927641	1.955605804	0.03782895651	-0.4683391613	0.8084199161	-1.000429948
61878.94919622646	-128.2615550917399	3829004353.629175	16451.02651455142	97234.4427796379	-432.5586123511748	187106.95311917397	9454536862.666676	62364.65035001181	-126.6156072778831	3889349613.2792287	16031.512006347124	66327.13402960694	47160.917331794175	2.343602	40.905132	0.0896027	0.0531256	-0.0905039881	0.3556585095	-0.0592698536	-0.2447018093	-0.1034875222	0.0083120932	-0.1090034838	0.0926441669	-0.4292308067	-0.0735828062	-0.2607601358	0.0897373748	-0.0440077242	0.2033340993	-0.0685797773	0.0896167317	-0.0218330529	0.1560801537	-0.0192174095	0.0145037565	-0.0140570686	0.083237114	0.1365276627	0.0203781105	-0.0111316303	-0.0080507227	-0.1954608041	0.0884476217	0.0343883037	-0.0765545303	-0.0306348707	0.1032525282	-0.1986628727	-0.0680245175	-0.0108600136	-0.3132464633	1.92967e-05	-0.06339822	0.0529019315	-0.10636815	0.0981794788	-0.1082190498	0.0861220539	-0.1136309568	-0.103848822	0.0546398208	-0.0204300713	-0.1081158253	-0.1625339545	0.0087832255	-0.1094323558	0.0534687016	-0.041583247	-0.3162146893	0.1907646068	0.0533036692	-0.030959778	0.2534968347	-0.0130449541	0.1333074036	-0.048236757	-0.1098023502	-0.0741490979	0.0562067361	-0.0033894765	0.0217360849	-0.021296489	0.1003740178	0.0460660048	-0.1361129948	-0.0003076277	-0.2855890246	0.027980991	0.0664957705	0.1027720413	-0.0626674398	-0.0365493904	0.1625874706	-0.153925	-0.012886	0.000166048996	0.023692905625	-0.097195	-0.0135216999999999	0.009446868025	0.0001828363708899	0.180659	0.050233	0.002523354289	0.0326376742809999	-0.00605988	0.0001548399999999	3.67221456144e-05	2.397542559999995e-08	0.00344127	0.0001044	1.1842339212900002e-05	1.0899360000000033e-08	-0.00108006	0.0	0.0	1.1665296036e-06	0.0	0.0	0.0	1.64634355	-1.434554104	-1.254711972	-0.1154566783	0.3797019226	-0.6379062953	-0.7142761864	-2.288570742	-0.8306824394	0.7033910342	-1.222130304	-0.9113748779	1.472431891
61897.72873717244	18.779540945979534	3831328822.820583	352.6711581417219	97235.00689484128	0.5641152033786057	0.3182259626828856	9454646565.839832	62454.443276917926	89.79292690611328	3900557485.0297594	8062.769722366602	66313.81915612853	47867.1830659963	1.573578	27.465168	0.0825191999999999	0.0378626	-0.0927850088	0.3973924226	-0.041570264	-0.2450097945	-0.0607965178	0.0103081638	-0.1322256813	0.280268135	-0.0746492432	0.1837243091	-0.175975723	0.2351260229	-0.0782387096	0.2347377888	-0.1216190842	0.0070784753	0.0285451888	0.0306812517	0.1935552583	-0.1316417238	-0.0966391833	-0.0563338142	-0.04192451	-0.1245521482	0.1625958192	-0.1098713749	-0.0438823357	0.0579951534	-0.0113681697	-0.1269989377	-0.1079653203	-0.1270754941	-0.1926781416	-0.121778531	0.1323301993	-0.2862274473	-0.0186677067	-0.0608811965	0.1340565577	0.0079288841	0.0426106665	0.0129745298	-0.0156713419	0.1807784609	0.0556995502	0.1677510209	0.0027955775	-0.000499884	0.0400654382	-0.225332813	0.0991144682	-0.0686408708	-0.0854924526	-0.3483179308	0.2055538621	0.0316578648	-0.0092996075	-0.0256636895	0.0957493095	-0.1397096891	-0.134266296	-0.0256469626	0.0420366359	-0.0181419701	-0.0407205439	0.0632923279	-0.0483496546	-0.0278770566	0.0169153269	-0.1077055602	-0.1652924434	0.3269759183	-0.0634158385	0.099369511	-0.0948473106	0.0265012577	-0.015207528	0.161408037	-0.145437	0.0084879999999999	7.204614399999992e-05	0.021151920969	-0.0776112999999999	0.0195837000000001	0.0060235138876899	0.00038352130569	0.157609	-0.0230499999999999	0.0005313024999999	0.0248405968809999	-0.00587918	0.0001806999999999	3.4564757472400006e-05	3.2652489999999925e-08	0.0037459	0.0003046299999999	1.403176681e-05	9.279943689999985e-08	-0.00122268	-0.0001426199999999	2.0340464399999998e-08	1.4949463824000005e-06	0.0	0.0	0.0	1.911379624	-1.523911163	-0.6236851069	0.9908977877	-2.658070956	-0.8057334561	0.3999114106	-2.20976468	-1.505806299	-0.01809089053	-0.2420559898	-0.4117619879	-0.866166384
62728.26671165471	830.5379744822712	3934835444.648489	689793.3270571139	98785.00422247023	1549.997327628953	2402491.715656896	9758477059.23346	62607.50922780797	153.0659508900426	3919700211.71006	23429.18532187293	67028.7015746471	58214.97527287196	3.955368	69.036827	1.4803793	0.70667	0.2975991517	0.0566519653	0.1778931563	0.3969957445	-0.2405241468	-0.5908937109	0.050755764	0.0082644623	-0.0585174972	-0.1261106679	0.4411410123	-0.5990836413	0.124224302	0.4008776621	-0.2676132916	0.065030344	0.0435048301	0.1645547151	0.0898667152	-0.0479331778	-0.1348686327	0.0740487824	-0.0531426332	0.0100872406	-0.0276908948	-0.04225066	-0.0524077785	-0.0577932059	-0.018418419	0.0850020569	0.0368118896	0.0326319028	0.5540671132	0.5878596852	-0.1671695876	-0.3409328632	0.1759478828	-0.0500008773	0.1796553537	0.0943353492	0.1433756807	-0.0594066747	0.0498623967	0.0514681684	0.1049013345	-0.0033936156	0.040034957	-0.0225379622	-0.0554217988	0.0517032563	0.0487316102	0.0236444255	0.0100854158	0.07783202	0.0990618448	-0.8620160078	0.2644754427	0.1973577095	-0.0634463799	-0.1435148657	0.0367569633	0.0740037171	-0.101519125	0.1560763048	-0.0064725155	-0.0421800266	0.0108254325	0.0497561996	-0.000596532	0.0428428426	-0.0605301272	0.0284152834	0.0840363845	0.008267672	-0.0364280894	-0.0177466829	0.0209987054	0.1599377353	0.0612454	0.2066824	0.04271761446976	0.0037509990211599	0.063406	0.1410172999999999	0.004020320836	0.0198858788992899	-0.179803	-0.337412	0.113846857744	0.0323291188089999	0.00273447	0.00861365	7.4773261809e-06	7.41949663225e-05	-0.000110842	-0.003856742	1.2285948963999998e-08	1.4874458854563998e-05	0.00221228	0.00343496	1.17989502016e-05	4.8941827984000005e-06	1.0	0.0	0.0	4.330489749	6.481049771	-0.6804148175	1.990266554	0.7259359187	4.829046091	0.2257064614	-0.8618976832	1.060108444	-1.923348593	-0.7629983364	1.227639182	0.6671035296
62434.23564810624	-294.03106354847114	3898033780.96326	86454.26633144508	97038.32041790674	-1746.683804563494	3050904.3131244024	9416435629.528336	62527.10411743856	-80.40511036940734	3909638749.313002	6464.981773516575	66453.66901244118	53250.73286572114	3.04974	53.230045	0.2737036	0.13732	0.1996941528	-0.2249011952	0.0282833287	0.1243406642	0.3164266059	0.0385702054	-0.089141398	-0.0147398484	0.0785830351	-0.0585647754	0.1711395644	-0.1210178323	0.0222936124	-0.1388807362	0.0323239156	-0.018195888	-0.0512251784	-0.1490090358	-0.0178190425	0.0172135066	0.1375865345	0.1317790185	0.0957370928	0.1685890592	0.2332946919	0.0361945495	-0.1229458043	0.1003861769	0.1146792965	-0.0725777092	0.0209874479	-0.173190198	0.1191420693	0.0443315373	-0.0519247933	0.2949191703	0.0351599174	-0.1015808402	-0.0415711577	-0.0225268913	-0.0630218704	0.0225390141	0.2631835782	0.1444386062	0.0553103409	-0.1249425744	0.0275582126	-0.0951238123	0.0037661258	-0.39028451	-0.3456859825	-0.2121284092	0.0971261747	0.228019551	-0.0506990557	-0.0925407922	-0.2322806835	0.3246994618	-0.0040518323	0.1112086128	0.1511914937	-0.1546620786	0.0106864031	-0.1473447719	0.116959126	0.0345045184	-0.360355735	-0.1590212119	-0.06460522	-0.1951414146	0.3088964935	-0.0370018155	-0.353491137	0.107615867	0.0468623245	0.1039512414	0.1236099786	0.1581792149	0.0431213	-0.0181240999999999	0.0003284830008099	0.00185944651369	-0.0102376	-0.0736436	0.00010480845376	0.00542337982096	-0.151368	0.0284349999999999	0.0008085492249999	0.022912271424	0.00322118	0.00048671	1.03760005924e-05	2.368866241e-07	-0.0021896	-0.002078758	4.794348159999999e-06	4.321234822564e-06	0.00170773	-0.00050455	2.545707025000001e-07	2.9163417529e-06	0.0	1.0	0.0	-1.203800209	2.496629463	-0.9111282679	0.5574679689	3.80839588	-0.3007931678	0.260648096	3.033285794	0.1904699108	-0.9199269201	-1.09702045	1.000723282	-0.9752997693
62213.88870585495	-220.34694225128624	3870567947.904506	48552.77495949168	96767.04303695436	-271.27738095237873	73591.41741638201	9363860618.115778	62588.442420348925	61.33830291036429	3917313124.605333	3762.387403923604	66395.7146303767	50262.06648148672	1.939939	33.859612	0.2207277	0.113714	0.0214271029	-0.145680503	-0.1096038563	-0.0420318967	0.3205223676	-0.0660631308	-0.0807162874	-0.0798519579	0.0506049551	-0.0964286023	0.0426104579	0.0185095534	0.0836828292	-0.0881416179	0.1411705244	-0.170102469	0.0466169346	0.0188402605	0.2616630175	0.203472208	0.0072062621	-0.2198355231	0.1555537024	0.0619866248	0.1380734647	-0.0634397864	-0.0205752963	-0.1509012154	-0.066782463	0.1243340275	-0.0238360382	0.050917698	-0.0493218217	0.0078025261	0.020357159	0.2930949783	0.1251438253	-0.179009645	0.1260022707	-0.1208044732	-0.0373417379	0.0772992787	-0.0720566348	0.0726194356	0.1971419916	0.2838692707	0.0217987051	-0.0012702792	0.0027805891	0.079081003	-0.0365006652	-0.1735194001	0.0125589869	0.1174067786	-0.1044640707	0.0566159671	-0.0905578398	0.0697127759	0.1126298519	-0.0502539767	-0.1387758267	0.101189358	-0.1950503391	-0.0077736038	-0.0198686347	0.2199104346	-0.002611723	-0.1986165593	0.0602813049	-0.0432063834	-0.2985231541	0.0818953586	-0.0624031097	-0.2564358847	0.0885782646	-0.1560247095	-0.0513050672	0.1561356449	0.061066	0.0179447	0.00032201225809	0.003729056356	-0.0100464	0.0001911999999999	0.00010093015296	3.6557439999999625e-08	-0.0761286999999999	0.0752393000000001	0.00566095226449	0.0057955789636899	0.00205094	-0.00117024	4.206354883599999e-06	1.3694616576000008e-06	-0.00136708	0.00082252	1.8689077264e-06	6.765391504e-07	0.00115344	-0.00055429	3.072374041e-07	1.3304238335999998e-06	0.0	0.0	0.0	-1.546256732	1.042014333	-0.8746777718	0.5579705403	-1.308708496	-0.8851117539	-0.8099791789	-0.2913136619	0.9572076964	-2.054622794	-1.203813156	1.705376864	0.04099230288
62326.71023808077	112.82153222581836	3884618809.101682	12728.698133781374	97057.93536086308	290.8923239087162	84618.34410901347	9420242816.513475	62545.54093070652	-42.90148964240507	3911944690.314685	1840.5378135373887	66432.69470194865	53420.57759884792	1.758762	30.697361	0.07422104	0.0430533	0.1141762615	-0.1072351942	-0.1695663872	-0.0207385427	0.2522432294	0.0152570159	0.1335120364	0.0745422119	0.0986957886	-0.1842310022	0.075747194	-0.0396067547	0.085511576	-0.0380913431	0.1217108109	-0.0199162581	0.0516231498	-0.0740023659	0.0729354085	0.0723255824	-0.0969446831	-0.0055453511	-0.032569427	0.0985034622	-0.0987870669	-0.1116638281	0.0064799825	-0.0877783584	-0.1900074783	-0.084462811	0.0863988277	-0.0846670178	0.0072501378	0.0267701039	0.0049678903	0.1751686436	0.1258097504	0.0537023286	0.1635842455	0.0049715805	-0.0194309463	0.0798977398	0.0121862532	-0.0029050141	0.0706798848	-0.028116364	0.0603706052	-0.0115282804	0.1713501353	0.1649752864	0.0508485236	-0.1601845593	-0.0473236413	0.1016015241	-0.1142695438	-0.0325229046	-0.0162192708	0.0509510358	0.1257469982	0.2029109507	-0.0232785445	0.0793503603	0.048635164	-0.1304198094	0.1489056912	-0.0397409013	-0.1780467546	-0.1241642049	0.0739460411	-0.1249349714	-0.0245341766	0.074052367	0.1194567693	0.0246771739	0.1600534094	-0.14059212	-0.2695198572	0.1538107079	0.044894	-0.016172	0.000261533584	0.002015471236	-0.00997611	7.029000000000063e-05	9.95227707321e-05	4.940684100000089e-09	-0.0760724	5.62999999998981e-05	3.1696899999885262e-09	0.0057870100417599	0.00140672	-0.0006442199999999	1.9788611584e-06	4.150194083999998e-07	-0.00121404	0.0001530399999999	1.4738931216e-06	2.3421241599999973e-08	0.000792251	-0.0003611889999999	1.3045749372099998e-07	6.27661647001e-07	0.0	0.0	0.0	-0.3628307192	1.159378902	-0.1026302592	0.716513907	0.6645052444	-1.103458287	-0.6280581394	1.883371443	0.0991588722	0.9872114212	-0.285135767	0.0915262603	-0.7458742503
62178.63260500964	-148.07763307113055	3866182352.628768	21926.985415948377	97499.92960689485	441.99424603176885	195358.9135251918	9506236273.349451	62536.25389886578	-9.287031840736743	3910783051.703406	86.24896041085813	66458.25216490001	50957.049559789455	1.802131	31.454321	0.15661186	0.0812191	0.0283069053	-0.1314661142	-0.2093661837	-0.0581144662	0.0813806066	0.0649965424	0.2418884809	0.0688094097	0.2117368924	-0.0248374539	-0.0228472693	-0.001967169	0.0247983094	-0.1082646338	0.1732470744	0.1074147999	0.1043465505	-0.0789433013	0.1698675587	0.0797786629	-0.140238686	0.0922214775	-0.028171827	-0.0424758917	0.1084658917	0.2836406179	-0.0622477107	0.0419454089	0.2586801462	-0.2028017149	-0.0479002952	0.1882533572	-0.0609610725	0.007686114	-0.0077475714	0.1200942432	0.0351905186	0.2105304778	0.1307224658	-0.0413445686	0.0040688178	0.1773579485	-0.0332447733	0.0875447307	0.1603012647	0.0785495445	0.153875822	-0.0314823339	-0.0074400406	-0.1834734203	-0.2033098125	0.2782103769	-0.1019641739	0.06463599	-0.1328187101	0.036617709	0.0572119347	0.1108684714	-0.0737150844	0.0593421358	-0.1327464735	0.0852066642	0.0385794147	-0.2058711669	0.1512599087	0.1200434972	0.1816632723	-0.1638973479	0.0670031094	-0.0200850192	-0.1529083322	0.0956300996	-0.0188425059	-0.1781040126	-0.1402221512	0.0411665699	0.0330009637	0.1512085936	0.0366179	-0.0082761	6.849383121000002e-05	0.00134087060041	0.0516534	0.06162951	0.00266807373156	0.00379819650284	-0.0338702	0.0422021999999999	0.0017810256848399	0.00114719044804	0.000962548	-0.0004441719999999	9.26498652304e-07	1.9728876558399998e-07	-0.000871607	0.0003424329999999	7.596987624490001e-07	1.1726035948899997e-07	0.000895727	0.000103476	1.0707282576000005e-08	8.023268585290001e-07	0.0	0.0	0.0	0.3431890995	0.03875348347	0.1024060068	-1.625397966	0.1939981962	-0.8794278083	0.6880241737	0.7160282251	0.2996062498	0.1356293104	-0.2239691526	0.7843157969	0.02870235417
