global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_09	aroma_motion_11	aroma_motion_12	aroma_motion_15	aroma_motion_16	aroma_motion_18	aroma_motion_19	aroma_motion_22	aroma_motion_23	aroma_motion_27	aroma_motion_29
62526.44865094111	n/a	3909556780.898775	n/a	99899.88317871094	n/a	n/a	9979986659.120092	63095.54577020202	n/a	3981047896.039658	n/a	67317.81352996195	43957.71547154018	n/a	n/a	n/a	n/a	-0.1581064274	-0.019853625	0.1188991926	-0.1252443259	-0.0485756341	0.0075760304	-0.0197552933	0.1564066731	-0.055722916	0.1351936476	-0.0788083809	0.0964973519	-0.0131876697	0.1065467449	-0.1171159009	0.148369462	-0.0688665319	0.0163774936	-0.0691618458	0.0733297508	-0.1696003409	0.0330626947	0.0529914634	-0.1349808746	0.0703870767	-0.0827456409	0.0699060974	-0.0175720158	0.0009793083	-0.1173785678	0.0095719737	-0.0918039056	0.0117997225	-0.1438793594	0.1041717913	-0.1400696004	0.0156875347	0.0274820583	-0.0947580976	0.142693975	-0.0416694068	0.0570537043	-0.0986245422	0.1661410224	-0.0113089365	0.0523210279	0.12376744	-0.0768362962	0.2002551406	-0.0037030682	0.0640425568	-0.0107266657	0.0191293441	-0.1865171804	0.0853456918	-0.0618483952	0.0927572336	-0.0527687099	0.1205561335	-0.120765791	0.1508186965	-0.0156627811	0.0154722708	-0.1240893247	0.0748561612	-0.0524677665	0.0171458361	-0.0048627987	0.0185486297	-0.1223920209	0.0799572997	-0.0050010082	0.1020812843	-0.2060959729	0.2437503189	-0.1714855314	0.0792077122	-0.1209883552	0.0607660319	-0.0547926353	0.0150436735	-0.2106051927	0.0704629558	-0.0655450638	0.1119653088	-0.0395942015	0.0466460942	-0.1218220526	0.0263227219	-0.0857189415	0.1884272164	0.1217078847	0.1216831682	0.1216419777	-0.0510486	n/a	n/a	0.00260595956196	-0.113364	n/a	0.012851396496	n/a	0.0296753	n/a	n/a	0.00088062343009	-0.000767779	n/a	5.89484592841e-07	n/a	-0.000454841	n/a	2.06880335281e-07	n/a	-0.00014854	n/a	n/a	2.2064131600000004e-08	0.0	0.0	0.0	1.041084354	0.4999182259	1.669443599	0.8311642005	-1.782190931	-0.2313034093	-0.3666332313	0.5166512864	0.531016079	-0.8707187632	-0.9006937416	-1.947613203	-0.5551965779	-0.7147067384	0.3265604466	0.2095599534	0.8441140149
62658.448900138246	132.00024919713906	3926081218.571236	17424.06578810681	100069.65764417146	169.77446546051942	28823.369122405104	10013936381.021685	63130.10786330098	34.56209309896076	3985410518.832017	1194.538279381231	67472.7833277237	55149.135705541135	0.956382	18.759279	0.039335405	0.0277762	0.0138839829	0.1436640657	0.0064487765	-0.0529142745	-0.00706814	0.0064534275	0.0193553939	0.0997074071	-0.0927589713	0.0843948247	-0.0316844754	0.1099299724	-0.0654148977	0.1190265047	-0.091316531	0.1273068807	-0.1174683685	-0.0595150789	-0.0585460289	-0.1157566936	-0.099571417	0.0700564399	0.1383151448	-0.0892745314	0.1063535428	0.038584315	-0.0281004204	-0.0313475967	-0.1507097308	-0.0123326565	0.0290892644	0.2041950415	-0.0099981717	-0.1285436241	-0.1128297926	-0.074453424	0.001680607	-0.1029706399	-0.1097884653	0.0417813345	-0.0188657885	0.0614447056	-0.0812173548	0.2080668642	0.0018654481	0.0120847581	0.1163567837	0.1000316936	0.0840873115	-0.0242198431	-0.0781120403	-0.0006462819	0.1017010906	-0.1552288803	0.0117368813	0.0056606738	0.2156086834	-0.0415056777	0.0716353577	0.1629715922	0.1233061015	-0.0237506931	-0.1089344726	-0.1297634744	-0.1119985613	0.0014511166	0.1132934483	-0.0116003416	0.0142586873	-0.1327234242	0.0868217969	-0.0044219577	0.1089145761	-0.1669242278	0.259979646	-0.1099343732	0.0945605906	-0.0643988033	-0.1107265557	-0.0889198203	0.026977209	-0.070586281	0.0325912777	-0.0600246194	0.0398814017	-0.1287559763	0.092568468	-0.1103922774	0.0932161895	0.0563635983	-0.0119027463	0.1216419777	0.1214196295	0.1210493502	-0.0553222	-0.0042736	1.826365696000002e-05	0.00306054581284	-0.113369	-4.999999999991123e-06	0.0128525301609999	2.4999999999911228e-11	0.00359543	-0.02607987	0.0006801596192169	1.29271168849e-05	-0.000659268	0.000108511	4.3463429582400004e-07	1.1774637121000011e-08	-0.000454841	0.0	2.06880335281e-07	0.0	-7.75123e-05	7.10277e-05	5.044934167290001e-09	6.008156651290001e-09	0.0	0.0	0.0	1.173537361	0.2336455847	1.427764487	0.8520276158	-1.524920336	-0.3511823453	-0.224966779	0.6721227405	1.421976637	-1.040858854	0.7750490644	-2.644526997	0.7214742576	-0.984572103	-0.3312261284	-0.6477204373	0.2970761709
62590.57873714901	-67.87016298923845	3917580546.6512494	4606.359024185793	100333.5062320107	263.84858783923846	69616.07730476033	10066812472.80893	63010.17021287089	-119.93765043008898	3970281550.2549615	14385.039990690224	67421.30112834637	55273.63002093139	0.932778	18.296284	0.031812285	0.0229203	0.0197430578	0.1631522969	0.0213957374	-0.0907315439	0.0360425516	0.0060984452	0.1187861262	0.0909393282	-0.0563992865	0.0563572493	-0.0538947473	0.129860483	-0.0024936129	0.1105057979	-0.019147778	0.2109000342	-0.0810538969	0.1194772695	-0.1088486917	0.0237332851	-0.178870514	0.0394398493	0.1490371523	-0.1265492296	-0.085494882	-0.0920333886	-0.0167874547	-0.1869980975	0.1078724682	-0.002938775	-0.0441081814	0.0434817611	0.0584732335	-0.0097606274	-0.0735507992	0.0235504197	-0.0113068618	-0.0039978938	0.042909238	-0.1421483069	-0.0232798779	0.0286441762	-0.1041413266	0.2082359242	-0.064570372	-0.107070669	0.0134686495	0.0441172438	0.1984895381	-0.0804274167	0.0424920973	0.0259435423	0.0827451904	-0.1921216941	0.0594545009	0.0344819878	-0.00997335	-0.0690814399	0.0727780583	0.0715840414	0.1969454946	0.0277935882	-0.0713137362	0.076977	0.0411753253	0.1482380025	-0.0612725814	-0.0134048309	0.0131867429	-0.1134155117	0.0929765936	0.0090668806	0.1052985158	-0.1571178509	0.2300724827	-0.0163624224	0.060957295	-0.1361388946	0.0085980973	-0.0867444317	-0.0395217056	-0.0521698242	0.0471474792	-0.0133599046	0.0420392287	-0.0166986815	0.1427016514	0.0428979196	-0.022726708	0.003027895	-0.1359084123	0.1215101995	0.120893123	0.1198669825	-0.0553146	7.600000000003437e-06	5.7760000000052244e-11	0.00305970497316	-0.113397	-2.8000000000000247e-05	0.012858879609	7.840000000000137e-10	0.00361187	1.6439999999999944e-05	2.702735999999982e-10	1.30456048969e-05	-0.000421606	0.0002376619999999	1.77751619236e-07	5.648322624399999e-08	-7.17064e-05	0.0003831346	5.141807800959999e-09	1.4679212171716006e-07	-6.3104e-05	1.4408300000000007e-05	2.0759910889000024e-10	3.982114816e-09	0.0	0.0	0.0	1.080707854	0.3915371257	1.435607875	0.9865673345	-1.535941528	0.1137925884	-0.03873567669	-0.1289538757	1.602459341	-0.9573261067	-0.052760132	-2.827819259	-0.08090533511	-1.253833481	-0.2304523621	-0.0005264652452	0.8184232408
62656.64486063182	66.06612348281487	3925855145.19134	4364.732672046543	99851.81282766242	-481.6934043482761	232028.5357926318	9970384524.97053	63018.86503462358	8.694821752687858	3971377350.2521024	75.59992531101395	67274.58754676496	54165.21668213396	1.052645	20.647463	0.0624126749999999	0.0332492	0.0110571233	0.1746122507	-0.0178791154	-0.0380101647	-0.0895822918	0.0279157639	-0.0027917526	0.2187467259	0.0618190243	0.0552804108	-0.0461180812	0.0682268855	-0.0412130314	0.1317913618	0.1127555738	0.1521074434	-0.1003810667	-0.1238234932	0.1092042256	-0.0673563739	-0.192322992	0.1261183405	0.0742447435	0.0168501735	0.1142092031	0.1103037532	0.0501742645	0.1322997018	0.0061275068	-0.1265432024	0.1469310434	-0.0280899511	0.0393169885	-0.1255612131	-0.042787258	0.052243576	-0.1279433315	0.0336015267	-0.0273343954	0.0242206624	-0.0379329801	0.0679540045	-0.0364447629	0.0930072372	0.1026688318	-0.128629383	0.1767029241	-0.0804995718	0.1492156754	0.0429850826	-0.2008817795	-0.0133498961	-0.0865227336	-0.1053913605	0.1451831333	-0.1523179745	0.1488346914	0.0604253811	-0.0779987391	0.0712486022	-0.0494922396	-0.0201267923	0.2779802477	-0.032627724	-0.051641954	-0.05355308	0.1036682094	-0.0092195776	0.0172138692	-0.126088372	0.0723411392	-0.0066551545	0.0748263625	-0.1556173409	0.1814938662	-0.0770863602	-0.0368518773	-0.1070102561	-0.0307401432	-0.0426071446	-0.0379032288	-0.084368349	-0.1054256393	0.1541192116	-0.0841939204	0.0001187694	0.1191667119	0.1363591686	-0.0997849676	0.0599116744	-0.11464605	0.1213126213	0.1201047889	0.1181006348	-0.0452506	0.0100639999999999	0.0001012840959999	0.00204761680036	-0.106476	0.0069209999999999	0.011337138576	4.790024099999995e-05	0.0123501	0.00873823	7.63566635329e-05	0.00015252497001	-0.000956805	-0.000535199	9.15475808025e-07	2.864379696010001e-07	-4.41815e-05	2.75249e-05	1.95200494225e-09	7.576201200099998e-10	0.000107961	0.000171065	2.9263234225e-08	1.1655577521e-08	0.0	0.0	0.0	1.073344384	0.1661704229	1.467755928	0.9511520721	-1.566174444	0.253042354	0.3275511302	-0.3841073329	-0.7834055168	-0.305320565	-1.342893189	-1.830438402	-1.544473307	-1.585805939	0.01866870338	0.159652002	1.297595858
63006.86197612513	350.2171154933094	3969864656.078483	122652.027984454	100462.64056075246	610.8277330900455	373110.5195119239	10092742148.438946	63183.64262498027	164.77759035668714	3992172695.361223	27151.654283756197	67457.05815927272	55261.86344906509	1.042454	20.44758	0.058138825	0.030203	0.0325425202	0.1123769801	-0.0374373229	0.038067989	-0.1133814386	-0.0057853391	-0.119357788	0.1734021625	0.2916647081	0.1527651132	-0.013666881	0.0003740327	-0.0885663087	0.0859830538	0.0333272422	0.01057989	-0.1423246833	-0.0681109257	0.0435489294	-0.0879383364	0.0144733447	-0.0571747732	-0.2368631642	0.0016313411	-0.0038543641	0.0120797747	0.2294683245	0.0445272251	-0.1047469987	0.0637943249	0.0257498913	0.0438167034	0.1888509968	-0.0842647657	-0.1837865484	-0.0694828155	0.0102001407	0.0507217721	0.1382567482	-0.0525062008	-0.0206970091	0.0313445528	0.0119032858	0.0686980609	0.1431342309	0.0072752649	0.2678137016	-0.0194782457	0.184655984	0.1714989963	-0.0207502869	0.0359653165	-0.0014231498	0.2211709629	0.0608301117	0.0580664303	0.0276860118	0.2781987771	0.0651715391	-0.0099167894	-0.1383354481	-0.0229125244	-0.0447524387	-0.0972427048	0.0672795497	0.0569164984	-0.0967022505	-0.014394294	0.0051285341	-0.1123470097	0.0782009017	-0.0029702578	0.0708685344	-0.0588466134	0.1507575931	-0.0722596721	0.0098573444	-0.0939345484	-0.0202813919	0.0553144254	0.0224902272	-0.0133713763	-0.0710470456	0.0808012221	-0.0621440971	0.2051548649	-0.1296201704	0.140930698	-0.0193114861	0.0510360399	-0.1652775619	0.1210493502	0.1190563346	0.1157589128	-0.0460198	-0.0007691999999999	5.916686399999964e-07	0.00211782199204	-0.0864566999999999	0.0200193000000001	0.0074747609748899	0.00040077237249	0.0035871	-0.008763	7.6790169e-05	1.286728641e-05	-0.000643291	0.000313514	4.138233106810001e-07	9.829102819599998e-08	0.000152749	0.0001969305	2.3332257001000004e-08	3.8781621830250006e-08	0.000169263	6.1302e-05	3.757935204e-09	2.8649963169000004e-08	0.0	0.0	0.0	1.164762868	0.3507398029	1.477433021	0.8362521856	-1.587135813	-0.1804247435	-0.3841297016	-0.3192565572	-0.4614204235	-0.3696758107	-0.7896159785	-1.379414114	-1.758214937	-1.051637876	0.1604963638	-0.1252037834	2.021504961
63160.97640986183	154.11443373670045	3989308941.047123	23751.258685983837	99949.9950465152	-512.6455142372579	262805.42326758255	9990001509.798414	63146.14376430319	-37.49886067707848	3987435472.302047	1406.164552078943	67323.2614056351	55710.602674843605	1.040119	20.40176	0.0762329625	0.0403167	0.0510710187	0.04349341	-0.0699860445	0.1166096525	-0.1288694143	0.0174379825	-0.1602025917	0.0766998529	0.0196243473	0.0108633583	-0.083297946	0.1554489487	-0.0310853343	-0.0375658307	-0.1287276134	-0.0740981948	-0.1532763008	-0.104860622	-0.0831036981	-0.0504446603	0.0313328287	-0.0369894453	0.0093590327	0.1136182487	0.0694692004	-0.2004339024	0.1973253971	-0.1823917063	0.1660795786	-0.0485934665	-0.0840683644	-0.1252243235	-0.1972824748	-0.0436471407	0.0165025406	0.0238291724	0.063960554	0.0608360443	0.1049736829	-0.1668961282	-0.0433425024	0.1607474362	-0.096648203	-0.0110992052	0.0466950965	0.1462744468	0.1245944777	0.1072697548	0.0628605237	0.0005479342	0.0423297751	-0.0094570177	0.1526090195	0.0918660996	0.024321151	-0.0895368922	-0.1260621131	-0.044890653	0.0347086344	-0.4438362677	-0.0040561234	-0.0381607195	-0.1080367364	0.0383916862	0.0799755452	0.0678565745	0.0806282919	-0.0117363548	0.0011792707	-0.0901426465	0.0775377249	-0.0068116388	0.0347048048	0.0291329388	0.1302350264	0.0066978631	0.0252645206	0.0207576619	-0.1335934453	0.0538498285	0.0627784396	0.0037175669	0.0397863711	0.0273722257	-0.1403256703	0.1786455699	-0.3468504958	-0.0456751872	-0.0678832526	0.1021155358	-0.0111022679	0.1207205288	0.1177500307	0.1128532249	-0.0115374	0.0344823999999999	0.0011890359097599	0.00013311159876	-0.0847495999999999	0.0017071	0.0071824947001599	2.9141904100000103e-06	-0.0089447799999999	-0.0125318799999999	0.0001570480163343	8.000908924839822e-05	-0.000677625	-3.4333999999999905e-05	4.591756406249999e-07	1.1788235559999932e-09	8.47635e-06	-0.00014427265	7.184850932250002e-11	2.0814597538022505e-08	-0.000202362	-0.000371625	1.38105140625e-07	4.0950379044e-08	0.0	0.0	0.0	1.15419663	0.7030906726	1.556880911	0.877554045	-1.362485647	0.1006496259	-0.1342682739	2.254543652	-1.825212514	-2.880733138	0.7592278103	-0.4304289019	-0.5140585238	-0.4714160043	-0.1333556642	0.3131377227	-0.7524214917
62916.98667324757	-243.98973661426132	3958547212.0416126	59530.991573096624	100023.26532946136	73.27028294614865	5368.534363008683	10004653607.167826	63314.31435694839	168.17059264519776	4008702402.490481	28281.34823063704	67384.75763126553	45722.96758979497	1.018894	19.985451	0.1108189224999999	0.0517735	-0.0903501332	-0.1233123685	-0.2211721862	-0.0410474155	-0.0691061037	0.0050913913	-0.1137779122	-0.025917944	-0.1446650783	-0.0074287878	-0.0305251849	-0.0702385067	-0.0974137925	0.0424411165	-0.1469216425	-0.1591036279	0.0323391958	0.0129908921	-0.0303969517	-0.0155739509	-0.1275436717	-0.1327864744	-0.1227840466	-0.036956685	-0.0192690144	0.0075136213	-0.1641699253	-0.0808525299	0.0359267426	-0.0107042017	0.0984728864	0.0263437914	0.0725144472	0.1370723815	0.0684667956	-0.1652442658	0.1888996051	0.0828762056	0.2965681519	-0.0141878755	-0.0424927816	0.0453635007	0.0789195563	-0.0270528229	0.1113007287	0.2172398473	-0.062633717	-0.0461099677	-0.0085587125	-0.0994519538	0.0320896693	-0.0047924826	0.0978632629	-0.0060298929	-0.2176697004	0.0299379139	-0.0491810879	0.0524834973	0.0564896648	-0.0990682048	-0.0813141054	-0.0017656023	0.0131619388	0.0344824082	-0.146051076	0.2063036501	0.0390167407	0.0081508504	0.0145001447	-0.0758415721	-0.0031730274	-0.0179482123	-0.0684182514	0.1349187185	-0.1090793077	-0.0997686811	0.1051306373	0.036108259	0.107262118	-0.103436729	-0.0230401332	-0.0285685294	0.1729036933	-0.1130524474	-0.0334288933	0.1442043386	-0.1600978505	0.015451239	-0.2069324891	-0.0519028826	0.2262408303	0.120326335	0.1161887065	0.1093977275	-0.00512709	0.00641031	4.10920742961e-05	2.62870518681e-05	-0.058812	0.0259375999999998	0.003458851344	0.0006727590937599	0.0169632	0.0259079799999999	0.0006712234276803	0.00028775015424	-0.000421606	0.0002560189999999	1.77751619236e-07	6.554572836099999e-08	0.000698732	0.00069025565	4.88226407824e-07	4.7645286235692244e-07	-0.000307348	-0.0001049859999999	1.1022060195999996e-08	9.4462793104e-08	0.0	0.0	0.0	1.086097828	0.6052443044	1.471270633	0.9451023588	-1.121274126	-0.03604282248	-0.4936726759	0.6305406216	0.2870537918	-0.5577497567	0.8091855664	0.4197576291	0.5960419621	0.4254334241	-1.372854738	1.585786996	-1.669299818
62928.92676158317	11.940088335599285	3960049823.3646975	142.56570946191408	100353.5192421361	330.25391267474333	109067.646836977	10070828824.28178	63252.59286961411	-61.72148733427457	4000890504.729158	3809.541998755016	67468.64246970795	51928.24217359965	0.874706	17.157227	0.03975607	0.020219	0.0057771356	-0.0286755852	-0.1603852879	-0.0357150181	-0.0141718487	0.0353779546	-0.0355489791	-0.0355031207	-0.0963220346	0.0375142977	-0.0071255407	-0.0272000633	-0.0856085053	0.0235305077	-0.0635555417	-0.1014609821	0.0287146994	-0.0025472294	-0.0272949588	0.004729922	-0.0598673964	0.0863913486	-0.1327059525	0.1894091562	-0.0713610872	0.0769035942	-0.1029443757	-0.0852420803	0.0849724861	0.0195811671	-0.1840876118	-0.0305013123	-0.0153381281	0.1396790981	-0.0394364723	0.1217740928	0.0387808719	0.0127757563	0.110486974	-0.0048372735	-0.0151334023	0.034540718	0.0529490859	-0.0030523959	0.066703372	0.1177494948	-0.1099950893	-0.0256207529	-0.0370725399	-0.1134706131	0.0194759228	-0.0323808586	0.1041962279	-0.0042910568	-0.1428031991	-0.1689944798	-0.1523400537	-0.0253552838	-0.0069916178	0.0557271592	-0.1525340399	0.1175157235	-0.0518205843	0.101236799	0.0121646292	0.097743123	-0.1064232008	0.0026835439	0.0121415314	-0.070082631	0.0081871442	-0.0306530873	-0.0660859786	0.1037164788	-0.1117049913	-0.0297286311	0.0848991533	0.0715373098	0.0645215458	-0.0901160452	-0.0006371983	0.0090571187	0.1787430897	-0.1962525394	0.0878068707	0.1040308445	-0.000561157	0.0166566022	-0.1555509568	-0.1489970639	0.1579753884	0.1198669825	0.1143757435	0.1054092553	0.00395918	0.00908627	8.25603025129e-05	1.5675106272399997e-05	-0.0698821	-0.0110701	0.00488350790041	0.0001225471140099	0.0036047	-0.0133585	0.00017844952225	1.299386209e-05	-0.000421606	0.0	1.77751619236e-07	0.0	0.000599899	-9.8833e-05	3.59878810201e-07	9.767961888999998e-09	-0.000333339	-2.5991e-05	6.755320810000002e-10	1.11114888921e-07	0.0	0.0	0.0	1.160685333	0.3478694972	1.393923154	1.006106351	-1.082174831	-0.1637070576	-0.4838648384	1.087110569	1.582024553	-0.370760315	1.007195278	0.609155148	0.283919144	0.3566802758	-0.925509075	1.932176061	-0.7256472185
63006.19562485838	77.2688632752106	3969780687.1179233	5970.477231843191	100379.3300074527	25.810765316608013	666.1956062290151	10076009892.745096	63138.94957386364	-113.64329575047304	3986526953.290896	12914.798669029484	67342.78528651227	56439.468275366366	0.90907	17.83127	0.07662779	0.0330508	0.0642694401	0.0514075596	-0.0187886297	0.0683947602	-0.0067431428	0.0171665357	-0.0273409328	-0.0305834969	-0.0941298068	0.0437055856	-0.0295578378	0.0086992679	-0.0149928776	0.054167466	0.0295515097	-0.005881884	0.0198579212	-0.0312927605	0.0327426038	0.0057377124	0.0397472637	-0.0102997148	0.0248388539	0.0603347924	-0.0682007681	0.0038978734	-0.1895012653	-0.1996105386	-0.1047708081	-0.0295061931	0.0279985845	0.024047887	0.0398355123	-0.00903821	0.0235548233	0.1869576285	0.1045544997	-0.0168948032	-0.156921587	-0.0127456936	-0.0213702325	0.0373090848	-0.0007029866	-0.022738239	0.0568755876	-0.0067396602	-0.0766497322	-0.0114015721	-0.0553429754	-0.1252073105	0.0124222644	0.059592384	0.0339578318	0.0262801979	-0.0864681917	-0.0625043016	-0.0659767038	-0.0937207199	-0.01255018	0.0440720566	-0.0517970192	0.0010882384	0.0472034803	0.0331114825	-0.1416859023	0.0895368897	0.0185441052	-0.0016413152	0.0084685213	-0.0616642429	0.0223772679	0.008749865	0.0016063327	0.1262623814	-0.0880952872	0.1821574695	0.0109104884	0.0053938957	0.0164306549	-0.041934722	-0.1078480625	0.1210591207	0.0846301698	-0.1726410673	0.0904748517	0.1330114918	0.0211953596	0.0059536054	-0.0066804084	0.0370942358	0.0027691125	0.1193427198	0.112315068	0.1009072399	-0.00588056	-0.00983974	9.68204832676e-05	3.45809859136e-05	-0.0476795	0.0222026	0.00227333472025	0.00049295544676	-0.0122382	-0.0158429	0.00025099748041	0.0001497735392399	-0.000677696	-0.00025609	4.59271868416e-07	6.55820881e-08	0.0007635209999999	0.0001636219999999	5.829643174408473e-07	2.6772158883967283e-08	-0.000488478	-0.000155139	2.4068109321e-08	2.38610756484e-07	0.0	0.0	0.0	1.148398972	0.5170583582	1.417986039	1.054642526	-0.6697657289	0.437018579	0.1186452665	-0.2168892571	1.456250029	-1.343158569	0.9675384233	0.2942796168	-0.2004379538	-0.09218215933	-0.1771231535	1.772261907	-0.4747760255
62974.3907475601	-31.80487729828019	3965773890.026384	1011.5502199586584	100298.93152497945	-80.39848247326154	6463.915984003343	10059875665.052517	63155.04867029672	16.099096433077648	3988560172.5475473	259.1809059615334	67359.45951189674	54919.58037091684	0.838914	16.455164	0.0685663339999999	0.036316	0.0532388095	0.0257994076	-0.0810867712	0.0331666962	-0.0087017248	0.022658677	-0.0346437879	0.001895267	-0.0141346036	-0.0164489819	0.0178290429	-0.0642466925	-0.069278328	0.0868501795	0.1428130479	0.0237513397	0.1007038289	0.0453319483	-0.0184973499	0.0778136824	-0.0167017969	-0.1261769177	-0.0609645037	0.0703294546	-0.0578344214	0.1033661884	-0.0508370558	-0.0709019888	-0.0212910029	-0.0335775197	0.181680071	-0.0299827475	-0.0114791158	0.0720297659	-0.0671626962	0.1838774784	0.0837172849	-0.0485403578	0.047851033	0.1062693346	9.98776e-05	0.0062001456	0.0768473098	-0.0205638289	0.1097435708	-0.1062923631	-0.0765531842	-0.068280769	-0.050962345	-0.0570831266	0.0549911682	0.0089575965	-0.0339125697	-0.0197044596	-0.0525707534	0.0011882753	-0.0073573991	0.0883622544	-0.0066689748	-0.0293329504	-0.0338449009	-0.0295660933	0.1541724786	0.1293930955	-0.2343675287	0.0448709056	0.0133175425	-0.0051606155	0.0119138439	-0.0554500194	0.0340014079	-0.0086299607	-0.0229823083	0.1065170638	-0.0775063658	0.0841744348	-0.0205670358	-0.0068325124	0.054559529	-0.0448062771	-0.0831108294	0.1356923956	0.1087970215	-0.0984580645	-0.0109469565	0.1102678629	0.0407622237	0.1315411091	-0.0246163382	-0.0413631178	-0.0421974808	0.118753831	0.1100111431	0.0959136145	-0.0077326	-0.00185204	3.4300521616000004e-06	5.979310276e-05	-0.0703781	-0.0226986	0.00495307695961	0.00051522644196	-0.000366226	0.0118719739999999	0.0001409437666566	1.34121483076e-07	-0.000636192	4.150399999999993e-05	4.047402608640001e-07	1.7225820159999942e-09	0.000675913	-8.760799999990001e-05	4.56858383569e-07	7.675161663982481e-09	2.52844e-05	0.0005137624	2.6395180365376e-07	6.3930088336e-10	0.0	0.0	0.0	1.176807705	0.2124234601	1.481815027	1.071965097	-0.9132157794	0.412350401	-0.0006054796384	-1.040770479	0.5420429143	-0.2049467036	0.9178540596	0.06528053152	-0.5327372719	0.6192700434	-0.710901372	1.429749205	-0.6702318573
