global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_07	aroma_motion_09	aroma_motion_10	aroma_motion_13	aroma_motion_14
65895.46363972187	n/a	n/a	4342212128.293907	89139.08185713421	n/a	7945775914.332873	n/a	66421.92504142993	n/a	4411872126.209336	n/a	69057.86450317017	46987.356859375	n/a	n/a	n/a	n/a	-0.1532593176	0.1469007993	-0.0570823271	0.0646241161	-0.2681985525	-0.1951661099	0.1162727384	-0.2173017659	0.110971209	-0.209138271	0.1570978847	-0.0234154325	-0.0269993972	0.2601840579	-0.0991797398	0.1246123832	-0.1202222164	-0.2898666724	0.1988895525	-0.0800564756	0.0032068313	-0.0831909381	0.118279815	-0.088682745	0.107725088	-0.0257580264	0.0979913169	-0.0103352963	-0.0142665383	0.1180957162	-0.10364154	-0.1168133909	0.0449975638	0.0719119146	-0.0335101204	-0.0300853032	-0.0216532108	0.3261000686	0.1453566332	-0.1546575087	0.1988829347	-0.1604361797	0.0544584333	0.0693426809	-0.177045034	0.0963103264	-0.021248991	0.1856711044	-0.0577980912	0.0100094255	-0.0855785512	0.0133236891	-0.0359566953	-0.0511703847	0.1564888173	-0.0202980614	-0.1699996183	0.0668818291	0.1398179073	-0.0407974167	-0.0930049438	-0.0031348625	-0.0751700032	0.0108227913	-0.2674683844	0.0500938225	-0.0083549819	0.1166405138	-0.0111591719	0.3079537767	-0.1261202861	0.0529068669	-0.1681059383	0.203583973	-0.1992559701	0.0729996863	-0.0537361852	0.065305324	-0.0074247394	0.0053973212	0.0793675581	-0.1263311172	0.0226800383	-0.0981239751	-0.0636725194	-0.1535515591	0.1643619509	0.0190421	n/a	n/a	0.00036260157241	-0.00994116	n/a	n/a	9.882666214559998e-05	0.00607643	n/a	n/a	3.69230015449e-05	0.000640683	n/a	n/a	4.10474706489e-07	0.000493412	n/a	2.4345540174400005e-07	n/a	-0.000457333	n/a	n/a	2.0915347288900003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7056730242	1.424433844	0.4992901902	-0.9898138236	-0.6768031612	1.861870172	2.015667303	-0.5903009422
65837.54279477896	-57.92084494291339	3354.8242789010155	4334582041.254351	88293.97367066376	-845.1081864704465	7795825786.555866	714207.8468393671	66334.14987140583	-87.77517002410605	4400219439.162129	7704.480472760724	68826.79680830555	45638.2968256836	1.044238	22.261656	0.0798645099999999	0.0483143	-0.1491325136	0.1134651357	-0.2405543547	0.0835203604	-0.0576737371	-0.165910937	0.131355492	-0.0836847198	-0.1910972482	0.06064135	-0.1928182588	-0.186124838	-0.2322670366	0.1554193614	-0.108548354	0.132807504	-0.0489145691	-0.0726507722	-0.018291297	0.0848184229	-0.0895164852	-0.0148797377	-0.0126352313	-0.0721983198	0.153872719	0.0557651595	-0.0971418071	0.151707336	-0.1610509094	-0.1062550124	-0.0118345357	-0.3490781132	-0.1279059769	0.0714837755	0.057017474	0.0139750966	0.0968405823	-0.0139354216	0.1271058334	-0.0292101531	-0.0181883346	0.0428997233	-0.0055759541	0.3177018877	0.0246769436	0.0479475908	0.0454370148	0.0242768056	0.1987281852	-0.0100161056	-0.0400837949	-0.2450301357	0.009618116	-0.097304311	-0.0475907016	0.0216174654	0.1128748093	0.2263456338	0.1549656048	0.1770477757	0.2836383326	-0.0244965514	-0.1172388836	-0.2159835128	-0.0842445457	0.0474325589	0.1229453733	0.1856096609	-0.1415784321	0.1682635191	-0.136735459	-0.1544925763	0.0309929191	-0.0074699788	0.0308795898	0.0421535988	-0.0503713527	0.2126205935	0.0632725716	0.0821061029	0.0104109329	-0.002592728	-0.0666971015	0.0760436255	0.0842919964	-0.2197782466	0.1640657595	0.0156067	-0.0034354	1.180197316e-05	0.00024356908489	-0.0534385	-0.04349734	0.0018920185870756	0.00285567328225	0.022188	0.01611157	0.0002595826878649	0.000492307344	0.000572176	-6.850699999999999e-05	4.693209048999998e-09	3.27385374976e-07	0.000251518	-0.000241894	6.3261304324e-08	5.851270723600003e-08	-0.000483336	-2.600300000000003e-05	6.761560090000015e-10	2.33613688896e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5180206971	-0.6497348477	-0.6548631218	-1.448775666	0.6806556458	1.051416714	-0.06251519947	0.06804266977
66067.50538125983	229.9625864808768	52882.79118097473	4364915267.302797	88284.29379769259	-9.679872971173609	7794116531.357303	93.6999407380574	66191.57138322142	-142.57848818440107	4381324122.180098	20328.625292949397	68755.78031919866	54487.84229833984	2.420226	51.595734	0.09934853	0.0446976	0.0228104801	0.1890214537	-0.0800758999	-0.1095392678	-0.0777475837	-0.0398533362	0.1838842592	-0.0940355968	-0.0315467623	0.1655987691	0.0852334331	0.0693306834	-0.2535421821	0.1764241825	0.0214968521	0.1487236102	0.0914387511	-0.1768391278	-0.0849439279	0.0477639679	0.004999252	-0.2272666827	-0.1736759667	0.2049736002	0.0379682502	0.1620050214	-0.1705726577	0.0599063718	0.0742322303	-0.0156676786	-0.0935803224	-0.0642193094	-0.0880724759	-0.1330361534	-0.0198555935	0.2418155115	-0.106015893	-0.1965858981	0.0318810335	-0.1867404289	0.1044752268	0.0509776455	0.0113774168	0.0690490186	-0.1284501912	-0.2099788943	-0.0587396702	-0.2056723509	0.1051905806	0.1578831602	-0.2204693503	-0.1197549435	0.0281741342	0.1959028019	-0.0539995371	-0.1333545298	-0.0150987692	0.0180087439	-0.0137704854	0.1721893222	0.092719639	-0.1105733345	-0.1989759016	0.0193369453	-0.1181518432	0.1152699797	-0.0273343709	0.2642365372	-0.0012720577	0.0365882569	-0.0625602601	-0.2265829251	0.0521598435	-0.1369953394	-0.1346246949	-0.0018716149	0.063731621	0.024189547	-0.0455841661	0.0745220875	-0.162243811	0.1106898814	-0.2577534556	0.0167001655	0.0018459131	0.0467935245	0.1634739106	0.0342959	0.0186891999999999	0.0003492861966399	0.0011762087568099	-0.0536402	-0.0002016999999999	4.068288999999964e-08	0.0028772710560399	-0.00405373	-0.0262417299999999	0.0006886283933928	1.6432726912900002e-05	0.000151878	-0.0004202979999999	1.7665040880399998e-07	2.3066926884000003e-08	0.000543642	0.000292124	2.95546624164e-07	8.5336431376e-08	-0.00011144	0.000371896	1.3830663481600006e-07	1.24188736e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5283474207	-0.2578768405	1.370046287	0.7690557709	-0.4848983791	-0.5858058787	0.5015893537	1.301346366
66065.7850182949	-1.7203629649302457	2.9596487311035857	4364687950.083559	87871.94516298753	-412.3486347050639	7721478746.727087	170031.39654313022	66118.49837508608	-73.07300813533948	4371655827.376261	5339.66451794739	68568.7513465463	54364.85580981446	1.12067	23.891071	0.026460145	0.0139752	0.0154237834	0.2037058437	0.1002779286	0.0506184531	-0.0715374847	0.1160800168	0.1277492319	-0.2000696344	0.0620936992	-0.083146624	0.0230319975	-0.0895674233	-0.2361809451	0.1552149789	0.1666380643	0.1309381223	-0.025792075	-0.1608734775	0.0719761944	0.0051324866	0.0411269796	-0.0875172724	0.0526702912	-0.2855024567	0.0893901179	0.1143877045	0.0427934295	-0.2263093081	-0.027935901	-0.249922932	-0.0875473456	0.1128950889	-0.0720956647	-0.1727088717	0.1485908424	-0.0057758313	-0.0358615358	0.0265685872	-0.1616188685	-0.1515756461	-0.0053378521	-0.0875112858	0.1108007007	0.1469833743	-0.096748062	0.0995028906	0.0710552155	-0.0571763098	0.1144664656	0.0388710431	-0.0464040966	0.0298356049	0.2632575163	-0.0557726032	0.2890953229	0.0403367361	-0.1165659741	-0.1757489921	0.0714211263	0.0934070935	-0.0714252083	-0.0189373185	-0.0622782151	0.0666350746	-0.2598918105	0.0085338707	-0.0676837733	0.1079138655	0.1413821979	0.0848583219	-0.2398919907	-0.2104758991	0.0142523594	0.0206220528	0.031670949	-0.0438047899	0.0198669406	0.0358379711	-0.0144056664	-0.0269953954	-0.0136861877	0.1631593835	0.0375623274	-0.1438616683	0.0072485242	0.1848467596	0.1625874706	0.044808	0.0105121	0.00011050424641	0.002007756864	-0.0461956	0.0074445999999999	5.542206915999994e-05	0.00213403345936	-0.00438961	-0.00033588	1.1281537440000015e-07	1.9268675952100004e-05	9.19366e-05	-5.9941400000000015e-05	3.5929714339600013e-09	8.45233841956e-09	0.000479223	-6.441900000000002e-05	2.29654683729e-07	4.149807561000003e-09	-7.24491e-05	3.89909e-05	1.5202902828099999e-09	5.24887209081e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4797299462	1.724136777	0.620150756	-0.1852378623	-1.399982594	-0.6891442141	0.935310006	-1.368544482
65818.44235548962	-247.3426628052839	61178.39284360837	4332067354.10291	88037.274684699	165.32952171147917	7750561733.909144	27333.850749346464	66089.21669195507	-29.28168313101924	4367784562.956192	857.4169669854165	68564.28081040083	46720.76641870117	2.515368	53.624035	0.077736305	0.0417634	-0.1622796706	0.0598741217	0.0956314596	0.0027805207	-0.1022985634	0.0244785589	0.0623202661	-0.1383768533	-0.0733284245	-0.0369635389	-0.0418624229	-0.2063816584	0.041863901	0.1626108858	0.1266584858	0.0607737498	0.133977856	0.0649014032	0.0634911793	-0.033338761	-0.0393496899	-0.0440523377	0.1270245144	0.0168642866	0.1643302424	-0.0023897641	0.0233811394	-0.1416022881	0.1362971348	0.0208765788	0.004965778	-0.012851304	-0.2194062604	0.1294215932	-0.2179441151	-0.1520495853	0.1569346419	-0.0993026918	-0.1229257389	-0.0638365895	-0.0912911293	-0.0903287443	-0.070360985	0.0542942694	0.0551574973	-0.1016852067	-0.0306824463	0.1266120697	-0.0213119262	-0.1361377214	-0.1473211903	-0.0853120078	0.0994382883	0.0384974148	-0.041589231	0.1867160205	0.180335649	-0.1821582182	0.2167028889	-0.0548491939	-0.0373180996	0.0025628869	0.0295540992	-0.149627017	-0.1590390885	-0.0298213983	-0.0440988675	0.0153528639	0.1770061586	0.1831464629	-0.0751819309	-0.1499349671	-0.0135493258	-0.1177700952	0.1680885755	-0.0632550523	0.0664719715	0.0769075168	-0.0935228706	-0.0139887511	0.1322692187	-0.080824945	0.0170295124	0.0424842182	-0.0361303392	0.1362494462	0.161408037	0.0192601	-0.0255479	0.00065269519441	0.0003709514520099	-0.0461936	2.000000000002e-06	4.000000000008001e-12	0.00213384868096	0.0161064	0.02049601	0.0004200864259201	0.00025941612096	9.19366e-05	0.0	0.0	8.45233841956e-09	-0.0	-0.000479223	0.0	2.29654683729e-07	-0.000227034	-0.0001545849	2.3896491308010007e-08	5.1544437156e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.613140238	0.5392878207	-1.081605646	0.9874033702	-0.6533732709	0.2514087661	-0.4033725575	-0.7126826242
65707.45659851367	-110.98575697594788	12317.838251524165	4317469852.645558	88159.82796223958	122.55327754057362	7772155266.331679	15019.305835936866	66162.50422100982	73.28752905475267	4377476964.795142	5371.061914951217	68673.79752149801	46773.414820007325	0.961063	20.488491	0.09661179	0.0431942	-0.170913783	0.0220768334	0.0556456881	0.0173278851	-0.0616989483	-0.012209213	-0.1751526237	-0.0397522785	-0.144882785	0.146887514	-0.0010854104	-0.0977588293	0.1001980867	0.0018538887	0.0886832801	0.0145969864	0.0151798628	0.0328110001	-0.137382982	0.211582005	0.1752052835	-0.1956788378	0.0695067973	0.0671895169	-0.0318466209	0.0642091449	0.0421696362	0.1545915332	0.0526775096	0.1272585059	0.1124570078	-0.1100736448	0.0664724866	-0.0105019616	0.1049163702	-0.0047316597	-0.0690785919	0.0643054652	-0.0838741653	-0.002864747	-0.1309985251	0.1944422476	-0.1140844348	0.0329827464	-0.0707022732	0.0727156516	-0.0928223957	0.0892256945	-0.1256387505	0.1262875812	-0.095526009	-0.1016438769	-0.1805946056	0.1373735257	-0.055127596	0.0889472367	-0.1653540226	-0.0134271992	-0.0691905886	0.0378662282	0.0126691602	-0.0509816421	-0.0918351937	-0.1780240937	0.0605739575	0.0417476139	-0.0987429034	-0.1134019455	-0.0116552871	0.1087747862	-0.0373798775	0.025529738	0.0213852087	-0.1752463089	-0.1199656336	-0.2682277418	-0.0679603404	0.1720808665	0.0002195131	-0.0139005297	-0.1238792865	-0.0289714215	-0.0505172635	0.137702713	-0.1076116338	0.0641823195	0.1599377353	0.00242879	-0.01683131	0.000283292996316	5.899020864100001e-06	-0.0300444	0.0161492	0.00026079666064	0.0009026659713599	0.00944759	-0.0066588099999999	4.43397506161e-05	8.925695680810001e-05	0.000429693	0.0003377563999999	1.1407938574095997e-07	1.84636074249e-07	0.000434966	0.000434966	1.89195421156e-07	1.89195421156e-07	-0.000593761	-0.000366727	1.3448869252900008e-07	3.525521251210001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.633415077	-1.41390842	-0.253159792	1.21428349	-0.2845019502	0.2576730719	-1.194137389	-0.419446745
65989.77434997167	282.317751458002	79703.31278830221	4354650318.76018	88444.89933835997	285.07137612039514	7822500218.972629	81265.6894831758	66214.11259254477	51.60837153495231	4384308706.418196	2663.424012489676	68770.05181136279	56896.39242529297	2.862416	61.022591	0.08757719	0.0425828	0.0609654812	-0.0381989781	-0.0815841238	0.1290939307	0.0750095323	-0.0149535896	-0.2086343277	0.1246924037	-0.0764314217	0.0736890222	0.1028628258	0.1336220158	0.0090904742	0.0803012767	0.0089509179	-0.1347889854	0.1242840244	0.0388477875	-0.1413697666	0.0761518639	-0.0014821606	-0.0305209444	0.2115798386	0.0439471322	-9.50526e-05	-0.1911411642	-0.0533889749	0.118095686	0.030364729	0.0004744496	-0.3100746219	-0.1198370448	0.0920836711	-0.0408251418	0.0047989061	0.0506424223	0.1180083007	0.1708756446	-0.0221464981	0.1370796424	-0.0895302146	0.1130326941	-0.1873275525	0.0010333582	-0.0629142528	-0.0429231291	0.015810435	0.0159243112	-0.1410200648	0.0313448448	0.004954509	-0.0253457994	-0.0816896668	0.0860581523	0.0778866698	-0.2224682727	-0.125014764	0.2433839068	0.1548475367	-0.018282095	-0.1230761628	-0.0692308622	-0.1000046109	0.0719494018	0.1053287832	0.1012370503	-0.0480805977	-0.04536702	-0.1949863495	0.0395692633	-0.1274154993	0.0208901325	0.1233397889	-0.046856941	-0.0410659461	0.026020132	0.1462031486	-0.2123046599	0.057059119	-0.064807637	0.0083657182	-0.1217179836	0.2041745922	-0.0506173397	-0.0816451801	-0.0252651474	0.1581792149	-0.0085825099999999	-0.0110112999999999	0.0001212487276899	7.365947790009827e-05	-0.0174605	0.0125838999999999	0.0001583545392099	0.00030486906025	-0.0254322	-0.03487979	0.0012165997504441	0.00064679679684	0.000511326	8.163300000000001e-05	6.663946689000001e-09	2.61454278276e-07	0.000692539	0.000257573	4.79610266521e-07	6.634385032900002e-08	-0.000350923	0.000242838	5.897029424400002e-08	1.23146951929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.363192319	-0.4130110469	1.008723006	-1.053035777	0.6858539671	-0.7134569695	-0.8094816634	-0.1966081578
66129.82057877729	140.0462288056151	19612.94620267469	4373153169.781277	88506.03537578731	61.1360374273354	7833318297.940115	3737.615072316554	66219.17233772382	5.0597451790526975	4384978785.093168	25.60102127694701	68707.12689957471	58484.04750280762	1.328736	28.32675	0.11424411	0.0556599	0.1334029993	-0.1160014727	-0.1511302958	0.0496692832	0.083453886	0.0432130976	-0.0790789892	0.1812273882	0.0300845366	-0.1417786061	-0.1271583012	0.056576468	-0.0171770358	-0.0064675927	0.0576645525	-0.0259175823	-0.1568452638	-0.0779989778	-0.0770123845	-0.13301425	-0.1974861607	0.1527764093	0.0510437225	-0.0531970483	-0.0344615075	-0.0270936249	0.1856296197	-0.0347751073	0.2036290454	0.1145512553	-0.044075818	-0.1118732386	-0.0066366276	-0.0489110162	0.1218079341	0.1268054651	-0.0642262409	-0.0408847658	-0.0781802411	0.0336121105	0.1313916761	-0.0300888141	0.0567463183	-0.0160967961	-0.0166510671	0.018533868	0.3129338163	0.0707818006	0.0184547596	-0.0841649354	0.1431356144	0.174200366	-0.0527685546	0.0550211757	-0.1165311769	0.0758138505	-0.1589906812	0.0462793706	0.0516293232	-0.0130049427	0.1371336562	-0.0685293605	0.0998725647	0.091677646	-0.0075246058	0.0202303869	0.1278189542	0.047236369	-0.1881623665	-0.0529456478	-0.0840416618	-0.0328382807	0.0509388383	-0.2480908315	0.0297856183	-0.0650860326	0.3226172473	-0.1400947622	-0.0065029679	-0.4269484549	0.0967319478	-0.1397945604	-0.031363852	-0.1997701694	-0.071487779	-0.0999505049	0.1561356449	-0.0130279	-0.0044453900000001	1.97614922521009e-05	0.00016972617841	-0.00108218	0.01637832	0.0002682493660224	1.1711135524000002e-06	-0.0046509	0.0207813	0.00043186242969	2.1630870810000004e-05	-0.000257375	-0.000768701	5.90901227401e-07	6.6241890625e-08	0.000346523	-0.000346016	1.20078189529e-07	1.1972707225600006e-07	-0.000688988	-0.0003380649999999	1.1428794422499999e-07	4.74704464144e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.32888646	1.241977313	0.03141503049	-1.620443228	-0.6711180138	-0.6738014432	-0.1734984169	0.1990341459
66081.89498808114	-47.92559069614799	2296.862243574707	4366816845.215783	88549.41716251816	43.38178673085349	7840999279.821666	1881.979419961256	66141.63410651257	-77.53823121124879	4374715762.279787	6012.177299369076	68625.57557162497	56034.30128222656	1.763237	37.589691	0.02346386	0.0149763	0.0689894818	-0.0833417325	0.017522151	-0.1157305652	0.0775770214	0.1429965467	0.1459965445	0.1515067754	0.1438465449	-0.0225043877	-0.148459183	0.079877847	0.0760396594	0.028791468	0.2137428685	-0.0900072996	-0.1097902903	-0.1390203225	0.1551862496	0.0030070374	-0.0026676406	0.0656760407	-0.0089950107	0.0888273188	-0.2546576985	0.1368111333	0.0723666182	0.0125246755	0.1121881711	0.243267413	-0.0250028765	0.1776831234	0.0213969633	0.1821284255	0.0944978173	-0.1744638007	0.107323763	-0.0220172876	-0.2240487281	-0.0026118543	0.2307143184	-0.0705699772	0.1859415133	0.0898137541	0.1111085731	-0.1100536482	-0.0739906096	0.0252477066	-0.1609057466	0.0745772092	0.1706118207	0.1538956891	-0.1106019588	0.1053125696	-0.2694561607	0.0508862552	0.0062065834	-0.2160205893	-0.0154857939	-0.0288480847	-0.054226586	-0.069321997	0.1321635515	0.0938026441	-0.0102398131	-0.0730459928	0.0954722564	-0.0400919596	0.0510380642	-0.0102117187	-0.2359871358	0.0286907045	-0.0140549643	-0.1030970381	-0.216573192	-0.0305257008	0.0006841052	-0.3157287116	-0.1568120072	0.1225134092	-0.0960356562	0.1932088847	0.0894438948	-0.0088187154	0.0551496957	-0.0215356036	0.1538107079	-0.00824002	0.00478788	2.2923794894399994e-05	6.789792960040001e-05	-0.00104666	3.552000000000004e-05	1.2616704000000027e-09	1.0954971556e-06	-0.00443789	0.00021301	4.53732601000002e-08	1.96948676521e-05	-0.000223483	3.389200000000002e-05	1.1486676640000015e-09	4.994465128899999e-08	0.000614196	0.000267673	3.77236726416e-07	7.164883492900001e-08	-0.000622004	6.698399999999997e-05	4.4868562559999955e-09	3.86888976016e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1547192081	0.9697916654	-1.148687613	0.261111766	-2.606390773	-1.117806368	0.9778331721	0.2139581935
65936.31158906117	-145.58339901997533	21194.526070209355	4347597185.969762	88419.52778282462	-129.88937969354447	7818012893.337694	16871.25095717376	66267.54775202308	125.91364551050356	4391387885.066659	15854.246125744752	68696.19622090759	47986.27726757812	2.530574	53.948208	0.07738294	0.0365539	-0.0772178911	-0.0985525122	0.2081909135	-0.129206414	0.1044829291	0.1109936723	0.1158246047	0.0409415612	-0.0089031979	0.0008414831	0.0766719318	-0.2719692165	0.0287334563	-0.0795465505	0.008048318	-0.1393226303	-0.1222713152	0.0011838854	0.0972236657	0.1025610969	0.0209241554	0.2072089402	0.0190130095	-0.0521911525	0.0831272419	-0.0045197337	-0.133640277	-0.1151520156	-0.0764336291	0.0006823419	0.179580683	0.0611532735	0.1783771732	0.1377311992	-0.123478736	0.1733220178	0.2717857121	-0.216066972	-0.0582766689	0.1502874791	-0.0294070515	0.0277303592	0.1669135601	0.0923315947	0.0888620121	0.0604370162	-0.144634661	0.0354111267	0.0014328612	-0.2979730936	0.0001224417	0.0535304378	0.1198780173	-0.0484221244	-0.0174704416	0.0457428717	0.0782850007	0.155133155	-0.1872700269	-0.109277624	0.000636444	0.0776686331	0.0002475959	-0.0788169218	0.1054878727	-0.0884581132	-0.0530918721	-0.0671546679	0.2455584721	0.1035886581	-0.093774358	-0.1241892156	0.0249631002	0.0948722612	-0.039924486	0.1170414136	0.0342947708	-0.3051371098	-0.0345584662	-0.140788103	-0.0584074547	-0.0781676415	0.0383841438	0.0544683199	-0.0835971904	0.0121743174	0.1512085936	-0.0114711	-0.0032310799999999	1.0439877966399992e-05	0.0001315861352099	-0.0126744	-0.01162774	0.0001352043375076	0.00016064041536	0.00228623	0.00672412	4.52137897744e-05	5.226847612900001e-06	0.000333035	0.000556518	3.09712284324e-07	1.1091231122500003e-07	0.000334431	-0.000279765	1.11844093761e-07	7.826845522500001e-08	-0.000342287	0.000279717	7.824160008900001e-08	1.1716039036900001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3934791187	-0.766761371	-1.038448912	0.7162286623	-0.3183413499	-0.307060596	1.302808531	-2.349051843
