global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	aroma_motion_01	aroma_motion_04	aroma_motion_05	aroma_motion_07	aroma_motion_11	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_16
66706.51571241119	n/a	n/a	4449759238.490161	88942.50014704996	n/a	7910768332.407981	n/a	66362.16419793083	n/a	4403936837.033133	n/a	68754.8508262182	59048.09842107554	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.08049	n/a	n/a	0.0064786401	0.0349627	n/a	n/a	0.00122239039129	-0.0291326	n/a	n/a	0.00084870838276	0.000610684	n/a	n/a	3.72934947856e-07	0.00115101	n/a	1.3248240201000002e-06	n/a	-0.00207543	n/a	n/a	4.3074096849e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66191.27272881835	-515.2429835928342	265475.3321416456	4381284585.460813	88074.0381538067	-868.4619932432543	7757036196.718199	754226.2337080461	66383.43274133242	21.26854340158752	4406760142.5230055	452.3509384252121	68891.08966812315	48578.7739910833	2.879553	65.126122	0.13320922	0.0646204	-0.1388201287	-0.2314766233	0.1058277032	-0.1324189451	0.1754582516	-0.2561502225	-0.2415819517	0.1931977889	-0.2778878529	0.0870938999	-0.0015514454	0.0517224674	-0.1443463367	0.0257045481	-0.1744762547	-0.176358575	0.1518172786	-0.0887825286	0.095300688	-0.142949869	0.0475529735	-0.0831442435	0.1095913662	-0.049797789	0.2433866594	-0.1575946638	0.0515343875	-0.0536828251	0.0084272229	0.1232786117	-0.0425869855	-0.030537235	0.0749996381	0.0439783836	0.0907402034	-0.2132464297	0.0404994581	0.1841116525	0.182691661	-0.1825899313	0.0684416155	-0.1032332187	0.0145704041	-0.1828803277	-0.1605070214	0.0593056208	-0.0812526557	0.0144715438	-0.0366526648	0.3391031632	-0.1546306631	0.1033548233	-0.0185322882	-0.0561717771	0.0336613921	-0.042793564	-0.0015992813	-0.0137656287	0.0506019404	0.1042019957	0.0844425098	-0.0727442744	-0.3563140805	0.0415077371	-0.1041483333	0.0566469423	-0.013979179	0.1462544338	-0.0518863436	0.1433972756	0.1569465842	-0.1479183206	0.1184181185	-0.0791695495	0.2596838193	-0.0647769784	0.2064872332	-0.0598024675	0.0530849624	-0.0547713008	0.2754035939	-0.2194338472	0.0628612347	0.0690272104	-0.0661452123	-0.0396685367	0.1654828599	0.0	-0.103637	-0.023147	0.000535783609	0.010740627769	-0.00273237	-0.03769507	0.0014209183023048	7.4658458169e-06	-0.0106302	0.0185024	0.00034233880576	0.0001130011520399	0.00150123	0.000890546	7.930721781160002e-07	2.2536915129000003e-06	0.000964261	-0.000186749	9.29799276121e-07	3.4875189001000025e-08	-0.00207543	0.0	0.0	4.3074096849e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.517238612	-0.130141282	0.5938811251	-0.750685665	2.307611125	0.7244419194	0.8387378404	-2.339574527	2.057106923
66259.02688374025	67.75415492190223	4590.625509181128	4390258643.580214	88867.32730679898	793.2891529922781	7897401862.65374	629307.6802552061	66170.72229510112	-212.7104462313	4378564489.055392	45245.733935918775	68796.44985370862	57102.94867506095	2.679231	60.595497	0.13786907	0.0807631	-0.008782722	-0.2736277814	0.2254125694	-0.0850105314	0.1039007712	-0.2559097531	-0.0292364599	0.2141721739	-0.1316499929	0.0046452908	-0.0734830802	-0.1453936533	-0.2770928447	-0.17598589	-0.0403643635	-0.2883762463	0.1428602677	0.090479098	0.1433552027	-0.0331572048	-0.1300106702	-0.2665314033	-0.0615470324	-0.3068644245	-0.0532330836	-0.0327325794	0.0540026863	-0.1052825862	0.2254779115	-0.0450816222	0.0359330756	0.0952993102	-0.1023753308	0.0101507429	-0.0363603833	-0.1424191384	0.0031977339	-0.0734475077	0.0822589943	-0.2803689936	0.1868160552	-0.1805104075	0.1049237092	0.0047519693	-0.0186106247	-0.2642468912	0.0576528347	-0.0365086827	-0.066694758	-0.0872588846	-0.1854528396	0.1573585866	0.0921459787	0.1047637651	0.0101544628	-0.0595543806	-0.0620874552	0.1947095343	-0.0680071085	0.079742631	0.2237484097	-0.1326095059	-0.3041989358	0.0926569129	-0.2388891376	0.0259265784	-0.0059850207	0.1636378744	-0.0337167876	0.1729839668	0.1135580081	-0.0029722098	-0.0605630022	-0.0653842424	0.1337395378	0.2744997278	0.0397777823	-0.1502900673	-0.0158267155	0.1217110137	0.0643532479	0.23063473	0.0630920083	-0.0704530502	0.185549273	-0.0521457542	0.1651764237	0.0	-0.0804821	0.0231549	0.00053614939401	0.00647736842041	0.0668524	0.06958477	0.0048420402159529	0.00446924338576	-0.0396501	-0.0290199	0.00084215459601	0.00157213043001	0.00150123	0.0	0.0	2.2536915129000003e-06	0.000642071	-0.00032219	4.122551690410001e-07	1.0380639610000001e-07	-0.00207543	0.0	0.0	4.3074096849e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.592369983	0.4296820046	1.846678641	-0.4107499116	-0.05186103236	-0.3964711967	1.287404037	-1.872731492	1.973709719
66004.96243286257	-254.06445087768952	64548.74519978192	4356655065.763598	86716.92314000663	-2150.4041667923448	7519824758.869818	4624238.080557878	66159.56321964225	-11.159075458868756	4377087805.41384	124.52496509672692	68589.3029688658	47103.196749145136	2.662108	60.208214	0.13495739	0.0801246	-0.1065286651	-0.1658709933	0.2254566501	0.0012660669	0.0549027753	-0.06608394	-0.1002217224	0.2053944829	-0.0105208234	-0.307109891	-0.1604037459	-0.0567808551	-0.1530612739	-0.0399799313	-0.017701023	-0.2283948915	-0.0966889701	-0.0025641495	0.1982364812	0.0832502879	0.1105261781	-0.2290965155	0.0073914125	-0.0216459889	0.0426968439	-0.0287309214	-0.0489432886	-0.073521583	0.1615147736	0.096811333	-0.1235911279	-0.1741041583	0.0663920429	0.0885903811	-0.0365221759	0.18190683	-0.0218788847	-0.0670869269	0.0062740013	-0.247586654	-0.0520175762	0.0526310748	0.1909535254	0.0649881585	0.0404745955	-0.0622386442	-0.0679680881	0.0632428114	-0.0175234728	-0.0691415995	-0.2632442729	-0.0513697186	0.0621731916	-0.1541276872	0.0556688767	-0.1218260877	-0.1484868546	-0.1571488614	0.1624386737	0.118667621	0.0282652512	0.1803053292	-0.2341452296	-0.146033141	-0.2607957309	0.0134015501	-0.1370174178	0.1146038463	-0.0166191543	0.1425243561	-0.1416284315	0.1135956694	0.0323653594	0.1542363419	-0.0712981133	-0.0438048645	-0.2006804669	-0.0438605931	0.0746758	-0.1027091708	0.1856710444	0.1265228314	-0.2894245047	0.0504090651	-0.134223441	0.1215574118	0.1645641189	0.0	-0.0910528	-0.0105707	0.00011173969849	0.00829061238784	0.00209828	-0.06475412	0.0041930960569744	4.402778958400001e-06	-0.00729718	0.03235292	0.0010467114325264	5.32488359524e-05	0.000955637	-0.000545593	2.976717216490002e-07	9.13242075769e-07	0.000642071	0.0	4.122551690410001e-07	0.0	-0.00207543	0.0	0.0	4.3074096849e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1652536899	1.759270869	-0.06478979653	0.3902181391	-1.297810728	-0.7173987748	0.01703662017	-1.251905116	-0.6264272093
65978.27577525798	-26.6866576045868	712.1776941044504	4353132874.275993	87809.43845393944	1092.515313932803	7710497481.596178	1193589.7111776914	66050.12695179724	-109.43626784501248	4362619270.348532	11976.296719845312	68503.65303974377	44018.1056525357	1.773381	40.108105	0.040406337	0.0215897	-0.1499232964	-0.0198651652	0.0060585758	0.2043855515	-0.0442962246	0.0389626545	-0.1629213094	-0.0001400551	-0.1176769483	0.0769255934	-0.1566635867	0.2526631294	0.0832787702	-0.2591434951	0.1240815773	-0.0794801274	-0.0936046658	0.1072141612	0.0777830191	-0.2413810466	0.2209089999	-0.1309613769	0.1556519347	0.0556131434	0.0825344048	-0.21311572	0.0628833566	-0.0445655882	-0.1174707603	-0.0054726225	-0.0302702261	0.1082642404	0.0568076289	-0.0172528272	-0.0396663289	-0.0350204625	0.0106753146	-0.1011615577	-0.1267366854	-0.1139479875	-0.0310834624	0.0332746871	-0.1034610138	0.0731284417	0.0564792823	-0.0304887773	-0.3802526417	0.1908934125	0.1054167902	0.2074146589	-0.1108044527	0.1114533272	-0.0537779656	-0.0263646007	-0.1430030574	0.0065138638	-0.0179342634	-0.0149306455	-0.0021483086	-0.1633002282	-0.0090600575	-0.1808455529	-0.2340367814	-0.0415950283	0.0186220565	0.0351467535	-0.0666164272	-0.0122932422	-0.21372981	0.1116674687	0.0206897842	0.0766708266	0.0497072491	0.0459058696	-0.367519544	-0.1837764002	0.0413678143	0.024502842	0.0164709447	-0.0229439408	0.0043847592	-0.0971939301	0.0623236067	0.238426704	-0.0617421213	-0.0809074176	0.1636470791	0.0	-0.0804787	0.0105741	0.00011181159081	0.00647682115369	0.00509747	0.0029991899999999	8.995140656099999e-06	2.59842004009e-05	-0.000568783	0.006728397	4.527132618960901e-05	3.23514101089e-07	0.00105441	9.877300000000002e-05	9.756105529000005e-09	1.1117804481e-06	0.000642071	0.0	4.122551690410001e-07	0.0	-0.00177211	0.00030332	9.200302240000009e-08	3.1403738521e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5983803587	0.3107142759	-0.2556456657	-1.977726619	0.3915234461	-1.508393869	0.4414900436	-1.270698391	-0.9517089751
66033.96911218838	55.69333693040244	3101.747778443328	4360485076.709449	87465.46556203246	-343.97289190697484	7650207665.983087	118317.3503668474	66011.37824502889	-38.74870676835417	4357502057.808272	1501.462276219896	68433.44635323386	45674.62960156844	1.282161	28.99832	0.089653617	0.0447973	-0.1516900605	-0.0857753266	-0.1180917774	-0.0267095644	-0.0951780394	0.1099496388	-0.1059100175	0.1071165873	-0.1683403238	0.0118865696	0.156222319	0.2390694805	-0.0796847661	-0.0831124543	0.1703216756	-0.0126630222	-0.1081804247	0.1723488543	-0.0771397661	0.0257420851	0.2759601136	0.1491481052	-0.029775722	-0.0480805228	0.0883498722	-0.0359118732	0.2019303334	0.1352336352	-0.1314355776	0.1207143923	0.0734229023	-0.0440943295	-0.1749864686	0.0961421965	0.036271387	0.0252976857	0.1527214484	-0.1587277981	-0.1758246798	0.0162777506	0.063257645	0.1956989683	-0.0887687283	0.1400175914	0.0020805843	-0.0346991542	-0.0924489465	0.1814319994	-0.0119543505	0.2076536489	-0.0782041468	-0.0326883351	-0.006963685	0.2065967498	-0.0898213133	0.0187523474	0.1524634527	-0.0091084274	-0.0559904482	0.1925223105	-0.0584630899	-0.0609561297	-0.2220815956	0.069467573	0.0334438939	-0.0158207668	0.1590402443	-0.0099475655	-0.1138540709	0.1299196302	0.0810968746	-0.0752437721	-0.1318902162	0.0295931469	-0.2733203557	0.0098033754	0.0387499016	0.1398539422	-0.0582741757	-0.0302386784	-0.1090450413	0.0216509673	0.0942146445	0.0712769559	0.07689547	-0.018163242	0.1624270027	0.0	-0.0625451	0.0179335999999999	0.0003216140089599	0.00391188953401	0.0335442	0.02844673	0.0008092164476929	0.00112521335364	-0.00682657	-0.006257787	3.9159898137369e-05	4.66020579649e-05	0.00137892	0.00032451	1.0530674010000005e-07	1.9014203664e-06	0.000642071	0.0	4.122551690410001e-07	0.0	-0.00135631	0.0004158	1.7288964000000005e-07	1.8395768161e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6141165784	-0.4436693547	0.644532406	-1.543181328	0.4958329581	-1.320249963	-1.541275427	-1.141068145	-0.06493320184
66129.82681969184	95.85770750345546	9188.70008781802	4373153995.202434	87751.52591849663	286.0603564641642	7700330301.024586	81830.5275404047	66046.26885675135	34.89061172246875	4362109629.898284	1217.3547863680735	68556.870145172	49344.93565002256	1.736628	39.276875	0.06445348	0.0418653	-0.0794703233	0.019944949	0.100007363	-0.1787435761	0.0155377003	0.028728838	0.040362073	0.1664497068	0.0779410826	-0.003538576	0.1617524473	0.068016246	-0.0241446014	-0.1439210103	0.1597370965	-0.0440041161	-0.0151356554	0.2021288733	0.2225908112	0.0275480008	0.0482986287	0.1583905941	0.0863501604	-0.0124054615	0.098130583	0.0561891464	-0.1027383383	-0.063019555	-0.0549545076	0.0721728907	0.1460402679	0.0717198783	-0.2429544463	-0.2769957481	0.0037647415	-0.0497749921	0.063103554	-0.0063736221	-0.1715414743	-0.0249850544	0.1054900351	0.0062644545	0.1983510151	0.1338220331	-0.1063778666	-0.1265866874	-0.0746382556	0.0361907211	0.1156367263	0.1495794429	0.1630306493	0.1205147899	-0.0501360172	0.0825063407	0.167019468	0.1118769875	0.1624634481	0.0757038699	-0.0852302003	0.013432698	-0.1981499991	0.0912772885	-0.1359021383	0.0390067763	-0.0829247954	-0.2308188626	0.081845535	0.0589976552	0.0200624256	0.0289143522	0.0376178191	0.0005371204	-0.0904643227	0.1113092924	-0.0525329553	0.0554671842	-0.037175374	0.1959726631	-0.0477654638	0.1981358901	-0.0951774241	0.1345153455	0.0830366213	0.00203789	0.1887677361	0.1175771637	0.1609061488	0.0	-0.0538453	0.0086998	7.568652004000014e-05	0.00289931633209	0.0151843	-0.0183599	0.00033708592801	0.0002305629664899	-0.00471734	0.0021092299999999	4.448851192899997e-06	2.2253296675600003e-05	0.000673229	-0.000705691	4.979997874810001e-07	4.5323728644100003e-07	0.000642071	0.0	4.122551690410001e-07	0.0	-0.00135631	0.0	0.0	1.8395768161e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8768216826	0.3210011516	1.612526838	-0.2703716888	-1.125231926	-1.258941243	-0.03325429678	-1.264150448	0.7294487931
66046.48790559682	-83.33891409501666	6945.374602536567	4362138564.664147	87657.17034982807	-94.35556866855768	7683779513.738777	8902.973338766904	66128.6514833659	82.38262661454792	4372998547.008472	6786.897167912019	68605.89725105376	45995.78916094779	1.926528	43.5718	0.0725098049999999	0.0399243	-0.1005144055	0.1150636569	0.1629817747	-0.1125318215	0.0241427536	0.0378741144	-0.0240192638	0.203402604	0.2147467017	-0.1079937298	0.0499180637	0.0964699664	-0.1631936501	0.0055279018	0.1425264726	-0.0979888065	-0.0052747185	-0.0161062692	0.3080548285	0.064836858	0.0300571206	0.2188621946	-0.0239059456	-0.044489294	0.1073079319	0.0855115512	-0.0105717937	0.2118565762	-0.1476483439	-0.0471452975	-0.1708096111	-0.2020142202	-0.0392103508	0.0247926393	0.1173386148	0.1848280694	0.0486375989	-0.0219592964	-0.1794121494	-0.1239919735	-0.0550831312	0.0829907906	0.2131141893	-0.0045665126	-0.2073839287	-0.0129554438	0.0191216408	0.0913584025	-0.02674528	-0.0130392724	0.0305286686	-0.1853871236	0.1655140353	0.0790663793	0.0057148409	0.1143157329	0.019226431	-0.2530928218	0.0278980946	-0.0029013128	-0.1662613557	-0.0163891309	-0.0642857786	-0.1984151316	-0.0311622954	-0.1429844108	-0.1091239834	0.1138128557	0.0719554753	-0.034915152	-0.0253654963	0.1186127538	-0.1341650598	0.2273157352	-0.0838185013	0.0158701577	-0.0970239118	-0.0338951211	-0.1151899568	0.2232931042	-0.2781593717	-0.0709146833	-0.1132012953	-0.1936260195	-0.0134452898	0.0662303954	0.1590873338	0.0	-0.0568542	-0.0030089	9.053479210000011e-06	0.00323240005764	0.0246682	0.0094839	8.994435921000003e-05	0.00060852009124	0.0117338	0.01645114	0.0002706400072996	0.00013768206244	8.65517e-05	-0.0005866773	3.4419025433529e-07	7.49119677289e-09	0.000642071	0.0	4.122551690410001e-07	0.0	-0.00107167	0.0002846399999999	8.101992959999993e-08	1.1484765889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6005548811	1.460491874	-0.5458618421	-0.1022931614	-2.284571275	-1.787603031	-0.544182179	-2.02191146	-0.1002574358
65963.10533185783	-83.38257373898523	6952.6536033373095	4351131265.021771	88026.68358620898	369.5132363809098	7748697023.186553	136540.03186069411	66110.8168603416	-17.834623024304165	4370640105.941627	318.07377841904025	68588.83351828835	43214.619626432686	1.64706	37.251141	0.031022315	0.0174699	-0.1678722996	0.1466786784	0.0392078745	0.0904643799	0.0551994521	-0.0656011356	0.01229243	-0.0521075694	0.0492729992	0.0899094612	-0.0555825052	0.2307967731	0.1215043954	0.0241382318	0.1515628677	-0.1202603119	-0.0131332464	-0.2587244036	-0.1702971397	-0.1627159273	-0.1086028444	0.0657418047	0.0654436284	-0.0669378861	-0.0258027034	0.0932943672	0.2146052857	-0.0312695836	0.0755730086	0.1100736306	0.0525017502	0.0029235196	-0.1083970971	0.2114208665	0.205283348	0.1182298744	0.0396858409	0.1003019147	-0.1531866472	-0.1121874056	-0.0403050486	-0.0360728051	-0.1790024167	-0.1240422485	-0.0261426111	0.2409029153	0.0217573216	-0.1777858164	-0.2506323974	-0.0558255298	-0.1282645006	-0.0100274005	-0.092733847	0.0946223456	-0.0601488064	-0.1793086676	0.2085668055	0.0687065372	0.1598039016	0.0544936231	-0.0319867095	-0.0906723466	-0.1002343305	-0.1019074453	0.1479759897	-0.0868650766	-0.0996168193	-0.0105388034	-0.0642619562	-0.1518635735	0.0859955696	0.0058264315	-0.1400856448	-0.0305470897	-0.1129517009	-0.1669369301	0.1238775564	0.0227891812	0.1942734774	-0.0276828659	-0.150666962	-0.1070227968	-0.0250095086	-0.1506370435	0.0260243535	0.0293233409	0.1569739256	0.0	-0.0558666	0.0009875999999999	9.753537599999964e-07	0.00312107699556	0.0204501	-0.0042181	1.779236761000002e-05	0.0004182065900099	0.0236665	0.0119327	0.0001423893292899	0.00056010322225	0.000132421	4.58693e-05	2.10399268249e-09	1.7535321241e-08	0.000642071	0.0	4.122551690410001e-07	0.0	-0.000839861	0.000231809	5.373541248100002e-08	7.05366499321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.120504999	0.0112809612	-0.5047040009	-1.699308435	0.3597481926	-1.210627778	0.1518960728	-1.691727367	0.5613995348
65961.14942105864	-1.955910799195408	3.825587054409219	4350873232.947225	88359.02033436896	332.3367481599853	7807316474.449429	110447.71417755348	66283.78378069766	172.96692035606247	4393539992.286278	29917.55553746046	68776.00429899796	43977.42870079589	0.945243	21.378328	0.07497885	0.045273	-0.1589523861	0.0890256034	0.0590467336	0.0641381635	0.0947549428	-0.083859853	-0.0117776166	-0.0819486461	-0.0026416786	0.1610561935	-0.0423325833	0.2285991266	0.0688865117	0.0157433468	-0.0935444134	0.1419239394	0.0074338539	0.0866012917	0.0770210561	-0.095216182	-0.1598002784	-0.0995177217	0.1462413908	0.1979490477	-0.0524575065	0.0951455815	0.0137536157	-0.1557637859	-0.1843669556	0.2077621165	0.0107649973	-0.015906051	0.0741691205	0.1150881451	0.1571963024	-0.1207009248	0.0327496358	-0.0728946153	0.0781577026	0.1269768145	-0.0320125349	-0.0431018595	0.0424003061	0.0047984081	-0.1026153497	0.058168359	-0.3341428399	-0.2080225161	0.1154618479	0.0296556523	0.0244863784	0.0388857461	-0.2120716431	0.0682396645	0.070963763	-0.0740906577	-0.1132505928	-0.1051738555	-0.0749007353	0.0145920998	0.1201426204	-0.0244651956	-0.0866594453	-0.0263051754	0.1335837236	-0.108737658	-0.0442165373	-0.0508059012	-0.1222739487	-0.1943404543	-0.0541786761	-0.1286511519	0.1375785579	-0.019132605	0.0186531251	-0.1027776042	0.065559673	0.0738044876	-0.0494928077	0.0520717728	-0.0717827388	0.0108197937	-0.0151258273	-0.0881966474	-0.0449013301	-0.065744513	0.1545698379	0.0	-0.0567829	-0.0009162999999999	8.396056899999907e-07	0.0032242977324099	-0.0194221	-0.0398722	0.0015897923328399	0.00037721796841	0.012421	-0.0112455	0.00012646127025	0.000154281241	0.000393126	0.0002607049999999	6.796709702499999e-08	1.5454805187599998e-07	0.000642071	0.0	4.122551690410001e-07	0.0	-0.000641669	0.000198192	3.928006886400001e-08	4.11739105561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3213044668	-0.2934368648	0.4849793148	-1.764547558	0.2309765304	1.874332349	0.805177242	-1.616576714	0.6556089438
