global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_07	aroma_motion_08	aroma_motion_12	aroma_motion_13	aroma_motion_15	aroma_motion_17
67636.86444787447	n/a	4574745432.340145	n/a	112810.81040877526	n/a	n/a	12726278945.084637	66603.98535750507	n/a	4436090865.502749	n/a	72895.27483735667	59334.12342141544	n/a	n/a	n/a	n/a	-0.0717832313	-0.0640047524	0.261418165	-0.1182034311	-0.1468946216	0.0169515378	-0.130706184	0.0592009625	-0.1962156662	-0.1117975162	0.0008390096	-0.1844931123	0.0363504386	-0.0752437651	0.0508739928	-0.1819479143	0.1284977982	-0.0264491878	0.0107941371	-0.115199656	0.0755851026	-0.0242605415	0.0969772901	0.1396290249	-0.0765431869	-0.0111268848	0.0737448259	-0.1601573424	-0.1905941656	0.0661730503	0.1954225011	-0.0327886643	-0.1179294846	0.1048472974	0.0416906098	-0.1796082174	0.1392205518	-0.0155679024	0.1315640942	0.0419098712	-0.0641875072	0.1014552694	-0.1172771564	0.0534014686	-0.2513537583	0.2090503842	-0.0539913312	0.0506299883	-0.1101399984	0.0439306827	-0.0333752985	-0.0198267511	-0.1446241127	0.1650743978	-0.1164061889	-0.0370039789	0.0124604402	-0.0636719241	-0.1470107391	0.1446886976	-0.0004838973	0.0598690132	-0.2103447829	0.0246530162	-0.1699903045	0.0393291098	-0.1846072944	0.0128506594	-0.0822763689	0.084160904	-0.0488662889	0.1029609274	-0.0539938963	0.0925693717	-0.1410235339	0.1981071349	-0.0527574891	-0.0524696762	0.1164581313	-0.0433951419	-0.0405949316	0.1643619509	-0.0272666	n/a	n/a	0.00074346747556	-0.0288427	n/a	0.00083190134329	n/a	0.0571027	n/a	n/a	0.00326071834729	-0.00120593	n/a	1.4542671649e-06	n/a	-5.5029e-05	n/a	n/a	3.028190841e-09	-0.000150019	n/a	2.2505700361e-08	n/a	0.3309299129	-0.8155557067	0.4308024769	1.058762536	1.054004296	0.4638730082	0.4422022314	2.663068089	0.3870496639	-1.348825991
67598.58778759539	-38.276660279079806	4569569070.87724	1465.1027221200857	111598.46957202232	-1212.3408367529337	1469770.3044588035	12454218410.817593	66643.67509983519	39.689742330127046	4441379430.812393	1575.275646231879	72832.47340799235	58647.84376608456	1.202065	21.832365	0.071280675	0.0432886	-0.105748804	0.1982969453	0.1410745018	0.1780706828	0.0566123376	-0.0476678899	-0.1063893994	0.1031584564	0.0835634963	0.1269490632	-0.007999751	0.0369004328	0.1460675231	0.0569490941	0.0260987007	-0.1554022596	0.1928783459	0.0112141571	-0.0435020618	0.0368174554	-0.041110616	-0.0632667447	-0.095576795	-0.0334437064	-0.2214333428	-0.3609855249	-0.0513589242	-0.0390909997	-0.024619974	-0.0042632516	0.0496945896	-0.0513745179	-0.1618773338	0.0733777599	0.0913643428	0.0945208716	-0.1661070979	-0.0485488525	0.1290852427	-0.0355646272	-0.1085216866	-0.0201728592	-0.117662636	-0.0955624912	-0.1642129458	0.016885324	0.1220323695	-0.1862649837	-0.0601419336	0.1790419042	0.1946238869	0.1365100955	-0.0667953009	-0.0878477656	-0.1682038478	0.1234008457	0.0711018757	-0.0297317873	-0.2874857495	-0.0742816195	0.0562434682	0.1349514979	-0.0302386653	0.2084679157	0.0867024204	0.0521610168	-0.2783253972	-0.1006904158	0.0050638906	0.1120622343	-0.0684005641	0.0662326723	-0.1747914341	0.1094305533	-0.0089465757	0.0376169467	0.1959907408	-0.093517067	0.1965436867	-0.2182161858	-0.134593711	0.1640657595	-0.0272049	6.169999999999787e-05	3.806889999999737e-09	0.00074010658401	-0.0413261	-0.0124833999999999	0.0017078465412099	0.0001558352755599	0.0243776	-0.0327251	0.00107093217001	0.00059426738176	-0.000868371	0.0003375589999999	7.540681936410001e-07	1.1394607848099999e-07	-0.0	5.5029e-05	3.028190841e-09	0.0	-2.23975e-05	0.0001276215	5.0164800625e-10	1.6287247262249998e-08	0.6420484008	-1.307806522	-0.4140968454	-1.623136031	0.1991834878	1.418533994	0.7950908777	2.161342458	-0.07630012391	0.998322783
67731.88179828595	133.2940106905589	4587607811.936979	17767.29328597484	112112.8186026936	514.3490306712774	264554.9253524827	12569284095.04048	66654.58419434584	10.909094510643628	4442833594.121138	119.0083430421549	73003.38387512646	62239.467001953126	1.398688	25.403498	0.07585928	0.0460208	0.0528219712	0.0335043836	0.145765582	0.001462004	0.1257252144	-0.086631982	-0.1911862377	0.009188397	0.0367514984	-0.1377561888	0.0344325962	-0.0868394504	0.1705752985	-0.0675149583	0.0687828369	-0.0099807644	-0.3358748331	0.1852496697	0.1687855276	0.0207414403	-0.0471613108	-0.1268526263	0.0601278897	0.1751440225	-0.2144269481	-0.1015978892	-0.027432226	0.1380680145	-0.0076921637	0.0465986748	0.087854898	0.0100242952	0.0208840534	0.1688954513	-0.0777243148	0.0912676911	0.1245648745	0.0735071856	0.1653289723	0.1510065121	0.2134988468	-0.0811162151	-0.0548248453	-0.0678330825	-0.0673058416	0.1381325725	-0.0622203244	0.1560932037	0.0346499102	0.3183987072	-0.0333239605	-0.0766764514	0.1989886375	-0.1469495258	-0.1548682318	-0.0774057062	0.3037082582	0.0023856024	-0.1295874595	0.0186816266	0.2628408633	0.0211168424	-0.1885708453	-0.0664992679	-0.0949239838	0.1123627014	-0.3172884451	-0.1281936823	0.0692131605	0.2050155894	-0.1185372675	-0.1102232752	0.1156482798	-0.1247548556	-0.0273283808	0.0173306196	-0.2070188423	0.2253518815	-0.038361823	0.0219022444	0.0141185996	0.1634739106	-0.027222	-1.709999999999906e-05	2.9240999999996787e-10	0.000741037284	-0.0162338	0.0250922999999999	0.00026353626244	0.0006296235192899	0.0298009	0.0054233	2.9412182890000025e-05	0.00088809364081	-0.00153201	-0.000663639	2.3470546401000004e-06	4.404167223210001e-07	0.000242394	0.000242394	5.8754851236e-08	5.8754851236e-08	-2.18989e-05	4.985999999999989e-07	4.795618212100001e-10	2.486019599999989e-13	-1.419089822	-1.354720142	1.479739013	-0.2409081168	-1.273033736	-0.2696685199	0.965940385	2.171823229	-0.4133922859	0.5250761
67662.23915171884	-69.6426465671102	4578178607.024393	4850.098220871427	112877.18129208754	764.3626893939363	584250.3209375312	12741258056.446796	66629.52756824713	-25.05662609871069	4439493943.967804	627.83451145059	72981.6127569624	61997.29306870404	1.459493	26.507872	0.07671525	0.0417066	0.0426757527	-0.1032870239	0.2181849507	-0.1849771166	-0.0061874381	-0.0897536651	-0.119179257	0.1539169824	0.1149754888	0.1401237273	0.039149386	-0.0495826891	-0.0149801617	-0.1495135478	0.1779335867	0.0377118536	0.0927259389	0.1007512036	0.0540722587	0.1492799474	0.0572058706	0.1245726068	-0.2238961307	-0.0690820312	0.108955755	0.0946779346	0.0130517192	0.2521107118	0.1213215968	0.1539949603	-0.0253227622	0.0470189961	0.1240923273	8.21012e-05	-0.0977020896	-0.1610454647	-0.1175901402	-0.0156627053	0.1162581191	0.0649556058	-0.0070937038	0.0301102418	-0.0968643109	-0.1769479497	0.0307010036	-0.1513973602	0.2681990046	-0.0897941148	0.0639932772	-0.1104578394	0.0709349881	-0.0294271406	0.0741794091	-0.1099687424	0.1504454455	-0.1327612284	0.161695376	-0.0200969646	-0.1762674288	0.2787746676	0.1383497948	0.115814518	0.0275213637	0.2115845252	0.0880517877	-0.0126769916	0.0582961718	-0.1230962975	0.1334294265	-0.0426240513	-0.1258992935	-0.0636490365	-0.0335102471	0.0290128546	-0.0857208094	-0.2007253739	-0.1504738776	0.1412119914	0.0422955289	-0.1511547298	-0.103884522	0.1625874706	-0.0223593	0.0048627	2.364585129000001e-05	0.00049993829649	0.0116443	0.0278781	0.00013558972249	0.00077718845961	0.0271846	-0.0026163	6.8450256900000105e-06	0.00073900247716	-0.00108331	0.0004487	1.1735605561000002e-06	2.0133169e-07	0.000620857	0.000378463	1.4323424236900006e-07	3.854634144490001e-07	-2.18989e-05	0.0	4.795618212100001e-10	0.0	-0.6493328436	-1.641064338	-0.5190849844	1.26594455	1.053030721	1.225551793	-0.84281508	1.449539232	-0.5467730545	-0.8139580738
67742.44358205747	80.20443033863558	4589038662.46824	6432.750645945047	112083.47103193392	-793.7102601536171	629975.9770731226	12562704478.56637	66648.75305051978	19.225482272653608	4442056283.18917	369.61916861611815	72926.16748134696	62776.633424862135	1.252961	22.756748	0.01914985	0.00979219	-0.0047102892	0.071002089	0.0773048131	0.0456609408	-0.1969434556	-0.015214469	-0.097697643	0.2046708952	0.0025068469	-0.0733640591	-0.0911216004	0.001330143	0.084112947	0.0411623558	-0.0483788144	0.1253830456	0.2591389663	0.0108194626	-0.1383295565	-0.1506516138	0.0094522375	-0.0176053361	0.036506064	0.0468864477	-0.1146376153	-0.0364885631	0.0262495588	0.0994188646	0.299021292	-0.0882459052	-0.0516715352	0.072041566	0.0730793802	-0.0405702745	0.0874839543	-0.0392421114	0.0395920634	-0.0524365728	0.1176653876	0.0912053878	-0.0167049341	0.1250217509	-0.0983964673	0.226563501	-0.0095170063	-0.1067485953	-0.1623286704	0.0238446177	-0.0212584502	0.0392882786	0.1850138565	0.1276498413	0.0417667185	-0.2552512203	0.0451405909	0.1175387501	-0.0796339117	0.0202625163	-0.1225581678	0.1204823872	0.0664753104	0.2511241155	-0.0507687195	-0.0582077503	-0.1179627849	-0.0005222844	-0.028926633	-0.0027263465	0.1059220038	-0.0729037792	0.0805424262	-0.0050041572	-0.0993649651	-0.165055423	0.1078744227	-0.0534255925	-0.2542168016	0.1092085311	-0.2234955901	0.1203011805	0.0714530386	0.161408037	-0.0272436	-0.0048843	2.385638649000001e-05	0.00074221374096	0.0114974	-0.0001469	0.0001321902067599	2.157961000000005e-08	0.0238239	-0.0033607	1.1294304490000007e-05	0.0005675782112099	-0.00123579	-0.0001524799999999	1.5271769241000002e-06	2.325015039999999e-08	0.000558178	-6.267900000000005e-05	3.928657041000007e-09	3.11562679684e-07	-2.18989e-05	0.0	4.795618212100001e-10	0.0	0.9243323903	-0.9690323677	1.390669627	0.348060916	0.1639325543	-0.07582735295	0.04438558819	1.478955864	-1.855982218	0.3537093278
67851.11817422915	108.67459217167924	4603774237.49321	11810.166983680809	112006.21597485268	-77.25505708124547	5968.343844626495	12545392417.005342	66577.4496888734	-71.30336164637993	4432556807.074469	5084.169382074444	72737.1250720127	66859.74475758272	1.770164	32.150391	0.0879069299999999	0.046584	0.0572273146	0.191238556	-0.091288132	0.2089443782	0.0143753837	-0.1193255948	0.0121579958	0.2117219769	-0.208120716	-0.1845689774	-0.0177687332	-0.0440708099	0.0341556301	0.2771284284	0.1842934914	-0.1089679697	0.1176965977	-0.1057406222	-0.0125873778	0.011658205	-0.0287670818	0.1524582125	0.1572475697	-0.0023515467	-0.0763059399	-0.0909677395	0.0442925715	0.0736937149	-0.0107938855	0.0262124933	-0.2315803464	-0.2050920962	-0.0138375023	0.1622228795	0.1986181948	0.0980897951	0.1355231179	0.0359048101	0.1200968829	0.0756812143	-0.3682570963	0.1458155321	0.1226881366	-0.1608418334	0.0018305107	0.1087138037	-0.0066967679	0.0001630208	-0.1604227146	0.034208291	-0.0526635258	0.0314812558	-0.0287468263	0.0202388888	0.0629715023	-0.0423758426	-0.0095994932	0.0389096851	-0.1841648768	-0.1247383314	0.1295088421	0.2752345786	0.1325230888	0.3479349357	-0.1343783497	0.0846583569	0.2570952133	0.0252415048	-0.0273436133	-0.1614851743	-0.0613999315	-0.0533989663	-0.056048895	0.1229749799	-0.0138753216	0.116692761	-0.0161536195	-0.1572278758	-0.1466913535	0.0884484986	0.2405866298	0.1599377353	-0.041341	-0.0140974	0.00019873668676	0.001709078281	0.00338959	-0.00810781	1.14893203681e-05	6.57365829961e-05	0.00642798	-0.01739592	0.0003026180326463	4.13189268804e-05	-0.000626999	0.000608791	3.9312774600100003e-07	3.70626481681e-07	0.000200853	-0.000357325	1.27681155625e-07	4.0341927609e-08	-2.18989e-05	0.0	4.795618212100001e-10	0.0	0.613624213	-1.71044357	-0.7273004555	-1.888948271	0.8603258366	-2.165613489	1.153114981	1.002246726	0.007656056535	-0.4062580525
68106.47669807	255.35852384084137	4638492168.224751	65207.97569817355	112329.59227693603	323.3763020833576	104572.23274910694	12617937301.102688	66666.1945703389	88.7448814655072	4444381498.490285	7875.6539863269245	72988.55494305727	72516.5759860409	1.764604	32.0494	0.0485481199999999	0.0271346	0.1832600194	-0.0704701317	-0.1236828782	-0.0347569329	0.1331753835	-0.0274072942	-0.0184294384	0.2337226339	-0.1072141874	0.0485864188	0.2047802946	-0.0896953056	0.0471680702	0.1905517275	-0.0782146469	-0.2076686133	0.1201261832	-0.0864151511	0.018601725	-0.0967763222	-0.1091982365	-0.0260049716	-0.0734153079	-0.0808094006	0.0434528542	0.0008072587	-0.2503041346	-0.1320462758	0.0152154038	-0.0054816449	-0.1212462187	-0.1106095677	0.146566454	-0.0757939421	-0.1076478297	0.085570191	-0.037968949	0.0873481324	0.0540648978	-0.0749408995	-0.2598348448	-0.1608827357	-0.1780215235	0.0532328601	0.1352041459	0.1451958019	-0.0494484241	0.0730219483	0.0926046849	-0.0758627328	0.1146608373	0.2098430759	0.0654173868	-0.0560748514	-0.1689918983	-0.0919007232	-0.1223635245	0.0729497604	0.0509186621	0.0551151754	0.2542928313	0.1399820646	0.0641460956	-0.0491052105	0.245371686	-0.1776716409	-0.2379753907	-0.0264972935	-0.1622392735	0.0241826792	0.1420160891	-0.0318533744	0.0688774691	-0.1217352297	0.1169261933	0.0114291205	0.2188409227	-0.0414469342	-0.0099426681	0.1589460472	-0.0149257338	0.1581792149	-0.0445838	-0.0032427999999999	1.051575183999998e-05	0.00198771522244	0.0246358	0.0212462099999999	0.00060692264164	0.000451401439364	-0.00996883	-0.0163968099999999	0.000268855378176	9.93775715689e-05	-0.000780245	-0.000153246	6.087822600250001e-07	2.3484336516000006e-08	0.000200853	0.0	0.0	4.0341927609e-08	-2.18989e-05	0.0	4.795618212100001e-10	0.0	-1.672013918	-0.8765518865	2.004948337	0.5589207164	-0.9468857207	1.09478429	0.3507297404	0.8026186457	0.560319769	1.368490642
68028.18271756255	-78.29398050744203	4627833643.854076	6129.947383699712	112690.0836818708	360.4914049347717	129954.05303184554	12699054960.227043	66687.92066535667	21.72609501775878	4447278762.668904	472.0232047206829	72942.24665228755	72838.26185317096	1.152042	20.923826	0.0752446749999999	0.0335144	0.1596233418	-0.15158042	-0.129716439	-0.1182016796	-0.0309065898	-0.0617531591	0.0350761127	0.2314279076	-0.2922915926	-0.033739972	0.1244154804	-0.194829804	0.008240345	0.0130114881	0.0421172324	0.0034725775	-0.0384690679	-0.012006515	0.0895755664	-0.1548884464	0.0952360911	0.0932415127	0.0011568064	0.025550468	-0.0587498295	0.019688738	-0.2330621411	0.2228296934	-0.0656602903	-0.0521800125	0.0244253197	0.1303090592	0.0010008797	0.1485735229	-0.0223542744	-0.1286790253	0.0684974248	0.072897033	0.15640794	0.0976405645	-0.2125308415	-0.0524289651	-0.0504238492	-0.0296040385	0.1404713735	0.0215419679	0.0133988465	0.0352494862	-0.0562274474	0.0511132781	-0.0545405838	-0.2481534029	-0.0662375618	-0.1839032332	0.1960385501	-0.0228078803	-0.0509010961	0.0910003925	0.0409659403	0.1626363993	0.1219813669	0.156106935	0.1762072508	0.047858033	-0.1941308003	0.010748588	0.1304393331	0.1089217159	-0.3144337988	-0.0846058531	-0.0566696156	-0.080247375	0.0921252921	0.0035252986	0.0864480732	-0.1148595295	0.1119687368	-0.1439951853	-0.1812402414	0.0172391705	-0.0528122345	0.1561356449	-0.0272728	0.017311	0.000299670721	0.00074380561984	0.00340441	-0.02123139	1.15900074481e-05	0.000450771921332	-0.00156185	0.00840698	7.067731272039999e-05	2.4393754225e-06	-0.000437733	0.000342512	1.91610179289e-07	1.1731447014400005e-07	0.000200853	0.0	0.0	4.0341927609e-08	-0.000245293	-0.0002233941	6.0168655849e-08	4.9904923914810004e-08	-0.1859195331	-1.362693148	0.6930703012	1.388484923	1.273166684	-0.8050316944	2.170570105	0.8961483126	-0.4979603647	-1.400866389
68022.33804849398	-5.844669068566873	4627038473.583592	34.160156521062355	111858.6245133628	-831.4591685080086	691324.348896029	12512351878.021488	66581.88420966447	-106.03645569219952	4433147304.909166	11243.729935763791	72859.16762800697	71956.39428107766	1.258611	22.859362	0.123075735	0.0738003	0.0969726829	0.1049636189	-0.2544458065	0.1656946531	-0.022228738	0.1495308031	0.059111627	0.3190814714	0.0483774178	0.0744966192	-0.0826767714	0.1882219355	0.0949194344	0.0228160164	0.0110614488	0.1005025032	-0.1016688394	-0.125017542	-0.1329832371	-0.2392395472	-0.1757185264	0.1946333961	-0.1905129218	-0.0315444526	-0.0797398322	0.0469755673	-0.0038597405	0.0969436953	0.0047825061	0.1302682223	-0.0730274673	-0.01566802	-0.1073952457	0.0502077569	0.0722354087	0.1836776448	-0.0956422159	-0.1536939795	-0.0425344543	0.1373745018	-0.0511462154	-0.0463915757	-0.0033881344	0.114422373	0.2763193792	-0.0940930324	-0.0893339123	-0.0451480944	-0.1429756694	-0.0499172005	0.2087480168	-0.1078240744	-0.0166568314	0.0250124712	0.0290927218	0.0035617432	0.1738435467	0.1828608085	0.0850721592	-0.0576680716	-0.0765189712	0.2028016839	0.2198814683	-0.1824218158	0.1468499353	-0.1036260864	-0.1323178452	0.0949980075	0.2157267829	-0.0456856766	0.1513809847	0.0352063582	0.1221490352	0.0507395637	-0.0653831346	0.0519826433	-0.0531931052	-0.0631462568	0.0614507501	0.0424529863	-0.0630685392	0.1538107079	-0.0303335	-0.0030606999999999	9.367884489999997e-06	0.00092012122225	0.0266233	0.02321889	0.0007088001028899	0.000539116852832	-0.058966	-0.05740415	0.0032952364372225	0.0034769891559999	9.27589e-05	0.0005304919	8.604213529210001e-09	2.8142165596561e-07	0.000314811	0.000113958	1.2986425764000006e-08	9.910596572100001e-08	-0.000101903	0.00014339	1.0384221409e-08	2.05606921e-08	1.653411672	-1.085378669	2.16295008	-0.3520851542	-0.5313739068	1.098189222	1.516894383	-0.887405551	-1.152993804	0.6643119691
68005.60087667944	-16.737171814544126	4624761750.598224	280.1329203495703	112213.9640809133	355.33956755050167	126266.20826697754	12591973734.7525	66573.45878232758	-8.42542733688606	4432025414.2422695	70.98782580914691	72799.32037573066	72465.56394933363	1.029291	18.694366	0.136045665	0.0784747999999999	0.1293868207	0.0655619259	-0.2610318565	0.0369552717	0.0446678629	-0.1122231564	0.019009461	0.0825443155	-0.0488375408	-0.0854985859	-0.0414563692	0.0310353663	-0.1355630942	0.0509498458	-0.0603118774	0.0698764767	-0.1593402333	0.0062629097	-0.1276734015	0.0600448821	-0.1736806804	-0.2133057638	0.0317531383	-0.1235496557	-0.0703067844	0.1138522501	-0.2150913856	-0.1454784181	-0.1009560634	-0.1489381033	-0.1743091677	-0.1264039596	0.0898374237	-0.1222634977	0.0541391853	0.0530873639	0.1121984781	0.0911390257	-0.1624364506	-0.0290372342	-0.0026741089	-0.1583112892	0.0561752599	-0.0820025837	0.1880190084	-0.1035861097	-0.332019183	-0.1305932619	0.1262995028	0.0887388731	0.0114012183	0.0472744145	-0.1084352144	0.0172517698	-0.185584367	-0.0699036864	-0.0644910417	0.1039412311	0.0858481463	-0.1811366629	0.1021176195	0.1419957841	0.036625505	-0.2131718886	-0.1945313459	0.0157084504	0.0297682475	0.1779101007	-0.2176117518	0.1099995672	0.0702329493	0.090294853	0.0390135217	0.0989765291	0.0084196013	-0.0311024812	0.0930050138	0.0128455311	0.0301427042	-0.0330615453	-0.0704064392	0.1512085936	-0.0272325	0.0031009999999999	9.616200999999996e-06	0.0007416090562499	0.00335081	-0.02327249	1.12279276561e-05	0.0005416087908001	-0.00372727	0.05523873	0.0030513172920129	1.38925416529e-05	-0.000611934	-0.0007046928999999	3.74463220356e-07	4.965920833104098e-07	0.000200853	-0.000113958	1.2986425764000006e-08	4.0341927609e-08	0.000168115	0.000270018	2.8262653225000004e-08	7.290972032400001e-08	1.166487114	-0.7912821869	2.247891163	-0.0509231694	-0.07018835861	-1.861929373	2.789381601	0.05093015917	0.8368832502	1.366821869
