global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	aroma_motion_01	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_09	aroma_motion_11	aroma_motion_16	aroma_motion_17	aroma_motion_18
67632.21352653575	n/a	4574116306.498925	n/a	112553.01124819514	n/a	n/a	12668180341.03634	66565.2949471711	n/a	4430938491.403883	n/a	73053.85275710419	60618.49902229398	n/a	n/a	n/a	n/a	-0.0692770227	0.1207754508	-0.1248201543	-0.0951054676	0.0689218688	0.2510794964	-0.0689757292	0.081561961	-0.0373861973	0.0499596679	-0.0957872897	0.184286073	-0.2043611479	0.0033194149	-0.1289096011	0.037288004	-0.0285312145	0.0800111487	-0.0867651681	0.0587313985	-0.0079267732	-0.1650855949	0.0744249278	-0.1304947593	0.1121332102	-0.1063698974	0.0517505224	0.1679113067	-0.0424118457	-0.163529682	0.0280392295	0.1181099308	-0.0048226524	-0.1236516419	-0.0250682615	-0.0931331806	0.0664368178	-0.1053006606	0.2120494456	-0.1592544764	0.1246259041	-0.0390158506	0.0118506935	-0.0772828713	0.0189499642	-0.0357824995	0.0310498165	-0.0769695005	0.1340825145	-0.1055131627	0.1259782981	-0.2009263153	-0.0339328638	0.018213633	0.3439673975	-0.0275166594	-0.0919250529	-0.0543791764	0.1378212783	-0.1930244805	-0.0202131311	0.1359468593	-0.0515558666	0.1590968016	-0.1149461917	0.0566809169	-0.0657466706	0.0517878786	-0.0247798918	0.1725174948	-0.0096405117	0.1693654777	-0.1329712457	0.2565079994	-0.1284621685	0.1792881165	-0.1465388769	0.0302162753	-0.2199312452	0.1653269422	0.2853730807	-0.0411279289	-0.0985566031	0.1643619509	0.0860272	n/a	n/a	0.00740067913984	-0.011876	n/a	0.000141039376	n/a	0.101737	n/a	n/a	0.0103504171689999	-0.00208547	n/a	4.3491851209e-06	n/a	0.000807469	n/a	n/a	6.52006185961e-07	6.98596e-05	n/a	4.88036371216e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	-1.415589716	-1.444411389	0.2299547663	0.5503437023	-0.7525324098	2.108819237	-0.4948176524	0.9474766617	-0.5687019863	1.05986072	-0.7240989576
67589.03321122297	-43.18031531278393	4568277410.427801	1864.5396305114425	112334.84715346537	-218.16409472977105	47595.572229260506	12619117884.992426	66617.81365030675	52.51870313564723	4437933095.546996	2758.214179050242	73015.14112275175	60574.2487775816	1.024059	20.704075	0.08983882	0.0498636	-0.0760516602	0.0833077429	-0.0214500474	-0.0858370541	-0.1914408585	0.2093444323	-0.1323566194	-0.0715717998	-0.0686502248	0.1415782658	-0.0253912382	0.2544576935	-0.0820258883	-0.2223498795	-0.1088708776	-0.0433988494	-0.0102282551	-0.0162632493	0.1248013626	0.0648007337	0.0608840628	-0.0568312137	0.106905849	-0.2451120419	0.0777728635	-0.0156455044	0.1714094573	0.0704315603	-0.0293362166	-0.1272134541	-0.0276692791	-0.0480190647	-0.100225031	0.0728362132	-0.1165660851	0.0711705286	0.2512822529	-0.1127469139	0.0523891924	-0.1187565619	0.1688042581	-0.0251225916	0.0542535933	0.0335431053	-0.0678196703	0.0808832364	0.1666796819	-0.1004859088	0.1299426355	-0.0795885355	0.0510051652	-0.1441639529	-0.0279268008	0.1927620332	-0.0312097845	-0.0188386563	-0.2192166799	0.0109208057	0.1355504474	-0.2318918101	-0.1506467778	0.0798845105	-0.1064368844	-0.0537656614	-0.0274489736	0.0741972491	-0.3376433559	0.1671193181	-0.0408319836	-0.0052279885	0.081008383	-0.0847291642	0.0045644326	-0.0183424706	-0.2668215889	0.1929429466	0.0747470424	0.0179749219	-0.0796547282	0.1967306899	0.0426836859	0.0812843742	-0.0332946222	0.1640657595	0.0672557	-0.0187714999999999	0.0003523692122499	0.00452332918249	-0.044167	-0.032291	0.0019507238889999	0.001042708681	0.134242	0.032505	0.001056575025	0.018020914564	-0.00214582	-6.035000000000025e-05	4.6045434724e-06	3.6421225000000304e-09	0.000815377	7.908000000000047e-06	6.253646400000075e-11	6.648396521290001e-07	0.000127028	5.7168400000000006e-05	1.6136112784e-08	3.2682259585600003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.3805011822	-2.185282365	1.196098989	0.5770930269	-0.1596479544	0.2263112567	0.9671245379	0.9216306668	-0.1917695454	1.71833668	0.06157400545
67617.90321193164	28.87000070867361	4572180834.778155	833.476940918815	111315.7896490821	-1019.057504383265	1038478.1972398482	12391205025.198694	66595.38187521302	-22.43177509373345	4434944887.105451	503.1845338558403	72939.24124925998	59231.97137436878	1.136646	22.98033	0.0816969	0.0540272	-0.1490817463	-0.1468993731	-0.0967413734	0.2238177365	0.0948602021	0.1798700219	-0.1008508226	-0.092474649	0.0208153383	0.0502109451	0.0739202375	0.3156705851	-0.1008017102	0.0800567895	-0.0545958096	0.0430502122	0.1022487855	0.1317864068	-0.0012247999	-0.0341142704	-0.0861271323	-0.1606228364	0.040523736	0.0460033729	-0.1000965663	-0.0342404734	0.0229326229	-0.1878302653	0.0716378909	-0.1523215135	0.0195751025	0.1245573354	0.0091541865	0.1129042425	-0.1608346982	0.1768941368	-0.0786667339	-0.0283759212	0.286445838	-0.1287043478	0.1338527412	0.0472886404	-0.0149393028	-0.0169651324	-0.1248565057	-0.106330021	0.0140976719	0.0765561296	-0.0476528592	0.1052725352	0.0939642661	-0.0370785629	0.0616937459	0.0870938222	0.006108545	-0.0411784568	0.0461463122	0.0165921594	-0.2783349144	-0.2020591841	0.0482394499	-0.0027870928	0.1099314806	0.0974611243	-0.2548232365	0.147946403	-0.1528455987	-0.0033246526	0.026163323	-0.0494625268	-0.0615858669	0.0053626515	-0.2386984317	0.0310586225	-0.1507836531	-0.0635972207	0.0062747969	0.120360461	-0.0357023793	-0.0690312479	-0.2751735668	-0.0997439424	-0.0548160653	0.1634739106	0.077548	0.0102923	0.00010593143929	0.006013692304	-0.0231381	0.0210288999999999	0.00053537167161	0.0004422146352099	0.0855514	-0.0486906	0.00237077452836	0.00731904204196	-0.00214582	0.0	4.6045434724e-06	0.0	0.000781675	-3.370200000000004e-05	1.1358248040000022e-09	6.11015805625e-07	0.000127028	0.0	1.6136112784e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4006375226	-1.585579902	0.1029028429	1.4982025	-1.019669224	1.966568866	-1.923971724	-0.4867236828	-0.1507108341	0.5146519393	1.50703646
67631.24934596953	13.34613403788535	4573985888.096704	178.1192937572019	112050.40659808168	734.6169489995809	539662.0617574529	12555293618.795427	66589.60820871677	-5.773666496243095	4434175921.3904	33.335224809840014	73063.6273478025	60098.15153528433	1.056018	21.35022	0.07851404	0.0481444	-0.0730221539	0.1096457305	-0.1504915553	-0.0759164136	0.0622450614	0.1591707564	-0.1520716047	-0.1548100027	0.0242239073	0.1318523199	-0.1116169315	0.0602253124	-0.2901494554	0.0213181036	0.047326288	-0.1143177771	0.0277227164	0.0351515478	-0.0175587934	0.1938050821	0.1321309663	0.077679482	-0.0030721655	0.0941532262	-0.1123208079	0.0185639265	0.0765903968	0.0504360394	0.0501203682	0.0357410877	0.0544873127	-0.0153046862	0.0479557117	-0.1644972902	-0.0181849104	-0.1130998542	0.0923351848	-0.1303659393	0.199059703	-0.074877623	0.0289863334	0.0301655977	0.1211542077	-0.0364187592	0.1219618426	-0.1240710732	0.0486363097	-0.0112950009	-0.1972125153	-0.0509906597	-0.0760525975	-0.000250446	-0.0241775244	0.1506292856	-0.0507108318	0.0723275136	0.0440953746	0.1998615154	-0.0284841153	-0.2017234506	-0.224872047	0.0714091002	0.0058363383	0.1637304291	-0.0430703874	0.0053710469	-0.1653368922	0.0523340128	-0.1480048728	0.0729832824	0.0773114161	0.0837511417	0.0884974414	0.1064014735	0.03911847	-0.1189483407	-0.0140329053	0.1076947644	0.0767775596	-0.2053015999	0.059585797	0.148569851	0.1559075615	0.1625874706	0.0677219	-0.0098261	9.655224121000007e-05	0.00458625573961	-0.00878166	0.01435644	7.711755235560001e-05	0.0002061073694736	0.12883	0.0432786	0.00187303721796	0.0165971689	-0.00214582	0.0	4.6045434724e-06	0.0	0.000560617	-0.000221058	4.8866639364e-08	3.14291420689e-07	0.000127028	0.0	1.6136112784e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.672656404	-1.746812626	-0.5022143908	0.753313418	0.1837207926	0.7479706875	-0.5097604344	0.9381926243	-0.2845195096	0.6542854507	0.2882703859
67545.57377402643	-85.67557194309484	4562404536.462447	7340.3036277764195	112283.51977619636	233.11317811468325	54341.75381072804	12607588813.33148	66555.28515358725	-34.32305512952735	4429605981.875311	1178.0721134245734	73011.53143764801	60860.52557701808	1.090913	22.05571	0.09199466	0.0591497	-0.0568978245	0.1024771396	0.040466969	-0.0478419764	-0.1745987427	0.0268354268	-0.2832982606	0.0718194143	-0.072550708	-0.0947843173	0.0143487706	0.0897496091	-0.0380815093	-0.2043549575	-0.028117916	-0.0069370333	-0.0607086709	-0.0073248195	0.0574110459	-0.0208387686	-0.0801004567	0.0425080296	-0.153527978	0.16263844	-0.465111599	-0.0235604568	0.0073272576	-0.0046727133	-0.2792246798	0.0674236883	-0.0278144753	0.0993718909	-0.1243004503	-0.0428661828	-0.0054944399	0.0386137986	0.1022924164	0.0249497195	-0.0628544434	-0.1712172062	0.1672777258	0.0662677222	-0.0088472145	0.0314376716	0.0527344189	0.1039355198	0.073637267	0.0478451502	-0.1037542893	0.2342464897	-0.0184099047	0.1254291106	0.0233004913	0.3017703023	0.0756349068	-0.1186086776	0.2929376051	-0.0811459717	-0.1038004737	-0.14230659	0.1568464807	0.1587095447	-0.1214792573	-0.0031852712	-0.0343952641	0.1482525071	-0.0764243196	0.0406050954	-0.1396571004	-0.0617063814	0.2265821741	-0.008968442	0.0856944117	0.0786558579	-0.0138530143	-0.0803310377	-0.1156784789	-0.0770383774	0.0678268357	-0.1845202818	-0.0284899871	0.052366974	0.041724053	0.161408037	0.069251	0.0015290999999999	2.338146809999974e-06	0.0047957010009999	0.0147348	0.02351646	0.0002171143310399	0.0005530238909316	0.0839788	-0.0448511999999999	0.0020116301414399	0.00705243884944	-0.00172719	0.00041863	2.9831852961e-06	1.752510769000001e-07	0.000537289	-2.3327999999999977e-05	5.441955839999988e-10	2.886794695210001e-07	0.000127028	0.0	1.6136112784e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1824798988	-1.494739395	1.250961095	0.05858402371	-2.145189454	1.58163742	1.164864929	-0.4235737896	-0.3282486875	0.616389399	0.8714144432
67645.15619312931	99.58241910288052	4575867156.39286	9916.658194381744	111774.09874561676	-509.4210305796005	259509.78639678223	12493449150.394888	66506.53038460719	-48.754768980055815	4423118583.798679	2377.0274982986125	72827.40226974797	59966.44763498061	1.097695	22.192822	0.13168485	0.066881	-0.1022520431	-0.0634575157	0.0872102876	0.1567166537	-0.1079706067	0.2023865456	0.1718934146	-0.0529994101	-0.1109902178	0.1937813176	0.0578273874	0.1991184308	0.0610067539	-0.0078956876	0.099867345	0.1601767269	-0.0402564514	-0.2058335744	0.1017898176	0.0996467156	-0.0044952927	-0.1821759348	-0.1843117612	0.0231335545	0.193964083	-0.0360370102	-0.0939454353	-0.2258339662	0.0001068795	0.0925335266	-0.0392064884	-0.000108495	0.0237546411	0.0912055812	0.105718961	0.2300264069	0.07369582	-0.1073358429	0.0933289791	0.1830062958	0.079233883	-0.1267519205	-0.0374177531	-0.1818204445	0.0058661778	-0.0012743286	0.1720220279	-0.1441580595	0.0520970676	0.2389212703	-0.0327722804	-0.0581740759	0.0394418595	-0.2590369935	-0.1846586412	-0.0417880592	0.0774103941	-0.0522340151	-0.0662292728	-0.1795047905	-0.2528857748	0.0374263515	-0.0654678635	-0.1076020718	-0.1527124029	0.0639565894	0.1365292452	0.0729417501	-0.1018290624	-0.1562058102	-0.064073302	-0.0232575748	0.1169135558	-0.1311730588	0.0611959713	-0.0235664899	-0.2144847567	0.0807751834	0.1569941914	-0.0007961175	0.1015940966	-0.3233379959	0.1908880089	0.1599377353	0.0518903	-0.0173606999999999	0.0003013939044899	0.00269260323409	-0.0055905	-0.0203252999999999	3.125369025e-05	0.0004131178200899	0.139991	0.0560122	0.00313736654884	0.019597480081	-0.00189656	-0.00016937	3.5969398336e-06	2.8686196900000024e-08	0.000870219	0.0003329299999999	1.1084238489999997e-07	7.57281107961e-07	0.000384461	0.000257433	1.47810260521e-07	6.6271749489e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.5426228006	-2.187462787	-0.1840734486	0.8435157986	0.8926203802	1.399914854	0.4247467582	-1.790994374	-1.118705085	0.9872583486	0.7996174271
67669.19098291996	24.034789790646755	4579119408.282896	577.6711202805775	111908.63771787335	134.53897225658875	18100.73505585916	12523543195.870226	66505.53530536384	-0.9950792433519382	4422986226.252996	0.990182700549866	72934.94845494334	60290.25741284122	1.154285	23.33695	0.111319035	0.0565204	-0.0755746076	0.0612720965	0.0042929707	0.0195028923	0.1229524066	0.089653054	0.0091117965	-0.0890205875	-0.2311851807	-0.1026437969	-0.1178903897	0.0977448607	-0.1904261791	0.0520257551	0.0115624399	0.1121947015	-0.0558013123	-0.2127504043	-0.0302258295	0.2586877741	-0.0345839062	-0.0256765887	0.1566658506	0.0854368551	0.0320255261	0.1101714208	-0.1678354381	-0.0934099808	-0.1271530082	-0.1207608169	-0.0896168392	-0.2046725971	0.0124276348	0.1129148357	0.0989444863	-0.0453036984	-0.018703058	-0.1559906496	0.1432549183	0.1055249188	0.1362329673	-0.1667897668	0.0733571562	0.1115446472	0.119842165	-0.0823130219	0.1238670324	-0.0128581672	-0.0966113188	-0.0141606016	-0.2481381031	-0.0146865588	0.184108139	-0.0491262305	-0.0992278901	-0.1946575545	-0.0636039302	-0.171957146	0.015073682	-0.1894673562	0.048155757	0.0713490534	0.2180083471	0.1384173858	0.0361327266	0.1727740392	0.1483768109	0.2095194373	0.163373998	0.0885271771	-0.0909985845	-0.0056538894	0.0441569266	-0.311547494	0.0849519816	0.1417520251	0.2582195172	-0.074430647	-0.1279656715	0.0449048964	0.026328812	-0.1915795525	0.1304559481	0.1581792149	0.0430339	-0.0088564	7.843582096e-05	0.00185191654921	-0.0205791	-0.0149886	0.00042349935681	0.0002246581299599	0.124514	-0.015477	0.000239537529	0.015503736196	-0.00134085	0.00055571	1.7978787225e-06	3.0881360410000004e-07	9.89343e-05	-0.0007712846999999	5.948800884540899e-07	9.78799571649e-09	0.000271515	-0.000112946	7.3720395225e-08	1.2756798916e-08	0.0	0.0	0.0	0.0	0.0	0.0	-1.538352054	-1.559431749	-1.67641905	0.9745015723	-1.926129648	1.443693119	-0.5726446163	0.915826563	0.03617527055	0.550123499	-0.8884660111
67608.56958090769	-60.62140201227157	4570918680.776436	3674.954381933444	112264.78743167286	356.14971379950293	126842.61863946784	12603382497.078691	66523.43245409425	17.897148730407935	4425367065.47444	320.30793267834235	72915.63747110397	61301.86156368926	1.149065	23.231405	0.079253185	0.0392715	-0.0381148951	0.1712262919	0.0471591806	-0.1282240528	-0.0864579144	0.0920695663	0.0784371247	0.061260309	-0.1232928499	0.0105968863	-0.2124189265	0.0316848197	-0.0065689517	-0.0409742033	0.0320628009	-0.084041887	0.0778628509	0.072270844	0.1438867562	-0.047791222	-0.0317538437	-0.0121862277	0.1279165453	-0.0331678139	0.0973908645	0.0011267249	0.0568163054	-0.0739029399	0.0582451597	0.059368753	-0.2298209354	-0.0107861281	0.1433233507	0.0543616392	0.2339606654	-0.0286540584	0.1780152916	-0.2093909126	-0.0320794536	0.0096497406	-0.0595343294	-0.0178293804	0.0241763146	-0.0177560843	-0.1352246959	0.0302469479	-0.0057936247	-0.0577434967	0.055293716	-0.0677197151	0.0717829914	0.0664573052	-0.0045292036	-0.0412027086	-0.1355067739	-0.1726049445	-0.0745861903	-0.1640216569	0.0238340064	-0.1378517566	-0.1135276132	0.1261712877	-0.0976865518	0.0009046026	0.0298464496	-0.0337846606	0.1248101022	0.0599785435	-0.0058596457	0.0467222474	0.1310202119	-0.06415	0.1422691914	-0.0283821629	0.0725801401	-0.1786111445	0.0354744642	-0.2402657054	0.1494147823	-0.2138307103	-0.1123468195	0.0117065446	0.005740213	0.1561356449	0.0519332	0.0088992999999999	7.919754048999999e-05	0.0026970572622399	0.0116182	0.0321973	0.00013498257124	0.0010366661272899	0.117823	-0.006691	4.4769481000000034e-05	0.013882259329	-0.00119007	0.0001507799999999	1.4162666049000003e-06	2.2734608399999966e-08	0.000425335	0.0003264007	1.0653741696049e-07	1.80909862225e-07	0.000119384	-0.000152131	1.4252539456e-08	2.3143841161000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	-0.1522144153	-1.620194394	0.92617529	0.9211008988	0.1032572466	1.429854807	1.293502543	0.9796085122	0.4063939278	1.193172577	-2.267825578
67514.32568395439	-94.24389695329592	4558184172.559063	8881.912112943459	111199.62895781764	-1065.1584738552192	1134562.5744255795	12365357480.356316	66548.27199162832	24.839537534076957	4428672505.071743	617.0026249068178	72910.34577624606	59977.55995510557	1.052719	21.283527	0.07730495	0.042504	-0.1213077114	-0.0875135785	0.1092576654	0.1798293368	-0.0336706347	0.0469763741	-0.0636654882	0.0678833668	-0.0094761945	0.0839895107	-0.0511999589	0.1646351375	0.104477586	-0.0827520369	0.0217731316	0.0089669535	-0.0190891358	0.1853229147	0.0819457126	-0.0513461595	-0.0429835918	-0.0235502377	0.0011500974	-0.1588999806	0.0850407814	-0.2310365237	-0.226148038	0.0931640288	0.0109976174	0.2775086911	-0.0717331759	-0.0672082508	-0.0367572555	0.2161091542	-0.0197479049	0.1234491425	-0.0740614244	-0.1210061731	-0.0152575884	-0.0971429911	0.0557336808	0.1119305197	0.0568577931	-0.2003785414	-0.1216932943	0.0997051113	-0.1595810749	-0.0518035974	0.0313490135	0.1616904622	-0.0476834526	0.0688986174	-0.3025929438	-0.0223107067	-0.1736017504	0.013914512	-0.0896899104	-0.09028515	0.2398683745	-0.1404710388	0.1661924134	0.0108029372	0.0413957769	-0.1274644664	-0.0554797622	0.1422750852	0.109958733	0.0645270785	0.0259656917	-0.0251372704	-0.2396368822	-7.3837e-06	-0.0014968554	-0.0589474934	0.1862526179	0.0092275999	-0.0287596021	-0.1345926624	0.2222621315	0.157586566	-0.1642183941	0.0537695006	-0.1085963097	0.1538107079	0.0569319	0.0049987	2.4987001690000018e-05	0.00324124123761	-0.0159486	-0.0275668	0.00025435784196	0.00075992846224	0.0908498	-0.0269732	0.00072755351824	0.0082536861600399	-0.000991211	0.000198859	9.824992465210002e-07	3.9544901881000007e-08	0.000368174	-5.716100000000002e-05	3.2673799210000022e-09	1.35552094276e-07	0.000218689	9.9305e-05	4.7824878721e-08	9.861483025e-09	0.0	0.0	0.0	0.0	0.0	0.0	1.276794227	-1.433191186	0.1597993302	1.024451172	-1.855559736	1.709968572	0.02010526734	-0.8321716933	-1.313542891	1.242847569	0.3554746632
67538.83734285164	24.51165889724507	4561494549.62417	600.8214218948934	111799.3025990099	599.6736411922611	359608.4759407848	12499084061.62498	66491.93057419479	-56.341417433533934	4421176831.48354	3174.3553184197217	72978.87380451483	60258.77599154256	1.037598	20.977808	0.03743418	0.0237467	-0.0868342958	0.0515231587	-0.0002529192	-0.0623517568	0.0408635274	0.1079059934	-0.0243189039	-0.0725795029	0.0351936121	0.196753886	-0.1361273827	0.003793735	0.0520234984	0.0929220148	0.0300259667	0.1068364129	-0.0846215703	0.1091825652	0.0297537849	-0.1584072299	-0.0737908866	0.0231517724	0.1708675152	0.0053943788	-0.2081745966	0.1793314515	-0.1419928509	-0.0425229733	0.1439989024	0.1687881975	0.013879242	-0.0200503405	0.0819780866	-0.0600131881	-0.1698960663	-0.0974972954	-0.0353418725	-0.1507420866	0.0764512177	0.0282429354	-0.0269042796	0.0208266127	0.012365133	-0.0843694314	-0.2031023858	0.1586214724	0.0142220999	0.2067851025	-0.0451714821	-0.0057493939	-0.1358524429	0.1268913972	-0.0698420451	-0.1371950573	-0.0654058926	0.2607114022	0.1594079603	0.063468893	-0.1001528396	-0.118175745	-0.0945467122	0.0648191268	0.0756205595	0.0170000285	-0.0765204878	-0.1092025159	0.1559729563	-0.0260554518	-0.0517385069	0.1042462657	-0.0176852864	-0.166777495	0.0010728706	-0.0532014249	0.1982098456	0.0592423614	0.1433000844	-0.2076834106	0.0450016879	0.0548693673	-0.2028299473	0.2468446677	-0.3361569812	0.1512085936	0.0565891	-0.0003427999999999	1.1751183999999815e-07	0.00320232623881	0.00445038	0.02039898	1.98058821444e-05	0.0004161183850404	0.0943594	0.0035096	1.2317292160000012e-05	0.00890369636836	-0.0011813	-0.0001900889999999	1.3954696899999998e-06	3.6133827920999946e-08	0.000441741	7.356700000000002e-05	5.412103489000003e-09	1.95135111081e-07	0.000218689	0.0	4.7824878721e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235739828	-1.693100208	-1.079070614	0.2544364691	-0.008353500952	1.823741257	-0.323475447	1.822422614	0.2025666671	0.4889980274	-0.2023554302
