global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	aroma_motion_02	aroma_motion_04	aroma_motion_09	aroma_motion_12	aroma_motion_13	aroma_motion_14	aroma_motion_15
70567.07460892128	n/a	n/a	4979712018.861062	97261.31501344776	n/a	9459763398.14512	n/a	72051.913918535	n/a	5191478299.323978	n/a	75819.57123708143	62569.57279530293	n/a	n/a	n/a	n/a	-0.0861990742	-0.1016573456	0.172715658	-0.0596570244	0.1186067861	-0.2343977143	0.0602914049	-0.1334765899	0.0930469441	-0.1228676872	0.0500400643	-0.1214630293	0.0229590397	-0.0583295959	-0.1696765521	0.1394260882	-0.0985512405	-0.1010699856	0.0048397611	-0.0724873315	0.0468292477	-0.0634320546	0.1138366527	-0.0613661815	0.0073277521	-0.160629962	0.1082077234	-0.3126596242	0.0015475336	0.1242508636	-0.0278912716	-0.2433803145	0.0121952192	0.255669488	-0.0550101742	-0.1149781457	0.0102254493	0.0162827139	0.0483523918	0.2392251848	-0.2062293321	0.1292895115	-0.0215981492	0.1195353561	-0.1182217747	0.0128275876	-0.0085349032	0.1714834204	-0.1036235681	0.0292288343	-0.0069578147	0.019433909	-0.0032477081	0.2320268364	-0.0348640801	-0.0007775125	-0.0575804532	0.0867963952	0.1358626479	-0.1923447533	-0.0485679413	0.220823012	0.2006569107	-0.1078845033	-0.138601038	0.2593879137	-0.1962265227	0.0170901537	-0.0408419719	0.0448927266	-0.0745149458	-0.2239118938	0.0542079998	-0.0444747844	0.20944259	-0.0723227455	0.0925863152	-0.1456163593	0.1813228184	-0.0098217335	0.0298086671	-0.171809977	0.149945905	-0.0762690754	0.0397606149	0.0451219509	-0.0309794987	-0.0346943972	0.1643619509	-0.0192154	n/a	n/a	0.00036923159716	-0.0304744	n/a	n/a	0.0009286890553599	-0.0782283	n/a	n/a	0.00611966692089	0.00184634	n/a	3.4089713956e-06	n/a	0.000573327	n/a	3.28703848929e-07	n/a	-0.000580787	n/a	n/a	3.37313539369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.744874948	-0.400170738	-0.01575177365	0.3163256632	-0.2939870606	2.141996688	0.3176975997
70341.50098284511	-225.57362607616236	50883.4607811483	4947926760.5196	96696.88897925203	-564.426034195727	9350288338.265793	318576.7480779159	71991.95102311118	-59.96289542382874	5182841012.114038	3595.548827609022	75696.03852564628	52173.05345707115	2.673279	58.060127	0.04493415	0.0254695	0.0208990877	-0.1728011299	0.0077781854	-0.135318323	-0.0122040864	-0.1478464735	-0.0567082061	-0.1256080389	-0.0460051337	0.1185611403	-0.0986627353	-0.0593436248	-0.0364629351	0.0369029573	0.046532939	0.1020832036	-0.1111247509	-0.1780370562	0.1045227324	-0.2316957343	0.1885314022	-0.0242776064	0.0641436936	0.0593488453	-0.1053029144	-0.0554089546	-0.1531470544	0.0750601057	0.0719895894	0.1288498822	0.1141672712	0.1504688534	-0.0925542307	0.0687629906	0.0512923003	-0.0625216773	-0.0828763762	0.1622045502	-0.1174132391	-0.0028779081	-0.1915910963	0.156389126	0.0163907365	0.0847086745	-0.0333611176	0.1372831893	0.2409402064	-0.2142802912	-0.0826768532	-0.0125328475	-0.1537821945	0.0458834915	-0.0134733546	-0.050578624	0.0401504481	-0.1450543144	-0.0975987705	0.0823875	0.1281337027	0.1115942674	0.1485605101	-0.0946671169	-0.0893087575	-0.0557686896	-0.1342801436	0.2354646201	-0.1415151169	-0.0586570123	0.0963037669	0.0320991315	-0.1988722503	-0.1907635046	0.0163123894	-0.1291739896	-0.0307879068	-0.2653340463	-0.1012246144	0.004628847	0.1331845716	-0.0414959278	0.1620255617	0.0115904173	0.0371401588	-0.0478940131	0.1032482019	0.1361368246	0.0125158901	0.054731444	0.1640657595	-0.02144	-0.0022246	4.948845160000001e-06	0.0004596736	-0.0305064	-3.200000000000078e-05	1.0240000000000496e-09	0.00093064044096	-0.0642893	0.013939	0.000194295721	0.0041331140944899	0.00225712	0.00041078	5.0945906944e-06	1.6874020840000014e-07	0.000409336	-0.000163991	1.67555960896e-07	2.6893048081e-08	-0.000580787	0.0	0.0	3.37313539369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.731939009	-0.3810406206	0.806615517	-0.7012953667	0.2016637489	-0.7504768884	-0.8659785486
70498.77859032413	157.2776074790163	24736.245814323524	4970077782.727544	96991.14161116804	294.2526319160097	9407281551.037651	86584.61138949869	71976.47284340448	-15.47817970669712	5180612642.977343	239.5740470328105	75727.52236208825	63124.24688128432	2.810426	61.038769	0.0576756	0.0331574	-0.1240767984	-0.0816247546	-0.0169662049	0.0065149816	0.1109813546	-0.0350544598	-0.2247791445	-0.1786150183	-0.1615763837	-0.0116766107	0.0825414547	-0.0742520478	0.0564068997	-0.0643184754	0.1164421307	0.1010385276	-0.1323670816	-0.084499303	0.0516270948	-0.1730664914	-0.0408508749	-0.0508851212	0.0762841913	-0.0023551917	-0.0854949813	0.035815646	-0.0093992978	-0.1086825229	0.1652216203	0.1783718613	-0.0381270045	0.0342925763	0.0608356201	-0.2693180263	0.015729026	-0.1108033628	-0.1315348842	0.1175748281	0.2144571372	-0.0791825502	-0.2062912011	0.1094179622	0.0048002105	0.005818024	-0.1223835422	0.0902474062	0.1624962378	0.0759316557	-0.0694951516	0.0820073589	-0.0472280237	0.0279285311	-0.1135357815	0.0058411724	0.1051224125	-0.0245540339	-0.0233566147	-0.1268278791	0.0397426326	0.0594873381	0.0662298806	0.375982415	-0.0275373104	0.0884394448	-0.1359173879	0.2131332004	-0.1963398278	0.1953828625	-0.0199274567	0.0056087625	-0.0838829504	-0.3177313796	-0.0367090457	0.0274755974	-0.0441632262	-0.0752814248	0.2454470535	0.0843518141	-0.0355752464	0.0156934126	0.0758929499	0.1292936658	-0.0558078687	0.0306987545	-0.0667182157	-0.0036989652	-0.0356837306	0.0697794529	0.1634739106	-0.0171985	0.0042415	1.799032225000002e-05	0.0002957884022499	-0.0304632	4.320000000000018e-05	1.8662400000000157e-09	0.0009280065542399	-0.0753661	-0.0110768	0.00012269549824	0.00568004902921	0.00170158	-0.00055554	2.8953744964000004e-06	3.086246916e-07	0.000700078	0.000290742	4.901092060840001e-07	8.453091056400003e-08	-0.000580787	0.0	0.0	3.37313539369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.101268806	0.6410229026	-0.3242797595	1.011667112	-1.081991193	-0.08907499109	-0.6524590418
70378.3646981294	-120.41389219473058	14499.505433484195	4953114217.582907	96850.35165535349	-140.7899558145582	9379990615.765633	19821.81165826525	72004.79805311348	28.325209709000774	5184690942.669655	802.3175050588717	75641.81053835351	55313.69086709573	2.331885	50.645481	0.05425175	0.0336664	-0.0095456496	-0.1104993992	0.2280484615	0.0159662049	0.0091035578	-0.12015671	0.1769850763	-0.0352411675	-0.214817986	0.0368550777	0.1801373079	-0.112737653	0.1592541871	-0.0375120987	-0.1991617758	0.2523563786	-0.0053061618	0.0421174366	0.0442145136	0.1351921945	0.2036008053	-0.0607269479	-0.1323095772	-0.0500989867	-0.1094708479	0.0419344745	-0.0336023772	-0.0704454231	-0.0152475508	0.1347689571	-0.0443781151	0.0707010217	0.000502267	-0.0302591762	0.061052976	-0.0312811035	0.1114322648	-0.0553936057	0.1492984901	0.1938180356	0.052835745	0.1873614869	-0.2590693061	0.1049371027	0.043833569	-0.0237793908	-0.1048136496	-0.0274970964	0.1031295881	0.0277663876	-0.1701438136	-0.0446205973	-0.0563020692	-0.1100002049	-0.0808891752	0.0444065921	-0.145977996	-0.1007782405	0.0207681414	0.1483205293	-0.057286786	0.0323115595	0.0661874818	-0.1391268689	-0.0811169835	0.1923865195	-0.1940500885	-0.0573210448	-0.0972532395	0.1645973993	-0.0241293297	-0.0215311662	0.0309290816	-0.0043591717	-0.0040684439	0.0580821719	0.1026410929	-0.0930817417	0.063331156	0.0093392094	-0.0224256308	0.013786399	0.1097076643	0.0280812536	-0.1403370374	0.0177289529	0.0376068186	-0.0643183139	0.1625874706	-0.0197331	-0.0025346	6.424197160000007e-06	0.00038939523561	-0.030458	5.200000000000343e-06	2.7040000000003568e-11	0.000927689764	-0.0489662	0.0263999	0.00069695472001	0.00239768874244	0.00143009	-0.00027149	2.0451574081e-06	7.370682010000007e-08	0.000465327	-0.000234751	2.1652921692900002e-07	5.5108032001e-08	-0.000580787	0.0	0.0	3.37313539369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.469099074	-1.768325971	-2.392309971	-0.2198076405	-0.09304589168	-0.341835072	0.7743631243
70404.05782507033	25.69312694092514	660.1367720024932	4956731358.235847	96569.66499103484	-280.6866643186513	9325700196.4807	78785.00352633125	71930.34002850507	-74.45802460840787	5173973816.61636	5543.997428586272	75584.69413909114	48788.17268348203	2.294211	49.827267	0.08390013	0.0428407	0.0654078446	-0.1178824977	-0.0036029777	-0.2108023372	-0.2780761585	0.0374593322	-0.139862758	-0.1984097963	-0.1808526579	-0.1576067524	0.0764895187	0.093172789	-0.0652425395	0.140422005	0.0755222773	0.1732633957	0.0937282779	0.0757013757	-0.0350514825	0.1936637884	-0.0050630032	0.0391967426	-0.0273652093	0.0284141899	-0.0730611849	0.1371146123	0.149225354	-0.0913015192	-0.0674778802	-0.010145963	0.093604176	-0.1695067966	-0.0830670166	-0.0536935284	0.0304519231	0.1697717501	0.0082435307	-0.1068201432	0.0233218004	-0.0909204868	0.1214024968	0.2669386437	0.0918294987	0.009710914	0.1545001297	-0.109047842	-0.045557726	0.0784466669	0.0249628338	0.1113954078	-0.0145696686	0.0046684904	0.0683274842	0.0231847536	-0.0491117715	0.1551533084	-0.0464897596	0.1358561233	0.1500175868	-0.17975747	-0.0573934116	-0.0288781523	-0.1290030412	0.0914173894	-0.0432393162	0.0937869941	-0.1047338123	0.0321608135	0.2317904249	0.118510391	-0.0137942689	0.1487074131	-0.0983131263	0.0084115368	0.1086623612	-0.0963792959	-0.0972405923	0.0611056654	-0.0084388183	-0.0897112432	-0.1716945571	0.017277362	0.0063457765	-0.0015364216	-0.0607409658	0.113783458	0.1028047754	-0.0337277985	0.161408037	-0.00141262	0.01832048	0.0003356399874304	1.9954952644000003e-06	-0.0228897	0.0075683	5.727916489e-05	0.00052393836609	-0.0277122	0.021254	0.000451732516	0.00076796602884	0.00116027	-0.00026982	1.3462264728999998e-06	7.280283240000004e-08	-0.0	-0.000465327	0.0	2.1652921692900002e-07	-0.000580787	0.0	0.0	3.37313539369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.40707676	-2.164898086	0.1377875855	-1.386953016	-1.593847283	-0.5472528741	-0.01623165757
71175.24790921154	771.1900841412134	594734.1458777318	5065915914.937721	97394.04824538936	824.3832543545286	9485600633.62523	679607.7500601634	72055.12226226581	124.78223376073583	5191940644.230074	15570.605862318922	75703.03406464742	72133.81024787131	3.910693	84.93512699999998	0.0778751	0.0420363	-0.2396134346	0.1759027105	-0.077890987	0.0630634338	-0.0822379143	0.2276763253	0.0030269551	-0.2137458552	-0.0528064393	-0.1434643065	0.2657735952	0.0997443425	-0.1019733834	-0.0262976388	0.0488389524	0.0505884364	-0.0641932557	-0.0067055899	-0.0194144982	-0.0052955438	-0.1910680577	-0.1909955998	-0.0255495672	-0.1453744885	0.0803299941	0.083780729	0.0915945203	-0.1088298592	-0.0100626319	-0.1642360225	0.0899162565	0.2708292048	-0.0742572167	0.1012850523	-0.0107545777	-0.1808771252	0.0394717725	-0.0506511589	0.0498835625	-0.1147276123	0.1205554399	0.0706525554	-0.1122154926	-0.1800168252	0.0822011272	0.1629664711	-0.0810453001	0.2011468868	0.1729849819	-0.0269795499	0.0944157627	0.1147386964	-0.0224196321	0.0024500326	-0.0513782904	-0.045041172	-0.0294594527	-0.2479597675	0.1956970225	-0.1197720749	0.1034796673	-0.099935144	0.0056348786	-0.0299292041	-0.0685463403	-0.0691080796	-0.1842119389	0.2023987228	-0.1678487344	0.0542117513	-0.1579166027	0.2433531489	-0.0397267915	0.0481110888	0.0498125006	0.0038987475	0.1553645039	0.0662960546	0.0115918675	0.0846437045	-0.0995760959	-0.001418342	-0.0155373126	-0.115401237	-0.0658185071	-0.0543021167	-0.0463041561	0.0458736537	0.1599377353	-0.00140376	8.860000000000074e-06	7.849960000000132e-11	1.9705421376e-06	-0.0076904599999999	0.0151992400000001	0.0002310168965776	5.914317501159846e-05	-0.065536	-0.0378238	0.0014306398464399	0.004294967296	0.0008325729999999	-0.000327697	6.931778003288335e-07	1.0738532380906549e-07	-0.0	0.0	0.0	0.0	-0.00041162	0.000169167	2.8617473889000005e-08	1.6943102440000004e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.123456551	-0.7392056601	-1.291410787	1.374255674	-0.7897815656	-1.473027666	0.03372605468
70907.96620603024	-267.2817031813029	71439.50885549809	5027939671.475526	97015.44358670594	-378.60465868342726	9411996294.32532	143341.48757679446	72195.42720170454	140.30493943873444	5212179708.83662	19685.47603090694	75797.02773403414	67000.11738500702	2.028131	44.04834	0.07829247	0.0403758	-0.1144250929	-0.001549084	0.0179071125	0.0355741093	0.0269382743	-0.0328137697	0.09957296	0.0765403425	0.2587509744	0.2271524304	0.3625731751	0.0178632095	-0.1488843587	0.1592869551	-0.1814123146	-0.1918920376	-0.0902827513	-0.1902036426	0.1035085599	-0.2130413505	-0.0250725087	0.0235764482	-0.0404364673	0.1192974052	-0.0414833222	0.1521734287	-0.1169486599	-0.0411173938	-0.040954202	-0.1084520306	-0.0469028379	-0.0937115228	0.0036896577	-0.0372132019	0.1731604068	0.13283285	0.097413419	-0.0431929107	-0.0326100502	0.1683143536	0.0293971714	-0.1661977085	0.0127405763	-0.1432488225	0.0793405565	0.287449979	0.2655399519	-0.128232184	0.0167364552	0.0193764034	-0.1060750725	0.0038803666	-0.0852898726	-0.0161567071	-0.0897468481	0.139229611	0.1004168587	-0.0776989108	-0.1682064664	0.0808456907	-0.1186070886	-0.1371730911	0.0343924326	-0.0728378962	-0.0527870498	0.0331217101	0.0399637895	-0.0646658939	-0.1322453033	-0.2324419531	-0.1420731052	0.1006151817	0.0467546889	0.3176172994	0.1668503792	0.0215752734	-0.0675869531	0.0699700122	-0.0572190619	-0.0750391923	0.0113883971	0.1399330155	-0.0035641503	0.0264862352	-0.1394740158	-0.0286715313	0.0327254892	-0.0131037487	0.1581792149	-0.00139955	4.209999999999934e-06	1.7724099999999447e-11	1.9587402025e-06	0.0190323	0.0267227599999998	0.0007141059020175	0.0003622284432899	-0.0559428	0.0095931999999999	9.202948623999992e-05	0.00312959687184	0.00116027	0.000327697	1.3462264728999998e-06	1.0738532380906549e-07	0.000342582	0.000342582	1.1736242672400001e-07	1.1736242672400001e-07	-0.000580787	-0.000169167	2.8617473889000005e-08	3.37313539369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.586535594	0.6227090582	0.01381784889	-0.3937732282	1.450723647	0.6599305486	0.7512753835
70410.33596820223	-497.6302378280088	247635.85360076063	4957615411.155112	96629.94971823772	-385.4938684682129	9337347182.54915	148605.52262658783	72112.78410770501	-82.64309399953345	5200253631.764472	6829.880985815721	75772.08296264861	50115.91183206716	3.434591	74.59480999999998	0.07052375	0.038732	0.0817154349	-0.1187075915	-0.1613243246	0.0343812881	0.0728877438	-0.0139824251	-0.2333825478	0.1481937376	0.1420773572	0.0653190121	0.2669659131	0.0226702642	-0.0257272367	0.1142488002	-0.0165436568	-0.1700409425	0.0250433079	-0.1021065776	0.1035055906	-0.0305753531	-0.0523485607	-0.0086179181	0.0370138442	-0.0500444012	-0.0924857348	-0.096490304	-0.053380129	0.0976065568	0.0846438545	-0.0026061167	0.0115198481	0.2750992196	-0.0948568016	-0.0086721268	-0.0807812646	0.0902897024	-0.0163879048	0.0269500369	0.0915775427	0.0185032323	-0.0302189715	-0.1144866172	0.1288408751	-0.079005419	-0.0424964124	0.1471090414	-0.0157304006	0.0161420174	-0.0491884489	0.0362747403	-0.0991042129	0.0198501384	0.0001554362	-0.2540624001	-0.2042376952	0.0568891793	-0.1408129161	-0.1151966835	0.1344874834	-0.0001169254	0.2177627639	-0.026874	-0.2296774525	0.0091470291	-0.005113318	0.1384629733	0.0871010828	0.1673217201	-0.1244263928	-0.1249769466	0.0361690184	0.1164475877	0.1945543231	0.2097411832	0.000924177	0.0541361085	0.009232604	-0.0821893339	-0.1440723648	-0.126179962	-0.0489110841	0.0870512865	-0.0587037942	0.1132694814	-0.1903980852	-0.0885623918	0.0775994034	-0.015858851	0.1561356449	-0.001441	-4.144999999999995e-05	1.718102499999996e-09	2.076481e-06	0.0410455	0.0220132	0.00048458097424	0.00168473307025	-0.0277153	0.0282275	0.00079679175625	0.0007681378540899	0.00116027	0.0	1.3462264728999998e-06	0.0	0.00010804	-0.000234542	1.16726416e-08	5.5009949764000016e-08	-0.0007510769999999	-0.0001702899999998	2.8998684099965927e-08	5.641166599288498e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.994524729	0.4992170039	0.8663641102	1.100284132	0.04910363298	0.1565748161	-0.7208647404
70205.85402716529	-204.48194103693825	41812.86421023388	4928861939.6836405	96121.6546298668	-508.29508837092726	9239372488.783394	258363.89686200875	72013.3073268581	-99.47678084690416	5185916432.152515	9895.629927662996	75578.09620248419	41727.01423696454	2.471496	53.677662	0.117213293	0.0744993	0.1608633437	0.0090044637	0.1303762445	0.0617895701	0.003843761	-0.1722581483	0.0557264897	0.0907978908	-0.0412602535	0.019806516	0.1139524284	-0.034123155	-0.0101215499	0.1817634677	0.0350869355	-0.0118690874	-0.0354470171	0.0251016183	0.1582195685	-0.0018507572	0.3162228098	-0.0970672327	0.2240457548	0.1737976288	0.1650229328	0.0104686581	0.1968293798	0.0218176138	-0.052214508	-0.1775248543	-0.155155676	0.1075642566	-0.0982291778	0.0480443125	-0.0279600828	0.1679951586	0.0218210231	0.121566623	0.0106825402	0.0242473974	-0.0826086405	-0.1126443207	-0.1106634186	0.2445176441	0.0961732378	0.0025496077	0.0213508905	-0.1136315886	-0.0223853622	0.0646451108	0.0414640595	0.2362667144	0.1206945857	0.0510258553	-0.1370623482	0.1437992605	0.1478321337	-0.1596875539	0.0198915555	-0.0553174809	-0.1436754812	-0.1074675936	-0.2186579629	0.049935435	0.0126372395	0.2044203593	0.0409339185	-0.1824688054	-0.0982750907	0.0795850589	-0.0050353488	0.1959374792	-0.049816197	0.1916134822	-0.2080331029	0.0019285597	0.0183703251	-0.0846969586	-0.0606884801	-0.0826378991	-0.0906790154	0.0844596014	0.0753110271	0.0556003438	0.1133256913	0.0059874509	-0.0649342483	-0.1592610637	0.1538107079	-0.00897496	-0.00753396	5.676055328160002e-05	8.054990700160001e-05	-0.0273085	-0.068354	0.0046722693159999	0.00074575417225	-0.000306467	0.0274088329999999	0.0007512441264218	9.3922022089e-08	0.00116027	0.0	1.3462264728999998e-06	0.0	-0.0	-0.00010804	0.0	1.16726416e-08	-0.000580787	0.0001702899999998	2.8998684099965927e-08	3.37313539369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.916925056	-0.1005512806	-1.735011372	-1.254079926	-0.1978630172	-0.5362185623	-1.312581573
70453.44634256097	247.5923153956828	61301.95464299528	4963688101.544118	96596.70540471312	475.05077484632784	9330923495.044931	225673.23868209647	71901.03324151566	-112.2740853424475	5169758581.197539	12605.470239483186	75560.08024855476	46989.93465410336	2.030534	44.100529	0.059398433	0.0314134	0.1335058437	-0.0860396533	-0.1085638893	-0.0949482276	-0.1706640893	0.0266701309	-0.0810927625	0.0336060227	0.0061385902	0.0396802888	0.0033324957	0.0189605275	-0.0582433379	-0.0653652289	0.1356762706	0.1471791061	0.055524032	-0.1130866981	-0.0194740622	0.1080835646	-0.0162488926	0.1897365044	0.0929375905	0.1217983096	0.1081324031	-0.1029993517	0.0778536572	0.1719194451	-0.2671087692	0.1220908749	0.0790670397	-0.1314653079	-0.0100035724	-0.0774061444	0.0244018111	0.0714866213	0.1077643102	-0.1008992576	0.1649699959	-0.1382139443	0.0288121385	0.1963678346	0.1204521407	0.0470908125	0.0091091406	-0.003057071	-0.1127918591	-0.1381978359	-0.0585866422	-0.0421999085	0.0984597553	-0.0505026193	0.3186281568	-0.0270301197	-0.053709767	0.1025862257	0.0249408456	0.0680791004	0.0120905106	0.1849420795	-0.029995174	-0.0973644343	0.0129718759	0.0619880017	-0.0159716447	0.126982957	0.0885103778	0.0719268929	0.2118565374	0.0183391248	-0.0059795262	0.2140921932	-0.1615791914	0.0589717126	0.0438444027	-0.0581094148	-0.1237890276	0.0788484806	-0.0921019028	0.0797010565	-0.0894328441	0.0247178545	0.0132371399	-0.0830010075	0.1434813126	0.023427529	-0.0278604623	0.1193966415	0.1512085936	-0.00140561	0.00756935	5.729505942250001e-05	1.9757394721000003e-06	-0.012383	0.0149255	0.0002227705502499	0.000153338689	-0.0244449	-0.0241384329999999	0.0005826639476954	0.0005975531360099	0.00124019	7.992000000000003e-05	1.5380712361e-06	6.387206400000006e-09	0.000175383	0.000175383	3.0759196689000006e-08	3.0759196689000006e-08	-0.000580787	0.0	0.0	3.37313539369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.525887346	-1.295435098	1.136971986	-0.8904493626	-1.788101553	-0.9924697947	0.5610404674
