global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_12	aroma_motion_16	aroma_motion_17
55273.74665159048	n/a	n/a	3055187068.90421	78383.4003795904	n/a	n/a	6143957455.067172	54385.69195582057	n/a	2957803489.5134063	n/a	56332.70860087696	48871.27327302029	n/a	n/a	n/a	n/a	-0.0486400951	-0.1164737997	-0.059004656	0.1301382084	-0.1692445839	0.0862372121	-0.0318885469	0.140956424	-0.0960738879	0.368732838	-0.0950148633	0.1013557914	0.1883633456	-0.0026407436	0.1012057795	-0.0583209897	0.1516839255	-0.1150949327	0.0921083232	-0.0077343706	0.2665701884	0.0018016616	0.0049819427	-0.1280189936	0.0433856482	0.103086802	0.2600869013	-0.0025741542	-0.1416538243	-0.0496903188	-0.1075705763	0.0690016069	-0.3115900226	0.2288904833	-0.0735057071	-0.0143142348	0.1458730643	-0.0694372292	0.2273233989	-0.0054290714	0.0028155823	-0.1110530886	0.1927468465	-0.1801030465	0.1413700403	0.1659319336	-0.1596168845	0.1674622988	0.0302353057	0.087260082	0.1965120815	0.0961603754	-0.3217143953	0.0515473417	-0.1425963578	0.0399453154	-0.2174160115	0.2191968137	-0.1381727833	0.0139923805	-0.354610798	0.0277609362	-0.0446314468	0.330831205	-0.0143692721	0.0104821551	-0.1258732035	0.1363287352	-0.0869396607	0.0310148555	0.1034680802	-0.2296662335	0.0368452213	0.0065587903	0.0371168193	-0.0236662	n/a	n/a	0.0005600890224399	-0.0118451	n/a	0.00014030639401	n/a	-0.178942	n/a	n/a	0.0320202393639999	0.00461611	n/a	n/a	2.13084715321e-05	0.000309958	n/a	n/a	9.6073961764e-08	-0.00243105	n/a	n/a	5.910004102500001e-06	0.4531106899	1.262215261	0.5197133592	0.713867405	-0.8782356176	-0.04499479964	0.222625497	0.2815469817	-1.430363183	-2.362065992	-0.8030437166
55216.90626974266	-56.84038184781821	3230.8290086057814	3048906738.001547	78510.06728901836	126.66690942796411	16044.505944032067	6163830665.726192	54475.719901425866	90.02794560529583	2967604058.778606	8105.030989910104	56320.83795850076	42956.17439778646	1.577091	48.146492	0.1532667499999999	0.0994774	0.1073094933	-0.1020285317	0.0516829005	-0.080697001	-0.1459498357	0.2583151189	-0.10259165	0.1602759861	0.0333268351	0.2071335886	-0.254208126	0.0190815287	0.1420031703	0.2223881199	-0.0583034589	-0.1282372569	0.0870115584	-0.1653459829	-0.0670753128	0.1937845649	0.1513163896	0.0159357676	0.107897327	-0.0755023289	0.1440449016	-0.100637449	-0.1413354074	-0.1625502521	0.1297891297	0.0884407624	0.1078992153	-0.0373408821	-0.2471216879	0.1985084553	0.0558752167	0.0525692672	0.1513870556	-0.1881150136	0.096481087	0.1540147288	0.1233818643	-0.2022040789	-0.0142300324	-0.1009548623	-0.0035154139	0.2799565777	9.09549e-05	-0.0903591165	0.0745548861	0.2370495498	-0.1930822636	-0.0237551504	-0.327680077	0.0859866607	-0.1783077774	0.0838903702	-0.1203504317	0.2231104429	-0.2057151292	-0.2130381387	-0.2699291837	0.0466011927	-0.032018134	0.1793538862	-0.2109577459	0.1793737975	0.1261643991	0.0280569724	0.0609714381	0.0719301388	0.08736344	0.1174713954	-0.0407325394	0.0422568067	0.1081462483	-0.0333387	-0.0096725	9.355725625e-05	0.00111146891769	-0.0319207	-0.0200756	0.00101893108849	0.00040302971536	-0.0948276	0.0841143999999999	0.0070752322873599	0.00899227372176	0.0039747	-0.0006414099999999	4.114067880999992e-07	1.5798240090000002e-05	0.000240443	-6.9515e-05	4.832335225e-09	5.7812836249e-08	-0.00250821	-7.715999999999973e-05	5.953665599999958e-09	6.2911174041e-06	1.31022212	0.03526516713	-0.9708741536	0.9172911165	-1.658317508	0.4907374652	-0.1894256397	1.81330749	-1.258901904	-1.364974612	-0.9142589801
55360.350057278025	143.44378753536148	20576.120182489925	3064768358.464363	78223.03041137005	-287.0368776483083	82390.16913008991	6118842486.738125	54443.511547953225	-32.20835347264074	2964095949.6721163	1037.3780334185687	56420.09137943907	50252.46838823059	1.749403	53.406937	0.311690822	0.143263	-0.0773754239	-0.0809547677	-0.1790004078	0.1329629902	0.127398384	0.132688163	-0.1000579338	0.1223324123	0.0613098527	0.1582006461	-0.0719136763	-0.5052548841	0.1955468779	0.1155738709	0.0409561497	0.1712069352	0.0218936111	-0.0756751121	0.0683361634	0.0282754043	-0.0240438274	-0.1105946041	-0.0241091161	-0.0146606726	-0.0194082132	-0.1123374472	-0.0858425392	0.0381625104	0.0720934952	-0.2173544101	-0.1720964263	-0.076391477	-0.1723484783	0.0398634124	0.498873908	0.0830926755	-0.0587459397	0.0550577444	0.1023590154	-0.100123172	-0.0504681667	-0.097798519	-0.1753907875	0.1681069155	0.0670034633	0.0978802886	0.0263281202	-0.0384997708	-0.1993062042	-0.0757793778	-0.0138501768	0.1479149243	-0.2071022684	0.0802263154	-0.3079262802	-0.2031837183	-0.0253919384	-0.0167651074	-0.0301675472	0.0233316397	-0.2762882344	-0.0037034678	-0.2277155787	-0.5662318873	0.4127667339	0.0456353584	0.0071362414	-0.0496591017	0.0170334331	0.0109331087	-0.0893080179	0.2682234022	-0.1089225692	-0.0329309736	-0.0184807797	0.00484353	0.03818223	0.0014578826877728	2.3459782860900004e-05	0.000974742	0.032895442	9.50121966564e-07	0.0010821101043753	-0.202187	-0.1073594	0.01152604076836	0.040879582969	0.00342068	-0.00055402	3.069381604000002e-07	1.1701051662400002e-05	-0.000600752	-0.000841195	7.07609028025e-07	3.60902965504e-07	-0.00123835	0.0012698599999999	1.6125444195999995e-06	1.5335107225e-06	0.3820575711	0.1866063718	0.4474311064	1.846727703	-1.547822292	0.2007926108	1.939117424	-2.122612592	-0.1326125008	1.713705076	1.439861309
55079.57962665218	-280.7704306258456	78832.0347138228	3033760091.8487177	78931.88921808792	708.8588067178644	502480.8078614746	6230243135.536504	54514.8851443988	71.37359644557728	2971872702.306993	5094.190269576121	56424.52975503638	33496.35658543547	2.619538	79.971001	0.438506402	0.255238	0.1538107428	0.1291149834	0.0290498488	-0.1156056327	-0.0313728549	0.076722688	0.004481169	0.2449133167	0.1341846051	0.063253724	-0.2188577825	-0.1737361971	-0.0399112595	-0.1721808921	-0.1134472542	0.136158088	-0.0733625537	0.1945736763	0.2736003259	-0.0815289046	-0.0293244742	0.0164077933	-0.3290104979	0.2459006691	-0.0228781185	-0.1792848961	-0.0714478437	-0.0660237305	-0.0178452836	0.2079365568	0.0859598976	-0.1183970173	-0.1487483925	-0.0044818803	0.1871474743	0.0023440643	0.2562091388	0.2741115079	-0.0204491562	-0.040991201	-0.1728132	0.0614245632	-0.2267882882	-0.1231910593	0.1024940817	-0.2599618887	0.1596238577	-0.1620680923	0.21715776	-0.0795267161	-0.0002588151	-0.1054441591	-0.1756840207	0.1675897155	-0.2220909854	0.0306151767	0.0268527212	0.0815341263	0.1547771239	0.1996353519	0.227315892	-0.2936434029	0.2682010631	0.0275895301	0.1542305061	-0.1966897717	0.1041764194	0.3558171097	-0.1182929163	0.3253539248	-0.0653651277	-0.0366045317	-0.1365435881	0.0823849432	0.0660810389	-0.0280459	-0.03288943	0.0010817146057248	0.0007865725068099	-0.0528692	-0.053843942	0.00279515230864	0.0028991700900993	0.00354578	0.20573278	0.0423259767665284	1.25725558084e-05	0.00157765	-0.00184303	3.3967595809e-06	2.4889795225000004e-06	-0.000160667	0.000440085	1.93674807225e-07	2.5813884889e-08	-0.00187604	-0.00063769	4.066485361e-07	3.5195260816e-06	0.1331395935	-1.173538375	1.444319188	1.151416545	-1.012320917	-0.9369651545	-0.7095027845	1.235740025	0.6817885074	-0.6890725873	1.728036781
55277.480742311454	197.9011156592751	39164.85157918578	3055599877.216614	78561.09209480933	-370.79712327859306	137490.50663168015	6171845191.129112	54398.09660009853	-116.78854430027422	2959152913.713651	13639.564079777116	56336.18462376466	48186.53948544784	2.581804	78.819046	0.28143148	0.175955	-0.1176112791	0.0756108211	-0.095992793	0.0217614154	-0.0934374902	0.2111364692	-0.0394970101	0.0297662229	-0.0573779402	0.2201477415	-0.0861838741	-0.0905102386	0.2495464844	-0.1748010616	0.0487502405	-0.1180452027	-0.1660977934	-0.0806391043	0.1053705569	-0.0444497898	0.0634377402	0.2474225595	-0.1288305706	0.0147743981	-0.0228100027	-0.1134941539	-0.1691831196	-0.0024717705	0.0022785631	0.1540932297	-0.0615414332	0.0294421206	-0.1992645804	0.1032787101	0.124362884	-0.2282440914	0.2295368504	-0.0349693977	0.147612767	0.171303682	-0.032580296	-0.0610871723	-0.0033637148	-0.1678302076	-0.1428346052	-0.0440536253	0.1471785765	0.0114245214	-0.0641416755	-0.2170274221	0.0064023743	0.1230966298	-0.1938247346	0.1905715631	-0.0796254693	0.0826042343	0.1628118263	0.2179913689	0.0776279052	-0.0818753101	0.1672413363	-0.1490896509	0.2386192908	-0.1565838989	-0.0566039066	-0.0679372095	0.0877205852	-0.2325276842	-0.1746380002	-0.1536224702	0.1382949889	0.0646782104	0.1768194046	-0.2638515925	-0.1473990397	-0.0129122	0.0151336999999999	0.0002290288756899	0.00016672490884	0.0203193	0.0731884999999999	0.0004128739524899	0.0053565565322499	-0.135612	-0.13915778	0.0193648877345284	0.018390614544	0.00264939	0.00107174	1.1486266276e-06	7.019267372100001e-06	-0.000160667	0.0	0.0	2.5813884889e-08	-0.00186875	7.290000000000074e-06	5.3144100000001084e-11	3.4922265625e-06	-1.014382059	0.7929302479	-0.4986012012	1.972676155	-1.166634804	-1.52668629	-0.2846753924	0.7257710409	-0.5007851056	2.156236395	0.6382943278
55067.355082467584	-210.1256598438704	44152.79292482192	3032413595.7785683	78223.27888859464	-337.8132062146906	114117.76229304906	6118881360.082855	54330.27625738957	-67.8203427089611	2951778918.2042685	4599.598885160934	56215.60338581261	35284.394930127644	2.816634	85.98809099999998	0.2914553	0.184104	0.2716079481	-0.1508510967	0.2648551276	0.1684274899	0.0791878155	0.1199231254	-0.0359924183	0.0379437223	-0.1493629181	0.0537682337	-0.4209340123	-0.1827599403	-0.1209800061	-0.0664654615	-0.1107489448	-0.2820196368	-0.0762150301	0.0521257306	-0.1345445119	0.0843952035	-0.0424040666	-0.0755971526	0.068163085	0.1466307844	-0.1544732718	-0.0509913057	0.1180740981	0.0439693104	0.141945731	-0.0377208681	0.2499222255	0.164994008	-0.3315273389	-0.0769379062	0.1984518565	0.0076316115	0.0123443894	-0.067049936	-0.0464078026	0.2223367018	0.052614163	0.1593262363	0.0235330952	0.4263500011	-0.1274916381	-0.1226258712	0.1125733754	-0.0848346371	0.0821552083	0.0689303668	0.031386502	-0.2001770851	-0.2976979759	-0.0914403024	-0.1626330454	-0.0660689593	0.1055658035	0.0495802061	0.183779183	-0.1517984743	0.2188981988	-0.057243976	0.0538905637	0.1027528468	-0.0413348953	-0.0177610878	-0.139771417	-0.071452222	-0.0714252443	-0.2325649424	-0.3392407184	0.046611521	-0.1073612824	0.1625100365	-0.2073278262	-0.016261	-0.0033488	1.1214461440000003e-05	0.000264420121	-0.0729086	-0.0932279	0.00531566395396	0.00869144133841	0.0165359	0.1521479	0.02314898347441	0.0002734359888099	0.00218537	-0.00046402	2.153145604000003e-07	4.775842036899999e-06	0.000142377	0.000303044	9.183566593600005e-08	2.0271210129000002e-08	-0.0019563	-8.754999999999982e-05	7.665002499999969e-09	3.82710969e-06	2.288736646	-0.1740582981	0.7353899578	-0.2153541606	-2.026776279	-0.2751012387	1.253772284	0.6497033785	0.8543917431	0.4466121523	1.592358832
54656.53646184006	-410.8186206275204	168771.93905429856	2987336978.004452	78255.55720890714	32.2783203125	1041.88996219635	6123932234.076537	54231.71273260894	-98.56352478062765	2941078665.9122186	9714.768417181396	56199.13801941925	35482.942510900364	2.145809	65.508682	0.175173276	0.0973335	0.05398591	0.3112996605	-0.2159860119	-0.0093430915	0.151015799	-0.1372758408	-0.1015436536	0.1045252834	-0.1533308065	0.0432983986	-0.1644039277	-0.0610765542	0.2868849034	0.0618218393	-0.2034918373	0.1300421138	0.0793537704	0.0343296795	-0.0248095196	-0.178911915	-0.0703682802	0.0914969112	0.043961089	-0.1693298704	-0.1567883544	-0.0048885951	0.0965395857	0.0757238876	0.1914847891	0.2132332503	-0.0387267301	0.1478482536	0.0146347371	0.2959894956	0.2517787637	0.1393646005	-0.0166457714	0.1573463415	0.0571942349	0.0309224566	0.0420233946	0.1833369269	-0.0349206676	0.0324308539	-0.1580823153	-0.0065989445	0.1939843363	0.2400780113	0.0687162105	-0.1050877354	-0.1393517032	-0.0114201754	-0.0666982419	0.3357912721	-0.0174456827	-0.1102524282	-0.0580550866	0.1008292283	0.2491499292	-0.0204341983	0.2075611248	0.0567605396	-0.0688992985	0.007134326	-0.1373772773	0.0020525197	-0.0852284617	0.0696428979	0.1702617506	-0.1899677048	0.1412633247	-0.0186124048	-0.0222713754	-0.1505233046	0.1776106098	0.000544476	0.016805476	0.0002824240235865	2.96454114576e-07	0.0096123	0.0825209	9.239631129000002e-05	0.00680969893681	-0.0167241	-0.03326	0.0011062275999999	0.0002796955208099	0.00200961	-0.0001757599999999	3.0891577599999875e-08	4.038532352100001e-06	0.000272205	0.0001298279999999	1.685530958399999e-08	7.409556202499998e-08	-0.00141015	0.0005461499999999	2.982798224999998e-07	1.9885230225e-06	-1.749732751	-0.9342472945	0.9766211682	1.506829262	-2.243000855	-0.9231955195	0.9951647674	-0.7836123907	-1.135409424	0.9693872965	-0.5898740326
54998.735733735375	342.19927189531154	117100.34168568136	3024860932.3092604	77726.77609683969	-528.7811120674451	279609.4644792839	6041451722.40825	54274.98447259815	43.27173998921353	2945773939.5007706	1872.4434816941011	56271.568478157584	48830.31460564125	2.301045	70.247849	0.0933475019999999	0.0833046	-0.0833690576	-0.1069454109	-0.0366316613	0.1797682579	-0.2437284696	-0.1391029311	-0.0645584197	-0.0516822541	-0.1233347264	0.1320258156	0.0838909854	-0.2360116107	-0.0694100663	-0.0367308299	-0.1638698276	-0.0912148579	0.3787458441	-0.1135762814	-0.0785966467	-0.229090502	-0.1177977333	0.0365168819	0.089478203	-0.0003607626	0.1233929067	0.0027903061	0.0103338472	-0.0177346123	-0.0767650035	-0.2450235162	-0.1806649393	0.1208957995	-0.1490361622	-0.1451388533	0.0498433072	0.24644444	0.1277770972	0.1239866194	0.0735154986	-0.109392989	0.0542382243	0.2654105053	0.0210498456	-0.1863927835	-0.1415389548	0.1808675105	-0.1295748947	-0.1241296598	-0.1225713649	0.0560534628	0.1313605293	0.07903457	-0.2195500427	-0.0429867035	0.0287197779	0.0737777001	-0.1519279242	-0.0089291206	0.2014552671	0.1905406436	0.0986321405	-0.0821123213	-0.1966273288	-0.0126219723	0.006217528	-0.0046502973	-0.0119488138	-0.2224426642	0.2605023213	-0.0210517783	-0.1173213158	-0.1988102127	0.2112328005	0.0704609186	-0.0196763169	0.000644738	0.0001002619999999	1.0052468643999988e-08	4.1568708864400006e-07	0.00955526	-5.7040000000001256e-05	9.13029936676e-05	3.2535616000001433e-09	-0.096772	-0.0800479	0.00640766629441	0.009364819984	0.00223376	0.0002241499999999	5.02432224999999e-08	4.9896837376e-06	0.000251639	-2.0565999999999965e-05	4.229603559999986e-10	6.3322186321e-08	-0.00142828	-1.81300000000001e-05	3.2869690000000357e-10	2.0399837584000004e-06	0.1843569366	1.323812587	-0.03388048568	-0.72366784	-2.046751105	0.1048098894	-1.226156647	-1.32204008	0.7141866519	-2.563679583	0.09144490638
54658.50512414717	-340.2306095882086	115756.86770076402	2987552182.406422	78681.96400512005	955.1879082803644	912383.9401250178	6190851459.703008	54262.8319499182	-12.15252267994947	2944454931.225064	147.68380748668625	56113.38308230614	33582.11778925506	2.580986	78.79405199999998	0.206210064	0.122363	0.1512900487	0.1468269748	-0.0356193485	-0.2810505883	-0.0350653424	-0.0453292397	-0.3766445013	-0.117514331	-0.1317138469	-0.0272494788	-0.1330765899	-0.026736209	0.0067967409	0.0060263856	-0.1143317498	-0.1615420342	0.0778611796	0.3226086861	0.0133535229	0.0761779716	-0.1915267732	0.0173905474	0.1502982564	-0.088449413	0.1059384569	0.1782745987	0.0408876609	0.1203229446	-0.0435416531	0.1220615843	0.0993723614	0.1284891937	0.0374495352	0.1062548633	0.1498052303	0.0343936325	0.2220608236	-0.0894492914	-0.2614967897	-0.0787034102	0.1441618187	0.1089541299	0.0892249054	-0.0208474582	-0.0241480484	-0.0822041937	-0.1048211893	-0.0639518664	-0.0217736323	0.0418043687	-0.0077773976	-0.1191560875	-0.0678106156	0.2014907635	-0.0734523878	0.1866343859	-0.0603889237	-0.1671434351	-0.0210053004	-0.0751634227	0.3276334716	0.0094670824	-0.2706894626	-0.0230653448	-0.1660919827	-0.0319649683	0.0154841541	-0.1356245887	0.1880898645	0.0469283717	0.1875216895	0.0896280392	-0.1304719684	0.0151556037	0.1552017324	0.000581274	-6.346399999999995e-05	4.027679295999993e-09	3.37879463076e-07	-0.0549939	-0.06454916	0.00302432903721	0.0041665940567055	-0.00223176	0.09454024	0.0089378569792576	4.9807526976000005e-06	0.00168819	-0.00054557	2.976466249e-07	2.8499854761e-06	0.000417553	0.0001659139999999	2.752745539599999e-08	1.74350507809e-07	-0.00119862	0.00022966	5.2743715600000014e-08	1.4366899044000002e-06	-0.4448837763	-1.575665259	-0.9279513823	0.2222591842	-1.979449064	1.120110499	-1.882363203	-0.5617052218	-1.125669425	0.5728290215	-0.8838254867
55223.58977008229	565.0846459351233	319320.6570716236	3049644867.094337	77527.05964203743	-1154.90436308262	1333804.087867272	6010444976.740029	54495.36680291679	232.53485299858585	2969745002.984445	54072.45785907393	56378.79753509177	48480.71435604185	2.556481	78.04595899999998	0.263246752	0.16103	-0.1461855378	0.0446915004	-0.029308235	0.2990823135	0.0861591568	-0.0965674929	-0.2559277352	-0.0314122792	0.1177410918	0.1027054388	0.0689344381	-0.1433767677	-0.0319716455	0.0895437095	-0.1110591574	-0.0130770156	-0.0464450149	0.0932745329	-0.1700661054	-0.1495056298	0.1434246229	-0.14582911	0.1813928322	0.1210857546	-0.0047418001	0.0162712386	0.0789563816	0.0336640868	-0.3077479964	0.1584586671	-0.1222406022	-0.1012179332	-0.1090773981	-0.1160305619	0.1029525902	0.1631745578	-0.2052225699	0.147247509	-0.1935679386	0.1394978388	0.1038128977	0.128697197	0.2245121642	-0.0852613264	0.1641770601	0.1400256023	-0.0909581834	-0.1109258837	-0.0347721628	-0.061821464	0.0160486335	0.1667996781	-0.1284228418	0.0898399315	0.2030957641	0.0563024351	0.1200185128	0.0538005481	0.1957175852	0.0461925392	0.0980107261	0.152943682	-0.300499665	-0.0017329463	0.1012344033	0.0043439583	0.0826279109	0.0175753781	-0.1807637948	0.0611519485	-0.0374905998	-0.3003295102	0.016865961	-0.0019400262	0.1068556955	0.000495107	-8.616700000000006e-05	7.4247518890000106e-09	2.45130941449e-07	0.0485502	0.1035441	0.00235712192004	0.01072138064481	-0.123097	-0.12086524	0.0146084062402576	0.0151528714089999	0.00175335	6.516000000000009e-05	4.245825600000011e-09	3.0742362225e-06	-6.26519e-05	-0.0004802049	2.3059674598401002e-07	3.92526057361e-09	-0.00142828	-0.00022966	5.2743715600000014e-08	2.0399837584000004e-06	-1.54720293	1.789984925	-1.849229917	-1.004315111	-1.966860626	1.307730204	0.1854451828	-1.203739812	0.5798323619	0.5681856287	-0.5736646904
