global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_09	aroma_motion_15	aroma_motion_16	aroma_motion_19	aroma_motion_20
72188.82053209461	n/a	5211225809.814965	n/a	111464.7238360005	n/a	12424384659.835855	n/a	72187.2231731349	n/a	n/a	5210995189.447985	76726.14779291068	68775.70905749708	n/a	n/a	n/a	n/a	0.0253301844	-0.2362220122	0.058965852	-0.2542609251	0.1110797997	-0.2885199837	0.30318276	-0.0706949777	0.2830690437	0.2813208842	-0.071031608	0.0805404409	0.0829456641	-0.0013645982	0.0135366495	-0.0009002802	0.1286060286	-0.0624489386	0.2106961182	-0.0878807563	0.422023807	-0.1297365025	0.0459754401	0.0365054233	0.2118936683	-0.1442738441	0.0543583637	0.1039017929	0.2001581176	0.2357674096	-0.2081951224	0.1354604454	-0.1129203853	0.165081292	-0.1431041086	0.1096340313	-0.0722028599	0.0502458896	-0.3380050847	0.1071434498	-0.2375618461	0.2139001319	-0.0553237275	0.0423164549	0.0413411824	-0.1056691419	-0.0957577267	0.145141155	-0.2984015715	-0.0867972442	0.0774893389	-0.2494781788	0.2393142204	-0.1116777332	-0.1158288779	0.0747672368	-0.0826316204	0.282110492	-0.0238759682	0.1762643045	-0.2207077771	0.2087132708	-0.0452141429	0.026691865	-0.1669280229	0.1095814398	-0.0435720078	-0.1844892381	0.1183266647	0.1331247635	-0.2299988097	-0.1043940507	-0.0183166	n/a	n/a	0.0003354978355599	-0.108912	n/a	0.011861823744	n/a	0.0139355	n/a	n/a	0.00019419816025	-0.00603293	n/a	3.63962443849e-05	n/a	0.00123913	n/a	n/a	1.5354431568999998e-06	0.0	n/a	n/a	0.0	-2.960993487	-0.4830850522	-1.684970767	-0.2032317249	1.759503623	1.020216672	0.6179136576	-0.3142382438	-1.698646805	-1.979361218
72115.21567171304	-73.60486038157251	5200604331.377687	5417.675471790783	111803.82542685232	339.1015908518166	12500095380.078068	114989.8889182328	72236.11291243108	48.88973929618078	2390.206608448523	5218056008.697493	76817.2683194995	68792.06751679211	1.233449	21.540466	0.1432712999999999	0.0930158	0.0845151683	-0.0994280897	0.1150447229	-0.3081459804	0.0769661404	-0.2747139783	0.2337817859	0.0754717553	0.1353580383	0.3026676333	0.0948206794	0.0890943721	0.1207683194	0.0979027969	-0.0487147188	-0.0056949035	-0.1304013896	-0.1705646617	0.0601669154	-0.0760594215	0.0911915351	-0.1378579193	0.0349987346	0.0631099694	0.1012097242	0.0505940131	-0.1434158227	0.1258165048	-0.0692541931	0.2393196909	-0.2379786546	0.0226041191	-0.0037966928	0.0842863872	-0.0589991313	0.2013131907	-0.0763015846	0.0417773158	-0.0289907386	0.0210093662	0.0021402039	0.1092418758	-0.086682663	0.0559969062	-0.0243051481	-0.0350956515	0.0578391421	-0.1978694906	-0.2416762258	-0.0851957776	0.1579328775	-0.0694968453	0.261965059	0.0305586185	-0.066283241	-0.0208706018	0.0479853015	0.106623785	-0.1329985679	0.1424613385	-0.0548601977	0.2036387776	-0.0451882357	-0.0137734689	0.0080350987	-0.103042927	-0.0922197427	-0.0362505121	0.2132981677	0.0578686508	0.0458099569	0.2613994756	-0.0156021	0.0027144999999999	7.36851024999999e-06	0.00024342552441	-0.0763998	0.0325121999999999	0.00583692944004	0.0010570431488399	0.0139215	-1.4000000000000123e-05	1.9600000000000343e-10	0.00019380816225	-0.00438119	0.0016517399999999	1.91948258161e-05	2.7282450275999987e-06	0.00149886	0.00025973	6.745967290000006e-08	2.2465812996000003e-06	0.000249142	0.000249142	6.2071736164e-08	6.2071736164e-08	-2.987202188	1.062839907	-1.255484444	0.1350655597	-0.4439939663	-1.178701844	-0.547041834	0.06474331019	-0.5108151427	-0.6287269521
72291.94953707016	176.73386535712052	5226125967.870299	31234.859164068806	111818.73193201864	14.90650516632013	12503428810.884644	222.20389627352876	72290.88206409373	54.76915166265098	2999.659973846465	5225971629.604709	76782.18274639572	70802.23703564561	1.227398	21.434793	0.1087096	0.052019	-0.019284149	0.0118852025	0.2173740618	-0.2494713444	0.060778877	-0.208039482	-0.0143746423	0.2821077034	0.0621215407	0.2223463048	-0.0359365724	0.0039913947	0.1418606037	-0.1125945109	-0.0086548039	0.01218818	-0.0710303982	-0.1943845571	0.0864523445	-0.0675842109	-0.0671345857	0.0650814835	-0.0761787549	-0.1214601155	-0.1034579165	-0.106135569	0.0197269504	0.0505658797	-0.1094209553	0.2021328604	-0.0813332585	0.1097571999	0.0399221124	0.0697578597	-0.0847754909	0.1836785575	0.0854467098	-0.2262024527	0.1461201881	0.031351232	-0.1548756049	-0.1207379661	-0.0612972065	0.0353459303	-0.0376055283	-0.0857875673	0.1721457018	-0.0070236976	-0.222382963	-0.0527036355	0.1506483179	-0.0414081629	0.0967061986	0.0665498619	-0.1474696275	-0.0325520695	0.0101650948	0.1058941854	-0.0483978916	-0.0826922208	0.08413436	0.1255435877	-0.1326723349	0.0949079855	0.088013797	-0.0524294158	-0.1362077818	0.042970748	-0.058723891	0.0237054226	0.2678873014	0.0059686486	-0.0103803	0.0052218	2.7267195240000004e-05	0.00010775062809	-0.0562302	0.0201696	0.00316183539204	0.00040681276416	-0.0029191	-0.0168406	0.00028360580836	8.52114481e-06	-0.00373455	0.00064664	1.39468637025e-05	4.1814328960000005e-07	0.00106509	-0.00043377	1.881564129e-07	1.1344167081000002e-06	0.0	-0.000249142	6.2071736164e-08	0.0	-2.412017064	1.035775602	0.9086305359	0.1159755555	-0.1248592771	-0.3890318229	0.6366178253	-0.8910635276	-0.4030333846	0.7575702087
72266.91849735776	-25.03103971239761	5222507509.10375	626.5529490836265	112013.63489320816	194.90296118952392	12547054401.98894	37987.16428044507	72235.43293418332	-55.44912991041201	3074.606007821748	5217957771.188896	76763.69086038157	70462.06557926424	0.95825	16.734489	0.0524939	0.0281942	-0.0635778932	0.0300742972	0.2352451621	-0.1912958959	0.0323394977	-0.2165199278	-0.0914404422	0.1753975733	0.0482508095	0.1783985212	-0.0280931201	0.0288003501	0.1678553666	0.022913931	-0.0866651204	-0.0483040054	-0.0215672258	-0.2329350749	-0.1345594161	0.028014051	0.0173396655	0.1510543047	-0.3378981903	-0.003054532	0.0157101845	-0.0569818771	0.1670114617	0.1400168572	0.0548248785	0.1830783212	-0.0389869499	0.1058655019	0.1176191133	-0.0144770241	-0.051985238	0.230836118	-0.0427578642	-0.1254503991	0.052622613	-0.1742722078	-0.0528274536	-0.1212916668	0.0675583815	0.1162483367	0.1990384506	-0.0965266828	0.0797750281	0.0930383744	-0.224834101	-0.0011285908	0.1483348446	-0.0760039959	0.0960068772	0.1465322997	-0.1793564834	-0.0062016137	0.0772860085	0.1121059409	0.1100440016	-0.1258127554	-0.0118264117	0.1076791304	-0.137507869	0.1956216452	0.1123332849	0.1100833315	0.223236895	0.2735386348	-0.2221019424	-0.260317952	0.1470170644	-0.0563361206	-0.0134724	-0.0030921	9.561082410000004e-06	0.00018150556176	-0.0764602	-0.02023	0.00584616218404	0.0004092529	-0.0221071	-0.019188	0.000368179344	0.00048872387041	-0.00381216	-7.761000000000009e-05	1.4532563865600002e-05	6.0233121000000155e-09	0.000943024	-0.000122066	1.4900108356000024e-08	8.892942645759999e-07	0.0	0.0	0.0	0.0	-2.244508655	0.6344168653	0.7433660752	-0.2026308086	0.2815790106	-0.7805178512	-0.1996765259	-0.7736009834	-0.5646326534	1.293620899
72282.28575245703	15.367255099263277	5224728833.599853	236.15252928583317	111792.1330093876	-221.50188382055785	12497481002.788609	49063.08453605591	72153.77172262664	-81.66121155668225	6668.553472905214	5206166773.800916	76664.98562401278	69970.50728010021	1.036468	18.100468	0.14123504	0.0783917999999999	-0.1898534739	-0.0195890263	0.1969148108	-0.1297231723	0.0639749965	-0.2452851608	-0.1515079574	-0.0359967414	0.0637288238	0.1621680518	-0.1675875752	0.0788096122	0.0653283625	0.1162627251	-0.1472674414	0.039013205	-0.0434017906	-0.0207585436	-0.0270826519	0.0244770508	-0.2089689243	0.055618815	0.1501162163	0.1427600197	0.1438259612	0.1171525426	-0.0203799535	-0.0751256732	-0.1098047334	0.2172446816	0.0861781419	0.1704324658	0.0769864269	-0.1636338697	-0.0703623099	0.1403912081	-0.0342809865	0.1140554614	-0.0228601468	-0.0085258645	0.1415453911	-0.0522209294	0.0906542797	-0.0456197699	-0.0120220658	-0.049517671	-0.0817320114	-0.2705610215	-0.1995922068	0.0088424213	0.2171111616	-0.0269517699	-0.0946491813	0.0792662499	-0.0526712996	-0.0656772367	0.0366182345	-0.1948045214	0.0083621779	-0.0160023664	-0.0320048565	-0.069378305	-0.0717267469	0.1129773716	-0.1444889102	-0.1078910094	0.1058077953	0.1987606703	-0.0915832591	0.0252464776	-0.0667635103	-0.1017343216	-0.0388875	-0.0254150999999999	0.0006459273080099	0.00151223765625	-0.0258688	0.0505914	0.00066919481344	0.00255948975396	-0.0278939	-0.0057867999999999	3.3487054239999976e-05	0.00077806965721	-0.00277358	0.00103858	7.692746016399999e-06	1.0786484164000007e-06	0.00103997	9.69460000000001e-05	9.39852691600002e-09	1.0815376009000002e-06	-5.33088e-05	-5.33088e-05	2.84182815744e-09	2.84182815744e-09	-1.864604282	0.09903905054	0.7236703821	-1.989001725	-0.8660135078	0.04516713219	0.3123079181	-0.3984572082	-0.4758061821	0.2655405177
72310.08801675259	27.80226429556205	5228748828.990506	772.9658999602846	112334.66323635964	542.5302269720414	12619076564.42633	294339.0471783348	72220.38347475878	66.61175213214301	4437.125522114059	5215783789.241212	76801.91604127307	68880.8799177284	1.068683	18.663048	0.0730103199999999	0.0402017	-0.2117778017	-0.0975206938	0.1127952531	-0.0779716366	0.0362453345	-0.1733621859	-0.0489439595	-0.0756748259	0.0526644105	0.1832468088	-0.03645867	-0.0068204903	0.1698506194	0.2296700026	0.1218718958	0.1575601951	-0.0933093459	0.2102600438	0.1409593134	0.1109398106	-0.0774212012	0.0904141036	0.0455677013	0.1310741493	-0.1871873305	-0.0752001	0.0373413684	-0.0097910435	-0.1408884283	0.1867910235	-0.0292916683	0.0686872525	0.0662142686	-0.0675349731	-0.1480116926	0.0521345974	-0.0202470871	0.289831956	0.1791672963	0.0596186371	-0.0150986594	-0.1908327524	-0.1001099733	-0.2283228505	-0.0038287754	-0.1439825345	-0.0517280332	0.0597829597	-0.1918867637	-0.0443232493	0.1202464205	-0.0993998628	-0.1099504201	0.0667865784	0.071991576	0.0016780723	-0.028654382	-0.2368824752	-0.0865889481	0.1473932305	0.0283158319	-0.0527445792	-0.0263073726	-0.0637195458	-0.0888246099	-0.1795294153	0.1920996284	-0.0337408323	0.0428589455	-0.0440198781	-0.1339024992	0.0051677171	-0.0123031	0.0265843999999999	0.0007067303233599	0.00015136626961	-0.0258982	-2.939999999999887e-05	0.00067071676324	8.643599999999335e-10	0.00118068	0.02907458	0.0008453312021763	1.3940052623999998e-06	-0.00262441	0.0001491699999999	6.887527848100001e-06	2.2251688899999905e-08	0.00118393	0.0001439599999999	2.0724481599999956e-08	1.4016902449e-06	0.0	5.33088e-05	2.84182815744e-09	0.0	-1.565245037	-0.8840341306	0.1853365392	-1.858324244	-0.9287805169	-0.415822315	-0.2281271293	-0.5839513608	0.3176894733	-1.12982939
72321.43105016979	11.343033417200786	5230389389.144464	128.66440710373374	111944.8912062122	-389.77203014744737	12531658667.170685	151922.23548526262	72191.84683515679	-28.536639601996285	814.3397997742227	5211662749.4707365	76791.64842201438	69468.1244716602	1.071085	18.704998	0.10039688	0.0555023	-0.1866568526	-0.2271545464	0.0446284935	-0.0411023425	0.0428760098	-0.2494379453	-0.0333336259	-0.0914541426	-0.0293289388	0.1285490462	-0.2207473088	0.1228229777	0.0416324003	-0.030223683	0.0433914261	0.1070989882	-0.1009313272	0.0890146111	0.2139170785	-0.0814710793	-0.1865542131	-0.0117881951	-0.0225480263	-0.0816338059	0.1141940637	-0.1001655426	-0.0756734461	0.0751937175	-0.2832364155	0.1774614791	0.067071238	0.201720451	-0.1136155924	-0.1055680087	-0.0204668468	-0.0330787185	0.1029690291	0.0463919184	0.1280098491	0.1460795462	-0.0217736814	-0.0947326028	-0.2074061011	0.0474902317	-0.1827333278	-0.0873752381	0.009749221	-0.0824065209	-0.1808275419	0.0114339204	0.1776702243	-0.1020575689	-0.0746573119	0.0616927429	0.1355512151	-0.0270827531	0.0886694418	-0.3104974654	0.1425556385	0.0428281083	0.0882323759	0.0157599999	-0.0009966074	-0.0552192304	-0.0105926737	0.0675438786	0.2742390976	-0.0783738099	0.0812100761	-0.197889331	-0.1003105487	0.1249553729	-0.0218543	-0.0095512	9.122542144e-05	0.00047761042849	-0.0627483	-0.0368501	0.00393734915289	0.00135792987001	-0.0165849	-0.01776558	0.0003156158327364	0.00027505890801	-0.00206533	0.00055908	4.2655880089e-06	3.125704464e-07	0.00101841	-0.0001655199999999	2.7396870399999986e-08	1.0371589281e-06	0.0	0.0	0.0	0.0	-1.695544975	-1.949758287	-0.175164099	-0.9517854252	-1.048384045	-0.9889956203	-0.6891586444	-0.1323074712	-0.1286362965	-0.5681529431
72372.03271947654	50.60166930675041	5237711119.948983	2560.5289366297266	111913.64592678932	-31.245279422873864	12524664144.626768	976.2674862134648	72122.06840917902	-69.77842597776907	4869.028731934998	5201592751.618298	76757.56585844586	69599.09017504504	1.05107	18.355473	0.15581491	0.0942129	-0.1098765749	-0.2471425862	0.03227663	-0.0296452401	0.0463646399	-0.262676294	0.0615788662	-0.0699415285	-0.0313598879	0.1814223743	-0.1938709408	0.2054080817	-0.0326868344	0.1169821741	0.1962862584	-0.1480278066	-0.064263876	0.0283168201	-0.1101859054	-0.1441378565	0.0210593263	0.0372505319	0.1221987704	0.0521482943	-0.0525231965	-0.0197531195	0.1475391947	0.0355342246	0.2712098996	0.1742708308	-0.028896035	0.1990739165	-0.2522430377	-0.0720177998	-0.0167797869	-0.0702637366	-0.0779228758	0.0361051127	0.1256133006	0.1016615112	0.0470643347	0.0052611631	0.2635407329	-0.0960906997	-0.0403956882	0.0336656096	0.0052938346	-0.0127723341	-0.1937311898	-0.00436729	0.0568300745	-0.094748774	-0.0203626001	-0.0922626854	0.1845223781	0.0736865924	-0.0618745553	-0.0559612835	-0.1344161195	-0.0792385126	0.2098202431	-0.124415909	0.0369733527	0.1411429788	0.1914899454	-0.0380816358	-0.1404632328	-0.0272896508	0.0198406943	0.0485769992	-0.0462691491	0.1032209855	-0.0166797	0.0051746	2.6776485160000013e-05	0.0002782123920899	-0.00181131	0.06093699	3.2808439161e-06	0.0037133167502601	0.00335822	0.0199431199999999	0.0003977280353343	1.12776415684e-05	-0.00321467	-0.00114934	1.0334103208900002e-05	1.3209824356e-06	0.000939777	-7.863299999999994e-05	6.18314868899999e-09	8.831808097290001e-07	0.000167231	0.000167231	2.7966207361e-08	2.7966207361e-08	-1.759551868	-1.335807966	-0.4014996313	-0.8611704233	-0.2668501494	-1.665518655	0.1981322024	-0.4525070522	-0.2983827429	0.3510171935
72421.8072014728	49.7744819962536	5244918158.327297	2477.4990579953737	111995.56908943424	81.9231626449182	12543007495.66624	6711.40457774572	72195.0227994702	72.95439029118279	5322.343062758226	5212121317.016022	76828.8609714716	69594.68091236461	1.190286	20.786676	0.0557427399999999	0.0336673	0.0168751623	-0.2338485839	0.0228234684	-0.0569557058	0.0233605418	-0.1997528618	0.1286130759	-0.0778618807	-0.0520447195	0.1780228058	0.005732789	0.0860046529	-0.1023299826	0.0485142653	-0.0058418199	-0.2010890322	0.1650234442	-0.0750477166	-0.1148378582	-0.0156025817	0.1479776427	0.081696801	0.0121069138	-0.1378183039	0.0243052172	0.0145963269	0.1790959563	-0.0416972693	-0.2081945398	0.1522551998	-0.1312000563	-0.0016672765	-0.1750739057	-0.050949949	0.0333923133	-0.0190257524	-0.1322058002	-0.0652620075	-0.1013772897	-0.0524983961	-0.0797194258	0.0995477914	0.1121379312	-0.0307507406	0.0415956248	0.0077839247	0.0903997016	0.0164035625	-0.1934771483	-0.0113436841	-0.0794349341	-0.1144441031	0.0451244953	-0.1572470418	0.0883834372	0.1248565757	-0.0080222463	-0.1033501601	-0.1957050501	-0.112151437	0.1192878482	-0.2530093662	0.06888486	0.1092329436	0.0823606005	-0.1358054869	0.0112111104	0.0384694279	-0.2020871325	0.0327527926	-0.1676023928	-0.003162644	-0.0156439	0.0010358	1.0728816399999998e-06	0.00024473160721	0.0144901	0.01630141	0.00020996299801	0.0002657359679881	0.0151956	0.01183738	0.0001401235652643	0.00023090625936	-0.00365586	-0.0004411899999999	1.33653123396e-05	1.9464861609999973e-07	0.00099264	5.286299999999989e-05	2.794496768999988e-09	9.853341696e-07	0.000204541	3.731000000000001e-05	1.3920361000000003e-09	4.1837020681e-08	-1.341504501	-0.5759821846	-1.276340083	-0.7930945087	0.7028350519	-0.1417863745	-0.6360385967	-0.755490888	-0.4796795726	-0.05822939046
72481.76900493343	59.9618034606392	5253606838.084529	3595.417874252324	112426.94791929184	431.3788298575964	12639818618.44716	186087.69484930916	72258.69023787475	63.66743840454728	4053.5427129968234	5221318314.893135	76884.69779020069	70371.5769294688	1.346953	23.522646	0.16181578	0.0938465	0.152193529	-0.2260125568	0.0789107974	-0.1009418975	-0.0819212204	-0.2096031538	0.1457935956	0.0216121023	-0.0556189486	0.209138946	0.1425515625	0.0899130478	-0.0282611055	0.1067734513	0.0149112454	0.0197971584	0.0377260271	0.0211213366	-0.1099975564	0.0478563468	0.0379690985	-0.0940694291	-0.132144526	-0.007861064	-0.0365677838	0.166664916	-0.2771732586	-0.24333805	-0.0263157896	0.1881652331	-0.1874076136	-0.0919228576	-0.0703492223	-0.0102955867	0.0794355598	0.0375402545	-0.1264132459	0.0725742037	0.0574557005	-0.0492510703	0.1274585881	0.0904870597	-0.0868244623	0.1361439452	0.0730311416	0.2068307274	0.1157989809	0.0714673723	-0.1698531858	0.0214356274	0.0741787204	0.1062762698	0.0854234547	-0.1511354656	0.0981829555	-0.0637414066	-0.0589332212	-0.2696035025	-0.0639866785	0.1185353655	-0.110551014	-0.1366858478	0.1203972553	-0.1328219404	0.0305569883	0.134551117	-0.022779964	0.0216978424	-0.1239508926	0.2435680366	-0.0275095399	0.0366706631	-0.021654	-0.0060101	3.612130201000001e-05	0.000468895716	-0.026471	-0.0409611	0.000700713841	0.00167781171321	-0.00598948	-0.02118508	0.0004488076146064	3.58738706704e-05	-0.00227319	0.00138267	5.1673927761e-06	1.9117763289e-06	0.0008185449999999	-0.000174095	3.03090690250348e-08	6.700159170248362e-07	0.000520966	0.0003164249999999	1.0012478062499999e-07	2.71405573156e-07	-1.158581685	0.002965449624	-2.532049613	0.1424932283	-1.355944245	-0.2067540306	-0.578235852	-0.8423032403	-0.9024726909	-1.593644128
