global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	aroma_motion_01	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_11	aroma_motion_12	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_20	aroma_motion_21
72364.87153350732	n/a	5236674632.061018	n/a	112720.07032502005	n/a	12705814254.077463	n/a	72057.72520787021	n/a	n/a	5192315762.132935	76607.04723814264	61889.31223784012	n/a	n/a	n/a	n/a	-0.0549218237	0.1341920972	-0.0181786763	-0.128107384	0.001157288	-0.049150607	0.2875758001	0.008511502	-0.1403306593	0.2931750052	-0.1213161966	-0.0423690959	0.034008003	-0.0937515753	0.0809329661	-0.1835361836	0.0912284597	-0.1029725077	0.0176546082	0.0627674683	-0.2287947859	0.0681473648	-0.0486214657	-0.0711587029	0.1197643559	0.0809000219	0.0061925173	-0.0910700235	0.3305917731	-0.0788200953	0.0680482141	0.0053007489	-0.0954701115	0.2154807838	-0.0261289973	0.0673818169	-0.0642068643	0.2491546609	-0.0976435001	0.0317089436	-0.0104292853	-0.0147054599	0.0079114552	0.006651	-0.0326857329	0.3201885104	-0.1037629654	0.0969745738	-0.0511796397	0.0377692851	-0.0620468506	0.0486166537	-0.0472904	0.2269290847	-0.0681639611	0.1468485108	-0.1787056849	0.1163418288	-0.0243035459	0.0326170512	-0.0136913932	0.0300649952	-0.1338687921	-0.098484878	0.1586838213	0.2282493453	-0.1119977033	-0.2584667512	-0.0716282	n/a	n/a	0.00513059903524	0.138775	n/a	0.019258500625	n/a	0.129852	n/a	n/a	0.0168615419039999	-0.000332275	n/a	1.10406675625e-07	n/a	-0.00360889	n/a	n/a	1.30240870321e-05	0.00445551	n/a	n/a	1.98515693601e-05	0.0	0.2578032089	0.18618951	0.4052730935	-1.5277374	-0.04656458676	-1.06184099	-0.2712949503	1.246994946	-1.3873663	0.433250991	-0.2000067411	-0.05391833072	-0.2132243783	-2.013485812	-0.4453795998
72346.59148787176	-18.28004563556169	5234029299.912998	334.16006843821805	111793.78719388522	-926.2831311348272	12497850855.151695	858000.4390249397	72110.09620543348	52.37099756326643	2742.7213857716583	5199865974.756872	76510.3455380383	62524.08970572655	1.417634	24.223043	0.07892095	0.0477154	-0.071395505	0.0309402902	-0.0624936846	0.1182939916	-0.1213650609	-0.233613448	0.2676392394	-0.030907721	0.0479651152	0.299739428	-0.2051137749	-0.1231946067	0.0304198163	0.1726578771	-0.5015059184	-0.2486142395	0.180484792	-0.0231785011	-0.1799743751	0.066977933	0.0423189705	-0.1499760096	-0.0954433281	-0.1232224929	0.0853225675	-0.1577393458	-0.0431122095	-0.1689744577	0.2677914845	-0.2164218687	-0.2115505341	-0.1154812206	-0.2016476211	-0.1618133014	-0.5038100394	0.1911907341	-0.1466203947	0.0039498345	-0.1580581584	-0.0589032464	0.0412484377	0.096917194	-0.122568273	-0.0018081511	-0.0253589412	0.3392945862	-0.0971533334	0.0512172556	-0.0743431577	0.0731352515	0.0537358398	0.0678117389	-0.2704627981	0.440636244	0.0139632837	0.2082846682	-0.0593452696	0.2263808679	0.286735152	-0.2457683508	0.2611719761	-0.1113814922	0.0798988622	0.1028708235	-0.3083419313	-0.1627104194	0.1273568593	0.0894518337	-0.0875669	-0.0159387	0.00025404215769	0.00766796197561	0.133982	-0.004793	0.0179511763239999	2.2972849000000185e-05	0.0844218999999999	-0.0454301000000001	0.00206389398601	0.0071270571996099	-0.000455368	-0.000123093	2.07360015424e-07	1.5151886649e-08	-0.00354351	6.537999999999987e-05	4.274544399999982e-09	1.2556463120100002e-05	0.0043888	-6.67100000000002e-05	4.450224100000028e-09	1.926156544e-05	0.0	0.3114579965	0.6889846652	1.782264312	0.2726452802	0.09524065328	-0.7580459713	-0.7007875024	-0.8396755591	-1.127168827	-1.233368617	-0.4357681183	-0.06610111028	-3.415575084	-4.249085116	0.5352045568
72599.58404605526	252.99255818349772	5270699603.660241	64005.23449623049	112931.3900835086	1137.6028896233763	12753498866.193584	1294140.3344794563	72296.04661850205	185.9504130685673	34577.5561203708	5226718356.664621	76902.26308516742	63839.944756477176	1.641678	28.051287	0.07378975	0.0357963	-0.0207276932	-0.0107829835	0.0018062436	-0.1192865278	0.1335525399	0.0989115614	0.263522859	0.0186537804	0.1093788332	0.2578824665	-0.206264005	0.1499968444	0.0011762063	-0.1627312367	-0.0431295558	-0.1217665986	0.1412806448	0.0471011015	0.2143273057	-0.1589177387	-0.0891196316	-0.027112275	0.048910765	0.0269373199	-0.1623118414	0.1058533368	0.045193088	-0.2537662848	0.2002350647	-0.0099009569	0.1336581072	-0.2278800948	0.074348395	0.0218676815	0.0315907411	-0.002722476	0.2663944963	-0.0296092596	-0.2864328304	-0.0861724014	0.0420082166	-0.0828333697	0.0839039107	0.0501632231	-0.010794526	0.3365050502	-0.0341764259	0.0057956623	-0.008569788	0.0967607762	0.0876285486	-0.1402913474	0.1602346741	-0.1460567635	0.0510157212	-0.1029326404	-0.0538416261	-0.1306135659	0.1510337427	0.0019375609	-0.0489307437	0.2503282655	-0.1888884045	0.2282216141	0.2378822448	-0.2724646501	-0.1833241598	0.1182334756	-0.0902244	-0.0026574999999999	7.062306249999964e-06	0.00814044235536	0.158161	0.024179	0.0250149019209999	0.000584624041	0.0684032	-0.0160186999999999	0.0002565987496899	0.0046789977702399	-0.000213677	0.000241691	4.5657860329000004e-08	5.841453948099999e-08	-0.00343308	0.00011043	1.2194784900000076e-08	1.17860382864e-05	0.00465537	0.0002665699999999	7.105956489999991e-08	2.16724698369e-05	0.0	0.04571697231	0.5372325042	-0.5225553387	0.7648817832	0.008149504326	-1.435985374	0.2636376005	0.6597100528	-1.58532504	0.4597643899	0.1272407782	-0.9000657744	1.681524993	0.304211686	1.377750269
72219.88544916951	-379.698596885748	5215711854.291165	144171.02447700573	112555.4068760016	-375.9832075070008	12668719617.022266	141363.3723272524	72098.05322065236	-197.9933978496847	39201.38559206353	5198129278.208021	76650.48662123815	62403.81866272176	1.249008	21.341743	0.0972331	0.0570833	-0.0518773431	0.0094444814	-0.0452971658	-0.0804945933	0.0955975748	-0.0896466803	0.3243428091	-0.0185953652	-0.1494065281	0.3485328508	-0.1227374019	-0.109697813	0.04012742	-0.0828677238	0.0054918905	-0.0093657805	-0.1163324171	0.2653709454	-0.066594461	0.1460710566	-0.2179340837	0.0244599735	-0.0724827581	0.1095486651	-0.2192745033	-0.0683598175	-0.0035327357	-0.0723687106	0.3955989253	0.0012687741	0.0487610815	-0.0761934386	-0.1127911814	0.1260961001	-0.0290339608	-0.00962001	0.0210010268	0.023529506	-0.0104128912	-0.0588803751	-0.3173392081	-0.0534334029	-0.110566001	0.1763866644	-0.0383626994	0.3258523132	-0.0809538528	0.0788482837	-0.0294747462	0.1049157298	0.0432398929	-0.0010839543	0.0370987723	0.012285629	-0.0652126582	-0.2066651293	-0.1080852663	0.1211735327	-0.0587242289	0.0404730683	-0.0561497847	-0.0442113621	-0.0968768362	0.0032429118	0.3523187371	-0.0307783224	-0.0831334798	0.2044661561	-0.0875731	0.0026512999999999	7.029391689999976e-06	0.00766904784361	0.127112	-0.0310489999999999	0.016157460544	0.0009640404009999	0.111182	0.0427788	0.00183002572944	0.012361437124	-0.000473607	-0.00025993	2.2430359044900006e-07	6.756360490000001e-08	-0.00354351	-0.00011043	1.2194784900000076e-08	1.2556463120100002e-05	0.00461065	-4.471999999999983e-05	1.999878399999985e-09	2.12580934225e-05	0.0	0.1311738849	0.2228077437	-0.6394336245	0.3221635326	0.4777830614	-2.093753384	-0.8537079785	0.4212616957	-1.726312542	1.336896497	0.5964842678	0.4673505142	1.298814093	-1.58617678	-0.8928195328
72289.39686940181	69.51142023230204	5225756899.74188	4831.83754271169	112621.03118896484	65.6243129632494	12683496666.065792	4306.550451898503	72133.36034221102	35.30712155865331	1246.5928327575211	5203221674.259261	76718.31753538534	62055.704382419055	1.275813	21.799765	0.10068245	0.0643397	-0.0441066065	0.161285819	0.0040646448	-0.1521671029	0.0333412215	-0.0823039121	0.3026239862	0.0202924765	-0.0057706584	0.2078759439	-0.1723837713	-0.0162620144	-0.0401565029	-0.0291385442	0.2109634989	-0.0003358672	-0.1421515559	0.0048717378	-0.0409691137	-0.1759535767	-0.0340454712	-0.0846895547	-0.0139188042	0.1307233536	-0.108314752	0.0762911291	0.023776428	-0.1638057028	0.2075910574	-0.0946752636	0.1092486652	-0.0678239368	-0.0132880385	0.0947990724	0.1788939378	0.0604249828	-0.0040306134	-0.0562138037	0.0525067829	0.1145127726	-0.0050123425	-0.1409998542	0.1576139254	-0.0484870591	-0.0277695626	0.3463279223	-0.0592508781	0.1098391573	-0.036907581	-0.0582113018	-0.0490148277	0.0520586985	0.1628090726	-0.1584195997	-0.0297992308	0.1355346629	0.1268863564	-0.0317936961	-0.2558827739	0.0433267553	-0.0387468401	0.0710575793	0.1569823476	-0.115259681	-0.0180796352	-0.074130058	0.0428576377	0.1698827296	-0.0875046	6.849999999999912e-05	4.6922499999998794e-09	0.00765705502116	0.187907	0.0607949999999999	0.035309040649	0.0036960320249999	0.101537	-0.009645	9.3026025e-05	0.010309762369	-0.000670436	-0.0001968289999999	4.494844300959999e-07	3.874165524099997e-08	-0.00379118	-0.0002476699999999	6.134042889999987e-08	1.43730457924e-05	0.00476963	0.00015898	2.5274640400000133e-08	2.2749370336900003e-05	0.0	0.3607636906	-0.3881996383	-0.2342472692	-1.492267391	0.5055451237	-1.933106552	0.5438144269	0.2600645491	-1.797112281	-0.6835318363	-1.044298744	-1.334036858	1.543059807	-0.3378088124	0.4552858404
72289.85663666295	0.4597672611416783	5225823372.549283	0.2113859344177202	112920.10799153644	299.0768025715952	12750950788.820251	89446.93383644892	72090.63280181258	-42.72754039843858	1825.6427085002008	5197059337.765776	76642.19153150894	63113.23977034523	1.246767	21.303453	0.0513177499999999	0.0267874	-0.0556957974	0.1649583675	0.026871993	-0.1424435475	-0.1561591717	-0.1051567159	0.2352691392	0.0604146772	0.2476265676	0.0268615629	-0.3808326101	-0.2090123348	0.0207066914	0.1199269046	0.0656615248	0.060414804	-0.1748811944	-0.0717566078	-0.1361073491	-0.256020101	-0.1268498193	0.0128956224	0.0262206913	-0.0206216159	0.0119271625	-0.0882127344	0.0279573417	-0.2564468385	-0.0475913371	-0.2956237812	0.0115486569	-0.1685759644	-0.2080602417	-0.0666502303	0.1730678571	-0.0598479573	-0.1092456718	-0.2270572587	-0.0689472713	0.0579289219	-0.0171017873	-0.1227131221	0.0387287065	-0.0645126336	-0.0376776946	0.3420745445	-0.0773825447	0.0924070046	-0.0636672104	-0.0268121788	-0.0119443361	0.1370233784	-0.0797634614	-0.1230944635	0.1765373215	-0.1594719807	0.1365599588	-0.1747733601	-0.0892668314	-0.1489531738	-0.1252061109	-0.1855343043	0.0109882358	-0.0140542233	-0.009086056	0.3716557085	0.1371694129	-0.0620783558	-0.0874294	7.519999999999749e-05	5.655039999999622e-09	0.00764389998436	0.187989	8.199999999999874e-05	0.0353398641209999	6.723999999999793e-09	0.110299	0.0087619999999999	7.677264399999986e-05	0.0121658694009999	-0.000260395	0.0004100409999999	6.780555602500001e-08	1.6813362168099997e-07	-0.00395356	-0.00016238	2.636726440000005e-08	1.56306366736e-05	0.00504518	0.0002755499999999	7.592780249999967e-08	2.54538412324e-05	0.0	0.2846015195	-0.05716685602	0.8985696393	0.006050481909	1.547437772	-1.69826039	-1.744211273	0.2452027422	-2.390976294	-1.545670797	-0.03992655917	-0.8148189229	-0.2686417343	-0.01501185697	2.355171413
72318.13887430463	28.28223764167342	5229913210.24321	799.8849660200888	111988.58173702924	-931.5262545072036	12541442439.471275	867741.1628362196	72034.03245767784	-56.600344134742045	3203.598956171228	5188901832.113784	76573.10433576423	62951.39460156575	1.339062	22.880501	0.07063095	0.0356757	-0.0657586773	-0.0030086553	-0.0212466208	0.109410165	-0.195991173	-0.1965119428	0.281365967	-0.0063999075	-0.1383371627	0.1882130835	-0.2980487749	-0.0405846421	-0.0151562978	0.0218217935	0.1264566918	0.2149218041	0.0100065244	-0.3971138261	0.1279640576	0.1090078743	0.1002439012	0.1045779612	0.0795199589	0.1075040078	0.120249694	-0.1599849701	-0.0035838215	0.0099324081	0.2331777586	-0.226935398	-0.0702226934	-0.1122183429	-0.0635280845	-0.1018033637	0.2570800133	-0.1529743338	-0.1069945656	0.2179619733	0.1608869892	-0.0090418475	0.278850061	-0.049551346	0.0099169434	-0.188599611	-0.0467035031	0.3085512827	-0.0508191607	0.0698242318	-0.0810092904	-0.1473851462	-0.0004074429	-0.0105014114	-0.069913137	-0.3885326608	-0.250840718	-0.0148883955	0.0853329059	-0.1302810242	-0.0296432808	0.228448828	0.1018743678	0.0425603194	0.1479048355	0.0652902365	-0.3426736363	-0.03083166	0.0322316208	-0.2313999028	-0.0721365999999999	0.0152928000000001	0.00023386973184	0.0052036890595599	0.17102	-0.0169689999999999	0.0292478404	0.0002879469609999	0.109815	-0.0004839999999999	2.3425599999999842e-07	0.012059334225	0.000219668	0.000480063	4.8254030224000006e-08	2.3046048396900002e-07	-0.00391523	3.833000000000048e-05	1.4691889000000366e-09	1.5329025952899997e-05	0.00480587	-0.0002393099999999	5.726927609999978e-08	2.3096386456900003e-05	0.0	0.969384384	-0.1861243579	0.5447268877	1.026569209	0.7532226607	-1.536496617	0.3292929698	-0.2282535817	-1.119886728	-0.3228548272	-2.860550519	-1.223651763	0.5290806192	-0.5606228105	0.1129628675
72484.31348906131	166.17461475668824	5253975701.980516	27614.00258953375	111829.524221567	-159.05751546223473	12505842487.62204	25299.29322501904	72296.58710777189	262.5546500940545	68934.9442860114	5226796507.431649	76757.33402191658	64904.85687506503	2.775233	47.420288	1.51628437	0.747957	0.1905270341	-0.2041747833	0.1103526744	0.2224324156	0.1002173563	0.0676952302	-0.205979065	0.3060447286	0.3204834002	-0.0485869496	0.2547410181	-0.186005867	0.1612145474	0.183736775	0.0876497438	0.0387992142	0.3326309673	-0.0117369616	0.1729010202	0.119016833	-0.3465579474	0.1963185502	-0.1629809701	0.1952770672	-0.0057021668	-0.0803869006	0.2090651172	-0.1538409608	-0.3629893814	0.0945828061	-0.3969870062	-0.1838828299	0.0395167606	0.3462166752	-0.0795843922	0.0021287337	-0.2263848495	0.4227227516	0.0193400321	-0.1246422073	-0.090009785	-0.1910276325	0.1131798501	-0.0037171499	0.2069302068	-0.2038020052	-0.3668785493	-0.1864520728	-0.815188764	-0.0276432183	-0.0048602646	0.1042421343	0.0701914481	-0.0596307513	-0.1397551366	0.0166914618	0.0113023253	0.062524732	0.0635953092	-0.0097146719	-0.0697657438	0.010609581	-0.0523780574	0.0199022005	0.0295868975	-0.0318598402	0.0037108989	0.0153966431	-0.0270108	0.0451257999999999	0.0020363378256399	0.00072958331664	-0.00113617	-0.17215617	1.2908822689e-06	0.0296377468690689	-0.0125345	-0.1223495	0.01496940015025	0.00015711369025	-0.00409609	-0.004315758	1.67779532881e-05	1.8625767114564e-05	0.00470071	0.0086159399999999	7.423442208359999e-05	2.2096674504100004e-05	-0.00579549	-0.01060136	0.0001123888338496	3.3587704340100006e-05	1.0	-0.4520835241	1.805940472	-2.15055266	0.7722694585	0.3197566669	-0.8690953249	-3.94957478	1.464720046	5.066701754	-0.2358913827	-2.424344885	-4.157739553	-0.6876087929	-0.05447266505	1.928983334
72515.98531160493	31.671822543619783	5258568125.712903	1003.1043432345424	112436.12251007864	606.5982885116391	12641881645.101412	367961.48362524976	72248.75430435619	-47.83280341570208	2287.9770826052	5219882498.531227	76953.27169374152	65584.39427545783	2.577636	44.043949	0.83899593	0.401903	0.3607401421	-0.1022803617	0.3693949299	-0.0412168258	0.1161853684	0.19210426	-0.0453444652	0.4263833391	0.0577794917	0.1505572004	0.3478153961	-0.0189036812	-0.339287698	-0.163418643	-0.0744339467	0.0117529928	-0.1229576928	-0.197672917	-0.1099723846	0.0312924491	-0.1680406238	-0.2199251594	0.0382735993	-0.0007333148	0.1121323861	-0.059459131	0.4505775238	-0.1551375204	0.0450913119	0.4751621753	-0.0715822129	0.062337352	-0.1499601723	-0.3126678583	0.1855188784	-0.0885348364	-0.1582270834	0.0748445487	-0.3026955548	0.1724977004	0.0793307738	0.0855443053	-0.1175452503	0.099732392	0.3595437555	-0.0968858481	-0.3822826321	0.1051916149	0.1356390135	0.3874178684	-0.0053586711	-0.1166304831	-0.303818124	0.1429420747	0.0498811422	-0.154904058	0.00906109	-0.3986437662	-0.2671584416	-0.0033879738	-0.023544384	-0.1539278966	0.0666456505	-0.178400892	-0.0268206933	-0.099688018	-0.0475663221	0.0111923271	-0.04172	-0.0147091999999999	0.0002163605646399	0.0017405584	-0.0251679	-0.02403173	0.00063342319041	0.0005775240467929	-0.337778	-0.3252435	0.10578333429225	0.114093977284	-0.00953738	-0.00544129	9.09616172644e-05	2.96076368641e-05	0.00257936	-0.00212135	4.5001258225e-06	6.653098009600001e-06	-0.0038579	0.00193759	3.754255008100001e-06	1.488339241e-05	0.0	-2.270009677	3.324235413	-1.467858703	-0.256855263	-1.939817095	-1.681504015	-1.822312593	5.371716667	0.8349761844	-0.5401832914	-1.275750153	2.256402076	-1.009555735	-0.6908858474	0.7243166457
72291.49550221633	-224.4898093886004	5226060321.946964	50395.67451933015	110873.35131835938	-1562.7711917192646	12292900032.564342	2442253.7976676505	72079.2799247606	-169.47437959558738	28721.565339309243	5195422594.471996	76621.05100264908	66088.6812314659	1.628599	27.827793	0.26958902	0.136425	0.34411399	0.0276971364	0.3574321683	-0.0146281379	0.3195389903	-0.4014790306	-0.0977978045	0.3172439542	-0.1777659837	0.0698478003	0.1304782597	0.0326848984	-0.1683924374	-0.1663712968	-0.0085979521	-0.1147386541	-0.0790885706	-0.0584975801	-0.0002578983	0.10991388	0.1130352223	0.0164347067	0.238715004	0.0439984529	-0.0812610234	0.0316613757	0.3411868205	0.0748561805	0.1214001611	0.2453887105	0.0809544855	0.1786508873	-0.0125668433	-0.0738678852	0.0016599881	0.1085250197	0.2228258705	0.0304965838	0.2034776057	-0.1051960351	0.2027466977	-0.0213602788	-0.1186566554	0.0757933299	0.3444591846	-0.0645475357	-0.2109690695	0.0892138307	0.2757057297	0.1489808858	-0.1374796023	-0.1241054091	0.090075694	-0.1968141435	-0.2164992849	0.1666316692	-0.1446763631	0.0447463121	0.187674792	0.0557415393	0.163587046	0.2613687324	0.0311949763	0.1523903963	-0.0962543802	-0.0208795488	-0.0239301602	-0.0683212173	-0.0697834	-0.0280633999999999	0.0007875544195599	0.0048697229155599	0.00339172	0.02855962	1.15037645584e-05	0.0008156518945444	-0.326858	0.01092	0.0001192464	0.1068361521639999	-0.00723957	0.00229781	5.24113737849e-05	5.279930796099999e-06	0.00178923	-0.00079013	6.243054169000003e-07	3.2013439929e-06	-0.00290492	0.00095298	9.081708804e-07	8.438560206400001e-06	0.0	-3.033782717	2.673001088	-0.5981353158	-0.7666041079	-1.133240651	-1.524118025	1.942600616	1.780891779	1.032818341	0.13599645	-2.27498457	0.0518861697	1.422755492	-0.3155350076	-0.5815935152
