global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_06	aroma_motion_08	aroma_motion_11	aroma_motion_13	aroma_motion_14	aroma_motion_15	aroma_motion_17	aroma_motion_19	aroma_motion_20	aroma_motion_21	aroma_motion_23
65656.8128515146	n/a	n/a	4310817073.818812	100528.76388302364	n/a	n/a	10106032367.84872	65038.00154761159	n/a	4229941645.307128	n/a	68705.62508753086	57780.609233240924	n/a	n/a	n/a	n/a	-0.0165449061	0.0609791761	-0.0015654373	0.0551731673	-0.2540579696	0.0376016246	-0.0227399507	0.0092275643	-0.3072475565	0.0644933352	-0.0989476403	0.0438016494	-0.10983323	0.1741145698	-0.1724801369	5.78205e-05	-0.0313169829	0.0017254665	-0.1092230857	0.0901990347	-0.1340241223	0.0836781358	0.1238394462	-0.1258102673	-0.0112465977	0.0191345297	-0.2803261988	0.1936766722	-0.0149597117	0.0047298341	-0.0314599755	-0.0309605243	0.1794202424	-0.0552329171	0.1558227218	-0.0241947269	0.0794230142	-0.0327484674	0.0934336307	-0.0062307974	0.1888995853	-0.0329949467	0.135875465	-0.0084049792	0.10427166	-0.2458608509	0.1528416434	-0.1950805744	-0.1072973759	0.1731233716	-0.1656678573	0.1298970084	-0.0815308266	0.0134149734	-0.1954694792	0.0579747097	-0.0155541774	0.0152326328	-0.0789280852	0.0455613065	-0.0230794956	-0.0369673987	0.0522184418	0.1643619509	-0.0420473	n/a	0.00176797543729	n/a	-0.0767151999999999	n/a	n/a	0.0058852219110399	-0.16975	n/a	n/a	0.0288150625	0.0014826	n/a	n/a	2.19810276e-06	0.00153409	n/a	2.3534321281e-06	n/a	0.000596573	n/a	3.55899344329e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	1.081323443	-0.6749254502	-0.5792647649	1.416744011	0.7181424271	-0.3205520372	0.7053643452	-1.14732009	-1.745802124	1.203417511	-0.6542595492	0.7251537197	-0.4091471354	0.1114812646
65797.5381765906	140.72532507601136	19803.617117749072	4329316030.099898	101689.46280484584	1160.6989218222006	1347221.987119219	10340746845.538126	64951.160365863216	-86.84118174837204	4218653232.872081	7541.390847453785	68589.30530911745	57919.83345101328	0.945537	23.830832	0.14652885	0.0692857	-0.0210715496	0.0837027333	0.0312089824	-0.0225873698	-0.0496239933	-0.1623124394	-0.026331453	0.0399378643	-0.0912835172	-0.0120068611	-0.2310933004	-0.015279266	-0.0852480319	0.1657651254	-0.1863331647	-0.1495135571	-0.0710816848	0.3260814327	0.0642716044	-0.0284450599	0.0092119908	-0.1916072404	0.0792723702	-0.179520468	-0.0145425315	0.0278472024	-0.0902158645	0.0770998365	0.0847826966	-0.0616294689	0.1491563067	-0.1655004237	0.1584121682	-0.0578185649	0.0931207748	0.4055138448	0.1928433641	0.1435997643	0.0857115463	-0.0036985566	0.1780676806	-0.044385202	0.0490291634	-0.000557026	-0.1868668988	-0.1447445093	0.1314838518	-0.0013550148	0.0434745769	0.184763142	-0.0253627504	0.0419302102	-0.0802650048	-0.2545743374	-0.1370527611	0.2112832124	-0.1836643125	0.0132965425	-0.1804398769	0.1004748815	-0.0056057245	-0.0361829195	-0.0972881424	0.1640657595	-0.0331761	0.0088712	0.00110065361121	7.869818944000005e-05	-0.056053	0.0206621999999999	0.0004269265088399	0.0031419388089999	-0.135784	0.033966	0.001153689156	0.0184372946559999	0.000564898	-0.000917702	8.421769608039999e-07	3.19109750404e-07	0.00126477	-0.00026932	1.5996431528999998e-06	7.25332624000001e-08	0.00107014	0.000473567	1.1451996196e-06	2.2426570348900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.077033551	-0.4132041157	0.9274647704	-0.09525433561	-0.1182265799	1.094538943	0.5816104542	0.2293443699	0.7047651215	-0.06199123467	-1.499764927	1.413212234	-0.07883790839	-0.5298528244
65775.61363888999	-21.924537700615478	480.6853533857093	4326431349.572531	101066.92195418074	-622.5408506651002	387557.1107468265	10214522713.29246	65092.55578454112	141.39541867790103	4237040818.563597	19992.66442309893	68652.27177441369	57349.10585892691	0.946034	23.843355	0.06371195	0.0414738	-0.0177723273	0.0844831702	-0.0399821374	0.1267274536	-0.1121024695	0.1118949163	-0.0279252073	-0.0122257622	-0.2696214155	-0.0848221656	0.0002950442	0.1353088192	0.1667623475	0.0098577227	-0.1185705978	0.1579683772	0.0149324882	0.2566131923	-0.0422521073	0.0058813506	-0.1961372697	-0.3301357187	-0.1021519158	0.1336005853	-0.0147253911	0.0407609811	-0.2500019148	-0.0120147491	0.0100870297	0.1106362497	-0.0836017391	0.076936547	-0.0332881671	0.1262315433	0.1620265588	0.3821649099	-0.0407204054	0.0851348166	0.2676654854	-4.73858e-05	0.158092658	-0.0306584491	0.1170743204	-0.0651063902	0.0439476687	-0.1964131622	-0.0296371919	0.0526783027	-0.0101034583	0.2116936244	-0.1523534637	-0.0376284963	-0.0228672627	-0.0114277344	-0.0423054025	0.0379215219	-0.1801544773	-0.3224766382	0.1210384973	0.0941133226	-0.0139777168	0.2702761521	0.1231498477	0.1634739106	-0.0251442	0.0080319	0.00063223079364	6.451141761000003e-05	-0.0560436	9.399999999999686e-06	8.835999999999409e-11	0.00314088510096	-0.0964665	0.0393174999999999	0.0015458658062499	0.0093057856222499	0.000495025	-6.987300000000003e-05	4.882236129000004e-09	2.45049750625e-07	0.00147908	0.00021431	2.1876776464e-06	4.592877610000004e-08	0.00102726	-4.288000000000013e-05	1.0552631075999998e-06	1.8386944000000115e-09	0.0	0.0	0.0	0.0	0.0	0.0	1.03731847	-0.5126995778	0.2717242711	0.0861086187	-0.3989368921	0.2870718122	-2.396388381	-0.1341782414	-1.240158174	0.29455175	0.1982644315	0.2319064676	-0.9032718934	-0.1135121537
65828.74215627053	53.12851738053723	2822.639359054047	4333423293.876748	101109.27506730364	42.35311312289559	1793.7861912007909	10223085504.635668	65163.3169880736	70.76120353248552	4246257880.8881617	5007.147925365842	68798.22441725219	57857.96014865965	1.00031	25.211311	0.0722431499999999	0.0547698	-0.0233590006	0.0818601117	0.0235194096	0.0371279516	-0.1796843511	-0.1016065614	-0.047121956	-0.0903167263	-0.1402655251	-0.1306682136	-0.0280486935	0.1418844627	0.0258763604	0.3141016091	0.1531426263	-0.0597257704	-0.1321507147	-0.0704875693	-0.0078049972	0.0316796659	0.0818160446	-0.0191685279	-0.1738913158	0.2114235004	-0.0183022326	-0.0754345418	-0.1818080068	0.0542565759	0.1426670951	0.1678074055	-0.0515573323	-0.1449626712	0.1695590047	0.1263418684	-0.1180632824	-0.1299388914	0.0118245156	-0.166055916	0.0466651725	-0.0004564815	0.1676069465	-0.0492132964	0.0668302751	0.0555370653	0.0067554661	-0.0670371326	0.2111714703	-0.0903784464	0.0039587864	0.0601995226	-0.047125224	0.0666016764	0.1321707652	-0.1368083081	0.0681000697	0.2279655772	0.1677059748	0.0189483561	-0.1668130506	0.0710067728	-0.0213501657	0.0853301665	0.0984967237	0.1625874706	-0.0354172	-0.010273	0.00125437805584	0.000105534529	-0.0560448	-1.1999999999998123e-06	1.4399999999995496e-12	0.00314101960704	-0.149953	-0.0534865	0.00286080568225	0.022485902209	0.000495025	0.0	0.0	2.45049750625e-07	0.00142138	-5.769999999999994e-05	2.0203211044e-06	3.3292899999999923e-09	0.000915311	-0.0001119489999999	8.37794226721e-07	1.2532578600999969e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.071946943	-0.1669267049	0.1825902603	0.5901875728	-0.3669018174	-0.4135420293	0.9650731071	0.5043257536	-0.1159402438	0.4747803895	0.1432761392	1.534100096	-1.956692434	1.138607256
65868.08372004153	39.34156377099862	1547.758639947551	4338604452.950399	101906.01189030828	796.7368230046413	634789.5651315292	10384835259.387651	65109.56906265672	-53.7479254168793	4239255983.5248656	2888.8394866184194	68698.87873118828	57765.24312495655	1.02328	25.790234	0.1036351	0.0581168	-0.0217570519	0.0913994955	0.0168288287	0.025163516	0.0092312398	-0.1818935275	-0.0068333768	-0.0708867047	-0.0934613456	-0.0630236574	-0.0603667588	0.0857837736	0.0289185933	-0.1119441569	-0.0705817885	-0.0802107774	0.1512116908	0.0252209807	0.2260597031	0.1802401777	0.1104005179	0.0013825511	-0.1817598311	0.1640457774	0.0045456647	-0.0240918496	-0.1427043286	-0.063247565	0.043679227	0.0624879485	0.0752201479	-0.0531434508	-0.2055489675	-0.0620986206	0.2067879588	-0.0342103542	-0.0520231978	-0.0043980739	0.0739097602	0.0015099805	0.1653123637	-0.0434667328	0.0013290927	-0.0521831475	-0.1789588634	-0.0416365504	-0.0291936596	0.1982840786	0.0674336822	0.031616012	-0.0190687193	-0.0240558368	0.0344965632	0.0644156093	0.1834688533	-0.1414491613	-0.2864914697	-0.0944192658	-0.2784718763	0.0391777701	0.0675427071	0.0160290248	-0.1130306348	0.161408037	-0.0134584	0.0219588	0.00018112853056	0.00048218889744	-0.0558956	0.0001492	2.2260640000000633e-08	0.0031243180993599	-0.122064	0.0278889999999999	0.0007777963209999	0.014899620096	-0.000319428	-0.0008144529999999	6.633336892089999e-07	1.0203424718400001e-07	0.00142138	0.0	2.0203211044e-06	0.0	0.00117362	0.0002583089999999	1.3773839044e-06	6.6723539481e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.034329743	-0.5380094629	1.5593468	0.5085765548	-2.027691249	1.08584963	-0.586062197	0.9895983291	0.6940281053	-0.4594402609	-1.113723675	-0.9107538217	0.4753425347	-0.6756496786
65806.9852978787	-61.09842216283141	3733.017190787569	4330559313.995223	100574.38451488598	-1331.627375422293	1773231.4669740645	10115206820.548138	65110.036272881145	0.4672102244221605	4239316823.455898	0.2182853938046056	68799.22526585644	57817.27347986478	1.079555	27.208549	0.1583878749999999	0.0738487	-0.0280744256	0.0727527939	0.016147576	0.0240171968	-0.29504802	0.0325926111	-0.0075530971	-0.1030310237	-0.1754363712	-0.0156151592	-0.0498041098	0.0987119578	0.0998926696	-0.180386688	-0.0304268778	0.0086843215	-0.2008768007	-0.0700679231	-0.0141942991	0.0572088412	0.0885089794	0.0630725097	-0.1788308499	-0.0450096177	0.0040891919	-0.0940912508	-0.2059173548	0.1186274356	0.0947529636	0.077432339	-0.0931825831	0.2098032212	-0.0167019774	-0.0394175874	-0.152060916	0.0284621162	0.087246642	-0.1658743805	0.0382562657	0.0046979653	0.1808103158	-0.0350325062	0.0870065947	0.0079737843	0.1306123514	-0.1799067697	-0.0881591358	-0.1302366274	-0.0267727064	-0.0502008738	0.0776889106	-0.0817750595	0.0281656567	0.0756938504	-0.0015958321	0.0690348348	0.1355824447	-0.0126739704	0.300495216	0.0112753723	-0.0523065118	0.1135820947	-0.0191908614	0.1599377353	-0.0419947	-0.0285363	0.00176355482809	0.00081432041769	-0.028268	0.0276275999999999	0.0007632842817599	0.000799079824	-0.1704	-0.0483359999999999	0.0023363688959999	0.02903616	-6.91845e-05	0.0002502435	6.262180929224999e-08	4.78649504025e-09	0.00167139	0.0002500099999999	2.7935445321e-06	6.250500009999997e-08	0.000596114	-0.000577506	3.55351900996e-07	3.33513180036e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.131122428	-0.4808099587	-0.3187624063	0.4894926059	0.2664822531	0.1282569678	-1.677805406	-0.76796532	-0.8200943387	1.503723234	0.7638878585	1.323955111	-0.1097411314	1.269579574
65817.26227698816	10.276979109461536	105.61629961630882	4331912013.637848	101386.92975348396	812.5452385979734	660229.7647682375	10279309524.83789	65003.96305322216	-106.07321965898154	4225515212.624672	11251.527928822548	68673.30214020367	58285.32877988889	0.951172	23.972845	0.1444450749999999	0.0658948	-0.0324557043	0.0705802152	0.0341429719	-0.0116259698	-0.110158585	-0.106941034	0.0077905683	0.0267302165	-0.1265222777	0.0113942451	-0.0363600784	0.0397403548	-0.042859985	0.0957707071	-0.1261577575	-0.1739418089	0.1357939768	-0.1148541927	-0.134332711	-0.0488530416	-0.0716496057	0.1104095032	0.0554595789	-0.1150336842	0.0138820744	0.0092470472	-0.1147370281	0.1270836191	0.0292121193	0.0430359241	-0.0211145251	-0.104153743	0.0586843453	-0.1919891054	0.0997550748	-0.101387782	-0.0443719166	-0.03280468	-0.1123376596	0.0093988154	0.1532971577	-0.0438725364	0.0133886298	0.0426238641	0.0485138818	0.0370117209	0.1566513995	-0.0007392989	0.0471709865	-0.0716363164	0.0916613193	0.1163597886	0.0222495053	0.0348010263	0.1960866348	0.0875250063	0.0966985949	0.0900639516	-0.0417658959	-0.0815996975	-0.197465183	-0.0903645511	-0.2292888811	0.1581792149	-0.0135225	0.0284722	0.00018285800625	0.00081066617284	-0.0198348	0.0084332	7.111886224000003e-05	0.00039341929104	-0.145467	0.0249329999999999	0.0006216544889999	0.021160648089	-0.000581722	-0.0005125375	2.6269468890625e-07	3.38400485284e-07	0.00100988	-0.00066151	1.0198576143999998e-06	4.375954801000002e-07	0.0010742	0.0004780859999999	1.15390564e-06	2.2856622339600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.108669874	-0.3028298937	0.728248378	1.063225579	0.4390242459	-0.9238764931	0.6751649077	0.5096430963	0.7621810763	0.4782923039	-1.135657049	0.6145496904	0.154786738	1.332311058
65742.4841081077	-74.77816888045345	5591.774541113617	4322074216.704794	101513.9171571474	126.98740366344282	16125.800689182171	10305075376.588184	64871.68659494107	-132.27645828109237	4208335721.672257	17497.061415389562	68474.30675263483	57779.01764886875	0.882042	22.230528	0.05050626	0.0269945	-0.0339615978	0.0828999295	0.0256857281	-0.0066974497	-0.0342800623	-0.1946360031	0.0233528158	0.0991347238	-0.1496774398	0.1362966622	0.0140107188	-0.1391810797	-0.0120816696	0.0628486137	0.1135511613	-0.0211981885	0.1578777438	-0.1387151956	0.0435497106	0.0543640352	-0.088463529	-0.0680147087	0.2107674246	0.0551808908	0.0323715793	0.09645374	-0.1110117024	0.0944024582	-0.1339518652	-0.1382991735	-0.0067188928	-0.2177831902	-0.0187125072	-0.0224933377	0.052156252	-0.1382439198	-0.0988284276	0.1564351281	-0.0850170045	0.0124286339	0.1381776419	-0.0376484497	0.0310208043	-0.0582186688	-0.1988509895	0.0558581242	0.0687134499	0.0465845648	0.0302766843	-0.1138165733	-0.0525061429	-0.1509308927	-0.1698812333	0.0365024273	0.0698760141	-0.2684237375	-0.0424062362	-0.0175699222	0.1019256461	-0.0808628909	-0.1495158691	-0.0898525842	0.0039668085	0.1561356449	-0.0076057	0.0059168	5.784667249e-05	3.500852224e-05	0.00308441	0.02291921	0.0005252901870241	9.5135850481e-06	-0.13845	0.007017	4.923828900000033e-05	0.0191684024999999	-0.0008195589999999	-0.0002378369999999	5.6566438568952433e-08	6.716769544808362e-07	0.000954652	-5.522799999999994e-05	9.11360441104e-07	3.050131983999993e-09	0.0010742	0.0	1.15390564e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.106454044	-0.5415479803	0.2938245053	0.3822366032	0.1237347777	1.025519589	0.1369117904	-0.01855982408	1.503584107	-0.3262261396	-2.066654485	-1.287173514	-0.3772233448	-0.9565903474
65774.20803590344	31.723927795741474	1006.4075947894186	4326246442.750305	101087.97867398648	-425.9384831609205	181423.5914374257	10218779432.392344	64910.70964064067	39.02304569959961	4213400226.051562	1522.7980956730394	68525.05843204045	58061.94975156858	0.997247	25.134098	0.120861145	0.0568816	-0.0412517819	0.0792766357	0.0185321632	0.0538177625	-0.1558848262	-0.0427492662	0.024584818	0.0634617017	-0.0388198282	0.0775453054	-0.1498248571	0.0140234973	-0.110551477	0.0026468766	0.1788562621	0.2423638992	0.2436754869	-0.1190627344	0.0829756378	-0.113361536	0.0301508612	0.0370002422	0.0054690609	0.0571418292	0.0236175357	0.0529509484	-0.0518025414	0.1088789992	0.015623511	-0.0267359243	0.1361212418	0.0918820464	0.0854448638	0.0907251938	-0.066852433	-0.1036296913	-0.3516008118	0.1724909599	-0.0570758249	0.0166220672	0.1292608431	-0.0260491962	0.0423720651	0.0283734614	-0.0241532471	-0.1161200512	-0.2184350221	-0.0117866518	0.0089123806	-0.0759625275	0.1185941208	-0.0601109231	0.1822540958	0.0425997867	0.0337734092	0.0497201353	-0.0010224667	0.1518782209	0.1164423462	-0.0047463219	0.1682342901	-0.1548156104	0.020679273	0.1538107079	-0.0110186	-0.0034129	0.00012140954596	1.164788641e-05	-0.0257456	-0.02883001	0.0008311694766001	0.00066283591936	-0.149834	-0.011384	0.000129595456	0.022450227556	-8.39873e-05	0.0007355716999999	5.41065725840743e-07	7.05386656129e-09	0.00124801	0.0002933579999999	1.5575289600999998e-06	8.605891616399998e-08	0.000558445	-0.000515755	3.11860818025e-07	2.66003220025e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.107605391	-0.5900012645	0.03739580011	-0.8561500061	-0.9041658557	0.3024210049	-0.2053418684	-0.3049168705	0.1839908514	-0.4752747772	0.6636275517	1.238495794	1.98625292	0.2174143659
65816.26267280454	42.054636901099	1768.5924848832778	4331780432.215605	100916.869140625	-171.1095333614794	29278.472407183235	10184214477.14603	64895.90875556356	-14.800885077107525	4211478973.210432	219.06619906574417	68480.09390725884	57653.31883536775	1.048416	26.423731	0.0537806149999999	0.0264582	-0.0363220236	0.0758875026	0.0289508235	0.08980028	-0.1614892545	-0.0552817403	0.0306200692	0.0856082413	-0.186403014	0.1651118734	-0.0264359494	-0.0291905568	-0.0681796593	0.0122405427	0.1259671841	0.0831084005	-0.2087685439	-0.0090458037	0.0777134152	-0.1419429727	0.107532795	0.219880934	0.2590793839	-0.0149162665	0.0370791983	0.0837661895	-0.1341790154	0.1287149396	-0.1439191929	-0.0385151016	0.0217726969	0.0552963095	0.0718805845	0.0452085576	-0.1797644513	-0.0425679282	0.0882596539	0.0126490131	-0.0355057917	0.0161865226	0.1330149236	-0.0376414722	0.0134521006	0.0294969721	0.1590232453	0.0115499738	0.0912474888	0.0374395717	0.0692072643	-0.113351787	0.1278229472	0.1746572269	-0.0455319493	0.0954856855	0.105982639	-0.1170729076	-0.1110575565	0.132915028	-0.067182158	-0.0617123936	0.0754163554	-0.068062555	0.0973925963	0.1512085936	-0.00839164	0.0026269599999999	7.041962188960002e-05	6.900918841599997e-06	-0.00526653	0.02047907	0.0004193923080649	2.77363382409e-05	-0.138388	0.0114459999999999	0.0001310109159999	0.019151238544	-0.000195102	-0.0001111147	1.234647655609e-08	3.8064790404000004e-08	0.00108033	-0.0001676799999999	1.1671129089e-06	2.8116582399999972e-08	0.000664222	0.000105777	4.41190865284e-07	1.1188773729000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.09918874	-0.4617356042	0.8123829257	0.5347927521	0.8994032444	-1.397377419	0.9871184769	0.4018539618	-1.250752396	0.0920662637	-1.055244048	-0.7045927617	0.3711266325	0.6544836061
