global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	aroma_motion_02	aroma_motion_03	aroma_motion_04	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09	aroma_motion_10	aroma_motion_13	aroma_motion_15
65088.2726324655	n/a	n/a	4236483234.2781577	102143.01389546506	n/a	n/a	10433195287.649168	64918.16508374183	n/a	4214368157.8399568	n/a	68703.16055875712	47541.76777031509	n/a	n/a	n/a	n/a	-0.0675308322	0.1594058083	-0.0468836151	0.3309291612	0.0411484275	-0.0123487051	0.0171582206	-0.0333992934	0.0705409596	-0.1156562493	-0.0913124902	0.2110857519	-0.0523370249	0.0552208403	-0.0246706253	-0.1145397126	0.0911110511	-0.0988269528	0.0348282119	-0.1499521481	-0.1360504874	0.0487117759	-0.0156036031	0.2570227868	-0.1120490564	0.0816174995	-0.1880716757	0.0139041417	0.0956122919	-0.1105241889	0.0721984371	-0.1098157604	-0.2344374424	0.0283958331	0.0422375549	-0.0580331239	-0.0377680778	-0.0706927832	0.0118130499	0.1200265739	0.0878966285	-0.0259117716	0.1197184858	-0.0814700852	0.0462726278	-0.0813005536	0.1260476881	-0.0285242823	0.1871793143	-0.0899276924	0.1171172306	-0.0638591432	0.0517336039	-0.2127698017	0.1055645405	-0.0116010999	-0.0056302812	0.0689172985	-0.0156989321	-0.112918457	0.0108570586	0.2661585335	-0.035566992	-0.0210360204	-0.1334449662	0.0512405902	0.010961945	-0.073140268	0.0090561124	-0.1870847747	0.0344075096	-0.2204218061	0.065402005	-0.2281167379	0.0743227907	0.045247695	-0.0619333493	0.0805044188	-0.1136527409	0.1048211839	-0.0870902163	0.1699578165	-0.0047350796	0.0632684898	-0.020260142	0.0678533258	-0.0095029115	0.008732664	0.067576179	-0.0088262211	-0.2001310208	0.1643619509	0.017544	n/a	0.000307791936	n/a	-0.0618393	n/a	n/a	0.00382409902449	-2.67453e-06	n/a	n/a	7.1531107209e-12	3.54625e-05	n/a	n/a	1.2575889062500002e-09	-0.000523536	n/a	2.74089943296e-07	n/a	8.022299999999998e-05	n/a	6.435729728999997e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9789890965	-0.2002188374	-0.7933077665	-1.780620321	-0.8737276869	0.5641602763	1.022766524	0.201029139	1.494413295	-0.04088535373
65332.56279122247	244.29015875697223	59677.68166550669	4268343760.869027	102345.44871896044	202.43482349537956	40979.85776360547	10474590873.48536	65053.272614614754	135.10753087292687	4231928277.871386	18254.04489857889	68760.6434692847	57885.71951337686	2.917407	62.656605	0.14794180047	0.0761571	-0.2409698417	-0.0614879978	-0.077771654	0.1237198846	0.0726855144	0.1560389243	0.0039050841	-0.0350859544	-0.1012715771	0.2653448483	-0.1205495708	0.1653160216	0.0463296356	0.1038278733	0.0093600302	0.1904779495	0.0191939945	-0.0783348346	0.1445349747	0.0453942723	0.1733061646	0.0227869846	0.0799620808	0.2609701065	0.0329710613	-0.1289609965	-0.1890170218	0.0359124055	0.1922919368	0.0279622694	0.0056299911	-0.113495113	-0.2143291502	-0.0196605898	0.0276503287	-0.0869900972	0.0265473135	0.0343250241	0.2000188601	0.2943350131	0.0891957862	-0.194766111	-0.1243917674	0.0856064145	0.1502101855	0.0249642099	-0.0058017916	0.01357677	-0.0602495094	-0.2069863702	0.2138374453	-0.17707425	-0.0128752925	-0.0905958041	0.0697277846	0.0799382908	-0.0524220422	-0.0771155327	-0.0218288478	-0.0460582698	-0.1065527202	0.1251082634	0.088289805	-0.077438163	-0.0314018013	-0.0766750291	-0.2457720725	-0.2016105851	-0.1747986703	0.0213600584	-0.0672385083	-0.0437730376	-0.0655062529	-0.3240182272	-0.1433882157	0.1443133278	0.091950565	0.1654232389	0.1043337253	-0.0169051535	-0.0683627862	0.1360454041	0.1478048862	-0.0389974538	-0.0549755455	0.0863233202	0.0114291005	-0.0077662923	0.0547113731	-0.1366959049	0.110578427	0.1640657595	0.0269781	0.0094341	0.00072781787961	8.900224281000001e-05	-0.0618063	3.299999999999831e-05	1.0889999999998884e-09	0.00382001871969	-0.0514416	-0.0514389254699999	0.0026459630535082	0.0026462382105599	0.000370709	0.0003352465	1.1239021576225e-07	1.37425162681e-07	0.000267091	0.000790627	7.1337602281e-08	6.25091053129e-07	-0.000534619	-0.000614842	2.85817475161e-07	3.78030684964e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8072386376	-0.2987962374	-1.367682886	1.141793524	-1.664010187	1.035743289	-0.6241203554	0.6692206895	-0.647293458	0.8205611785
65395.35132383067	62.788532608195965	3942.399827090488	4276551974.7672415	101526.48107704653	-818.9676419139141	670707.998502037	10307626359.887886	65040.78798823215	-12.484626382603892	4230304102.130164	155.86589591320916	68784.01080234078	58780.2857725318	1.270103	27.277775	0.114618205	0.0635196	-0.1233544083	-0.0225026338	-0.4054888724	0.0926223936	-0.1746318047	-0.0320048188	0.0075366179	-0.0892574179	-0.0933370542	0.0127449607	-0.0531889574	0.1447182516	0.0105099463	0.2359927175	0.0693971067	-0.0236266967	-0.1916122393	-0.1886542372	0.0759908539	0.0291230252	-0.0212517568	0.1309814272	0.1417848019	0.0509674058	0.0192661719	-0.139268339	0.1304715984	0.1306724323	-0.0345572925	-0.0493087395	0.3381634262	-0.1681034511	0.0098618404	-0.014575081	0.1106208713	0.0267317136	0.1225925111	0.1492456865	-0.02619449	0.0854836103	-0.2160709287	0.1018343328	0.0480972016	0.1897822348	0.1720372363	0.002133719	-0.1043912646	-0.0042258001	0.1534870083	-0.0802354808	0.0599576605	-0.1158265027	-0.0593051735	0.1217154104	0.1452413069	-0.2079344383	0.0699668461	0.151351173	-0.1547163844	0.042261554	0.0329513901	-0.0239798141	-0.1045753457	-0.287728608	0.1680344825	0.115182907	-0.0668200274	-0.1689846128	0.1267656954	0.1195028356	0.2364332999	-0.1396751709	-0.028007568	-0.2094678988	-0.0418239397	0.3071202015	0.0951235584	-0.0509962337	-0.107856196	0.0803040405	0.0559863717	-0.1200721729	0.0275732378	0.1953392666	0.0161273851	0.0586521905	-0.0624533423	0.1938950753	-0.1139126461	0.154042551	-0.0474023974	0.1634739106	0.02481	-0.0021681	0.0006155360999999	4.700657610000012e-06	-0.0164442	0.0453621	0.00205772011641	0.00027041171364	-0.0514341	7.499999999993623e-06	5.624999999990434e-11	0.00264546664281	0.000992038	0.000621329	3.86049726241e-07	9.84139393444e-07	-6.99291e-05	-0.0003370201	4.890079026809999e-09	1.1358254780401e-07	-0.000151358	0.000383261	2.2909244164000003e-08	1.4688899412099997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06757342958	1.295909981	0.9988781396	-0.3404396775	1.756013716	-1.361350908	0.5674576099	0.1183953599	1.999660663	-0.227842264
65268.07497599343	-127.27634783723624	16199.268718785152	4259921611.071901	102298.33368844698	771.852611400449	595756.4537256925	10464949075.432846	64957.50037510998	-83.28761312217102	4219476854.982413	6936.826499588435	68685.82446975999	52565.62168324059	2.136164	45.877987	0.155056695	0.0722913	-0.1404846819	0.2150966101	-0.0697219429	0.2067236356	0.0743017154	0.08266899	0.0516574533	-0.0189834281	0.0764486995	-0.100185225	-0.0611721547	0.2194919314	-0.0838621557	0.0654131661	-0.0269608467	0.0297048686	-0.0670315085	-0.07639355	-0.0515215399	-0.1807819309	0.0331440005	0.2309781766	0.0501730112	0.0590019378	-0.1016279154	-0.052456867	-0.0461609149	-0.0241691628	0.0133973205	-0.1940241838	0.1047726706	0.1497429824	0.1038076208	0.0651228684	-0.139635635	-0.2793721624	0.0803360727	-0.181875066	-0.1384703895	-0.1237752124	0.0456699085	-0.0193730159	0.0145240416	0.0576069272	0.0550502577	-0.0888209376	0.1143674915	0.108454609	0.1706004252	0.0927403683	0.2507944484	-0.2363147541	-0.0226067037	-0.0137195355	-0.1379996921	-0.1818572741	0.0352897917	0.0222311071	0.1251909386	-0.1323317688	-0.074424951	0.0003584359	0.0339214729	0.0808390927	-0.1201758628	0.0790229675	0.1280635448	-0.0822088839	-0.0238151915	-0.218137995	0.0542264121	-0.198053527	-0.0285535118	-0.2317085813	-0.1817898136	0.0856328206	-0.0889394708	0.099403255	0.0605245074	0.0881734509	-0.1510306076	-0.0198268392	0.0491512951	0.0698471486	0.1256163504	-0.0125837984	-0.0599001297	0.0238002546	0.0154488998	-0.077487813	-0.091753709	0.1625874706	0.0187963	-0.0060137	0.0003533008936899	3.6164587690000005e-05	-0.0410815	-0.0246373	0.00060699655129	0.00168768964225	-0.0137682	0.0376659	0.00141872002281	0.00018956333124	0.000193432	-0.000798606	6.37771543236e-07	3.7415938624e-08	-0.000516127	-0.0004461979	2.663870801290001e-07	1.9909256596441007e-07	0.000338634	0.000489992	1.1467298595600001e-07	2.40092160064e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.431963488	-0.7085644069	-1.214879675	-1.895070101	-1.550220622	1.26991959	0.8412962144	-0.2168420937	0.09687132792	-1.240929456
65364.78860887335	96.713632879917	9353.52678483136	4272555589.8827	102026.26546717172	-272.0682212752581	74021.1170278828	10409358845.177795	64982.07464295814	24.57426784816198	4222670024.902984	603.8946402732076	68747.53520823432	58946.63649049063	2.123343	45.602646	0.151468325	0.0734458	-0.2520419699	-0.1423841278	-0.0781288488	0.1279795864	0.0880988322	-0.035512657	-0.0804603999	-0.0390965874	-0.3318016848	0.0830813967	-0.1685092576	0.0667310166	-0.0371198536	0.0777230897	0.1026348311	0.0390793075	-0.1146514616	-0.0578162842	-0.1164025304	0.041782241	0.2254258024	-0.0597230168	-0.1059260054	-0.0210005992	0.1050705429	0.0116497028	-0.1198518341	-0.1087387851	-0.1216296964	-0.0738248994	-0.0326246467	-0.1682710487	0.0148022195	0.0843389444	-0.0072738469	-0.1307943646	0.0047211044	0.2223667436	-0.0877857071	0.112451889	0.057147389	0.1062463413	-0.0660989967	0.0783625553	0.0973974639	-0.0398784908	-0.0433891137	0.1265263887	-0.1719533603	-0.146709646	0.1685010879	0.0779570911	0.1120990864	-0.0186816967	0.0379091283	-0.1774156675	-0.1064363046	-0.2474774624	0.0326220928	0.04652662	0.0557364681	-0.0950205926	-0.0427075189	-0.0708381971	0.0286458149	-0.1269134441	-0.0774323181	-0.2040506137	-0.2082269569	0.1738658154	0.1254767818	-0.0086316829	0.1330601252	-0.0571459897	0.0396463379	0.1751980278	-0.0795675419	0.0379414492	-0.0875611316	-0.0130893782	0.0636984678	0.0837327051	0.0293568657	-0.0835550079	0.1802412559	0.0129408182	0.0808976748	-0.0672113867	0.0778906558	-0.0825015195	0.1483523253	0.161408037	0.000227535	-0.0185687649999999	5.1772176225000014e-08	0.0003447990336252	-0.0434438	-0.0023622999999999	5.580461289999989e-06	0.0018873637584399	-0.0572055	-0.0434373	0.0018867990312899	0.00327246923025	0.000727	0.000533568	2.84694810624e-07	5.28529e-07	-5.26478e-05	0.0004634792	2.77179084484e-09	2.1481296883264e-07	-0.000406318	-0.000744952	1.65094317124e-07	5.54953482304e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5266921555	-0.3575253923	-0.9840932829	1.458009224	-0.3223016874	0.003235500669	-0.6007823619	1.538158334	1.053189322	2.086507193
64958.64944446567	-406.13916440767935	164949.020865768	4219626137.64898	101716.86500420875	-309.4004629629635	95728.64648169617	10346320626.284428	64986.71680571267	4.642162754527817	4223273361.185898	21.54967503952529	68717.94009178945	38049.03860490456	3.19357	68.587708	0.1597112549999999	0.0906193	0.1300184171	-0.0952074635	-0.0057080509	-0.0231387226	-0.1477191313	0.03655336	-0.1642457495	-0.026200945	0.0065635163	-0.1189714015	0.1178781833	0.0397496072	-0.1318304597	-0.1270955459	-0.0279455015	-0.0924313767	-0.1991867284	-0.059496544	-0.0874218509	0.0099361734	0.1228604602	-0.1002329892	-0.0565271012	-0.180315059	0.0082593213	0.0695082439	-0.0927183918	0.0192323531	-0.0776890584	-0.0546205168	-0.0638734674	-0.0930255494	-0.0955380993	-0.0733757405	-0.003313174	0.1199625239	-0.0424209677	0.1097494945	-0.2775528605	0.0675245613	-0.0718565489	0.1043581323	0.0839884955	0.1470551905	0.025234871	-0.0953710431	-0.090259526	0.2019956647	-0.0700963101	0.0537467233	-0.1650055913	0.0959966026	0.0586049965	-0.0532585866	0.0562606847	-0.0443798583	0.0201643122	-0.074553157	0.0480678556	-0.1380310763	0.0967042832	-0.0479180243	-0.0741493519	-0.1220553067	0.1521509452	-0.1292279466	0.0827604722	0.0048168715	0.1365875681	0.0597834277	-0.0484151131	-0.1574276679	-0.0509077714	0.0501403576	-0.1588654035	0.0343534778	-0.2011259529	-0.0488786406	-0.1716927195	-0.0229165418	0.0263453838	0.1373568446	0.0847551254	-0.0981183711	0.1122861096	-0.0950312784	0.2350899631	0.0539045283	-0.0021983501	0.1436683082	-0.0001819198	0.1599377353	0.0270911	0.026863565	0.00073392769921	0.0007216511245092	-0.00630532	0.03713848	0.0013792666967104	3.97570603024e-05	0.0191662	0.0763717	0.00583263656089	0.00036734322244	0.000569874	-0.0001571259999999	2.4688579875999984e-08	3.247563758760001e-07	-0.000193883	-0.0001412351999999	3.7590617689e-08	1.9947381719039998e-08	-0.000317929	8.838900000000002e-05	1.01078849041e-07	7.812615321000005e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4934432428	0.7800812384	-0.03550809443	0.005390105892	0.4342562647	-1.214616168	1.697094293	-0.01179546227	-0.9685932243	0.6649731082
64844.21967042775	-114.42977403791885	13094.173186369162	4204772824.6666894	101505.91153067128	-210.9534735374764	44501.36799752675	10303450075.672464	65059.94403987557	73.22723416289955	4232796318.4717407	5362.227823148123	68759.62812797053	38128.0328391011	1.062789	22.825321	0.06306683	0.0347441	0.1480011194	0.0808228704	-0.0525466168	-0.0825016346	-0.0648907175	-0.0321487654	0.2025561203	-0.0648397897	0.0551004822	0.1191844856	0.0621561942	-0.0142096932	-0.314306191	-0.0839149912	-0.140217216	-0.0475990347	-0.1536901149	0.030103796	0.0550490087	0.1880772166	-0.1369007545	-0.1196955273	0.1081886094	-0.0731450329	-0.0931969783	0.0183224651	0.0004973207	-0.2290734488	-0.2410349897	-0.1018149851	0.0316195314	0.0254346774	0.102999752	0.1100646328	-0.1138358816	0.039935961	0.0284813636	-0.2381404701	0.0841519414	-0.0399201951	-0.1677839609	0.0304253767	0.0882005512	0.1822991347	-0.0554362981	-0.0444037675	-0.1186317216	-0.180916634	-0.0783271473	0.0778755516	-0.0136144877	0.047828208	-0.1442478991	-0.0394037154	-0.071042352	-0.2025352974	0.0636785703	-0.0365024051	0.1775876566	0.0618248549	0.2090174481	-0.00412627	-0.0047731966	0.1452447439	-0.0493156981	0.0616579118	0.0022883509	-0.0538455556	0.1283254838	-0.0137201758	-0.0059614457	0.3317828674	-0.0348513395	-0.0322325158	-0.0965649712	0.0031352492	-0.1657022594	-0.0445844533	-0.128120506	-0.1302028819	-0.1699096084	0.1354488243	0.1560204972	-0.0223493513	-0.1307661819	0.1090103059	-0.0393718971	-0.1133415722	0.022742455	-0.0024442092	0.0638460296	0.1581792149	0.0242013	-0.0028898	0.0005857029216899	8.350944040000008e-06	-0.0242649	-0.01795958	0.0003225465137763	0.0005887853720099	0.019149	-1.7200000000001936e-05	2.9584000000006657e-10	0.000366684201	0.0010476	0.000477726	2.2822213107600005e-07	1.0974657600000002e-06	0.000172396	0.000366279	2.9720380816000002e-08	1.34160305841e-07	-0.000317929	0.0	1.01078849041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.091321847	1.185546963	0.8079060446	0.1000284635	0.4699386622	-0.04876962575	-2.815283597	-1.37200501	-0.3006460601	-0.8601015871
64880.88407157761	36.66440114985744	1344.2783116776675	4209529117.909493	102004.00438631103	498.0928556397557	248096.49283936652	10404816910.84256	64948.311741924335	-111.63229795123334	4218283198.1261854	12461.769945872937	68753.54554865732	38055.27221868109	1.050971	22.571499	0.07448875	0.0431284	0.0472194984	0.1323273876	0.1790277609	-0.0797386838	0.0777022649	-0.0606624936	0.0690998043	0.0227095646	-0.1145762105	-0.2347452837	0.0444760314	0.0549557814	-0.1223070796	0.08539289	-0.0166418105	-0.30403454	-0.1974086328	-0.0117392383	-0.1370479733	-0.1890081486	-0.1019213926	-0.0374630426	0.0344786981	-0.0037228533	-0.2064446345	-0.0711302289	0.0638171805	0.050174784	-0.0251141892	0.1148164789	-0.1265962483	-0.0311349275	0.0842877638	0.1518715828	0.1908477261	-0.1050208174	0.0948166416	0.0602753382	0.160332145	-0.0123116265	-0.0053697709	0.2570084149	0.2320111292	0.0659525827	-0.0899262925	-0.1130549553	0.193926985	0.0516572823	0.0877113424	-0.0366595213	-0.1083464376	0.021061754	-0.0656525554	-0.076495119	-0.0609397988	-0.0075082729	0.0827725403	0.0671863425	-0.1878498544	0.0851624619	0.0481192067	-0.0741085191	-0.100752543	-0.0564522366	-0.1639389873	-0.0937986963	-0.2001976704	-0.0218994293	0.0025838347	-0.1723965549	0.0948786476	-0.0496834094	0.0150959044	0.1792449506	-0.0699626341	-0.0526459915	-0.2389197932	-0.1753244227	-0.201774201	-0.0313278962	-0.059252262	-0.0452588516	0.1475650579	0.1031420365	-0.0822274301	0.1241785367	-0.1431475582	-0.0115044607	-0.0320600871	-0.0311989268	-0.0633796096	0.1561356449	0.0275086	0.0033073	0.00075672307396	1.0938233290000015e-05	-0.0200883	0.0041765999999999	1.7443987559999992e-05	0.00040353979689	0.0100831	-0.0090659	8.219054281e-05	0.0001016689056099	0.000577344	-0.000470256	2.211407055360001e-07	3.33326094336e-07	-0.000516127	-0.000688523	2.663870801290001e-07	4.74063921529e-07	-0.000317929	0.0	1.01078849041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.175814096	-0.8697206381	0.2578662779	-0.4363321828	-0.02560829689	1.066752977	0.2561657598	-0.1458219	0.8522041574	-1.614686209
64804.884150521735	-75.99992105587444	5775.988000499146	4199673009.762543	102172.61856192128	168.61417561024427	28430.740216722294	10439243983.79986	64982.793290833964	34.481548909629055	4222763423.879256	1188.9772152071407	68704.7109285884	38327.083981414085	1.029948	22.119989	0.04566915	0.0226497	0.0154891343	-0.0793950051	0.2655609973	-0.0861512066	0.1135862634	0.0493567358	-0.003059135	0.0580469699	-0.0616162252	0.0241915363	0.1893434848	-0.0163087314	0.0174749458	0.065062313	-0.1019905509	0.153171818	-0.028788426	0.0078061287	-0.0878135104	-0.0307059284	0.0009511455	-0.1990589629	-0.0988461281	0.0154891563	-0.0128531624	-0.0058121526	0.1830211804	0.0717578977	0.0812819029	0.0715740389	0.1763447026	0.0894416742	0.0181251298	-0.162395599	-0.1900551144	-0.0658574421	-0.1838423081	0.012534654	-0.1611262017	0.0084518318	0.2341754571	-0.0821424282	-0.145840319	0.0799525426	-0.0455319024	-0.1726829235	0.1426353975	-0.0222459656	-0.2139084032	0.017310174	-0.0507920751	0.0259914826	0.0865340493	0.1762253469	-0.062527631	0.0025663222	0.0124747812	0.1250503759	0.0116067588	-0.1895502631	-0.1224509144	-0.0950592309	0.2449630917	-0.0864344352	0.0991786925	0.0197294349	0.2172066553	-0.0315925458	-0.1333793206	-0.0292716012	-0.1906935565	0.1719236876	-0.0679164706	0.0913171437	-0.071584189	-0.0645447395	-0.1490342016	0.0195581506	-0.2189631024	-0.0666242992	-0.0088365648	0.0143507397	-0.0932817642	0.0460853557	0.0933053149	0.0835259146	0.04053863	-0.0555407544	-0.0670414865	-0.0947382537	-0.14217403	0.1538107079	0.0157193	-0.0117893	0.0002470963924899	0.00013898759449	-0.0339491	-0.0138608	0.00019212177664	0.00115254139081	0.0191835	0.0091004	8.281728015999999e-05	0.0003680066722499	0.000435579	-0.000141765	2.0097315225000008e-08	1.89729065241e-07	-0.000439519	7.660800000000004e-05	1.93176951361e-07	5.868785664000005e-09	-0.000317929	0.0	1.01078849041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.642948444	-1.246799086	-0.5815528079	1.282732331	-1.530993493	0.3816268757	-1.389693105	1.28787287	-0.9176795238	0.09136003509
64954.4963937908	149.61224326906813	22383.82333600282	4219086601.7709823	101219.9067695181	-952.7117924031772	907659.7593840748	10245469526.429935	64942.88999065171	-39.90330018225359	4217578960.33789	1592.2733654350393	68690.71425261407	41284.17811821682	1.969585	42.3004	0.164475184	0.0821506999999999	0.0884214696	-0.1011278578	-0.0429051726	-0.1542049835	-0.2605234402	0.0226821642	-0.088503278	-0.0277587556	-0.2637279295	-0.143204796	-0.0307456841	0.054455902	-0.1146667368	-0.0683728907	-0.116498855	-0.0393271559	-0.2202237748	-0.1017622657	-0.1508762756	0.0832949108	-0.0474314299	-0.1288790036	-0.1564477233	-0.0124201036	-0.0596080728	0.0265730405	-0.0915065239	0.0006158165	0.1182599089	-0.1015213591	0.130929229	-0.0518512688	0.1370853576	-0.0631103577	0.1796617023	0.0753402445	-0.1009070131	-0.0759178794	0.1218998021	-0.0063722724	-0.0241004315	0.1660062884	0.0210647499	0.2082102201	-0.0043314861	-0.1402944949	-0.1383863138	0.0292155384	0.0016277191	0.0198875987	-0.0345875767	0.0513307852	0.2027592728	-0.1733114158	0.0470761688	0.0170379711	-0.1750811141	0.1604832404	-0.1835846571	0.0452945284	-0.060182004	-0.0985286997	0.1449361259	0.0649776153	-0.0574211885	0.1618596802	-0.0831780456	-0.1210233296	0.093567181	0.1377225929	0.0910414134	-0.0106246473	-0.075975323	0.0722662065	-0.0989086208	-0.1147591509	-0.2137860512	-0.1199214333	0.0516376123	0.0305329713	-0.0316708941	-0.0889069413	-0.0410111303	-0.1645687967	0.0009392151	-0.1982615114	0.0637171757	-0.0206656613	0.0915692636	0.1187916971	-0.0007626595	0.1512085936	0.000195066	-0.0155242339999999	3.8050744356e-08	0.0002410018412867	-0.0158637	0.0180854	0.00032708169316	0.00025165697769	-0.0214264	-0.0406099	0.00164916397801	0.00045909061696	0.00141949	0.000983911	9.68080855921e-07	2.0149518601e-06	0.000275366	0.000714885	7.582643395599999e-08	5.11060563225e-07	-0.000424246	-0.0001063169999999	1.7998466851599997e-07	1.1303304488999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9839017195	0.5637297581	-0.8501922839	-0.1258632216	1.12231633	-1.794026207	0.341844176	-0.09649782857	-0.622607411	-0.04647573375
