global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_08	aroma_motion_09	aroma_motion_12	aroma_motion_13	aroma_motion_16	aroma_motion_18	aroma_motion_22	aroma_motion_25	aroma_motion_27	aroma_motion_29	aroma_motion_31
71012.4103664893	n/a	5042762426.058678	n/a	137896.1898786662	n/a	n/a	19015359183.05316	71431.206069084	n/a	n/a	5102417200.483943	93265.97654567308	34400.302962805705	n/a	n/a	n/a	n/a	-0.0299352817	-0.0080108011	-0.0929483136	-0.1285175373	-0.0093715244	0.0481582383	-0.0696446535	0.115378917	-0.0382145808	0.0403697012	-0.0075282073	0.1406332841	-0.0739295576	0.0279983816	-0.0363665925	0.0119806818	-0.077140475	0.215007979	0.0700598063	-0.0788177205	0.0877953901	-0.0013575664	0.0700141761	-0.0623836162	0.0138262232	-0.0126632196	0.1201424816	-0.0154781868	0.056031397	-0.0428675397	0.059781978	-0.0603220416	0.0956823081	-0.0020620121	-0.008701498	0.082771896	-0.0443488631	0.1287487953	0.0005725631	0.0104987914	0.1016888117	-0.0917473357	0.0536060274	0.0020262749	-0.1332831531	0.0482077843	-0.03549916	0.0271929477	-0.0316382857	0.0515127751	0.2026492707	-0.0343099861	0.0609609182	-0.0781635704	0.0661603041	-0.0655249745	0.0687369217	-0.0453009516	0.0238708901	0.0409162066	-0.1900039668	0.0166572863	-0.0812445856	0.0116386093	-0.012404749	0.0870433367	-0.0099681858	-0.0020987527	-0.0404196255	0.0698941968	-0.0371911675	0.0539988105	-0.0076046401	0.1160055652	-0.0939063469	0.0912871729	-0.0510382512	0.0366978643	-0.0097013361	0.1024012775	-0.0377326392	0.0987636128	-0.0271694222	0.0085313778	0.043039323	-0.0868990303	0.0369242462	0.0377497268	0.0137854669	-0.0349617832	0.0593126628	0.1217078847	0.1216831682	0.1216419777	-0.0336446	n/a	n/a	0.0011319591091599	0.0336927	n/a	n/a	0.00113519803329	0.0796907	n/a	n/a	0.00635060766649	0.0008838169999999	n/a	7.811324894888232e-07	n/a	0.000549352	n/a	3.017876199040001e-07	n/a	0.00240518	n/a	5.7848908324e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1510114145	-0.07794372503	0.9445431743	-0.4012496857	0.7681052603	0.555267423	0.4069112909	-0.7244207101	-0.2377976869	-1.088924034	-0.8694451581	0.1330625181	0.01400374952	1.145983064
70906.40167379977	-106.00869268953102	5027717798.326236	11237.842925743427	138456.5445181564	560.3546394902223	313997.321998217	19170214719.90823	71495.39351869625	64.18744961224729	4120.028687724785	5111591294.393233	93540.78114302884	34446.48634680706	0.8037029999999998	24.140747	0.0896889999999999	0.0465253	-0.0249806576	-0.0048715092	-0.1085181906	-0.0880889969	-0.0904978375	0.0424470873	0.0263488643	0.0280839223	-0.0821099865	0.068737386	0.0404042243	-0.0479319512	0.0043961626	-0.0976791681	-0.0139204684	0.1357944364	-0.0471464869	0.0141775358	0.082126854	0.0396917401	0.0192661352	-0.0298596213	-0.0713719987	-0.0130925171	0.032230587	-0.0286326408	0.0468639316	0.0856644316	0.022774681	0.0063138323	-0.01381622	0.0682003457	0.0388573717	0.0620989649	-0.1096570054	0.1486360887	-0.0371386578	0.0408422503	0.0512292437	0.0018484344	-0.0289446301	-0.0518478634	-0.0330005069	0.0096630233	-0.0937101422	0.0909664868	0.0334165721	0.0687302874	-0.0230967248	0.0123680669	-0.0460337315	0.0397880674	-0.0701593602	-0.0166632992	0.0455632951	-0.0804037778	0.0881917761	-0.0988310146	0.1038807873	0.0382238138	-0.0032713492	0.0870130774	0.0283836888	0.1096409666	0.0354043647	-0.0706629231	0.0813706505	0.0075924305	-0.029770531	0.0632336238	-0.0123856004	0.0890673816	-0.0299669867	0.1431359177	-0.1024174983	0.0573805508	-0.0500995766	0.0423284818	0.021272793	0.0204994009	0.045118735	0.070310381	-0.0543251133	0.0111634176	-0.0430813304	-0.0026841086	-0.0496438472	-0.0948711065	-0.009283402	-0.0480070936	0.0733688748	0.1216419777	0.1214196295	0.1210493502	-0.0400047	-0.0063601	4.045087201000001e-05	0.0016003760220899	0.0578385	0.0241458	0.00058301965764	0.00334529208225	0.0930583	0.0133675999999999	0.0001786927297599	0.00865984719889	0.000164258	-0.0007195589999999	2.6980690564e-08	5.17765154480856e-07	0.000352601	-0.000196751	1.24327465201e-07	3.8710956001e-08	0.00240518	0.0	5.7848908324e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3835072775	0.01292511487	0.5829823165	0.07009131931	1.315734075	-0.04096846763	0.1032877041	-0.7887939947	-0.4903929659	-1.456851748	-0.054831581	-1.341775865	1.631431404	-0.5381403895
70561.76895419338	-344.63271960639395	4978963237.944968	118771.71142329936	139236.31322014664	779.7687019902223	608039.2286035161	19386750919.138783	71397.66925963605	-97.72425906019636	9550.030808864369	5097627175.708379	93873.41961177884	34430.444946076765	0.872154	26.196783	0.0764181499999999	0.0419699	-0.0379926498	-0.0062913559	-0.0410043015	-0.0215052856	-0.0338261784	-0.0021493647	-0.0290364371	0.0806500094	-0.0386435543	0.0294386645	0.0873101571	-0.1069831706	-0.1638854102	-0.0297461703	0.059505604	0.0995188686	-0.0261199388	0.0778721038	0.050692524	-0.0238357764	-0.1585256559	-0.0190419826	0.120969654	-0.0102337321	-0.0218873465	-0.1143053982	-0.0820788792	-0.0156694379	0.0461746316	-0.1130211208	0.0542492541	0.0963915058	-0.0715621325	0.0082281494	-0.0101349383	-0.0453230457	0.0066003199	-0.052226425	0.0234799698	0.0212004124	0.082495013	-0.0563899566	-0.0910814025	-0.0085507632	-0.0198293466	0.0734930236	0.0331610113	0.0803153069	0.1021499056	-0.0938754511	-0.0179241078	-0.0858306956	-0.1114390789	-0.0155884355	0.1135363473	-0.1221912988	-0.0658026513	0.0609915754	-0.0089487955	-0.01234086	0.0332466398	-0.0293309864	-0.0630814489	0.0790386655	0.028144266	-0.0431019797	0.0010477162	0.0198949545	-0.0303174583	0.0298452418	0.042832221	0.0765705332	-0.0470621023	0.1202081618	-0.1209279853	0.099401665	-0.0661427411	0.0383419408	-0.0395813562	0.0147660887	0.0976512027	-0.0002446724	0.0130542934	-0.0087573612	-0.0226988124	0.0563949531	-0.0455544138	0.0032760352	0.0506771796	-0.0190983047	-0.0792682668	0.1215101995	0.120893123	0.1198669825	-0.056613	-0.0166083	0.0002758356288899	0.0032050317689999	0.0446222	-0.0132163	0.00017467058569	0.00199114073284	0.126892	0.0338337	0.00114471925569	0.016101579664	3.42142e-22	-0.000164258	1.17061148164e-43	2.6980690564e-08	0.00044354	9.0939e-05	1.9672773160000001e-07	8.269901721e-09	0.00240518	0.0	5.7848908324e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2396013109	0.375149667	-0.08578810888	-0.005271244898	1.821439106	0.2517695807	2.026097776	-0.3058407399	0.708154041	-1.591760941	-0.3070198948	0.2596918349	0.8469347872	-1.868965136
70143.45054118018	-418.31841301319946	4920103653.82299	174990.29466588172	139184.77689638617	-51.53632376046153	2655.9926667431114	19372402119.6968	71343.48500604653	-54.18425358952664	2935.93333705413	5089892852.807985	93811.40111538462	32755.49394870924	0.858844	25.797009	0.09611455	0.0523225	-0.0498690405	-0.0093066659	0.0727501888	-0.0133995918	-0.0206091031	-0.0029901963	0.0025784611	0.0402770297	-0.0229762401	0.0136836762	0.0803889366	-0.2059391022	-0.1232998554	-0.103317442	0.0657154867	0.082884048	0.109657412	-0.0302334827	-0.0156950176	-0.0221539081	0.1242115655	-0.1179858816	-0.0563247286	-0.0551981793	-0.0110901322	-0.0149442986	-0.0102942544	-0.1420920569	-0.1204587177	-0.0969596848	0.0174783387	-0.0410380558	-0.1339950172	-0.0770221079	0.0171240368	-0.1158330877	0.0486444264	0.046124261	-0.0329418869	0.0224787368	0.0243154559	-0.0565121471	-0.0163437424	-0.0282550892	-0.0093420723	0.0473592751	0.0448572781	0.0500465766	0.1383396419	-0.108096346	-0.0978881939	-0.052589235	-0.1543465358	-0.0841346562	0.0506025646	0.0308699039	-0.0848691393	0.020448333	0.0032093053	-0.0274168391	0.0855221791	-0.0614230221	-0.0005572134	0.0836398211	0.036363011	0.0467513534	-0.0340793369	0.0295372369	-0.0174678719	-0.022990448	0.112659182	0.0810152393	-0.0314436479	0.1288654122	-0.0787356694	0.0611955413	-0.0520314037	-0.0019149631	-0.0385000025	0.0092545613	-0.0062418442	-0.0578750826	0.0259798082	0.0959205718	-0.0264607472	-0.0069206226	0.0592833446	0.0751226513	0.0035125872	0.0079358013	-0.0685340461	0.1213126213	0.1201047889	0.1181006348	-0.0685886	-0.0119756	0.00014341499536	0.00470439604996	0.041209	-0.0034131999999999	1.1649934239999989e-05	0.001698181681	0.146202	0.0193099999999999	0.0003728760999999	0.0213750248039999	-0.0007355089999999	-0.0007355089999999	5.409734890808529e-07	5.409734890808529e-07	0.000936346	0.0004928059999999	8.76743831716e-07	2.428577536359999e-07	0.00240518	0.0	5.7848908324e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4335379099	0.435727055	-0.6702606044	-0.6431173506	0.7565944518	0.1748400582	1.546453975	-1.116269221	0.9339471085	-1.410988806	-0.3103033085	0.3524957809	-0.1588862893	-0.9088372397
70133.08761298704	-10.362928193135303	4918649978.130917	107.39028073607852	139447.4951662884	262.71826990222326	69020.88934041743	19445603908.152027	71155.06761555589	-188.41739049063472	35501.113039300326	5063043647.3743305	93769.95222115384	32432.14716966712	0.823988	24.750027	0.0550118	0.0317166	-0.0552823892	-0.0130811997	0.1071313665	0.0307629211	-0.0052552631	-0.0050030355	-0.0256476173	0.0503618831	0.0682016289	-0.0345228196	0.0479887787	-0.1448126699	0.0554076214	-0.0399489265	0.0071370655	0.093977804	-0.0474787454	0.073882627	0.0078100247	0.0256468796	0.0748697904	0.0261880269	0.0402100497	0.0297755245	-0.0328599528	-0.1256027832	0.1178240157	0.0030963398	0.0410624955	0.0084159358	-0.1297161507	-0.0423922778	-0.1161959973	-0.1054309235	0.0438815267	0.0989618347	0.0495642312	0.0723219819	0.0164688608	0.067555271	0.0745997297	-0.0153246862	0.101878365	-0.0298632519	0.0466815837	-0.0282280257	0.0701110772	0.0228121062	0.1176223302	-0.0742863159	-0.0525961518	0.0219312123	-0.0250593809	-0.0868762072	0.0756870238	0.0053977344	0.0111707568	-0.0376307442	-0.0815708638	-0.0090679598	-0.086335317	0.0548523636	-0.0187915126	-0.0725840482	0.0794751527	-0.019982788	0.0381946743	0.0421005701	-0.0171802923	-0.0313956092	0.1480136241	0.0751350382	-0.0428652878	0.0541073798	-0.0437444478	0.0368826846	-0.0569815052	-0.0459694315	-0.0540959772	0.0771266392	-0.112215508	0.0490659215	0.0211146948	-0.0217347875	0.0099522791	-0.0998514001	0.0500266297	0.0186261073	-0.0483804647	0.017486003	0.0287580554	0.1210493502	0.1190563346	0.1157589128	-0.0701459	-0.0015572999999999	2.4251832899999926e-06	0.00492044728681	0.0158441	-0.0253649	0.00064337815201	0.00025103550481	0.1633	0.017098	0.000292341604	0.02666689	-0.000796287	-6.077800000010001e-05	6.34072986369e-07	3.6939652840121563e-09	0.00102332	8.697400000000008e-05	1.0471838224000002e-06	7.564476676000013e-09	0.0023331	-7.207999999999997e-05	5.443355609999999e-06	5.195526399999996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2157036021	0.874675923	-1.093234604	-0.9312035215	-0.3614854429	0.5992163726	-0.3709344256	-0.3444300021	1.405216879	-1.475505884	-0.5077302783	-0.3463432874	0.6699014983	1.714053213
70115.91633493702	-17.17127805002383	4916241723.487888	294.8527898712302	139762.92831267457	315.4331463861745	99498.0698390818	19533676130.53381	71087.33532084998	-67.73229470591468	4587.663746128878	5053409243.018965	93585.3326766827	31597.931790506114	0.8884539999999999	26.686392	0.1114106999999999	0.0518011	-0.0539267532	-0.0106791309	0.1075077993	0.0635889235	-0.0822808573	-0.1245181778	0.1125891377	-0.0679931682	0.0687435136	-0.1394654417	-0.0677566226	-0.0683189487	-0.0788296419	-0.0802185	-0.0183881811	0.0117242722	0.0726247738	-0.1354701262	0.1041912989	0.1062034917	-0.0102878151	-0.1304899488	-0.0727188354	0.1075274813	0.0122945007	0.003518648	-0.113851552	-0.0730231769	-0.0603351172	0.044872093	0.0879863403	0.0418604952	0.0141015317	-0.0359701371	0.0190868099	-0.0702620427	0.1573268384	0.0809401288	-0.0442675156	-0.1608975087	-0.1876405849	-0.0735189293	0.1553105058	0.0566896019	0.0660658317	-0.0856721871	0.1359929575	-0.0825091435	-0.0099707893	-0.0094007557	-0.0563618224	-0.0496841429	-0.1817086483	0.0850361772	-0.0241611243	0.0347715368	-0.0345517209	-0.0054842415	0.1117510685	0.1468242053	0.1523536185	-0.106947015	0.0063991783	-0.0340498596	0.1018327646	0.052643724	0.0793031979	0.0413288469	-0.0313805001	-0.0258841399	0.1697803622	0.0652741402	-0.0377578356	0.1012519133	0.055766199	0.0091369217	0.003071214	0.0422060534	0.0485926819	-0.1219772118	-0.0254831303	-0.0207272419	0.003697308	0.160962199	-0.0402898067	-0.0012383043	0.0382211019	-0.0897862624	-0.023678763	-0.094752057	-0.0546034719	0.1207205288	0.1177500307	0.1128532249	-0.0567522	0.0133936999999999	0.0001793911996899	0.00322081220484	0.0394162	0.0235721	0.0005556438984099	0.00155363682244	0.201288	0.0379879999999999	0.0014430881439999	0.040516858944	-0.000997846	-0.0002015589999999	9.95696639716e-07	4.0626030480999966e-08	0.000850391	-0.000172929	7.23164852881e-07	2.990443904100002e-08	0.00197845	-0.0003546499999999	3.9142644025e-06	1.2577662249999982e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6769842142	0.7295894411	-1.090218036	-0.1232489903	-0.5858315205	-1.053689048	-1.203795046	-1.451273273	0.4570402113	-2.014925756	0.6317538215	-1.568390068	-1.299062914	-0.8957905417
70372.7398424703	256.82350753327773	4952322512.936007	65958.31402169557	139463.82700113478	-299.1013115397945	89461.59456482524	19450159041.80245	71167.23865076013	79.90332991015748	6384.542130731467	5064775857.174247	93710.08583293267	31649.68731402853	0.91247	27.407768	0.1681212999999999	0.116346	-0.0532298244	-0.0184889794	0.1363083546	0.0458907914	0.1620315534	-0.0278695748	0.011434702	-0.0876160047	0.0745106649	-0.0485487841	0.0378904709	-0.0222028419	0.0693663138	-0.0615493439	-0.1456088385	0.1207695754	-0.0867053816	0.0388732123	-0.0211121129	0.0350291023	0.0128717333	-0.0048435207	0.0696181192	0.0537816069	-0.0289071332	-0.1062769801	-0.0264104989	-0.0485621728	-0.0546080498	0.0014007666	-0.0444144587	-0.1194591339	-0.0483536006	0.0863718555	0.0579296321	-0.1071007157	-0.1060077554	0.1213557293	-0.0631616517	-0.0677894265	-0.0992155726	-0.014284901	0.0792802136	-0.0658688006	0.0622788346	-0.1270036057	-0.0832818995	-0.0633582952	0.1157136822	-0.0536411911	-0.0705578885	0.1498104556	0.0144190899	0.0266987583	0.1270769409	0.0691105243	-0.0303105096	-0.0656085048	0.0529099324	0.0102565266	0.0615046568	-0.0173604401	-0.0106015987	0.118787754	-0.0026948262	-0.0488840485	0.1231348284	0.020333337	0.0322498095	-0.0326061381	0.1273372691	0.0753945344	-0.0208750512	0.0739652015	-0.0305243541	0.0285961918	0.0100545922	-0.1219759994	-0.0770486501	0.023323932	-0.1036025701	0.0025590536	-0.0345400846	-0.0136947108	0.1157877805	-0.0733154664	-0.088796318	0.0143494828	0.1334116042	-0.0437999561	-0.1148758468	0.120326335	0.1161887065	0.1093977275	-0.0720077	-0.0152554999999999	0.0002327302802499	0.0051851088592899	0.0482603	0.0088441	7.821810481000001e-05	0.00232905655609	0.0882721	-0.1130158999999999	0.0127725936528099	0.00779196363841	-0.0011013	-0.000103454	1.2128616899999998e-06	1.0702730116e-08	0.000333729	-0.000516662	1.11375045441e-07	2.66939622244e-07	0.00197845	0.0	3.9142644025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5793330012	0.3980231437	-1.41676895	-1.264037229	-1.271157449	0.5587999584	-1.021962013	-0.4696610146	1.797226231	-1.549263339	-0.5566055524	0.552941873	0.02681959451	-1.027760149
70624.65765392242	251.91781145212008	4987842268.733743	63462.58372682592	139062.07771037013	-401.749290764652	161402.49262990087	19338261457.12502	71241.68668899723	74.44803823709663	5542.510397352201	5075377922.293245	93358.40113341346	32166.20239470109	1.010207	30.343472	0.12404625	0.0701241	-0.0503462347	-0.0336376003	0.0462210719	-0.0068170777	-0.021491828	-0.0192118119	-0.0020984993	-0.0421174856	0.0446705504	-0.026576317	0.0012596009	0.0470585335	0.0554867596	-0.0496373847	-0.0449591035	0.0574204746	0.0762747416	0.0149130613	0.1390880955	0.0071469905	-0.0365612849	-0.0113854505	0.0954684403	-0.0306459467	0.0991859664	0.0455898683	0.0506283212	-0.1059676672	-0.0103705956	0.0081837643	0.0975756612	0.0879900085	0.2036640558	-0.0355235033	-0.0001684894	0.1935505107	-0.1066416444	0.0354703189	0.0463120641	-0.052859867	0.0297984969	-0.0276465624	-0.0173000327	0.0277831567	-0.0147352692	-0.0655150961	0.0202307817	0.003854189	-0.1036250403	0.0681300814	0.0372495166	0.0438490095	0.0284645497	-0.0569737501	-0.0213530336	0.0117617928	-0.0145537533	-0.0791722674	0.0022375981	0.1833352173	-0.0322939974	0.0604034134	-0.0146134022	0.0178358447	0.043772236	0.007542578	0.0148903261	-0.0033281538	-0.0087891258	0.0025243079	0.0707789868	0.0010591674	0.061108737	0.0967910851	-0.0079036417	-0.0532383948	0.0145405331	0.032309014	0.0036121263	0.0132336887	-0.0541680374	0.0129472382	0.1453188272	-0.0189294378	0.0270357968	-0.0801040192	-0.0740200432	-0.1813655842	0.0237631589	-0.0493335058	0.1182865903	0.1198669825	0.1143757435	0.1054092553	-0.0685967	0.0034109999999999	1.1634920999999982e-05	0.0047055072508899	0.0342929	-0.0139673999999999	0.0001950882627599	0.00117600299041	0.0743203999999999	-0.0139517000000001	0.00019464993289	0.0055235218561599	-5.5648e-05	0.001045652	3.096699904e-09	1.093388105104e-06	0.0011424	0.000808671	1.30507776e-06	6.53948786241e-07	0.00197845	0.0	3.9142644025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.190458887	0.4394314452	-1.067381428	-0.2163538724	-1.431024016	-1.986618897	-1.851524768	-0.07059294635	-1.081534341	-0.7719075739	-0.1223780695	-0.1190371449	0.2420360817	0.4168875266
71344.19813346374	719.5404795413197	5089994607.306931	517738.5016985522	140167.79536923883	1105.7176588686998	1222611.5411340783	19647010858.67281	71372.00028073172	130.31359173449164	16981.632190743767	5093962424.072769	93993.87317307692	44953.37362516984	2.549761	76.586899	0.74117525	0.484661	0.0210687816	-0.1905055716	-0.0264758851	0.1217618195	0.1029658078	0.2038704429	0.0329957542	-0.1182250786	0.0345621144	0.1517063912	-0.214707121	0.1116641335	0.020527318	0.0489019094	-0.0818163032	-0.0314142589	-0.0948459501	-0.042298773	-0.115829587	0.0295651934	-0.0281698814	0.1966048121	-0.0854977278	-0.1910167918	0.0518065886	-0.0353792811	-0.0978544093	0.0544555149	0.0410192439	-0.1134082622	-0.0492042003	-0.0518134803	0.0533573133	0.0960857199	0.0798326733	0.0929163634	-0.0125026636	0.0820013711	0.156666194	-0.0506102263	-0.0047440612	0.0260308752	0.0475570457	-0.1454089418	0.1379296418	0.081288096	-0.1152718674	-0.1767323292	-0.0845338137	0.0104221573	0.0642953906	0.0223622394	0.0597335531	-0.0172868071	-0.1154001794	0.1442891855	0.1105133501	0.0401376595	-0.024493868	0.0334654756	0.0369417155	0.0478784845	0.0438569162	0.1444784409	-0.1245514196	-0.0663600339	-0.0322459346	-0.2149980149	-0.1106791933	-0.0574562523	-0.032500929	-0.015978311	0.2269844325	0.0128439635	0.0302282392	-0.0167585642	0.0692281088	-0.0054170028	-0.1074468949	-0.0622194929	-0.0321067186	0.0329708215	0.1106808924	0.150304859	-0.0248636924	-0.050798249	-0.0459839085	-0.0446702812	0.0413151199	0.1044426631	0.0197468346	0.1193427198	0.112315068	0.1009072399	-0.0867157	-0.018119	0.000328298161	0.00751961262649	0.0894433	0.0551504	0.00304156662016	0.00800010391489	-0.148448	-0.2227683999999999	0.0496257600385599	0.022036808704	0.00783238	0.007888028	6.13461764644e-05	6.2220985728784e-05	0.000293959	-0.000848441	8.6411893681e-08	7.19852130481e-07	0.00181217	-0.00016628	3.2839601089000004e-06	2.7649038399999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06415843209	-1.638547383	-0.945886822	-0.7942179185	-0.2703807732	-1.315019169	-0.2849817611	0.7325471506	1.306658827	2.060209465	-0.6707829639	-0.8443840705	-1.661570634	-2.307648912
71596.28532317793	252.08718971419148	5126028072.077904	63547.951217998765	138111.06614437848	-2056.729224860348	4230135.104394648	19074666591.53689	71424.17685618857	52.176575456847786	2722.395026404131	5101413039.584103	93393.19206971154	48376.98682829484	1.449248	43.530903	0.40158135	0.253153	0.0429103832	-0.1547817303	-0.096462621	-0.1195634062	-0.0743125749	0.0793948123	-0.0300659659	0.0389860376	0.0114689721	0.1162302529	-0.0951015833	0.1469195126	-0.0906724761	-0.0079527856	-0.0449592693	-0.0057316659	0.0905814384	-0.1667175829	-0.0039777387	-0.1246404057	-0.0190794655	0.032214991	0.0742624321	-0.0451448308	0.0387330044	0.0561765802	0.069379609	-0.0146618342	0.0727420183	-0.1587153468	0.0157193389	-0.0657613512	0.0207965534	-0.0519024847	0.0021756568	-0.0017930954	-0.1252881879	-0.0321601915	-0.1044657206	-0.209423663	-0.033464125	-0.03214688	0.1902161941	-0.0728599341	-0.1135622915	0.066833445	0.0272689578	-0.0261456684	-0.1638517888	0.0466739613	0.1034915841	-0.1196327226	0.0123227821	0.03654725	0.0166183969	0.0556869186	0.0129017251	0.0538662114	0.0778947267	-0.0616609301	0.1093936277	0.1290836192	-0.1129153093	-0.2013131153	-0.1408929993	0.06167755	0.0606850567	-0.136365472	-0.0097198125	0.0779196095	-0.0691508953	-0.0011536474	-0.0362470107	-0.09576178	0.0635170878	0.0786171979	-0.0392042992	-0.040800875	-0.1179221029	0.0595202178	-0.0558365992	0.0111778335	0.0382290038	-0.1155674557	-0.0455889167	0.0631454881	-0.069157772	-0.0312901725	0.0349496104	0.0371796838	-0.1274836839	0.118753831	0.1100111431	0.0959136145	-0.0866682	4.750000000000587e-05	2.256250000000558e-09	0.00751137689124	0.154579	0.0651356999999999	0.0042426594144899	0.023894667241	-0.070326	0.078122	0.006103046884	0.004945746276	0.00332494	-0.00450744	1.1055226003600002e-05	2.03170153536e-05	-0.000210334	-0.000504293	4.4240391556000004e-08	2.543114298490001e-07	0.00196596	0.00015379	3.8649987216e-06	2.36513641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8931340032	0.3817514706	0.482836954	0.8091030527	-0.4547822564	0.9164193779	0.2509170727	1.491641647	0.1726891388	-1.001627259	-0.3767983098	-0.7453386218	-1.085908529	0.125160244
