global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	aroma_motion_03	aroma_motion_04	aroma_motion_05	aroma_motion_09	aroma_motion_10	aroma_motion_11	aroma_motion_15	aroma_motion_16	aroma_motion_17	aroma_motion_22	aroma_motion_24	aroma_motion_26	aroma_motion_28
70307.0860811588	n/a	4943086353.2234745	n/a	138006.62504340278	n/a	n/a	19045828555.870365	70710.77203710098	n/a	n/a	5000013282.082862	93153.1274372329	35135.713855350376	n/a	n/a	n/a	n/a	-0.0146649214	0.0655190076	0.0528697987	-0.0452594291	-0.1527310207	0.1767627431	-0.2071990072	0.1646893696	-0.1429057268	-0.1050565855	0.0860189785	-0.1101324993	0.2343189128	0.0489150109	-0.0588312164	0.3157132277	-0.0407268541	0.2458759462	-0.1634666714	0.1718766744	-0.2713249888	0.1079738376	-0.0601610487	0.1306163811	-0.075816725	0.2219176445	0.0201258593	0.0783186523	-0.0784501571	-0.0633975046	-0.1284790406	0.0361614031	-0.3033592854	0.133086148	-0.0770312296	0.2087841313	-0.1828252054	0.2952556598	-0.2393092548	0.0590392239	-0.4304215201	0.1542750674	-0.1992031285	0.041553971	-0.2062593334	0.0133261466	-0.1391063147	-0.0505966445	-0.0939994976	0.0588308209	-0.1067916387	0.3373914682	-0.0519003167	0.2711175134	0.0024790151	-0.1493468505	0.2667259238	-0.1177327708	0.1541380216	-0.2530100334	0.0173768152	-0.0933737575	0.0349380129	-0.2480299263	0.078060906	-0.0700917653	0.0829397318	-0.013683773	-0.2053268121	0.0743245526	0.1643619509	-0.108502	n/a	n/a	0.011772684004	0.0739014	n/a	n/a	0.00546141692196	0.0616897	n/a	n/a	0.00380561908609	0.00825458	n/a	6.813809097639999e-05	n/a	0.00127881	n/a	1.6353550161e-06	n/a	-0.00062209	n/a	3.869959680999999e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.591164094	1.842644396	2.000194804	-0.3184537415	-0.6812846577	-1.230391579	0.2924037421	-1.832064506	-2.136831542	1.592927301	-0.9745723089	-0.3306685289	3.12562418
70260.01306865072	-47.07301250808814	4936469436.40697	2215.8685065866225	136552.07527126736	-1454.5497721354186	2115715.039619198	18646469260.889866	70732.55416235037	21.782125249388628	474.4609803800536	5003094218.329828	92463.36072954824	37416.66749357413	1.667617	49.240482	0.2957717749999999	0.13266	-0.0481582678	0.0691688952	0.0579734357	0.2218979456	0.2313576558	-0.0356096675	0.0685961851	0.1327432983	-0.114776401	-0.011455004	0.099207639	0.0009426233	0.0391514296	-0.063420051	-0.1189386577	0.0154174186	0.1897056159	0.1006905837	0.0403345525	0.2317190959	-0.040347875	0.1771839047	-0.091882408	0.1626796235	-0.0563581759	0.1916525802	0.0719184766	-0.1228329111	-0.0756039542	0.0940374263	-0.1300572551	0.1180930281	0.2373266555	-0.1985967088	-0.0205598021	0.0300720907	0.0435713069	0.0846269022	-0.0926087579	-0.2188222615	-0.1675386506	0.2140816524	0.0331530312	-0.0483998601	-0.1237325543	-0.0335667548	-0.10747526	-0.0145756806	-0.0337557015	0.0587538483	-0.0290706234	0.2109740517	0.0068666263	0.3249456446	-0.0131268641	-0.1787754488	0.2737257005	-0.1251039446	-0.0851015694	0.1366179736	-0.1718735612	0.1237351123	-0.0864811526	-0.1117351233	-0.147994722	-0.2406061064	0.1545874702	0.2001773251	0.1172923975	0.0830983105	0.1640657595	-0.059179	0.049323	0.0024327583289999	0.003502154041	0.00954808	-0.06435332	0.0041413497950224	9.11658316864e-05	-0.0168468	-0.0785365	0.0061679818322499	0.0002838146702399	0.00706255	-0.0011920299999999	4.98796125025e-05	1.4209355208999985e-06	0.00152427	0.00024546	2.3233990329000004e-06	6.025061160000004e-08	1.15991e-05	0.0006336890999999	1.3453912081e-10	4.015618754588099e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.495472461	0.09127830467	1.145350426	0.7909530247	0.5300520039	-0.5026389093	-1.781789292	-2.069858173	1.359427451	-0.8361225469	0.9966708142	-0.7106644134	-0.3694657406
70248.40702853583	-11.606040114886127	4934838690.046843	134.700167148346	136336.20552300347	-215.86974826388175	46599.74821551169	18587560936.410645	70780.3034477632	47.74928541283589	2279.9942574364622	5009851356.157439	92369.0297452114	35095.16178089489	1.643614	48.53175	0.320329725	0.178023	-0.0186678556	0.0061987101	0.0613342532	0.2583535452	-0.0039610721	-0.1150884642	0.0432708409	0.0267091494	-0.0438077486	0.0323554618	-0.0269855656	0.0268796878	-0.1231012993	0.0173683448	0.1138924567	-0.0581227151	0.0480498083	0.1137237622	-0.0369843153	0.0402247788	0.1480877771	-0.132414826	0.0167264446	-0.172763431	0.0015262071	0.2076817082	0.0668147239	0.0240980528	-0.0109590971	-0.0044591897	-0.1099878562	-0.0721050601	0.2505403448	-0.0085705618	-0.1046130271	-0.0343981615	-0.1373464241	-0.156996382	0.0634839996	0.1096270476	0.0494742995	0.0458337891	0.0829252237	0.024672023	-0.1629006839	0.0121481407	-0.028930888	0.0343646017	-0.0379117143	0.0541434813	0.0321768575	0.0790872999	-0.0441343712	0.0651165689	-0.1100738165	0.0424796427	0.1451897422	0.0005824142	0.0638906604	0.1560481136	-0.0432558666	-0.0832757983	0.0244301442	0.1321063805	0.1673494368	0.0786881155	-0.2192653922	-0.2897481739	0.0399909299	-0.1500417671	0.1634739106	-0.0751589	-0.0159799	0.0002553572040099	0.00564886024921	0.0712122	0.06166412	0.0038024636953744	0.00507117742884	0.0235727	0.0404195	0.0016337359802499	0.0005556721852899	0.00394766	-0.0031148899999999	1.55840194756e-05	9.702539712099996e-06	0.000842086	-0.000682184	7.09108831396e-07	4.653750098560001e-07	-0.000236651	-0.0002482500999999	5.6003695801e-08	6.162811215000998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4109841848	0.5397215136	0.2602959529	-0.4320224738	-0.1894417305	-0.3680560811	0.02279005234	0.9429765073	-1.28182756	-1.105299336	-2.218270277	1.08943465	-1.303939644
70251.9539324843	3.5469039484742098	4935337031.331897	12.58052761970194	137357.55987413196	1021.3543511284806	1043164.7105690796	18867099254.575745	70812.94466025937	32.64121249616437	1065.448753219757	5014473131.456956	92728.74714662509	34643.58637843277	1.102834	32.563869	0.1144605	0.0596923	-0.0216736734	-0.012491095	0.0290503176	0.086774488	-0.0274425578	-0.0496087039	-0.0977388461	-0.099712322	-0.0196837724	0.0240085579	0.0518507103	0.1705650442	0.0841669612	0.113006633	0.0333920492	0.0853364731	-0.0284707782	-0.0240271827	-0.1794834127	-0.0409726273	-0.0981834381	0.081100105	0.0234652685	0.1454296777	0.0013815395	-0.1335743442	0.2248754852	0.0704413507	0.0760525385	0.1322624548	-0.0382340411	-0.0254083406	0.0649483938	-0.0062769243	-0.0092795144	0.1219470878	-0.0280279496	0.1063902176	0.0580896714	0.0657087524	-0.0801815366	-0.0094500627	0.0064388149	0.0551721657	0.0146615999	0.0522427322	-0.010427896	0.03213016	-0.0390982422	0.0563741734	0.0237598394	0.0617152851	0.0124296661	0.1436035935	-0.020425873	-0.0141207539	0.1264237306	-0.0858015867	-0.025124891	0.0329618251	-0.0831100429	-0.0423498403	-0.0411178579	0.0943876544	0.0768142539	-0.1079493141	-0.113047899	-0.1899112454	0.0333977573	-0.1418145736	0.1625874706	-0.0561675	0.0189914	0.0003606732739599	0.00315478805625	0.0207748	-0.0504374	0.00254393131876	0.0004315923150399	0.0313533	0.0077806	6.0537736360000034e-05	0.00098302942089	0.00366319	-0.00028447	1.34189609761e-05	8.092318090000012e-08	0.000991827	0.000149741	9.83720797929e-07	2.2422367081e-08	-0.000547462	-0.000310811	2.99714641444e-07	9.660347772099998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7183405161	0.2022033727	0.1872566348	-0.3074078016	-0.8227705343	-0.06215863056	-0.5094040521	-0.1214569071	0.0548539408	-1.364766308	0.1720803861	0.02109689373	-0.1572069053
70170.12287854058	-81.83105394372251	4923846144.789485	6696.321389540423	137661.42932942708	303.86945529512013	92336.645861353	18950669125.020844	70631.70822542587	-181.23643483349588	32846.645311156	4988838206.841693	92704.81520194215	34229.98626471185	0.8691	25.662321	0.13038819	0.069693	-0.0174271512	-0.0373325657	0.0231014045	0.0678039143	0.0784637789	-0.0891812947	0.0482331217	-0.1187385771	0.0224427248	-0.0185522185	0.0213582384	-0.0333129677	-0.1230558482	-0.0542785443	-0.0526724065	-0.0588800273	0.0313292607	-0.1541686222	-0.0082031936	-0.0982484642	-0.1930885212	-0.011731024	0.092456177	-0.1542741452	-0.0109735346	-0.0903238573	0.1380729248	0.117312183	-0.1351046252	0.1840816871	-0.0166431518	-0.0303858376	0.0714171879	-0.0914347906	0.0008293504	-0.0065673292	0.0121968178	-0.0979289673	0.0518450974	0.0390451546	-0.0179394072	-0.0321608925	0.0304452863	-0.1228251207	-0.0205191942	0.1997256165	0.0347780177	0.0361822852	-0.0443170415	-0.0023291717	0.0469641023	-0.0073062313	0.0152562075	0.0565483843	-0.1326785232	-0.0002882191	0.034107407	0.0062635605	0.0340763801	0.1028532371	-0.024146928	-0.0775320458	-0.0754540261	0.1174220153	0.1142137802	-0.0028319099	-0.1267731917	-0.2148824024	0.0425444832	-0.0956991116	0.161408037	-0.0425601	0.0136074	0.00018516133476	0.0018113621120099	0.00709606	-0.0136787399999999	0.0001871079279875	5.0354067523600006e-05	0.0509518	0.0195984999999999	0.0003841012022499	0.00259608592324	0.00252498	-0.00113821	6.3755240004e-06	1.2955220041000004e-06	0.000679336	-0.000312491	4.61497400896e-07	9.765062508100002e-08	-0.0007668319999999	-0.0002193699999999	5.880313162238466e-07	4.812319689995613e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1046709185	-0.1135402292	-0.08332636668	-0.3124042127	-0.3540278067	0.1010851657	-0.2181342759	0.5470425632	0.04100072345	-0.7857019235	-0.5568050028	0.5807909539	-0.4676914583
70173.92906052378	3.806181983192801	4924380319.791424	14.48702128918148	137822.92099609374	161.4916666666686	26079.55840277841	18995157551.895496	70617.34283158764	-14.365393838234011	206.36454012757176	4986809108.593982	92744.0400474092	33892.75439706777	0.827227	24.425917	0.08922051	0.0572963	-0.0163526232	-0.0579143732	0.0365321236	0.0085719133	-0.0637000509	-0.0620653181	-0.0408204103	-0.068959731	0.0684473244	-0.0335575558	0.037159255	-0.0339007675	-0.1318964727	-0.0433475467	-0.0753342081	-0.0520427717	-0.0758560606	-0.1888405763	-0.0409301761	0.0141729291	-0.1904255045	0.1190945786	-0.1479428547	-0.1398778349	-0.1546788079	-0.0525797693	0.128134574	0.1165817902	-0.0269116162	0.0294463658	0.0050179865	-0.088824937	-0.0129544409	-0.017395733	-0.0454313448	0.0148731585	-0.007405039	-0.1012138407	0.0044272268	0.0855320016	-0.0639372961	-0.0988511353	-0.0876643748	0.0193706741	-0.0100706924	0.0420156514	0.0489669313	0.0451664779	-0.0211194616	-0.0121568778	0.0399071809	0.007025902	0.0732223268	0.0926816488	0.002844224	-0.0690931197	-0.0393964292	-0.0277142257	-0.0790211599	0.0242244378	-0.0449571724	-0.0458408299	-0.0498966781	0.1088304429	0.0470088766	-0.0859592102	0.0141440866	-0.0675401587	0.0606364288	-0.0027018299	0.1599377353	-0.045923	-0.0033629	1.1309096410000014e-05	0.002108921929	-0.0372218	-0.04431786	0.0019640727149796	0.0013854623952399	0.0438978	-0.0070539999999999	4.9758915999999965e-05	0.00192701684484	0.00189065	-0.00063433	3.5745574225e-06	4.023745489e-07	0.000732006	5.267e-05	5.35832784036e-07	2.7741288999999995e-09	-0.000764117	2.714999999899959e-06	5.838747896890001e-07	7.371224999456777e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5752064417	-0.3013877261	-0.3279831041	-0.6295800569	-0.4990285502	-1.426177809	0.08525785279	0.4661585819	0.4054303555	-0.9978187245	0.4134151481	0.5727470679	0.2228624286
70266.44262833135	92.51356780757489	4937372959.640581	8558.760228486753	137805.94769965278	-16.973296440963168	288.0927920728129	18990479221.39944	70609.76333496394	-7.579496623700834	57.44876906869234	4985738678.219618	92750.90225909074	34122.705891927086	0.816957	24.122677	0.0850268799999999	0.0495382	-0.0165636303	-0.0477666462	0.0125546618	0.0132079595	0.0147513921	-0.1065481733	-0.0104139672	0.0090803332	0.0577150459	-0.0578572556	-0.011015505	0.095105175	-0.0310255189	-0.039102555	-0.1093139509	0.0270892074	-0.1258385314	-0.1068132932	0.0835763753	-0.1271559711	-0.0510201909	0.0538365847	0.0622597845	0.0380532859	-0.0782075168	-0.0304286551	0.0317278252	-0.0121762209	0.1796822619	-0.0004765389	0.0158646819	-0.0687477241	0.0066016169	-0.067394391	0.012068875	0.0382821315	0.0306533413	-0.0181926664	0.0574449868	0.002484143	-0.0641194374	-0.0627811763	0.0492271172	0.0104163613	0.1399566665	0.0233957264	0.0483454403	0.0453307975	-0.0135143841	-0.0056195472	0.0298842109	-0.0380343477	0.0385176602	0.0160836691	-0.0469239116	-0.0289804066	0.0263451204	0.0328981636	-0.0654974697	0.0963691447	0.061940249	-0.0742909535	-0.1057539584	0.0498706051	0.089519177	0.1027531015	-0.0239451473	-0.0442900119	-0.0665999026	-0.0256725084	0.1581792149	-0.0424942	0.0034287999999999	1.1756669439999973e-05	0.00180575703364	0.00500303	0.04222483	0.0017829362685288	2.5030309180900004e-05	0.0313985	-0.0124992999999999	0.0001562325004899	0.00098586580225	0.00183178	-5.886999999999993e-05	3.3554179684000004e-06	3.465676899999991e-09	0.000288266	-0.00044374	8.309728675600001e-08	1.969051876e-07	-0.000729248	3.486899999999998e-05	5.318026455040001e-07	1.2158471609999986e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1767224127	-0.2045326706	-0.05245016469	-0.7492607833	-0.04417257941	-0.8652411744	-0.1001408937	0.7118171244	0.9449466071	-0.9754534595	0.5590943533	0.251720519	0.1360263012
70254.44262026146	-12.000008069895555	4935686707.88361	144.00019367755849	138134.53831380207	328.59061414928874	107971.79170700676	19081150675.16725	70532.30439734884	-77.45893761509797	5999.887016459638	4974805963.600274	92747.17679000688	34098.81545885755	0.762162	22.504704	0.10937535	0.0578023	-0.0056208036	-0.0690357053	0.0212786036	-0.0412871853	0.0127248699	-0.0892371393	-0.0119081419	0.0265459454	0.0809413371	-0.0739216033	0.0664222924	-0.0054939967	0.0203280788	-0.0192725801	-0.0609500686	0.1219797388	-0.0247456808	0.0890261089	0.1366940221	-0.1754272756	0.0481351078	0.001134353	-0.0878349515	0.0673982798	-0.0276648101	-0.1401679653	-0.0242765589	-0.1094052336	-0.0035771494	0.1161970831	0.0676363543	-0.0416715766	-0.013016615	-0.0695096242	-0.0285659724	-0.0267210715	-0.0836489669	0.0009114376	-0.0968592954	0.0787372881	-0.0205064502	-0.1065989701	0.0611045578	-0.0908923666	0.094908804	-0.1709373631	0.0660751573	0.0194516979	-0.0311761968	-0.0148871975	-0.0108023291	-0.012125729	-0.0200012548	0.054921547	-0.0055826714	-0.0216377007	-0.0358878625	0.0404291641	-0.0876177144	0.0238269701	0.0445429748	-0.1521807707	-0.0885111294	0.0919938663	0.041027809	0.066306287	-0.0403977616	0.0426538595	0.0505382385	0.0853631076	0.1561356449	-0.0620697	-0.0195754999999999	0.0003832002002499	0.00385264765809	0.00497668	-2.6350000000000505e-05	6.943225000000266e-10	2.47673438224e-05	0.0662782	0.0348796999999999	0.0012165934720899	0.0043927997952399	0.00149623	-0.00033555	2.2387042129000003e-06	1.125938025e-07	0.000983581	0.000695315	9.674315835610002e-07	4.834629492250001e-07	-0.000662237	6.701100000000007e-05	4.3855784416900006e-07	4.490474121000009e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2138943344	0.1515216258	-0.4236378628	0.01313565024	-0.2919397448	-1.018489981	0.09213325507	0.4957102877	0.4788217618	-1.324029471	-0.5389850061	0.5406465701	-0.1522391162
70315.09935445733	60.65673419587256	4944213197.227205	3679.2394033087353	137903.4773654514	-231.0609483506705	53389.16185271123	19017369069.483566	70580.95927572514	48.654878376299166	2367.297189812464	4981671812.28157	92684.54222589477	34206.15627494251	0.756078	22.325058	0.0670440799999999	0.0340007	-0.0110688302	-0.050804747	0.0179435642	-0.006391775	-0.0421926533	-0.0538683449	0.0913896403	0.0547731704	0.090322684	-0.0335692355	0.0481626347	0.0316267338	-0.0983262221	-0.1202355076	0.0128418773	-0.0708995849	0.107960401	0.0282769716	0.2580264178	-0.0481312973	0.0498009296	-0.155593108	-0.0592545953	-0.0051990889	-0.0134761719	0.0027394335	-0.0163605865	0.011853734	0.1175689382	-0.0288844353	0.0295057484	-0.0988121474	0.0151726677	-0.0377455555	-0.0616504085	-0.0308637184	0.0320794764	-0.1085820511	0.0192952026	-0.1551100343	0.0259962896	-0.0168098846	0.0539596912	-0.0647270819	0.1793722842	-0.0224405395	0.0614884156	0.0430169741	-0.0091240916	-0.0300089392	0.0250206178	-0.0253099157	0.0491413811	-0.0090230754	-0.0712602513	-0.1152628108	-0.0528864801	0.0101110503	-0.124312726	0.1170320723	0.0365366254	-0.0738705827	-0.0956080026	0.0427095722	0.0510035121	0.035187301	-0.02344879	-0.008209228	0.0346076948	0.0358294736	0.1538107079	-0.0536426	0.0084271	7.101601441e-05	0.00287752853476	-0.0124729	-0.01744958	0.0003044878421763	0.00015557323441	0.0434071	-0.0228711	0.0005230872152099	0.0018841763304099	0.00149995	3.719999999999809e-06	2.2498500025e-06	1.3838399999998576e-11	0.000680885	-0.000302696	4.63604383225e-07	9.162486841600005e-08	-0.000721747	-5.951000000000003e-05	5.20918732009e-07	3.541440100000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3837671245	-0.1109805291	-0.3029393211	-0.7765846235	-0.04914095976	-1.112793196	-0.4273472459	0.073372843	0.4044673966	-1.016443506	0.0511648166	0.3906609336	-0.1610748943
70478.27880740332	163.17945294598758	4967187783.654076	26627.53386375177	138455.31001519095	551.8326497395465	304519.273318569	19169872871.402637	70600.72672556016	19.76744983502431	390.75207298020257	4984462614.177225	92886.24637396024	34588.08324920522	0.92735	27.382288	0.15994284	0.0891748	0.0097002196	-0.0907945187	-0.0264709756	-0.1094497152	-0.0742537335	-0.0988804001	-0.0617869571	-0.0226341769	0.1653407757	0.0028697298	0.0176146689	-0.0069234686	0.0763368477	0.0391651034	0.0414625846	0.0383820756	0.0592046268	0.0814081012	-0.151911391	-0.0870181272	0.1895504251	0.0260417986	0.138844934	-0.2195634702	0.0079513898	-0.2223800954	0.0124071957	-0.1712273294	0.2475265207	-0.0448176869	0.1343890366	-0.0963574211	-0.0725117176	0.0062796882	0.0260790477	0.003483726	-0.0900877094	-0.0177176244	-0.0424070596	0.0989022243	0.067895732	-0.1399222834	0.0450671014	0.0855881053	-0.0644277783	-0.1258461769	0.0842509847	-0.0490948703	-0.0308811923	-0.0191926854	-0.0466684723	-0.0290777098	0.0510244799	0.0614073109	0.163784536	-0.0198198107	-0.0955440489	0.0045444486	-0.051565874	0.0476730653	0.0336263804	-0.2127193729	0.0265136004	0.0345564331	0.0532230208	0.0182651669	0.0318423886	0.0485763292	-0.0875701517	0.0319095848	0.1512085936	-0.0203231	0.0333195	0.00111018908025	0.00041302839361	-0.00435646	0.0081164399999999	6.587659827359999e-05	1.8978743731600005e-05	0.11106	0.0676529	0.00457691487841	0.0123343236	0.00144369	-5.625999999999982e-05	2.0842408161000004e-06	3.1651875999999793e-09	-0.000150181	-0.000831066	2.2554332761e-08	6.90670696356e-07	-0.000591993	0.000129754	3.50455712049e-07	1.6836100516000012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9816931941	0.2449439106	-0.7107914945	-0.09610763722	-0.9522951742	-0.753706647	0.6198613247	0.9528046788	0.1590632464	-1.203836838	-0.2164185924	0.9658594738	0.2460834266
